biphosphorylated PER	monophosphorylated PER	PER mRNA	unphosphorylated PER	nuclear PER	total PER
0.25	0.25	0.10000000000000002	0.25	0.25	1.0
0.11759057629865409	0.16022707092841293	0.5931831731245195	0.2151538401730305	0.22682195483024664	0.719793442230344
0.09287392151037553	0.1573475619339221	0.957429518198747	0.27898136393470013	0.1674191819743456	0.6966220293533435
0.09820433740713617	0.19369698605832217	1.2687056099782177	0.37964155640942177	0.14601694241820345	0.8175598222930837
0.11981801014301971	0.2462995911377109	1.5487176966167684	0.49771812462359505	0.15704414128432942	1.0208798671886552
0.15215196695431646	0.3072538600276517	1.8073280126469458	0.6267365416987503	0.1902096179210747	1.276351986601793
0.19306904714164833	0.37384455975818515	2.049581449494899	0.7648217868178209	0.23925238018689055	1.570987773904545
0.24186579794430418	0.4451991671811339	2.27754348333784	0.9116570537881585	0.3012195495354971	1.8999415684490937
0.29842503047609137	0.5210375883221005	2.4903182878406045	1.067098045222941	0.374984038974864	2.2615447029959963
0.3627763534785225	0.6010708854347043	2.6829245531698764	1.2301107319772946	0.4602381071748113	2.654196078065332
0.43478474924665245	0.6845611821160142	2.844441746506621	1.3974569642753587	0.5568485433602541	3.0736514389982794
0.5138550434239316	0.7698824015800408	2.956742882514124	1.5620031928241858	0.6643654124777764	3.510106050305934
0.5986275698619202	0.8541077073203518	2.996754508022087	1.7112602641003603	0.7815668936980581	3.9455624349806904
0.686717054714371	0.9328141870553591	2.9446915064853845	1.8277068075512921	0.9060319555113566	4.353270004832379
0.7745899923565854	1.000326619524886	2.7945712846418567	1.8922689764955334	1.0338277936000047	4.70101338197701
0.8576217983680122	1.05037967062274	2.5578123904852275	1.8899527814999422	1.1594118433280665	4.95736609381876
0.9302570425778672	1.0768940793015336	2.257224022138237	1.8145107239293967	1.275742680136259	5.097404525945056
0.986167313885803	1.0746494202182222	1.9186252996409454	1.6701603103022633	1.3744845452866707	5.1054615896929585
1.0184260519820398	1.039990935691855	1.5664296639658757	1.470779965965301	1.4462316779408264	4.975428631580022
1.019914622035063	0.9718826392863713	1.223535211094586	1.2376731162593488	1.4808768934597247	4.710347271040508
0.9843499431467788	0.8733756169107962	0.9133170685047876	0.996325586901108	1.468504806416037	4.32255595337472
0.9083453626104473	0.752869588982275	0.6614165286692599	0.7722146030480445	1.4013673270855458	3.8347968817263136
0.7944357329489556	0.623770475461345	0.4947223756169322	0.5862699192400541	1.2772852169957252	3.2817613446460796
0.6537499214903718	0.501558517928052	0.43684482778365125	0.4516146420355111	1.1037458166362906	2.710668898090226
0.5059461329152494	0.39987278045770613	0.504350206807032	0.3737563913124893	0.9003012478642579	2.179876552549703
0.3748644662224657	0.3286170443590971	0.6935386615676409	0.353017628965082	0.6964505616203378	1.7529497011669828
0.27983162451608984	0.292596625370791	0.9575211498054822	0.38300811521069794	0.5235798301546597	1.4790161952522387
0.22657395980722497	0.28943516498325556	1.2383257086359662	0.45061469846165964	0.4025178706433613	1.3691416938955014
0.2081736864821133	0.31168891760759254	1.5085127529759863	0.5434540659782877	0.3362230937413297	1.3995397638093232
0.2145555112802806	0.35163165566953253	1.7626306789332014	0.653859371450132	0.3153266713717935	1.5353732097717385
0.23832247928652114	0.40375269341774517	2.0012876077994304	0.7777839153943713	0.3280893329028159	1.747948421001453
0.27519375546055613	0.46473610725285	2.224993773845391	0.9130537371997406	0.3655335189089346	2.018517118822081
0.32287257524371765	0.532625653037859	2.4321197415415576	1.0580825797492708	0.4220376636095778	2.335618471640425
0.3800604646237393	0.6060345536554663	2.6174281704163604	1.210735892681016	0.4943393399536233	2.6911702509138444
0.44578559005682505	0.6835117260063719	2.770480413945112	1.367024488648557	0.5804267870346587	3.0767485917464126
