TIM-p	PER-p	TIM-pp	PER-pp	PER	TIM	PER_TIM complex cytoplasm	tim mRNA	per mRNA	PER_TIM complex nuclear	total TIM	total PER	Values[T2_lightdecay_rate]
0.79	0.02	4.65	0.01	0.02	0.54	0.18	1.41	0.09	1.2	7.36	1.43	2.0
0.6057420068996046	0.023132514016446542	2.3309514862839076	0.014622005319679084	0.025229182824813935	0.410034725296398	0.161113564714702	1.1338548520785765	0.10247010697818586	1.1566878790901196	4.664529662284732	1.3807851459657612	4.0
0.3828918659331589	0.027212371670900407	0.30577570293602074	0.01864651548695746	0.02956270627265421	0.31015299068466606	0.1386487660831359	0.9193434782844643	0.12067487749383161	1.0999001708126799	2.237369496449661	1.3139705303263278	4.0
0.2359800926353253	0.03273939830822423	0.0586378003334973	0.020707886058383106	0.036043649182579914	0.23950280369586238	0.12117235790359883	0.7821285779613936	0.1485938391870016	1.0306169903603792	1.685910044928663	1.2412802818131654	4.0
0.19494507770361547	0.04062701172173868	0.046841467684951885	0.023421366085038413	0.04530159963811383	0.2088655644659527	0.11152223055376662	0.7270992687454708	0.18707166736519493	0.9608612271843912	1.523035567592678	1.1817334351830486	4.0
0.1854445550476526	0.05105200103560864	0.04376275392757657	0.027459006702351272	0.05725228807262917	0.20554973718247366	0.10374510300425968	0.7449167099094365	0.23508966967100503	0.8951191556668141	1.4336213048287765	1.1346275544816629	4.0
0.19586567101470717	0.06391838833908553	0.04563819074758669	0.03277561616398199	0.07181881440702871	0.2225725390535288	0.09679027075381005	0.8221703710110344	0.2921470468376101	0.8339026275496639	1.3947692991192966	1.0992057172135703	4.0
0.22180792480783243	0.07919371789064743	0.05137331506749782	0.039444509810265614	0.08896706525266125	0.25620384831624193	0.09050444102979731	0.9469990852838845	0.3576950912352487	0.7771315939950054	1.397021123216375	1.075241327978377	4.0
0.26081355519410115	0.09680568581001672	0.06054729032713912	0.047562833172699034	0.10858840392445081	0.30431097149222136	0.08489168071823579	1.110080091236575	0.4307724793996765	0.7246841594788179	1.4352476572105153	1.0625327631042203	4.0
0.31146337987100664	0.11658476138547433	0.07310123370621728	0.057207225236710305	0.1304563194771307	0.36572227439303545	0.08000632747366582	1.3038550107209688	0.5099798566200603	0.6764967472642468	1.5067899627081718	1.060751380837228	4.0
0.3729181136570401	0.138261934552983	0.08921505917301983	0.06841590137080983	0.15423525279865696	0.43980368770020456	0.07594229708016358	1.5218051867344928	0.593614709467775	0.6325986787394663	1.6104778363498942	1.0694540645420796	4.0
0.4446606788871482	0.16149261713623722	0.10925381721413954	0.08117994808688189	0.1795126650888741	0.5262221496325279	0.0728379319831291	1.7581450376103132	0.6798537662897921	0.5931395980247152	1.74611417574166	1.0881627603198374	4.0
0.5263759210581697	0.1858872433156187	0.13375685034745236	0.09543559832311944	0.20583555666563294	0.6248369791788351	0.07088452148300242	2.0077592847744024	0.766913565868768	0.5584193368622735	1.914273608929733	1.1164622566496472	4.0
0.6567944703948707	0.21035320856788534	0.5342502665818338	0.10422929245961952	0.2325811634100817	0.7384646006036886	0.08527697542932824	2.2651135894334833	0.8523109685491908	0.5359750695442125	2.550761382553934	1.1684157094111272	2.0
0.7945421002745123	0.2341394163571816	0.8296253856913931	0.11392872786103495	0.258124072784021	0.8641570469321106	0.10784939560486637	2.519390001270969	0.9293319472670627	0.538829115248596	3.135003043751478	1.2528707278557	2.0
0.93776651555924	0.2550938751038889	1.1725874792713185	0.12104524685118107	0.27989888928824785	0.9955359650763977	0.1380018843066493	2.757394913543395	0.9896027073128815	0.5696189442613596	3.813510788474965	1.3636588398113267	2.0
1.084843264179361	0.27009804015429123	1.5855156380276707	0.12353314261855372	0.29423402417587863	1.125187040680523	0.17647277931559935	2.960708547019681	1.0209113215495527	0.6319566717200158	4.60397539392317	1.4962946579843388	2.0
1.2267812036911276	0.27437893294935645	2.0723058342957628	0.11978377390367108	0.295118229246273	1.238499144895562	0.22036494620954822	3.0991803125284205	1.0026787531300925	0.7276156148369518	5.485566743928952	1.6372614971458006	2.0
1.3462077332207445	0.26077231560376696	2.6260618329465397	0.10824943263147063	0.2740749688772103	1.3103170302918625	0.2621950502245523	3.1310976297752107	0.9076171454251782	0.8524148715114581	6.397196518195158	1.7577066388484583	2.0
1.4172426150142279	0.2224071204789316	3.228371561452699	0.08833309213540723	0.22506966083811109	1.310268698091848	0.2898368813149897	3.0236608755728884	0.7211689320342451	0.9921339678752079	7.237853723748973	1.8177807226426475	2.0
1.4131986557555045	0.1609863172689165	3.8425767919264953	0.06267586299260645	0.15434933873912166	1.2227775347187348	0.2911801739498045	2.7834410131660245	0.4721788737361873	1.121383812717439	7.891116969067979	1.790575505667888	2.0
1.3228904238395927	0.09343454305316624	4.401283690112145	0.037884478033380145	0.0839118641894939	1.0642186500676738	0.2646241905801319	2.454800251244604	0.24175426067972933	1.2113497856002813	8.264366740199824	1.6912048614564534	2.0
1.1631192787493254	0.04506692585763335	4.801378475003416	0.02110359341845361	0.03962301395860761	0.8739450633507233	0.22558623404393913	2.0905041068562427	0.11833553497564943	1.2465124089976232	8.310541460145027	1.577892176276257	2.0
