NFkB:IkB_alpha{nucleus}	NFkB{nucleus}	IkB_alpha{nucleus}	IKKa	NFkB{default}	IkB_alpha{default}	p105	NFkB:IkB_alpha{default}	Promp105:RNAP	PromIkBa:RNAP3	IKKn	p65	PromIkBa:RNAP3:FTAz	Promp105:RNAP:FTAX	p50	mRNAp65	ActivePRaseonp105	ActivePRaseonIkB_alpha	A20{default}	mRNAA20	IKKi	Promp105:RNAP1:p50p65	Promp105:RNAP1:FTAx:p50p65:IkBa	IkBa:RNAP3:FTAz:p50p65	PromIkBa:RNAP3:p50p65:IkBa	mRNAp105	mRNAIKB_alpha	ActivePRaseonp65	IKKa:IKB_alpha	Promp65:RNAP2	NFkB:IKKa:Ikb_alpha	IKK	A20{nucleus}	Promp105:RNAP1:p50p65:IkBa	FTAz	InactivePRaseonp65	InactivePRaseonp105	InactivePRaseonIkB_alpha	Promp105:RNAP1:FTAx:p50p65	PromIkBa:RNAP3:FTAz:p50p65:IkB_alpha	PromIkBa:RNAP3:p50p65	FTAx	Promp65:RNAP2:FTAy	sa12_degraded	FTAy
8.221246232961131e-28	3.6879747411639965e-21	1.4470117384961617e-07	0.0	5.522408094511828e-20	2.346180702760673e-06	3.313668746077725e-08	2.679928976145846e-25	5.554658171922135e-06	5.554658171922134e-06	0.0005481137002455118	6.452087982261527e-08	1.1120084947445354e-06	1.1120084947445362e-06	4.9748572943148684e-11	8.206232141516489e-07	2.769185574768733e-06	5.056692333910842e-07	1.884038213757427e-26	8.780526840606314e-27	0.0	6.126651900902239e-26	8.301108812299135e-32	1.1293713094641218e-26	4.651389021380831e-31	5.537192827504973e-07	2.9113391034840216e-07	2.5020774944980478e-06	0.0	5.554658171922134e-06	0.0	-0.0005499999999999999	-8.795616510285087e-27	4.651389021380831e-31	0.0003322213248385884	-3.3233098507070887e-06	-3.323309850707094e-06	-7.987056156327127e-07	1.1293713094641229e-26	8.301108812299127e-32	6.126651900902239e-26	0.0003322213248385884	1.1120084947445354e-06	1.902471893226305e-09	0.0003322213248385884
1.0783638480475838e-27	4.438765851995105e-21	1.5641852499785694e-07	0.0	6.541157650083632e-20	2.49231934146501e-06	3.5457725025143115e-08	3.411100692030455e-25	5.536347471250985e-06	5.536347471250984e-06	0.0005580445653409819	6.897294253690887e-08	1.1303191954156849e-06	1.1303191954156857e-06	5.420262735795828e-11	8.612076570385591e-07	2.8559503575964375e-06	5.180687543902167e-07	2.3630316896216427e-26	1.0782589451753205e-26	0.0	7.502483805178827e-26	1.1214870296966544e-31	1.4079262105499822e-26	6.194837002686186e-31	5.818157791135262e-07	3.0381154196489525e-07	2.5763406747040777e-06	0.0	5.536347471250984e-06	0.0	-0.0005600000000000001	-1.0801516039339952e-26	6.194837002686186e-31	0.00033220301413791723	-3.4381995146806957e-06	-3.438199514680701e-06	-8.239017474332353e-07	1.407926210549984e-26	1.1214870296966518e-31	7.502483805178829e-26	0.00033220301413791723	1.1303191954156849e-06	2.0214510781233035e-09	0.00033220301413791723
1.4166790436617355e-27	5.3286450463710305e-21	1.6885195333467531e-07	0.0	7.726693218863619e-20	2.644715012332705e-06	3.7895288020642526e-08	4.338242149018449e-25	5.518100333513675e-06	5.518100333513674e-06	0.0005679741891558966	7.36429626718738e-08	1.1485663331529952e-06	1.148566333152996e-06	5.896566036672338e-11	9.029832794971737e-07	2.943661496861163e-06	5.305141494509204e-07	2.9552057371389124e-26	1.320107472536533e-26	0.0	9.158363149469654e-26	1.5258751268219304e-31	1.7505202057264401e-26	8.280105128442009e-31	6.107832429847442e-07	3.1679460592162843e-07	2.651229366882234e-06	0.0	5.518100333513674e-06	0.0	-0.0005700000000000001	-1.3224745006590745e-26	8.280105128442009e-31	0.0003321847670001799	-3.554907929153736e-06	-3.5549079291537415e-06	-8.494543177738477e-07	1.7505202057264424e-26	1.5258751268219278e-31	9.158363149469652e-26	0.0003321847670001799	1.1485663331529952e-06	2.145562401298928e-09	0.0003321847670001799
1.8594810407392204e-27	6.380295883918606e-21	1.8203127172843597e-07	0.0	9.10270414168873e-20	2.8035141600627936e-06	4.045294505396825e-08	5.50747795852261e-25	5.499916531427647e-06	5.499916531427646e-06	0.0005779025718454065	7.853726806484972e-08	1.1667501352390232e-06	1.166750135239024e-06	6.4053022293658e-11	9.459598918922264e-07	3.032303296873295e-06	5.43003067710652e-07	3.6837459555513865e-26	1.6112381284391167e-26	0.0	1.1144428959979906e-25	2.078707768958297e-31	2.1701378657336222e-26	1.1065280022065051e-30	6.406310131313206e-07	3.300840934027313e-07	2.7267273877088908e-06	0.0	5.499916531427646e-06	0.0	-0.0005800000000000001	-1.6141887821288176e-26	1.1065280022065057e-30	0.0003321665831980939	-3.6734287809973166e-06	-3.673428780997322e-06	-8.753620894081844e-07	2.170137865733624e-26	2.0787077689582945e-31	1.1144428959979906e-25	0.0003321665831980939	1.1667501352390232e-06	2.2749282948009825e-09	0.0003321665831980939
2.43170876886368e-27	7.618596157974024e-21	1.95986972284894e-07	0.0	1.0695005851117594e-19	2.96886344146518e-06	4.313430104310841e-08	6.969987090355354e-25	5.481795838565513e-06	5.481795838565512e-06	0.0005878297135646423	8.366223433585212e-08	1.1848708281011575e-06	1.1848708281011583e-06	6.948053901709579e-11	9.90147057064492e-07	3.1218602380214974e-06	5.555332148177417e-07	4.57428752454166e-26	1.960058221876267e-26	0.0	1.351580427768575e-25	2.819500587145873e-31	2.681120511515184e-26	1.472650142167715e-30	6.713682742989891e-07	3.4368094320217024e-07	2.802818823437821e-06	0.0	5.481795838565512e-06	0.0	-0.00059	-1.963722298925311e-26	1.4726501421677153e-30	0.00033214846250523175	-3.793755779590704e-06	-3.7937557795907095e-06	-9.016238295010257e-07	2.6811205115151863e-26	2.8195005871458694e-31	1.3515804277685749e-25	0.00033214846250523175	1.1848708281011575e-06	2.409671481113824e-09	0.00033214846250523175
3.1620422401610213e-27	9.071185031755321e-21	2.107502110361891e-07	0.0	1.2531996485606995e-19	3.140909789755905e-06	4.5942997410233586e-08	8.784079600340663e-25	5.463738029354242e-06	5.4637380293542415e-06	0.0005977556144687159	8.902428607945637e-08	1.2029286373124274e-06	1.2029286373124283e-06	7.526450835095148e-11	1.0355540868533764e-06	3.2123169771409143e-06	5.681023558905547e-07	5.655745999212328e-26	2.3759887080765402e-26	0.0	1.6334149094308308e-25	3.7940642888096577e-31	3.299647314931958e-26	1.94671086559162e-30	7.030040568195643e-07	3.5758603871151116e-07	2.8794880333444153e-06	0.0	5.4637380293542415e-06	0.0	-0.0006000000000000001	-2.380519176677125e-26	1.9467108655916206e-30	0.00033213040469602044	-3.915882656799328e-06	-3.915882656799333e-06	-9.282383096239889e-07	3.2996473149319617e-26	3.7940642888096537e-31	1.6334149094308306e-25	0.00033213040469602044	1.2029286373124274e-06	2.5499150219230448e-09	0.00033213040469602044
4.083158122201295e-27	1.076861937099011e-20	2.2635280929628292e-07	0.0	1.4644793110163037e-19	3.319800378613717e-06	4.8882711386973294e-08	1.1015663236682938e-24	5.445742879071545e-06	5.445742879071544e-06	0.0006076802747127194	9.462989533296538e-08	1.2209237875951252e-06	1.220923787595126e-06	8.142170542455056e-11	1.0821900470800997e-06	3.3036583455281934e-06	5.807083136225818e-07	6.960520469873744e-26	2.8695250732341094e-26	0.0	1.9668048875427324e-25	5.054949222908803e-31	4.043849797349172e-26	2.551952821200161e-30	7.355472385177076e-07	3.7180020982635094e-07	2.9567196446703327e-06	0.0	5.445742879071544e-06	0.0	-0.0006100000000000001	-2.8751008636051845e-26	2.551952821200162e-30	0.0003321124095457378	-4.039803166888194e-06	-4.0398031668882e-06	-9.552043057385575e-07	4.043849797349176e-26	5.054949222908798e-31	1.966804887542732e-25	0.0003321124095457378	1.2209237875951252e-06	2.695782289624761e-09	0.0003321124095457378
5.231985310900571e-27	1.2744530076543307e-20	2.428272550163965e-07	0.0	1.706736793699228e-19	3.505682586236648e-06	5.195715531969246e-08	1.3738710046335907e-24	5.427810163842243e-06	5.427810163842242e-06	0.0006176036944517254	1.0048558004457731e-07	1.2388565028244276e-06	1.2388565028244285e-06	8.796938806245913e-11	1.1300637625308786e-06	3.3958693469565144e-06	5.933489663875296e-07	8.524696721831767e-26	3.4522982192390225e-26	0.0	2.3593403083594868e-25	6.661889945085882e-31	4.933926328223666e-26	3.314716130379976e-30	7.690065466176961e-07	3.8632423485274977e-07	3.0344985475681468e-06	0.0	5.427810163842242e-06	0.0	-0.0006200000000000001	-3.459127178068641e-26	3.314716130379977e-30	0.00033209447683050846	-4.16551108643531e-06	-4.165511086435316e-06	-9.82520598179114e-07	4.9339263282236706e-26	6.661889945085875e-31	2.3593403083594863e-25	0.00033209447683050846	1.2388565028244276e-06	2.8473969388348982e-09	0.00033209447683050846
6.673724591140756e-27	1.5040995299354287e-20	2.6020665496420927e-07	0.0	1.9840089790357215e-19	3.6987041967506417e-06	5.517007716199653e-08	1.7067158431201453e-24	5.4099396606359735e-06	5.409939660635972e-06	0.0006275258738407877	1.0659790732403763e-07	1.2567270060306972e-06	1.256727006030698e-06	9.492528715795857e-11	1.1791838074930355e-06	3.4889351585807847e-06	6.060222575189252e-07	1.0399380648628376e-25	4.1398102830045286e-26	0.0	2.8209904299008796e-25	8.736594266685735e-31	5.998261590394093e-26	4.2840462397231834e-30	8.033905567663287e-07	4.011588310618963e-07	3.1128099044686557e-06	0.0	5.409939660635972e-06	0.0	-0.0006300000000000001	-4.14814121510355e-26	4.2840462397231834e-30	0.00033207660632730216	-4.293000214265614e-06	-4.29300021426562e-06	-1.0101859716399945e-06	5.998261590394095e-26	8.736594266685728e-31	2.8209904299008786e-25	0.00033207660632730216	1.2567270060306972e-06	3.0048830591733157e-09	0.00033207660632730216
8.513330724463221e-27	1.771116130724358e-20	2.785247128476973e-07	0.0	2.3011469016139876e-19	3.899013476394826e-06	5.852526034087279e-08	2.1170230336885226e-24	5.392131147264192e-06	5.3921311472641904e-06	0.0006374468130349401	1.1297349417012464e-07	1.2745355194024792e-06	1.27453551940248e-06	1.0230760496364579e-10	1.2295585039131625e-06	3.5828411303180225e-06	6.187261986942155e-07	1.2656159512056391e-25	4.9527592007955963e-26	0.0	3.3649028184501858e-25	1.1488860976781375e-30	7.27637791584507e-26	5.541056552635705e-30	8.387076935773138e-07	4.163046512337925e-07	3.19163915183901e-06	0.0	5.3921311472641904e-06	0.0	-0.00064	-4.9628982895866687e-26	5.541056552635705e-30	0.0003320587978139304	-4.4222643713740985e-06	-4.422264371374104e-06	-1.0381992151604177e-06	7.276377915845074e-26	1.1488860976781371e-30	3.364902818450185e-25	0.0003320587978139304	1.2745355194024792e-06	3.1683652324100705e-09	0.0003320587978139304
1.0842256573905795e-26	2.0807651557133483e-20	2.9781584140453796e-07	0.0	2.6630625848774175e-19	4.106758603113981e-06	6.202652038859136e-08	2.620211220716352e-24	5.37438440237357e-06	5.374384402373568e-06	0.0006473665121891972	1.1961899516972485e-07	1.292282264293101e-06	1.292282264293102e-06	1.1013505426224247e-10	1.2811959589119109e-06	3.6775727763543635e-06	6.314588428773344e-07	1.5362242242953475e-25	5.911076234290157e-26	0.0	4.00381895563152e-25	1.5094652698351427e-30	8.80552793284905e-26	7.155389695100049e-30	8.74966239031852e-07	4.3176231112534326e-07	3.2709719626507392e-06	0.0	5.374384402373568e-06	0.0	-0.0006500000000000001	-5.92338352935499e-26	7.155389695100049e-30	0.00033204105106903977	-4.553297400793004e-06	-4.553297400793011e-06	-1.0665591220984615e-06	8.805527932849056e-26	1.5094652698351416e-30	4.0038189556315197e-25	0.00033204105106903977	1.292282264293101e-06	3.337968095784021e-09	0.00033204105106903977
1.3765167825414028e-26	2.4388531551252153e-20	3.1811510900428237e-07	0.0	3.0751218061350543e-19	4.322087894885013e-06	6.567770556985279e-08	3.233742210227511e-24	5.356699205443848e-06	5.356699205443846e-06	0.0006572849714585547	1.2654110629086154e-07	1.3099674612228228e-06	1.3099674612228236e-06	1.184268470382142e-10	1.3341040536816685e-06	3.773115776378023e-06	6.442182948655976e-07	1.8593055125060278e-25	7.036965151492935e-26	0.0	4.751904632292211e-25	1.9757048089423554e-30	1.062749504836545e-25	9.207027667927295e-30	9.121743311744851e-07	4.475323787376289e-07	3.350794257382716e-06	0.0	5.356699205443846e-06	0.0	-0.0006600000000000001	-7.051861155437497e-26	9.207027667927296e-30	0.0003320233658721101	-4.686093167528095e-06	-4.6860931675281015e-06	-1.0952644901185713e-06	1.0627495048365456e-25	1.9757048089423536e-30	4.75190463229221e-25	0.0003320233658721101	1.3099674612228228e-06	3.5138165153451432e-09	0.0003320233658721101
1.740135697475772e-26	2.851771947405661e-20	3.394582386066279e-07	0.0	3.5431743179704644e-19	4.545149785343592e-06	6.948269624493756e-08	3.977320867068417e-24	5.339075336784276e-06	5.339075336784274e-06	0.0006672021909979881	1.337465635839914e-07	1.327591329882395e-06	1.327591329882396e-06	1.2720269912609427e-10	1.3882904477655017e-06	3.869455973735211e-06	6.570027099395098e-07	2.243298751473051e-25	8.355093504930083e-26	0.0	5.624867236704232e-25	2.570933550683347e-30	1.2789000667209836e-25	1.1787427214808217e-29	9.503399658792875e-07	4.6361537566897944e-07	3.4310921996688624e-06	0.0	5.339075336784274e-06	0.0	-0.0006700000000000001	-8.373066358097681e-26	1.178742721480822e-29	0.0003320057420034505	-4.82064555847307e-06	-4.820645558473077e-06	-1.1243141211747893e-06	1.2789000667209845e-25	2.570933550683345e-30	5.62486723670423e-25	0.0003320057420034505	1.327591329882395e-06	3.6960355663003163e-09	0.0003320057420034505
2.188569766766318e-26	3.326529592382304e-20	3.618816076708605e-07	0.0	4.0735774832014744e-19	4.776092794819905e-06	7.344540420989239e-08	4.8730342093992004e-24	5.321512577530029e-06	5.3215125775300275e-06	0.0006771181709624541	1.4124214179079806e-07	1.3451540891366415e-06	1.3451540891366424e-06	1.3648283514906166e-10	1.44376258361553e-06	3.966579373530141e-06	6.698102922964346e-07	2.6975922278435865e-25	9.892732171056288e-26	0.0	6.640041920209984e-25	3.321705553486135e-30	1.5341995262702363e-25	1.5000279584744087e-29	9.894709986718346e-07	4.800117786876148e-07	3.5118521916668785e-06	0.0	5.3215125775300275e-06	0.0	-0.0006800000000000002	-9.914345261472206e-26	1.500027958474409e-29	0.0003319881792441963	-4.956948482323586e-06	-4.956948482323593e-06	-1.153706821493902e-06	1.5341995262702374e-25	3.3217055534861325e-30	6.640041920209982e-25	0.0003319881792441963	1.3451540891366415e-06	3.884750509852873e-09	0.0003319881792441963
2.737044390576016e-26	3.8707918031856027e-20	3.85422247953945e-07	0.0	4.673225898740586e-19	5.0150655023232295e-06	7.756977205541665e-08	5.945583016705749e-24	5.304010709638673e-06	5.304010709638672e-06	0.0006870329115068901	1.4903465300438368e-07	1.3626559570279977e-06	1.3626559570279986e-06	1.4628799324880527e-10	1.5005276909929366e-06	4.064472140772993e-06	6.826392935311736e-07	3.232604414540417e-25	1.167995189264485e-25	0.0	7.816510435599539e-25	4.2582458539438264e-30	1.8344093475227527e-25	1.8963034438093313e-29	1.029575146503955e-06	4.967220212568266e-07	3.593060869585837e-06	0.0	5.304010709638672e-06	0.0	-0.0006900000000000002	-1.1705852114062662e-25	1.8963034438093325e-29	0.00033197067737630496	-5.094995869492242e-06	-5.094995869492249e-06	-1.1834414015587814e-06	1.8344093475227517e-25	4.258245853943821e-30	7.816510435599539e-25	0.00033197067737630496	1.3626559570279977e-06	4.0800867707811646e-09	0.00033197067737630496
3.4140719912922085e-26	4.494328066126935e-20	4.1011783032425193e-07	0.0	5.350386925032926e-19	5.262216645205654e-06	8.185977504221228e-08	7.234962661226183e-24	5.286569515892776e-06	5.286569515892775e-06	0.0006969464127862136	1.5713095224594074e-07	1.3800971507738946e-06	1.3800971507738952e-06	1.5663940172952297e-10	1.5585927700570953e-06	4.163120604981541e-06	6.95488017428963e-07	3.8636046135172417e-25	1.3757490514756492e-25	0.0	9.179616631562405e-25	5.447394383142412e-30	2.187839054693419e-25	2.3911251906869961e-29	1.0706599831744773e-06	5.137464886737411e-07	3.6747051205894715e-06	0.0	5.286569515892775e-06	0.0	-0.0007000000000000002	-1.378844716366671e-25	2.3911251906869973e-29	0.00033195323618255904	-5.234781672153409e-06	-5.234781672153416e-06	-1.2135166761171674e-06	2.1878390546934195e-25	5.447394383142406e-30	9.179616631562405e-25	0.00033195323618255904	1.3800971507738946e-06	4.28217001446328e-09	0.00033195323618255904
4.2539935033736856e-26	5.2081092842911305e-20	4.360066746270551e-07	0.0	6.1141888534837655e-19	5.5176950053640345e-06	8.631941876915724e-08	8.788330569727539e-24	5.26918877989224e-06	5.2691887798922395e-06	0.0007068586749553232	1.6553793147803138e-07	1.3974778867744304e-06	1.397477886774431e-06	1.6755880265758044e-10	1.6179646100835284e-06	4.262511253993163e-06	7.083548142049858e-07	4.608281160659162e-25	1.6171795888168709e-25	0.0	1.0758131349832472e-24	6.971217478999769e-30	2.604087585868329e-25	3.013104028628157e-29	1.112732945372989e-06	5.31085523885286e-07	3.756772063962263e-06	0.0	5.2691887798922395e-06	0.0	-0.0007100000000000002	-1.6208720059223045e-25	3.013104028628158e-29	0.0003319358554465585	-5.376299864070977e-06	-5.376299864070984e-06	-1.2439314641479136e-06	2.604087585868329e-25	6.971217478999763e-30	1.075813134983247e-24	0.0003319358554465585	1.3974778867744304e-06	4.491126057641628e-09	0.0003319358554465585
5.289916500102267e-26	6.023454427706446e-20	4.6312775902726294e-07	0.0	6.974137189818503e-19	5.78164929989631e-06	9.095273692927183e-08	1.065230800604548e-23	5.251868286046842e-06	5.251868286046841e-06	0.0007167696981690979	1.7426251385916456e-07	1.4147983806198287e-06	1.4147983806198293e-06	1.7906847448132672e-10	1.6786498074383811e-06	4.362630728001999e-06	7.212380749641081e-07	5.484440102760786e-25	1.89703363831916e-25	0.0	1.2581570710135363e-24	8.906753174228677e-30	3.0928522630995265e-25	3.7895081130954e-29	1.155801338501918e-06	5.487394330813496e-07	3.839249033021265e-06	0.0	5.251868286046841e-06	0.0	-0.0007200000000000003	-1.901428190934521e-25	3.7895081130954013e-29	0.0003319185349527131	-5.519544440430635e-06	-5.519544440430642e-06	-1.2746845888281145e-06	3.0928522630995265e-25	8.906753174228672e-30	1.2581570710135363e-24	0.0003319185349527131	1.4147983806198287e-06	4.7070807826569265e-09	0.0003319185349527131
6.559538202228638e-26	6.952769178500053e-20	4.915207123699516e-07	0.0	7.940544292871259e-19	6.0542282164602195e-06	9.576379191766325e-08	1.287939090821277e-23	5.23460781957575e-06	5.234607819575749e-06	0.0007266794825823976	1.833116558370144e-07	1.4320588470909204e-06	1.4320588470909213e-06	1.9119122282041097e-10	1.7406547594006794e-06	4.463465820910221e-06	7.341362333146542e-07	6.511942303383936e-25	2.220560481598273e-25	0.0	1.4682497248965148e-24	1.1342587562914563e-29	3.664934303765876e-25	4.75151923867661e-29	1.1998723352974454e-06	5.667084840500351e-07	3.9221235812536194e-06	0.0	5.234607819575749e-06	0.0	-0.0007300000000000002	-2.2257784742839353e-25	4.7515192386766103e-29	0.000331901274486242	-5.664509417819305e-06	-5.664509417819312e-06	-1.3057748775290768e-06	3.6649343037658768e-25	1.1342587562914553e-29	1.4682497248965146e-24	0.000331901274486242	1.4320588470909204e-06	4.930160164387327e-09	0.000331901274486242
8.105449406090548e-26	8.009602664601272e-20	5.212258138150137e-07	0.0	9.024567788820368e-19	6.335580386650522e-06	1.007566742178605e-07	1.552831728575772e-23	5.217407166504054e-06	5.217407166504053e-06	0.0007365880283500625	1.9269234588405307e-07	1.449259500162616e-06	1.4492595001626169e-06	2.0395038488930146e-10	1.8039856683298902e-06	4.565003478546391e-06	7.4704776391784e-07	7.7128250698860475e-25	2.5935398658646685e-25	0.0	1.709668671426948e-24	1.4379655028013108e-29	4.33230347052522e-25	5.934497388988477e-29	1.244952977534951e-06	5.849929076331823e-07	4.0053834780773004e-06	0.0	5.217407166504053e-06	0.0	-0.0007400000000000002	-2.5997202694029293e-25	5.934497388988478e-29	0.0003318840738331703	-5.811188834141542e-06	-5.81118883414155e-06	-1.337201161799934e-06	4.332303470525221e-25	1.43796550280131e-29	1.709668671426948e-24	0.0003318840738331703	1.449259500162616e-06	5.160490248911679e-09	0.0003318840738331703
9.975438411731008e-26	9.208704193444807e-20	5.522839924718068e-07	0.0	1.0238248985423865e-18	6.625854359376225e-06	1.0593550178814927e-07	1.8664434617002708e-23	5.200266113659296e-06	5.200266113659295e-06	0.0007464953356269139	2.0241160323318347e-07	1.4664005530073747e-06	1.4664005530073756e-06	2.1736983392080458e-10	1.8686485458334838e-06	4.667230796883825e-06	7.599711810372017e-07	9.111423780448557e-25	3.0223100249334585e-25	0.0	1.9863294860134745e-24	1.81320384688479e-29	5.108162721266547e-25	7.378245286580006e-29	1.291050177734459e-06	6.035928991818896e-07	4.0890167046018506e-06	0.0	5.200266113659295e-06	0.0	-0.0007500000000000002	-3.0296113188081567e-25	7.378245286580007e-29	0.0003318669327803256	-5.959576748535937e-06	-5.9595767485359444e-06	-1.3689622773512641e-06	5.108162721266548e-25	1.8132038468847887e-29	1.986329486013474e-24	0.0003318669327803256	1.4664005530073747e-06	5.398197132172796e-09	0.0003318669327803256
1.2225378871614326e-25	1.0566266136193239e-19	5.84736821913039e-07	0.0	1.159464682259855e-18	6.9251986022970096e-06	1.1130441967116767e-07	2.2362417282793513e-23	5.183184448668496e-06	5.1831844486684955e-06	0.0007564014045677531	2.124764773381564e-07	1.4834822179981737e-06	1.4834822179981746e-06	2.3147398106954187e-10	1.934649214712514e-06	4.770135020828753e-06	7.729050384294712e-07	1.0735108465603877e-24	3.513913836709547e-25	0.0	2.30256789864905e-24	2.2736646214053242e-29	6.007333551732065e-25	9.12976919844174e-29	1.338170720304255e-06	6.225086186511338e-07	4.173011451614941e-06	0.0	5.1831844486684955e-06	0.0	-0.0007600000000000003	-3.5225164424251456e-25	9.129769198441744e-29	0.00033184985111533473	-6.109667241302166e-06	-6.109667241302173e-06	-1.401057064040793e-06	6.007333551732065e-25	2.273664621405322e-29	2.302567898649049e-24	0.00033184985111533473	1.4834822179981737e-06	5.643406960188018e-09	0.00033184985111533473
1.4955439971515129e-25	1.2102567415693844e-19	6.186264486511029e-07	0.0	1.3109203863092291e-18	7.233761865112051e-06	1.1686760248268418e-07	2.6739290153843444e-23	5.1661619599616614e-06	5.166161959961661e-06	0.0007663062353273628	2.2289405668082793e-07	1.500504706705009e-06	1.5005047067050099e-06	2.462877448168706e-10	2.0019932822524353e-06	4.8737035503566026e-06	7.85847946534725e-07	1.262295086490524e-24	4.077768472869408e-25	0.0	2.664066309393127e-24	2.8477362986562114e-29	7.050777002246329e-25	1.1278231542823182e-28	1.3863212554391678e-06	6.41740173144151e-07	4.25735614627317e-06	0.0	5.166161959961661e-06	0.0	-0.0007700000000000003	-4.0878841399421263e-25	1.1278231542823187e-28	0.0003318328286266279	-6.261454413965368e-06	-6.261454413965377e-06	-1.4334843658860103e-06	7.050777002246333e-25	2.8477362986562114e-29	2.6640663093931254e-24	0.0003318328286266279	1.500504706705009e-06	5.8962462071344214e-09	0.0003318328286266279
1.8267918356972912e-25	1.3838970476979523e-19	6.53995675942913e-07	0.0	1.4798214372187736e-18	7.551692691727157e-06	1.2262925012818267e-07	3.191616834936405e-23	5.14919843676006e-06	5.149198436760059e-06	0.0007762098280605057	2.3367145559348974e-07	1.51746822990661e-06	1.5174682299066108e-06	2.618365968164354e-10	2.0706861809134723e-06	4.977923929364577e-06	7.987985489764902e-07	1.4815738023349279e-24	4.723751606111587e-25	0.0	3.0767942609485006e-24	3.56399437130397e-29	8.260387069991438e-25	1.3914184390300367e-28	1.4355083100607832e-06	6.612876407371549e-07	4.342039411276931e-06	0.0	5.149198436760059e-06	0.0	-0.0007800000000000002	-4.735624786914028e-25	1.3914184390300371e-28	0.0003318158651034263	-6.414932389017517e-06	-6.414932389017526e-06	-1.4662430310134835e-06	8.260387069991442e-25	3.563994371303969e-29	3.0767942609484995e-24	0.0003318158651034263	1.51746822990661e-06	6.156841299838415e-09	0.0003318158651034263
2.2269456204296145e-25	1.5798115919440077e-19	6.90887959631142e-07	0.0	1.6678933504318538e-18	7.879139414417968e-06	1.2859358735458663e-07	3.8020365518166e-23	5.132293669073131e-06	5.13229366907313e-06	0.0007861121829219256	2.4481581353141444e-07	1.5343729975935398e-06	1.5343729975935406e-06	2.7814656445086474e-10	2.140733170852159e-06	5.082783844312119e-06	8.117555221049027e-07	1.735654947062976e-24	5.4623169455019215e-25	0.0	3.5470736209948754e-24	4.4519389512380976e-29	9.659292924925066e-25	1.7131683215203914e-28	1.4857382891066922e-06	6.811510709267155e-07	4.427050062280023e-06	0.0	5.13229366907313e-06	0.0	-0.0007900000000000002	-5.476226633074552e-25	1.713168321520392e-28	0.0003317989603357393	-6.570095309841704e-06	-6.5700953098417125e-06	-1.499331911644019e-06	9.659292924925072e-25	4.451938951238096e-29	3.547073620994874e-24	0.0003317989603357393	1.5343729975935398e-06	6.425318612401032e-09	0.0003317989603357393
2.708042011943437e-25	1.8004633008555414e-19	7.293473897942698e-07	0.0	1.8769951249876698e-18	8.21625022575371e-06	1.3476486392070778e-07	4.519401478364724e-23	5.1154474476967685e-06	5.115447447696768e-06	0.0007960133000663468	2.563342963539982e-07	1.551219218969902e-06	1.5512192189699028e-06	2.9524422640466565e-10	2.2121393362850896e-06	5.1882711244404485e-06	8.247175782574059e-07	2.0293038625867448e-24	6.3049371638308865e-25	0.0	4.081825214230474e-24	5.545192367252288e-29	1.1273049862376327e-24	2.1037318528626844e-28	1.5370174752627473e-06	7.013304813056669e-07	4.512377111467675e-06	0.0	5.115447447696768e-06	0.0	-0.0008000000000000003	-6.321200559791224e-25	2.1037318528626853e-28	0.00033178211411436295	-6.726937340665942e-06	-6.72693734066595e-06	-1.53274986408361e-06	1.1273049862376333e-24	5.545192367252285e-29	4.081825214230473e-24	0.00033178211411436295	1.551219218969902e-06	6.701804520537294e-09	0.00033178211411436295
3.2835766334402913e-25	2.048523684442744e-19	7.694186892689207e-07	0.0	2.1091251601448643e-18	8.56317315806931e-06	1.411473540320765e-07	5.359494660606814e-23	5.098659564209966e-06	5.098659564209965e-06	0.0008059131796484741	2.6823409521782743e-07	1.5680071024567043e-06	1.5680071024567051e-06	3.1315671654034966e-10	2.2849095891738335e-06	5.294373740114696e-06	8.37683464599565e-07	2.36776880024544e-24	7.26415757972917e-25	0.0	4.6885997239350156e-24	6.881772003402037e-29	1.3129773612503671e-24	2.5751022654415654e-28	1.589352030546472e-06	7.218258587230191e-07	4.598009763800762e-06	0.0	5.098659564209965e-06	0.0	-0.0008100000000000003	-7.283133966859721e-25	2.575102265441566e-28	0.00033176532623087617	-6.885452666481878e-06	-6.885452666481886e-06	-1.566495748707504e-06	1.3129773612503679e-24	6.881772003402035e-29	4.688599723935014e-24	0.00033176532623087617	1.5680071024567043e-06	6.9864253849199015e-09	0.00033176532623087617
