T1R_Surf	T2R_Surf	Smad4n	Smad2c	LRC_Surf	T1R_EE	T2R_EE	LRC_Cave	LRC_EE	Smads_Complex_n	TGF_beta	Smad2n	T1R_Cave	T2R_Cave	Smad4c	Smads_Complex_c	Values[Total_Smad2n]	Values[Total_Smad2c]
0.23699999999999996	0.202	551.72	492.61	0.0	2.06	1.148	0.0	0.0	0.0	0.08	236.45	2.092	1.7779999999999998	1149.4	0.0	236.45	492.61
0.0495188585698199	0.014267379178159463	551.6469742974963	491.55883748699216	0.18758367654521663	2.00160853745272	1.0902599432688973	0.058310508080212854	0.05834142478548419	0.15877490021101964	0.07971916049701917	236.3244716752604	2.0335897333923723	1.7197397583910508	1148.331336612915	1.0400803211841076	236.48324657547144	492.5989178081763
0.0496048238514557	0.014256566372059885	551.2320041109772	488.43270200292915	0.18753338181788864	1.9430258110332586	1.033395690101183	0.11546098340315808	0.11689842139471153	1.2383589128947328	0.07963249390544601	235.63342976864692	1.9749549791841654	1.6611951239033502	1145.1131772221543	4.036701769890394	236.87178868154166	492.46940377281953
0.049590717568560455	0.014249711339700656	550.3487817314324	483.4658017927159	0.187431381686454	1.8866390466505332	0.9797339230742318	0.1629138621129322	0.1732521142373189	3.92568010325651	0.07954808533925564	234.24635320585404	1.918485382285097	1.604798909057115	1139.9783256175244	8.57018710424742	238.17203330911053	492.03598889696326
0.04946137161973387	0.014204782359403726	549.0155747515088	476.8831438713136	0.18699244842546806	1.83233213430535	0.9290888496211783	0.1893445495070024	0.22742718317285476	8.647792089993137	0.07946579648725795	232.22340072779426	1.8640671810070246	1.5504668419357894	1133.1657525300766	14.253125189424061	240.8711928177874	491.1362690607377
0.049193161673365245	0.014083258628771137	547.3180542490667	468.92492063917723	0.18576411145809704	1.779986078729151	0.8812715395021853	0.18471979451501797	0.27932439745757653	15.617776868737675	0.07938546682811985	229.67958948195803	1.8115835753505738	1.4981039974377244	1124.9254323834753	20.73595724392431	245.29736635069568	489.6608778831015
0.04879210397510895	0.013882324127915452	545.367462086793	459.8490187434826	0.18337179686459043	1.7294825372441025	0.8360962915075105	0.1511301695149659	0.32870499010230475	24.875232862661004	0.07930696102582883	226.74141968058404	1.7609182692538423	1.4476114235801898	1115.5203379414136	27.70543040876935	251.61665254324504	487.5544491522519
0.04831015866208376	0.013648223448123888	543.2784298362978	449.92391325891805	0.17985616474094965	1.6807172354921507	0.793395180996092	0.10549899105429322	0.3752783008895302	36.32182243552231	0.07923021462060409	223.53257941721174	1.7119688957555463	1.3989011622934449	1105.2219631192233	34.88461945683756	259.854401852734	484.8085327157555
0.04781206186788819	0.013441614454729007	541.1571504013319	439.4161110182468	0.1757260598200618	1.6336101085646106	0.7530283334537724	0.06692282889202378	0.4188589012558284	49.7537233665949	0.07915522145130781	220.16799894070004	1.6646571747007564	1.3519072562567758	1094.2997271980366	42.036648212655166	269.9217223072949	481.4527592309019
0.04732920804611107	0.01329069952684312	539.0947190131573	428.57546119322365	0.17160377406718713	1.5881004231599642	0.7148787727330207	0.042844976016401075	0.45946397780940673	64.89277499264362	0.07908197605551047	216.7497076464758	1.6189240525189648	1.3065813597203924	1083.0071240709976	48.970377927070096	281.6424826391194	477.5458391202937
0.04685618448717433	0.013187374932179452	537.1634407392328	417.6234065416469	0.16785460910431857	1.5441333206235535	0.6788387336462571	0.02992258984623851	0.49727577373533005	81.41628830335321	0.07901044240641125	213.36351157038894	1.5747162562959613	1.2628795692912542	1071.5700968187	55.543326833772504	294.77979987374215	473.16673337541937
0.046377928991471376	0.013114191864026684	535.4155799918103	406.747321613236	0.16454283162171776	1.5016519457483655	0.6448017065591741	0.022804597888614712	0.5325359711763397	98.98361231499483	0.07894056606265934	210.07734369713114	1.5319784266637666	1.220754732644571	1060.1812428483445	61.65902638272226	309.0609560121259	468.4063479959582
0.04588569363951945	0.013060221109708732	533.8842787199281	396.1000843234652	0.16159065070680934	1.4605975707832495	0.6126625039833299	0.018381898570689136	0.5654703283281469	117.25748678455818	0.0788722912098833	206.9416766184555	1.490653243760298	1.1801566978058111	1048.9992169563088	67.26019454219711	324.19916340301364	463.3602788656623
0.045376705043198844	0.013020662952731273	532.5859916967338	385.80234035121583	0.1589031188960626	1.4209119010018172	0.5823194562149342	0.015346975681480983	0.5962661415128331	135.91955264358813	0.07880556522983838	203.99141021369135	1.4506837356368212	1.141034717134023	1038.150813190203	72.3206720296912	339.91096285727946	458.12301238090697
0.04485070993477916	0.012993365817334679	531.523629216115	375.94570764312385	0.15640831933885257	1.3825383983840263	0.5536755827362764	0.013139305758912907	0.6250764108074006	154.6805938439106	0.07874033800904379	201.24836439198194	1.4120146057486422	1.1033388548504361	1027.7339527017468	76.83797294491221	355.92895823589254	452.7836805880361
