CP	CP2	TF	M	IC	CPtot
0.037000000000000005	0.046	0.13	1.4000000000000001	0.37	0.869
0.038862554090444555	0.07056131147241097	0.07896180836519155	1.3686739983236034	0.4210381916348084	1.0220615603048833
0.03888779631641456	0.11074460401803711	0.0420058130388657	1.2743332061278136	0.45799418696113436	1.1763653782747576
0.0379359445660765	0.16071671158364403	0.023652640608478152	1.16362108903441	0.4763473593915219	1.3120640865164086
0.0365180724649519	0.2083981979502064	0.01625808614971186	1.0568765324117535	0.48374191385028836	1.4207982960659415
0.034846106191758305	0.24571445742285014	0.013028625224373097	0.9585024278719771	0.4869713747756273	1.500217770588713
0.033020610327017384	0.2702701893117923	0.011485071625662336	0.8688490911972478	0.48851492837433796	1.550590845699278
0.031099779142129885	0.2820148450430162	0.01082306520038954	0.7874665874925157	0.4891769347996107	1.5734833388273837
0.029120012375340412	0.28176009622193465	0.010749827025325382	0.7137479261580273	0.48925017297467477	1.5711405507685592
0.027105099407356812	0.27069460659994815	0.011175202880557079	0.6470863226121241	0.4888247971194429	1.546143906846139
0.025071752757835016	0.2501988041432711	0.012128230929528888	0.5869322270808681	0.48787176907047125	1.5012128991853197
0.023033851263399744	0.22178329840902486	0.013752274087600531	0.5328336376766463	0.48624772591239973	1.439095899906249
0.021006933649694862	0.1871129181953521	0.01635584535371194	0.4844989056939271	0.4836441546462883	1.3625210793329758
0.019015109236684397	0.14813480746736435	0.0205444534302393	0.4419416217599353	0.47945554656976086	1.274195817310935
0.017105366734096947	0.10738148755989335	0.027502871848581627	0.4058668868350614	0.4724971281514187	1.1768625981567211
0.015382495601368687	0.068533124842409	0.03949440200524852	0.37876873402344613	0.46050559799475177	1.07345994127569
0.014092025644348331	0.03688796011436954	0.0601695991207261	0.3678789299228576	0.4398304008792743	0.967528747631636
0.013734173128766932	0.017586171806594414	0.09241821296773158	0.39033022012654156	0.4075817870322688	0.8640700908064934
0.014895994020141008	0.010251806436126481	0.13245384495494256	0.4710915749932906	0.36754615504505783	0.7704919169825097
0.017618758549567265	0.009337810819149323	0.17004045827473685	0.6211962880479385	0.32995954172526376	0.6962134636383934
0.02138832469160019	0.011140108123742373	0.19631594158864482	0.8234336949932357	0.3036840584113555	0.6510366577617959
0.025762606520310607	0.014910140056000765	0.2056476367171802	1.0432408141373124	0.2943523632828198	0.6442876131979518
0.030447516290599292	0.021396493469401368	0.1942902843926077	1.2402085703953947	0.3057097156073924	0.6846599344441869
0.0348654608966243	0.03246149650803354	0.16129852848473475	1.3724475675192294	0.33870147151526536	0.7771913969432221
0.03799470084975281	0.05123121376601268	0.11289631500259441	1.4073568216072283	0.3871036849974058	0.9146644983765898
0.03917008855412936	0.08213253909602045	0.06514278118073155	1.3496053361853595	0.4348572188192686	1.0731496043847075
0.038814688909820594	0.12732098820948828	0.034070023237312556	1.2453170059247358	0.4659299767626876	1.2253166188541724
0.03768296975821169	0.17896898221301627	0.020244925556579557	1.1340525390109748	0.4797550744434207	1.3551310830710857
0.03617141733541282	0.22492766716703733	0.014697100812904759	1.0292181799994795	0.4853028991870955	1.4566325500436788
0.03444346433759251	0.2592022944787157	0.012174234299195915	0.9331368147172474	0.48782576570080427	1.5284995846966325
0.032583069505131616	0.28042366385691725	0.010966740468741307	0.8457306151477699	0.48903325953125876	1.5714969162814834
0.03064050675261439	0.28890869228558075	0.010500013767306316	0.7664533885067211	0.4894999862326937	1.5874578637891634
0.02864761450968197	0.2856243903164185	0.010562615358757679	0.6946781877655609	0.4894373846412422	1.5787711644250033
0.026625437512441678	0.27183404828922003	0.011102473761446772	0.629802000080565	0.4888975262385533	1.5480885865679883
0.02458913733132125	0.2489578651720202	0.012174096801048117	0.5712895583383529	0.48782590319895175	1.498156674073265
0.022552018943630202	0.2185348694777524	0.013947633910901777	0.5187121689637824	0.48605236608909813	1.4317264900773314
0.02053015761841852	0.18226647296045653	0.01677273946334391	0.4718176266407704	0.4832272605366559	1.3515176246126435
0.018550042927012452	0.14217135860031518	0.021332095522200712	0.4306995484109026	0.47866790447779917	1.260228569083241
0.016665143273835198	0.10093400192258081	0.028963252098218626	0.39625873108050086	0.4710367479017814	1.1606066429225594
0.01499708520138051	0.06251530238837219	0.0421948846361086	0.3715245307878496	0.4578051153638914	1.0556379207059077
0.013830397670502077	0.03247218057597006	0.0648772536574125	0.3651073694675081	0.43512274634258763	0.9490202515076175
0.013714047171375268	0.015427158390544671	0.09923204182115689	0.3963489396190289	0.40076795817884336	0.8461042803101514
0.01519126472532372	0.009662754555084299	0.1398938790993238	0.4900355805328652	0.36010612090067645	0.7547290156368451
0.01816697875204375	0.009415830204023274	0.17624368357872067	0.6524640175153236	0.32375631642127956	0.6845112720026495
0.0220922890691641	0.011578448284552423	0.20001877560954892	0.8620088295449798	0.29998122439045116	0.6452116344191714
0.02656848000777337	0.01574899142634364	0.20597534661479375	1.0822870442816475	0.29402465338520645	0.6461157696308736
0.03129206089108743	0.02289060305406487	0.19066348782954312	1.2721787966946887	0.309336512170457	0.6957462913401311
0.0355946325412444	0.03509577009759155	0.15396962787196355	1.389882423189086	0.3460303721280366	0.7978469169925008
0.03842163295652129	0.05579999795428663	0.10392909638987813	1.4067436521644165	0.3960709036101219	0.9421634360853384
0.039278453754374026	0.0895919965620775	0.057967559914011625	1.33640936155164	0.4420324400859883	1.1025273270505058
0.038740408666824905	0.13736584302074728	0.03036196100199062	1.228334159917001	0.46963803899800916	1.2527481727043375
0.03752310130091698	0.18938978771297552	0.01869221877595547	1.1173712251265808	0.4813077812240445	1.3789182391749568
0.03596493564276746	0.23407042744112502	0.01395368041936404	1.0137448607788824	0.48604631958063604	1.4761984296862896
0.03420863717756051	0.2665237970305013	0.011753589088938848	0.918981953089089	0.4882464109110611	1.5437490530606852
0.032330549073706485	0.2858312058012374	0.010707877377920474	0.8328435537874503	0.48929212262207933	1.58257720592034
0.030377039427611403	0.2924746960200116	0.010339248139717797	0.7547467333694455	0.4896607518602819	1.5946479351881984
0.028377643583833552	0.2874939339724695	0.010472967271632369	0.684058454968224	0.4895270327283674	1.5824195769855072
0.026352019116408984	0.27218770300692585	0.011075407425157311	0.6201798245309855	0.48892459257484244	1.5485766102799456
0.02431456649385334	0.24799558554366719	0.012214596368027015	0.5625847233884317	0.48778540363197276	1.4958765448451332
0.02227836889191115	0.21647176060428333	0.014076231892922796	0.5108587302821959	0.485923768107077	1.427069426314632
0.020259933573414903	0.17933954306817523	0.017035141831019354	0.4647740582112183	0.4829648581689805	1.3448687360477265
0.018287329938075275	0.1386625272680541	0.021822273567676114	0.42447514287983845	0.4781777264323237	1.2519678373388308
0.01641824579400577	0.09722082796439754	0.029870766934324756	0.3909899116151665	0.470129233065675	1.1511183678541508
0.014785230277095529	0.05914555935200803	0.04386884084521589	0.3676985159786342	0.45613115915478375	1.0453386672906793
0.013697227878689213	0.030115609715845145	0.06774995574565491	0.36409097318305156	0.4322500442543449	0.9384285358190693
0.01372848231561763	0.014358962196910645	0.10324679804757089	0.40075322365223637	0.39675320195242886	0.8359528106142966
0.01538538937894871	0.00940702455570761	0.14410542438629018	0.5019796588036926	0.3558945756137096	0.7459885897177831
0.018496605027656394	0.00949554315338674	0.17962321916990773	0.6711618987729515	0.32037678083009213	0.678241252994614
0.02250445216612467	0.011856708827765359	0.20188862701574004	0.8843628714588965	0.2981113729842598	0.642440615790175
0.027035156680110434	0.016267950639291998	0.2058576710187839	1.1043161882273664	0.29414232898121595	0.6478557159211265
0.03177247205354441	0.023813213571068324	0.18826342314385372	1.289535068197403	0.31173657685614614	0.7028720529079734
0.035993035338764925	0.03672169351198094	0.14954204937519242	1.3984162635750272	0.35045795062480767	0.810352323612342
0.03863739305438866	0.05861380848367217	0.09881938041829924	1.4050471434157545	0.40118061958170054	0.958226249185134
0.03932018496444405	0.09411533183215581	0.054137014265391546	1.3282665578870843	0.4458629857346082	1.1192768200979721
0.03868842671557551	0.14323859326550398	0.028493661497401433	1.218560994693702	0.4715063385025982	1.2681782902517797
0.037426854138981815	0.19529139930434355	0.017911719063181744	1.1079185534850047	0.48208828093681777	1.3921862146213044
0.03584401135369218	0.2391626956865878	0.013570395720351746	1.0050084848669067	0.4864296042796476	1.4870286112861633
