NFkB	IKK	IkBbeta	IkBeps	IkBalpha	NFkB_nuc	IkBbeta_NFkB	IkBeps_NFkB	IkBalpha_NFkB	IkBalpha_transcript	IKK_IkBbeta	IKK_IkBeps_NFkB	IkBbeta_transcript	IkBeps_transcript	IKK_IkBalpha	IkBeps_nuc	IKK_IkBbeta_NFkB	IkBbeta_nuc	IkBalpha_nuc	IKK_IkBeps	IkBalpha_nuc_NFkB_nuc	IkBbeta_nuc_NFkB_nuc	IkBeps_nuc_NFkB_nuc	IKK_IkBalpha_NFkB	Values[fr_after_trigger]	Values[Total_IkBbeta]	Values[Total_IkBeps]	Values[Total_IkBalpha]	Values[Total_NFkBn]
0.1	0.0	0.0	0.0	0.1	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.1	0.001
0.00022813842886544808	0.0	1.2754304083608164e-06	9.099983986973861e-07	0.06764198620686936	0.06907325104818618	1.784417626003221e-08	1.2789456764489584e-08	0.031141794232738076	0.0038917907777894153	0.0	0.0	1.0590788284243638e-05	7.55634894437608e-06	0.0	1.742685834860954e-09	0.0	2.4428244204109176e-09	0.0005365139903478	0.0	0.0005567834021669842	1.3495504541670465e-09	9.0485984034432e-10	0.0	0.5	1.2932745846208486e-06	9.227878554618757e-07	0.09878378043960742	0.06907325239773664
0.00017577878205122719	0.0	5.084138486404633e-06	3.6274621246050626e-06	0.06806134015754121	0.0685745020721797	3.317868692865663e-08	2.5061163573245225e-08	0.03121629899820838	0.008571649457303964	0.0	0.0	2.1005137562785744e-05	1.4986811631875229e-05	0.0	1.0066519242172727e-08	0.0	1.4121690076690265e-08	0.0005932581776591318	0.0	0.0010333352988084478	1.6343479237427805e-08	1.026542247360485e-08	0.0	0.5	5.117317173333289e-06	3.6525232881783076e-06	0.0992776391557496	0.06857451841565894
0.00017571162328051943	0.0	1.1316402289829222e-05	8.07419700168527e-06	0.06959954101990443	0.06798977659180713	7.402231885985157e-08	6.088111632166891e-08	0.03156134910680981	0.013098084459392855	0.0	0.0	3.124598725070082e-05	2.2293485285612383e-05	0.0	2.6228797017212845e-08	0.0	3.685528855317276e-08	0.0006175405615662319	0.0	0.0012729241523676826	6.522629758012615e-08	3.839600202545875e-08	0.0	0.5	1.1390424608689075e-05	8.135078118006939e-06	0.10116089012671423	0.06798984181810472
0.00017557153278015836	0.0	1.988074360848822e-05	1.4185185014188708e-05	0.0721779299769648	0.06737339874137316	1.5254943703526889e-07	1.356080011281676e-07	0.032049292274176855	0.01746903785559219	0.0	0.0	4.131622779338706e-05	2.947843218966381e-05	0.0	5.042471632892104e-08	0.0	7.103223984471445e-08	0.0006445614766002029	0.0	0.0014011874948190452	1.686333361892166e-07	9.316607634729494e-08	0.0	0.5	2.003329304552349e-05	1.4320793015316876e-05	0.10422722225114166	0.06737356737470934
0.0001750967330828632	0.0	3.0689172458651916e-05	2.1898116804182126e-05	0.07573187512632684	0.06671145847342264	2.7968823543122796e-07	2.6542474110719313e-07	0.032622546654606836	0.021682816675289047	0.0	0.0	5.121870148238623e-05	3.654368027114075e-05	0.0	8.273681386783979e-08	0.0	1.1693285608671627e-07	0.0006796191438972233	0.0	0.0014898267304487838	3.463600737676962e-07	1.799353884843746e-07	0.0	0.5	3.096886069408314e-05	2.2163541545289316e-05	0.10835442178093369	0.0667118048334964
0.00017425875381818246	0.0	4.365692059520652e-05	3.1153236325678703e-05	0.08019742012120133	0.06598652846866736	4.6531926387556754e-07	4.667519796919089e-07	0.03326551432020044	0.025735766533624714	0.0	0.0	6.0956203257586046e-05	4.349122367254733e-05	0.0	1.2326640143901327e-07	0.0	1.749016901973402e-07	0.0007238821142183581	0.0	0.001571847022925705	6.172252415463792e-07	3.021379031107831e-07	0.0	0.5	4.412223985908208e-05	3.161998830537061e-05	0.11346293444140176	0.0659871456939089
0.00017311932380009086	0.0	5.8702403907177596e-05	4.1893329530560046e-05	0.08551135888323805	0.06518180174633278	7.18246029672874e-07	7.556916140415371e-07	0.033980804039311724	0.029622294136383096	0.0	0.0	7.053148149616803e-05	5.032302331468167e-05	0.0	1.721767096279572e-07	0.0	2.453997142173804e-07	0.0007777766206840911	0.0	0.0016613401180988316	9.990538172304457e-07	4.6178099555173075e-07	0.0	0.5	5.942064993685047e-05	4.2649021144601584e-05	0.11949216292254976	0.06518280080015
0.00017177297758360626	0.0	7.574708296638549e-05	5.406362662223059e-05	0.09161101042176392	0.06428197922215884	1.0462692490176043e-06	1.1476946006847232e-06	0.034778106824632705	0.033335176496190465	0.0	0.0	7.99472387882064e-05	5.7041007450012414e-05	0.0	2.2972290800805288e-07	0.0	3.290420561064432e-07	0.0008415822065718006	0.0	0.0017637785172965128	1.508673437395547e-06	6.598210411753548e-07	0.0	0.5	7.679335221540309e-05	5.521132122291531e-05	0.12638911724639662	0.06428348789559622
0.00017031996604270963	0.0	9.471525592095595e-05	6.761164637696393e-05	0.09843391008167338	0.0632735180649075	1.4563317592498707e-06	1.6573903639354218e-06	0.03566922442360532	0.03686594341645693	0.0	0.0	8.920613269955063e-05	6.364707220698274e-05	0.0	2.9627927233762205e-07	0.0	4.266352855436314e-07	0.0009156008131716712	0.0	0.0018807654743133576	2.1619094814598885e-06	8.964395264061529e-07	0.0	0.5	9.617158768020582e-05	6.926903674089935e-05	0.1341031345052787	0.06327567997438895
0.00016885352996729211	0.0	0.00011553381567611825	8.248700830083314e-05	0.10591752270450673	0.06214468993160793	1.9547028712855755e-06	2.2985253465453684e-06	0.03666589361034391	0.04020528321615631	0.0	0.0	9.831077652196938e-05	7.014308212522533e-05	0.0	3.723663949995242e-07	0.0	5.392178862480796e-07	0.0010002319054159437	0.0	0.002012164881520495	2.973574742886674e-06	1.1712435995849933e-06	0.0	0.5000000000017216	0.00011748851854740383	8.47855336473785e-05	0.14258341631485064	0.062147663506350814
0.00016745478373499938	0.0	0.00013813199665475376	9.864123280372101e-05	0.11399902654149188	0.06088556967500457	2.5471771906836958e-06	3.0839702415862217e-06	0.03777885726462304	0.043343453462175184	0.0	0.0	0.00010726374001046279	7.653087068162231e-05	0.0	4.586806053943163e-07	0.0	6.681066843278978e-07	0.0010960188626902559	0.0	0.0021570462692733455	3.95745072277516e-06	1.4834092089536039e-06	0.0	0.5000000000080502	0.00014067917384543742	0.00010172520304530723	0.1517778838061149	0.060889527125727344
0.00016619096622666466	0.0	0.00016244112887150314	0.00011602754350630915	0.1226151887984251	0.059488001938154636	3.2392700926343307e-06	4.025765899364181e-06	0.03901748340542338	0.04627068851447844	0.0	0.0	0.000116067550108811	8.281224080797189e-05	0.0	5.561279639125969e-07	0.0	8.149525063379907e-07	0.0012036871312386122	0.0	0.0023141006165963655	5.126257318930193e-06	1.8317802879696498e-06	0.0	0.500000000007176	0.00016568039896413744	0.00012005330940567333	0.16163267220384847	0.05949312819547357
0.00016511558669803032	0.0	0.00018839441174889394	0.00013460068157835923	0.13170234113438892	0.0579455670502734	4.036397240597517e-06	5.135185947309065e-06	0.04038961962269237	0.0489775981034088	0.0	0.0	0.00012472469166289554	8.89889653999311e-05	0.0	6.658653544055289e-07	0.0	9.81808756982351e-07	0.001324183352067294	0.0	0.0024818196163466305	6.491607344133365e-06	2.2149334574663178e-06	0.0	0.5000000000065935	0.00019243080898949147	0.0001397358675256683	0.17209196075708127	0.05795205865761753
0.00016426945256064798	0.0	0.00021592671502716749	0.0001543167380274637	0.14119645542569645	0.05625355732830705	4.944030416509806e-06	6.422800277340664e-06	0.04190154182918144	0.051455552574972294	0.0	0.0	0.00013323760812184842	9.50627878172739e-05	0.0	7.893518576462385e-07	0.0	1.1712178323056546e-06	0.0014587212039223684	0.0	0.002658569403183572	8.06394120208825e-06	2.6312148712997935e-06	0.0	0.5000000000070751	0.00022087074544367726	0.00016073953830480437	0.18309799725487788	0.05626162126950914
0.00016368208869397492	0.0	0.0002449744104086918	0.00017513300689650437	0.151033316780332	0.054408969913974606	5.9678255419936485e-06	7.898528232249101e-06	0.04355793446474207	0.053697050900385575	0.0	0.0	0.00014160870222769935	0.00010103542237594283	0.0	9.284142442005858e-07	0.0	1.3863214696143647e-06	0.0016088385349376014	0.0	0.0028426159894512286	9.852435922426526e-06	3.0787534413976295e-06	0.0	0.500000000006361	0.0002509422359506854	0.00018303153512875346	0.19459125124507407	0.054418822349897034
0.0001633732598780813	0.0	0.00027547523502629705	0.0001970078603174106	0.16114878738179714	0.05241052059041699	7.11372130159384e-06	9.571673292302227e-06	0.0453618729102052	0.05569606704659238	0.0	0.0	0.00014984033669362246	0.00010690855483196661	0.0	1.0853315710086091e-06	0.0	1.6310031192716205e-06	0.0017764705736370296	0.0	0.003032127511534784	1.1864880791394054e-05	3.555452579606553e-06	0.0	0.5000000000065915	0.0002825889563278909	0.00020657953360971281	0.20651066029200232	0.05242238547120837
0.00016335442896214417	0.0	0.0003073681863609263	0.0002199006451259546	0.17147915333734348	0.050258683018474005	8.388008255365106e-06	1.1450932800304537e-05	0.04731479402703591	0.057448369830214806	0.0	0.0	0.00015793483487077674	0.00011268384285723961	0.0	1.2629454854825182e-06	0.0	1.9100731684197546e-06	0.001964045001565552	0.0	0.0032251631149103565	1.410750906594401e-05	4.058960495921895e-06	0.0	0.5000000000061914	0.0003157561946162914	0.0002313515779262591	0.21879394736437935	0.05027279052753995
0.00016363005233855014	0.0	0.00034059344730521656	0.00024377159988790389	0.18196154494118583	0.047955759029396736	9.797369233754314e-06	1.3544376781567978e-05	0.04941644618290707	0.058951811120650864	0.0	0.0	0.00016589448140406015	0.00011836291650739129	0.0	1.4648051377901685e-06	0.0	2.2295116876631143e-06	0.0021746063926042854	0.0	0.0034196516007731523	1.6584771433581554e-05	4.58661713554232e-06	0.0	0.5000000000063699	0.00035039081653897084	0.00025731597666947184	0.23137799112409288	0.04797234380083031
0.00016419865798157328	0.0	0.00037509233995515934	0.0002685817909185993	0.19253441931850457	0.04550598782922317	1.1348891939380524e-05	1.5859389397509956e-05	0.0516648115319109	0.06020657680791073	0.0	0.0	0.0001737215228769482	0.00012394737868186756	0.0	1.6953586224786682e-06	0.0	2.5967883905149705e-06	0.0024119798657155907	0.0	0.003613359294067279	1.9299031857275226e-05	5.135373622851236e-06	0.0	0.5000000000064623	0.0003864412318945398	0.0002844411803161093	0.24419923085041545	0.04552528686108044
0.00016505367535961949	0.0	0.000410807307216105	0.0002942930660126908	0.20313809337023445	0.042915705562708954	1.3050054178390783e-05	1.8402564817924234e-05	0.0540559920578699	0.061215394437702575	0.0	0.0	0.00018141816844558493	0.00012943880557634432	0.0	1.9602073567305446e-06	0.0	3.0212869146687367e-06	0.0026809872971730177	0.0	0.003803844248799724	2.2250159031684203e-05	5.701677233753547e-06	0.0	0.5000000000066801	0.0004238573613944958	0.00031269563083061505	0.2571940854281043	0.04293795572174064
0.000166184000727508	0.0	0.0004476819221916862	0.0003208680249554299	0.2137153136288584	0.04019357122466392	1.490868124072302e-05	2.117954643021342e-05	0.0565840479855628	0.0619836909252327	0.0	0.0	0.0001889865904623094	0.00013483874712760273	0.0	2.266445469694317e-06	0.0	3.5148698618934515e-06	0.0029877337445095692	0.0	0.003988392272220261	2.5434977372391947e-05	6.281311782130363e-06	0.0	0.5000000000067256	0.0004625906034324092	0.00034204757138564334	0.27029936161442114	0.040219006202036306
0.00016757428566363053	0.0	0.00048566092667684676	0.0003482700064978195	0.22421184838105934	0.037350880663722316	1.693287355264798e-05	2.4194794129122862e-05	0.05924077293759253	0.06251969304344236	0.0	0.0	0.0001964289250887924	0.0001401487274509923	0.0	2.6231136578836225e-06	0.0	4.092633126723572e-06	0.0033399871405878833	0.0	0.004163928736420581	2.8846529407412444e-05	6.869179511698755e-06	0.0	0.5000000000067683	0.0005025938002294947	0.0003724648006269424	0.28345262131865184	0.03737972719312973
0.00016920493575597843	0.0	0.0005246903018378375	0.00037646309228287644	0.23457708605281705	0.034401997090517174	1.913090088724187e-05	2.7451258905334002e-05	0.062015384889318806	0.06283446235518435	0.0	0.0	0.00020374727289896365	0.00014537024527060892	0.0	3.0418060425311366e-06	0.0	4.7739128296589484e-06	0.003747680547347297	0.0	0.004326898831647997	3.247308672007949e-05	7.4590062473007835e-06	0.0	0.5000000000067936	0.0005438212027250793	0.00040391435118821047	0.29659247094213587	0.034434470177237254
0.00017105180105085892	0.0	0.0005647173764448005	0.00040541212923840986	0.24476462222478995	0.031364932469442275	2.151105701425556e-05	3.094993684026755e-05	0.06489410593781787	0.06294185453380155	0.0	0.0	0.00021094369947189114	0.0001505047743423044	0.0	3.537477985778112e-06	0.0	5.583623286346697e-06	0.00422357175878643	0.0	0.004473109018009818	3.6296831576257764e-05	8.042948248326301e-06	0.0	0.500000000006792	0.0005862284334590561	0.0004363620660786774	0.3096587281626078	0.031401229301018525
0.00017308553551902362	0.0	0.0006056909806947569	0.0004350827731219186	0.2547328155275535	0.02826211612011086	2.4081465833093256e-05	3.4689266961654645e-05	0.06785959915591361	0.06285839061899963	0.0	0.0	0.0002180202359747832	0.00015555376386964877	0.0	4.129509412769722e-06	0.0	6.5540144712700205e-06	0.004784096480682086	0.0	0.004597525255062009	4.0292121472249455e-05	8.611079127424027e-06	0.0	0.5000000000067711	0.0006297724465278502	0.0004697720400835732	0.3225924146834671	0.02830240824158311
0.00017527060370136515	0.0	0.0006475616567416467	0.0004654415572325368	0.2644452898930227	0.02512137660990765	2.6849826744441397e-05	3.8664330797638245e-05	0.07089023087673903	0.0626030243144297	0.0	0.0	0.00022497887973627862	0.0001605186389129629	0.0	4.843073390842042e-06	0.0	7.72692790598409e-06	0.005450440600390268	0.0	0.004694033748271262	4.4423258527104704e-05	9.150745311420462e-06	0.0	0.5000000000067725	0.0006744114834860881	0.0005041058880301749	0.3353355207697617	0.025165799868434754
