IL6-gp80-gp130-JAK	(IL6-gp80-gp130-JAK)_ast2	(IL6-gp80-gp130-JAK)ast2-SHP2-Grb2	Rafast	STAT3Nast	STAT3C	MEK-PP	SOCS3	SHP2	STAT3Cast	Phosp3	PP2	Phosp2	(IL6-gp80-gp130-JAK)ast2-SHP2ast	PP1	SHP2ast	IL6-gp80	SOS	STAT3N	ERK-P	MEK-P	SHP2ast-Grb2	Raf	Mrna-SOCS3N	STAT3Nast-STAT3Nast	(IL6-gp80-gp130-JAK)2	Ras-GTPast	gp130-JAK	(IL6-gp80-gp130-JAK)ast2-JAK	Mrna-SOCS3C	Grb2-SOS	(IL6-gp80-gp130-JAK)ast2-SOCS3	STAT3Cast-STAT3Cast	Ras-GTP	MEK-Rafast	ERK	(IL6-gp80-gp130-JAK)ast2-STAT3C	ERK-P-MEK-PP	(IL6-gp80-gp130-JAK)ast2-STAT3C-SOCS3-SHP2	MEK-PP-Phosp2	Ras-GDP	PP2-STAT3Nast	(IL6-gp80-gp130-JAK)ast2-SHP2ast-Grb2-SOS-Ras-GTP	ERK-P-Phosp3	PP1-STAT3Cast-STAT3Cast	Rafast-Phosp1	STAT3C-STAT3Cast	(IL6-gp80-gp130-JAK)ast2-STAT3C-SOCS3	MEK	JAK	Grb2	(IL6-gp80-gp130-JAK)ast2-SHP2ast-Grb2-SOS-Ras-GDP	(IL6-gp80-gp130-JAK)ast2-STAT3C-SHP2	(IL6-gp80-gp130-JAK)ast2-STAT3Cast	STAT3N-STAT3Nast	ERK-PP	PP1-STAT3Cast	SHP2ast-Grb2-SOS	(IL6-gp80-gp130-JAK)ast2-SHP2ast-Grb2	MEK-P-Rafast	PP2-STAT3Nast-STAT3Nast	ERK-MEK-PP	Raf-Ras-GTP	MEK-P-Phosp2	Phosp1	ERK-PP-Phosp3
0.0	0.0	0.0	0.0	0.0	1000.0	0.0	0.0	100.0	0.0	16667.0	60.0	67.0	0.0	50.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35000.0	0.0	0.0	0.0	0.0	19000.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41667.0	12.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0
0.0018018475711723966	6.351194100938284e-12	-6.719881994691267e-13	1.1585852701597622e-16	1.116027170255522e-34	999.9999999999949	3.6002439727798976e-33	2.5746486648786596e-46	99.99999999999994	2.2549452033990419e-13	16667.0	60.0	67.0	2.6026630052462697e-14	50.0	7.170547618821762e-16	0.29474587138564884	23.784128649458648	1.2169792020152003e-40	1.7847559863189645e-34	8.622414543729287e-19	8.836868107759509e-17	67.0	1.3986115779251587e-38	1.2193103237863869e-32	1.8448253559942034e-08	-1.2870675186294876e-17	0.8984387695481477	4.4695300478640586e-14	6.132013368552416e-43	10.215871350541368	8.242193925607345e-61	5.105607673246943e-29	-1.1066252151158792e-15	-1.146561944139092e-16	35000.0	5.320044751434714e-12	7.534992558282329e-72	5.856713977547612e-64	1.041876932256556e-33	18999.999999999993	2.911145785839321e-37	9.675013191220342e-15	3.7452586083623716e-33	1.2168968998518331e-31	-1.195771397369922e-18	4.251840082684034e-18	1.9726759855127105e-61	41667.0	11.099759345960686	74.78412864945865	6.627136773093143e-13	8.504593770113669e-69	3.913067737923029e-28	7.235257277756252e-39	2.3631685045065313e-73	1.0626857471308808e-15	2.493825432506921e-16	1.8223527048901227e-15	2.4380341585793006e-33	3.326901124230164e-35	8.245302954729593e-34	4.0766565653122257e-19	-2.89395226898928e-23	67.0	8.917915741883998e-72
0.013246576607525746	1.0106089094264458e-09	-1.5334971810258172e-10	1.9913364400312747e-12	3.455657976303264e-28	999.9999999983108	1.1077089824124126e-29	3.34376116934907e-39	99.99999999997591	1.3567043646760993e-10	16667.0	60.0	67.0	1.0762845498850611e-11	49.99999999999872	5.794438997205097e-13	0.5656739386944183	17.273611638671163	1.5556815704010682e-33	1.5537556438938363e-31	1.4846066049624276e-14	1.286628322686418e-13	67.0	4.342053586320965e-32	1.8443282422794843e-26	1.989485513414082e-06	-1.5539713230898536e-15	1.6777708574048358	1.0163002545940771e-11	3.898037092684314e-36	16.726388361327675	2.8981633176659725e-51	3.7824267189613074e-23	-1.6595716908488876e-13	-1.9706950464832986e-12	35000.0	1.5530286230876295e-09	3.6642037030340973e-66	8.145488805585588e-54	4.527907210252084e-31	18999.999999999847	1.829665947975323e-30	2.224567579096056e-12	7.166667245073242e-31	1.8368122879447762e-25	-2.055261850672201e-14	5.180067491450987e-15	1.3662758376018098e-51	41667.0	10.30897858184281	68.27361163866973	1.5214699215258446e-10	2.3849621072693546e-58	7.515215147106069e-23	4.5196838610659906e-32	8.994593618722941e-68	1.2943410033539321e-12	9.96419613015467e-14	1.318013974134087e-12	1.0084771986925815e-28	1.0233373247114797e-28	1.0277113061434266e-30	9.438638110681972e-16	-4.0416355270704096e-19	67.00000000000001	5.345545775446538e-67
0.04080364655364494	1.795974486979276e-08	1.0459869805199591e-12	4.87881780440554e-16	1.732255701756661e-24	999.9999999568481	8.853659371660577e-29	3.9327575511587697e-35	99.99999999934666	5.091917659866699e-09	16667.0	60.0	67.0	2.991683008146514e-10	49.99999999992676	2.3382267742959575e-11	0.8076050427981288	12.863758233497459	1.8002437873033386e-29	5.4860202729478415e-30	1.903561751322766e-14	7.187540810172824e-12	66.9999999999999	2.182414592105904e-28	6.04477146661153e-23	2.832790649589303e-05	1.5272560579657114e-13	2.345446782899424	2.0987037412100661e-10	2.9994192024809996e-32	21.136241766438044	7.980560676884289e-46	8.133605476722968e-20	8.061240322961496e-12	2.5109441311603973e-14	35000.0	3.798686096256123e-08	7.558434401681226e-63	5.088886365252763e-48	5.077445378593711e-29	18999.99999999991	1.3915782748929302e-26	1.1610709582745128e-12	2.3253005270171614e-28	6.006883242167052e-22	3.6894265652976405e-16	2.9317034082060983e-13	5.611422077150438e-46	41667.0	9.613692801602232	63.86375823344104	5.878544868591425e-11	2.2771830951810368e-52	7.498002205245115e-20	3.4158830357773596e-28	2.7793253069931154e-64	7.323492505701397e-11	3.4827168838594902e-12	4.9219530617588884e-11	1.0374715699964688e-29	5.09478252430197e-25	2.1387207081611674e-29	1.106148799487035e-13	5.797647517549605e-17	67.00000000000001	2.3996420814715885e-62
0.08773334602890277	1.3120439096319677e-07	1.2842061081590107e-11	1.3303731459423913e-14	6.4243629014818395e-22	999.9999995953443	8.017585497200792e-29	2.6936617911067097e-32	99.99999999352163	6.22444617486963e-08	16667.0	60.0	67.0	2.8552155696947347e-09	49.99999999880347	2.8745078171784846e-10	1.0185964936500769	9.752159217725122	1.2127947630762864e-26	6.309521270891182e-30	9.620119516543695e-13	1.1050926944498795e-10	66.99999999999612	8.115755031141293e-26	1.6524907277623982e-20	0.00017511608007347274	3.821425273599204e-12	2.9105060277038843	1.6671067724059093e-09	1.5148310535422616e-29	24.247840781289028	4.766333664092211e-42	1.6451383872096192e-17	1.6766026827274292e-10	9.265517307594574e-13	35000.0	3.4120621477076234e-07	7.968638198602461e-63	5.415359548469916e-44	7.389362000934279e-29	18999.9999999989	6.945164874989207e-24	1.9089275477798796e-11	4.452680817951663e-28	1.6383624531011637e-19	1.469345048590761e-14	4.791110927051933e-12	4.4282908871619e-42	41667.0	9.001409437252368	60.75215921704244	8.902804293899518e-10	3.286273842507721e-48	8.885286781245965e-18	1.693796466850442e-25	3.9338287410804064e-64	1.1965182726615507e-09	6.361083239139602e-11	5.722123066095151e-10	1.5549633081190484e-29	1.8762214143567898e-22	1.904615313280899e-29	2.9531424525166084e-12	3.878283295762509e-15	67.00000000000001	6.4247909365804805e-62
0.1545701918392715	5.889724082171291e-07	8.478986909986763e-11	1.7868251821209086e-13	5.771722679993375e-20	999.9999978014753	1.9516496245184767e-27	3.921120334086151e-30	99.99999996295209	4.130569049618139e-07	16667.0	60.0	66.99999999999993	1.5336461542015424e-08	49.99999999006139	1.8723025260939805e-09	1.199172972601198	7.492763434888513	1.7359448247438467e-24	7.279684954923338e-29	1.850727121622265e-11	8.527365928831437e-10	66.99999999995129	7.311216404577836e-24	1.1682407586696719e-18	0.0006828394013146214	4.4409527927019177e-11	3.3830013625988045	7.897780900071518e-09	1.736005572960871e-27	26.5072365575724	3.5410961204890217e-39	9.18642722225629e-16	1.628982436094687e-09	1.389972214307864e-11	35000.0	1.775451098860172e-06	9.486660034831098e-61	6.299158659202937e-41	3.631693950300756e-28	18999.999999991374	7.863677431382277e-22	1.5583012451459538e-10	1.4382014094087754e-27	1.1554806561316146e-17	2.351855047167667e-13	3.9806848917501794e-11	4.0750463894382725e-39	41666.999999999985	8.461057970367028	58.492763430486335	6.7482425641645645e-09	4.8588977852491435e-45	3.2916263371069676e-16	1.9050805117212735e-23	2.7921700138653085e-62	9.938614239967043e-09	5.501931706719989e-10	3.5495238507096614e-09	4.571744648322581e-27	1.6734570952887303e-20	3.563159241933218e-28	3.4444137915856064e-11	9.225469953097714e-14	66.9999999999998	7.136107487620423e-61
0.23973089668664632	1.9406936487346797e-06	3.7778577442207516e-10	1.4155449505065194e-12	2.121634312468213e-18	999.9999915367022	2.1313364666983446e-25	2.151321522683121e-28	99.99999985049753	1.8645597842287558e-06	16667.0	60.0	66.99999999999889	5.7561242247366634e-08	49.999999946113256	8.22481154860216e-09	1.351517722027364	5.817801298200303	9.36216219645081e-23	8.091363390566747e-27	1.950560448360521e-10	4.288328402914511e-09	66.99999999963707	2.6949613793652454e-22	3.5206023191560205e-17	0.0019844582277900092	3.186274623528081e-10	3.7733690930764667	2.7026013954689965e-08	7.8129567952221e-26	28.182198664302216	7.076438444142241e-37	2.2782963932048722e-14	9.862436670401e-09	1.1927828929870132e-10	35000.0	6.544420715490661e-06	1.2301935296622736e-56	1.815543153090373e-38	3.8692168676025177e-26	18999.999999955442	3.4958184537071004e-20	8.223047486942164e-10	1.2781282132468457e-25	3.4734579089854145e-16	2.1326775191508738e-12	2.1588832699889224e-10	9.680984860951744e-37	41666.9999999997	7.982913855572034	56.81780127900751	3.329839053468328e-08	1.708921226707592e-42	5.846115436464587e-15	8.411369316095605e-22	3.620186396631167e-58	5.388676287724522e-08	2.998961320215586e-09	1.490453081789876e-08	4.33342993244247e-25	6.105825753730595e-19	4.034017946865725e-26	2.4012274183971994e-10	1.1515635933281698e-12	66.9999999999979	8.66987729335207e-57
0.340173629986147	5.160117234967285e-06	1.2870162946491725e-09	7.81782736174371e-12	4.2141816795507576e-17	999.9999743131831	1.0577827480359788e-23	6.028379646211288e-27	99.99999952605384	6.453357145021775e-06	16667.0	60.0	66.99999999999076	1.6909831680163704e-07	49.99999978223737	2.76491098566315e-08	1.478757310857102	4.556918664781273	2.577959409169726e-21	4.262032230055068e-25	1.3642870316283599e-09	1.611133515060253e-08	66.9999999980996	5.3679198979221224e-21	5.896286150238432e-16	0.004700182051499719	1.6398762251843006e-09	4.09187727324907	7.390766307614559e-08	1.847313655695848e-24	29.44308119601479	5.725511458917358e-35	3.229784144566344e-13	4.328003966121042e-08	6.998323775806467e-10	35000.0	1.9013951844501874e-05	3.5375974942856217e-53	2.0022112866230344e-36	2.2183298796452376e-24	18999.99999982793	8.162668984444064e-19	3.221629193010269e-09	7.777247792229946e-24	5.802183316529269e-15	1.31207626308173e-11	8.726612822117601e-10	9.052528114877919e-35	41666.99999999794	7.558499548077752	55.55691860069427	1.227325275927054e-07	2.235954255719826e-40	6.247505199839789e-14	1.950284885997975e-20	1.0590329318025716e-54	2.1776268366938081e-07	1.1962722128778621e-08	4.797572328118993e-08	1.8508274280532563e-23	1.203530882782398e-17	2.0735320534149893e-24	1.1796711658416623e-09	9.26043076832769e-12	66.9999999999869	2.9710128042426e-53
0.4520490055828319	1.171718069571421e-05	3.608535871143208e-09	3.322833162734716e-11	5.337180661893033e-16	999.9999344902593	2.8905044133467245e-22	1.0337904655857925e-25	99.99999874152232	1.839052245827964e-05	16667.0	60.0	66.99999999994584	4.157328577647514e-07	49.99999929025032	7.660649705930879e-08	1.5844039143051813	3.596753203465991	4.342779185440678e-20	1.2239193525703115e-23	7.091605360712674e-09	4.899754496397682e-08	66.99999999228685	6.817556148492234e-20	6.426381532497271e-15	0.009573781159046195	6.618155761518051e-09	4.348215071275368	1.715169628133756e-07	2.728568821451006e-23	30.40324637826266	2.392213909057705e-33	3.0413317212423945e-12	1.5048049341993347e-07	3.1187855628592902e-09	35000.0	4.6403771687947216e-05	3.0010005512060783e-50	1.0940658922989583e-34	6.862689457703324e-23	18999.99999946185	1.1903649625044391e-17	1.016829177523326e-08	2.533936846794491e-22	6.306639370333132e-14	6.092964816567543e-11	2.845003149166677e-09	4.281903919275484e-33	41666.99999998975	7.180469929415878	54.59675302711611	3.6637203884874056e-07	1.4200797973262397e-38	4.600114127275078e-13	2.8236334389344516e-19	9.127877549941142e-52	7.097496659575043e-07	3.812245690133886e-08	1.273523837713607e-07	4.437374053033577e-22	1.5122616788251298e-16	5.820597899907532e-23	4.50024631774991e-09	5.4158512176789736e-11	66.99999999993909	2.9382004795105616e-50
0.5712855061040414	2.3574482054397367e-05	8.728349751447732e-09	1.1579351453763056e-10	4.7947349002235194e-15	999.99985371315	5.027335506976736e-21	1.2189031422902314e-24	99.9999970824401	4.518273298452539e-05	16667.0	60.0	66.99999999975111	8.928122445377081e-07	49.999998036941015	1.833963541206385e-07	1.6719664585669596	2.8591528789279614	5.028230213606717e-19	2.2210759072663695e-22	2.94498357101222e-08	1.269421313763624e-07	66.99999997418357	6.142128076260128e-19	5.046032073254573e-14	0.01736949146696896	2.2180438440364976e-08	4.5512345497897915	3.511327502946102e-07	2.8146852208482997e-22	31.140846049874387	6.037345754391219e-32	2.0957098506179966e-11	4.3874884271369627e-07	1.1290036298856906e-08	35000.0	9.912527031473476e-05	1.0102696979735542e-47	3.498956869247068e-33	1.329045015838007e-21	18999.999998565017	1.2120520551123028e-16	2.7241193414126946e-08	5.130492123580943e-21	4.937973796962772e-13	2.2865552963373074e-10	7.870933718136815e-09	1.204258069955557e-31	41666.99999995903	6.842490552451312	53.85915245990722	9.326123528373358e-07	5.1968953033727945e-37	2.5473088133611165e-12	2.8537944921340046e-18	3.11944131916682e-49	1.9630585584354445e-06	1.0261573088566944e-07	2.920786519663861e-07	6.872815052440461e-21	1.3475588364148344e-15	1.0340606253405069e-21	1.4182019829348207e-08	2.489163772439451e-10	66.99999999977135	1.132958796167968e-47
