c_Cbl	pFRS2	B_Raf_Rap1_GTP	c_Raf_Ras_GTP	B_Raf_Ras_GTP	pShc	Grb2_SOS_pShc	Shc	SOS_Grb2	FRS2	pMEK_ERK	pTrkA	pMEK	Crk_C3G	ppERK	L_dpEGFR	pTrkA_endo	dpEGFR_c_Cbl	ppMEK_ERK	L_EGFR	Ras_GDP	pShc_dpEGFR_c_Cbl	ERK	pFRS2_dpEGFR_c_Cbl	pShc_pTrkA	pFRS2_pTrkA	pDok	MEK	Rap1_GTP	pShc_pTrkA_endo	pFRS2_pTrkA_endo	Shc_dpEGFR_c_Cbl	FRS2_dpEGFR_c_Cbl	ppMEK	pShc_dpEGFR	Grb2_SOS_pShc_dpEGFR_c_Cbl	pSOS	Shc_pTrkA	Grb2_SOS_pShc_pTrkA_endo	FRS2_pTrkA	pFRS2_dpEGFR	MKP3	Crk_C3G_pFRS2_dpEGFR_c_Cbl	pSOS_Grb2	MEK_ERK	Crk_C3G_pFRS2_pTrkA_endo	proteasome	NGFR	EGFR	Shc_pTrkA_endo	FRS2_pTrkA_endo	Grb2_SOS_pShc_dpEGFR	c_Raf_Ras_GTP_pMEK	B_Raf_Ras_GTP_pMEK_ERK	L_NGFR	B_Raf_Rap1_GTP_MEK	FRS2_dpEGFR	c_Raf_Ras_GTP_MEK_ERK	B_Raf_Rap1_GTP_pMEK_ERK	B_Raf_Ras_GTP_pMEK	Shc_dpEGFR_c_Cbl_ubiq	Crk_C3G_pFRS2_pTrkA	ppERK_MKP3	Grb2_SOS_pShc_pTrkA	pFRS2_dpEGFR_c_Cbl_ubiq	B_Raf_Ras_GTP_MEK	pShc_dpEGFR_c_Cbl_ubiq	B_Raf_Rap1_GTP_MEK_ERK	c_Raf_Ras_GTP_pMEK_ERK	pDok_RasGAP	L_EGFR_dimer	c_Raf	FRS2_dpEGFR_c_Cbl_ubiq	Shc_dpEGFR	B_Raf_Ras_GTP_MEK_ERK	Crk_C3G_pFRS2_dpEGFR_c_Cbl_ubiq	SOS	Crk_C3G_pFRS2_dpEGFR	dpEGFR_c_Cbl_ubiq	Grb2_SOS_pShc_dpEGFR_c_Cbl_ubiq	B_Raf_Rap1_GTP_pMEK	Dok	C3G	Ras_GTP	Grb2	Rap1_GDP	c_Raf_Ras_GTP_MEK	B_Raf	dppERK	dppERK_MKP3	RasGAP	Crk
0.5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.26	0.0	0.0	0.0	0.0	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018000000000000002	0.0	0.0	0.0	0.0	0.0	0.061894000000000005	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.3	0.5	0.0	1.0	0.2	0.0	0.2	0.0	0.0	0.1	1.0
0.49999989127169403	8.054217386717927e-10	1.116524035022334e-12	6.415135182202815e-11	3.481116422523139e-11	8.263052524822869e-09	5.483008467806738e-11	0.9999985632157349	0.002926609331994951	0.9999998563214648	1.2595902141380028e-12	0.0	2.3131329080842412e-12	0.2821283217689599	1.2580328089729527e-26	5.567515993828049e-07	0.0	1.1003634260248207e-08	1.7301115482574697e-24	0.0010932234310702283	0.09999999978872558	2.0444753716788016e-08	0.020113807976773042	1.95530009732444e-09	0.0	0.0	3.0494250663406856e-06	0.4401138079238025	1.2521985069399377e-12	0.0	0.0	6.740666731609558e-08	6.740670303862954e-09	3.2144170269837285e-24	2.2058522261552513e-07	1.0000372753582944e-10	3.4363885346837835e-57	0.0	0.0	0.0	2.1267799262099662e-08	0.018000000000000002	1.0218869416500275e-10	1.0414758948316209e-58	0.23988619199437103	0.0	1.4827419659128493e-13	0.06189399889713318	0.29889882561299913	0.0	0.0	8.90474993501209e-10	1.1241853943376003e-22	1.418158369093566e-23	0.0	4.597279280962039e-13	1.1182704301874902e-07	2.1963976020368452e-11	6.707127638270959e-25	2.605659829944912e-23	6.150963155097606e-10	0.0	1.5615152478705236e-28	0.0	1.4854297051420944e-11	9.880343110046131e-12	1.539662341879605e-10	2.5042739588571293e-13	6.118736471564566e-23	1.8007270252438225e-08	1.8638148584739115e-06	0.49999999987356686	6.150965067520601e-11	1.1182696192025e-06	5.381907157106362e-12	6.161094699960671e-13	0.09707338962211887	9.031332144120097e-10	1.2846825431910018e-10	5.773863679164434e-13	1.2323237362263846e-24	0.29999693256766374	0.217871677225102	3.476788724568713e-11	0.9970733896221193	0.19999999999692125	4.031787506992143e-11	0.19999999994809997	3.8324328520432875e-53	2.444207867897652e-55	0.09999998199272979	0.7178716772251025
0.49999781868489923	3.578740948152701e-08	1.4157508658133787e-10	9.551826790682374e-09	5.398414516708448e-09	3.822412966036208e-07	1.0156032519969127e-08	0.9999824942390455	0.00571143560126508	0.9999982494052718	7.240150949325021e-10	0.0	1.3279247605464372e-09	0.3867103140501552	9.819773929167494e-21	3.1534343838456566e-06	0.0	9.347058377248018e-08	6.255478634299138e-19	0.00213318283039732	0.0999999609450623	7.48235842306406e-07	0.02006479702373107	6.629276253100026e-08	0.0	0.0	7.435360249909315e-06	0.44006478211418504	9.766997067698071e-11	0.0	0.0	1.0972335548241862e-06	1.0972415087335546e-07	1.1733342131117896e-18	4.371516653415406e-06	1.4811997094402483e-08	1.819241276996155e-42	0.0	0.0	0.0	3.969612494537479e-07	0.018000000000000002	1.0698592601066578e-08	1.0977853869445335e-43	0.2399351948472001	0.0	1.2917472217883133e-11	0.06189399779457269	0.2978049777702804	0.0	0.0	6.981837601809577e-08	1.8492974371486334e-17	2.6306021137831132e-18	0.0	1.1298760148846312e-10	1.0776803362708872e-06	5.69229815364669e-09	1.0044807160694776e-19	4.8248487654235346e-18	2.2422687015390937e-08	0.0	2.6212530637450975e-22	0.0	1.12641636365304e-09	3.0283845526283094e-09	1.244022038154534e-08	6.16037255723133e-11	1.0082744164963121e-17	7.761532952924943e-08	8.952320148469153e-06	0.49999997431562543	2.2422780266897083e-09	1.0776698439386562e-05	1.6511516193736688e-09	1.442531713856892e-10	0.09428846942647678	4.993728089743187e-08	2.2859084436363283e-09	1.8585401216733742e-10	1.842341047736088e-19	0.2999924870244207	0.11328962516972149	3.2926125401401174e-09	0.9942884694264773	0.19999999958616368	1.0440249538991381e-08	0.19999998960588297	4.733294724859558e-39	1.3102088837193568e-40	0.09999992238467048	0.613289625169722
0.4999886879673826	2.6908667976770636e-07	1.7217590463397243e-09	1.4343389804612485e-07	7.951474957829843e-08	2.96866871986039e-06	1.7468555462831083e-07	0.9999319871637111	0.008360973868062787	0.9999931984073389	2.25193565492664e-08	0.0	4.1302720438426715e-08	0.43629798169778305	1.5705411122161187e-17	7.82612595629981e-06	0.0	3.3046479708761163e-07	6.440241568522791e-16	0.003082364343485164	0.09999932663836822	4.870225390601145e-06	0.020064782964864233	4.024804217841723e-07	0.0	0.0	1.7271533019446032e-05	0.440064472427821	9.005833768825406e-10	0.0	0.0	4.59195198359501e-06	4.5920975901414155e-07	1.221301685261916e-15	2.0300584077471588e-05	2.1237142737089225e-07	6.514579168013651e-38	0.0	0.0	0.0	1.7474546893377096e-06	0.018000000000000002	1.1765780188996501e-07	5.939706953698678e-39	0.23993504772194998	0.0	1.5986075468494816e-10	0.061893996692318404	0.29671821269874366	0.0	0.0	7.048366169723525e-07	1.2092120292553922e-14	1.807681718811911e-15	0.0	1.9157457731558554e-09	3.3904158738096077e-06	1.108192524803801e-07	5.594326595737242e-17	3.3154670849387047e-15	1.5168447845010922e-07	0.0	6.47883115795635e-19	0.0	1.1142543073629329e-08	6.406515242294905e-08	1.307887194553819e-07	1.0445163491553956e-09	6.592949161900607e-15	2.1612197285037326e-07	2.0387647895001815e-05	0.4999995424934224	1.5168718150297918e-08	3.3902776534706764e-05	3.4930051039850494e-08	2.5880174652894757e-09	0.09163792997555473	3.863881579854054e-07	1.2035775150625027e-08	4.262784781307416e-09	1.0260548216817751e-16	0.2999825123450079	0.06370151166824337	3.73450961904899e-08	0.9916379299755547	0.19999999441739533	2.0325340827880722e-07	0.19999981680802062	2.1439341639907604e-34	4.8127855221933335e-36	0.09999978387802716	0.5637015116682438
0.49996578220137816	1.020723340306311e-06	8.798427616620253e-09	8.857214136317737e-07	4.754401669450715e-07	1.1474133047796818e-05	1.1746161930960928e-06	0.9998296569360855	0.010879518440605397	0.9999829636259677	2.264402208667925e-07	0.0	4.1531363578783713e-07	0.4625220784729882	2.3004665310898018e-15	1.4126468295267764e-05	0.0	8.169914448523152e-07	6.876616501427227e-14	0.003916350173491387	0.099995445604382	1.6269715442050285e-05	0.020064782974835077	1.2763736468702851e-06	0.0	0.0	3.9082115995923624e-05	0.44006240932699237	3.747751543750237e-09	0.0	0.0	1.1574687425021916e-05	1.157570553606071e-06	1.3178474889078143e-13	5.412008833072681e-05	1.2181682997106633e-06	2.412537685191372e-33	0.0	0.0	0.0	4.474710925566912e-06	0.017999999999999874	5.483218029631795e-07	2.899486393777402e-34	0.23993392284818948	0.0	9.02870754266516e-10	0.06189399559037026	0.29563819517401074	0.0	0.0	3.2024582868673447e-06	9.313339801811715e-13	1.4330041359372358e-13	0.0	1.1978835165350572e-08	7.012182916228133e-06	7.973892904908296e-07	3.710250218415872e-15	2.628270546469388e-13	5.397008402509099e-07	0.0	1.2958292109456587e-16	0.0	5.033830993926587e-08	4.838636688806416e-07	6.207568196307201e-07	6.53118477782062e-09	5.077884588354334e-13	5.349346377459585e-07	3.4471581425355225e-05	0.49999685439748387	5.397271467645481e-08	7.01142390164267e-05	2.638155530234359e-07	1.7231872138176753e-08	0.08911485181640451	1.424947950953864e-06	3.946923875768129e-08	3.4500211691538803e-08	6.8049638614579516e-15	0.2999603829493665	0.03747593102539008	1.8567330698864462e-07	0.9891148518164048	0.19999996894379043	1.4624903728313592e-06	0.19999874957174704	6.0662753848191e-30	1.816362708305147e-31	0.09999946506536225	0.5374759310253904
0.49992263615138477	2.706863394807468e-06	2.8847482520311063e-08	3.4062881905015155e-06	1.7689408050785081e-06	3.057424031968028e-05	4.773677010289214e-06	0.999662379447896	0.013268602497775561	0.9999662294440218	1.2522556944337523e-06	0.0	2.2967600939522774e-06	0.47719161669742577	9.384263471839508e-14	2.1464596171544443e-05	0.0	1.6354118473228446e-06	2.1958104834394855e-12	0.0046247777509169485	0.09998132895787425	3.8249987003359745e-05	0.020064782953780617	2.902551561298015e-06	0.0	0.0	8.07438240576092e-05	0.4400540928572415	1.0386192496722521e-08	0.0	0.0	2.247314755631167e-05	2.2477410953082164e-06	4.249929512791208e-12	0.00010778641565150277	4.291832520221493e-06	6.257612504462348e-30	0.0	0.0	0.0	8.674080342229784e-06	0.017999999999993282	1.6398556078041442e-06	9.441720144572658e-31	0.2399293885165427	0.0	3.335641944312656e-09	0.061893994488728184	0.294564539954907	0.0	0.0	9.528408458441633e-06	2.3034081372736018e-11	3.6187977599718976e-12	0.0	4.496247833502639e-08	1.1650187658801298e-05	3.393127795877515e-06	8.080045442789718e-14	6.637230975744801e-12	1.3734412132993734e-06	0.0	6.718821510710916e-15	0.0	1.5124637007361182e-07	2.1250099452282745e-06	1.933553241157685e-06	2.451475877042038e-08	1.2558803874673974e-11	1.2215399129296538e-06	4.94852537876773e-05	0.4999869772183679	1.373584356517207e-07	0.000116475695421398	1.1586128726086623e-06	6.837476719779028e-08	0.08671264343053	3.592296746275179e-06	9.919368985023962e-08	1.6015370673147125e-07	1.4819597957741984e-13	0.2999180346360297	0.02280308277545783	5.956866146207222e-07	0.9867126434305304	0.19999989128885895	6.22333005298851e-06	0.19999484910117257	1.2707701725609156e-26	4.798911907821521e-28	0.09999877846008708	0.522803082775458
0.4998542588638339	5.771428964000714e-06	7.240332079707493e-08	9.756713122937328e-06	4.9139699201218694e-06	6.469526296415012e-05	1.4175571865946755e-05	0.999421653315863	0.015527307195383012	0.9999421395286806	4.78730508503667e-06	0.0	8.780388381972842e-06	0.4856542701772364	1.739905171535609e-12	2.926996003514989e-05	0.0	2.839066985850875e-06	3.328124661682366e-11	0.005209255715244688	0.09994393719535058	7.249428762798794e-05	0.02006478295524413	5.410300075734497e-06	0.0	0.0	0.00015042959807056442	0.4400300341068766	2.2569676250299373e-08	0.0	0.0	3.725865763452188e-05	3.7271634188733106e-06	6.501915745757778e-11	0.00017949117420931822	1.1186040269972076e-05	3.1597089802592446e-27	0.0	0.0	0.0	1.4221305014226995e-05	0.01799999999984842	3.7555378931738836e-06	5.834497885997563e-28	0.239916271032462	0.0	9.444950810626884e-09	0.06189399338739207	0.29349685108548357	0.0	0.0	2.1824433144143308e-05	2.8238757884881286e-10	4.514773089285784e-11	0.0	1.2428734205429214e-07	1.6926617333698965e-05	1.0444382600660835e-05	8.915054922833366e-13	8.280537874701918e-11	2.8490061491838095e-06	0.0	1.515834123167112e-13	0.0	3.549958857959481e-07	6.687717912263571e-06	4.646846902510646e-06	6.776481905963606e-08	1.5396534141284562e-10	2.558340909411108e-06	6.403533684713572e-05	0.4999606424431476	2.8495486717701204e-07	0.00016919851298664528	3.646324611550464e-06	1.9815271805478728e-07	0.0844249798689568	7.210015149897526e-06	2.0923535645786745e-07	5.268903812979865e-07	1.635108752914576e-12	0.2998470120610202	0.01433456611700751	1.4571074001654647e-06	0.9844249798689573	0.19999971297231528	1.9156024775739817e-05	0.19998448740159455	5.328005984639488e-24	2.4707606202334713e-25	0.0999974416590906	0.5143345661170075
0.4997576709461327	1.0635427091945423e-05	1.5216509163870977e-07	2.2858373555642986e-05	1.1201251111415253e-05	0.00011711800971973162	3.3985518361826296e-05	0.9991030686468565	0.017653240273414087	0.9999102431456863	1.4250286168562396e-05	0.0	2.613642707549919e-05	0.49062086534030563	1.8882683836861335e-11	3.708716510565165e-05	0.0	4.447162832867714e-06	3.042009518360728e-10	0.005679721856472487	0.09986382154688238	0.00011890872286927996	0.020064782953846703	8.846969026931743e-06	0.0	0.0	0.0002557647760701751	0.4399741976913569	4.17915662144496e-08	0.0	0.0	5.559947176894663e-05	5.563125682586663e-06	5.995482363763204e-10	0.00026507205268229005	2.3773479179228026e-05	5.144147582860413e-25	0.0	0.0	0.0	2.0874125670876395e-05	0.01799999999805764	7.210473173784843e-06	1.1069967292882111e-25	0.23988582750301948	0.0	2.2287559058754258e-08	0.06189399228636185	0.2924347521759884	0.0	0.0	4.187294463407607e-05	2.1504190242731847e-09	3.4928217047633646e-10	0.0	2.807119882212377e-07	2.248430207435807e-05	2.582034658480654e-05	6.228838445777571e-12	6.40617863825868e-10	5.152679249461209e-06	0.0	1.9423655623607548e-12	0.0	7.07035356795286e-07	1.680768746750266e-05	9.376627258736027e-06	1.5305176516850713e-07	1.1724665586509885e-09	4.9199091005231806e-06	7.720045016037571e-05	0.49990396090219946	5.154286289733772e-07	0.00022469924554465866	9.164005611580347e-06	4.6586011333037086e-07	0.08224575518253795	1.2454107495662434e-05	3.8941685265641116e-07	1.3726018740165432e-06	1.1424302527040193e-11	0.2997393153148295	0.009359004218916476	2.9654212267010567e-06	0.9822457551825384	0.19999937226193565	4.7357054774404455e-05	0.1999622401194114	7.447582515434565e-22	4.087428352113916e-23	0.09999508009089947	0.5093590042189162
0.49963189274979336	1.7667419123277827e-05	2.8196964405179867e-07	4.629858513810925e-05	2.214456757375383e-05	0.00018962823374466128	6.97903503948873e-05	0.9987053400951666	0.019643757840576773	0.9998703983871964	3.5414823985000575e-05	0.0	6.495427661402125e-05	0.4935624599994769	1.3917896123557627e-10	4.460738728335298e-05	0.0	6.447701732791646e-06	1.9300819958659786e-09	0.006050668107444336	0.09971621965735612	0.0001760266431072704	0.02006478294126059	1.3194828530094341e-05	0.0	0.0	0.00040328170557849723	0.43986334047153425	6.916998918697275e-08	0.0	0.0	7.69956554183226e-05	7.706222369536742e-06	3.8356252834885205e-09	0.0003595220667018145	4.363617823245599e-05	3.702962199850856e-23	0.0	0.0	0.0	2.835492758841909e-05	0.017999999983468573	1.2228262922209395e-05	9.10721679621254e-24	0.2398253851024479	0.0	4.606386898331932e-08	0.06189399118563743	0.2913779052960663	0.0	0.0	7.073706495159362e-05	1.1614393573373318e-08	1.914566083385602e-09	0.0	5.49838222112756e-07	2.8042031321121867e-05	5.451209230906211e-05	3.137886652938967e-11	3.5115027328969644e-09	8.449273725855394e-06	0.0	1.6531430882225154e-11	0.0	1.2534252365143603e-06	3.593895357529422e-05	1.6696915122845175e-05	2.997866638200022e-07	6.33248085246687e-09	8.761923328025402e-06	8.851370577738799e-05	0.49979919083772645	8.453256924690446e-07	0.00028015470747406963	1.959488911528423e-05	9.443053453916189e-07	0.08016905574988682	1.9364864676353457e-05	6.596968125684325e-07	3.0228159586814102e-06	5.755193141239751e-11	0.2995879563710937	0.006405002567584152	5.287344037251884e-06	0.9801690557498872	0.19999879914655005	9.998053795192635e-05	0.19992118448020627	4.692136629345799e-20	2.988073245177455e-21	0.09999123807667197	0.506405002567584
0.4994775936554963	2.717171893061973e-05	4.758756635583558e-07	8.40134757046328e-05	3.933701663629402e-05	0.0002826421875604174	0.00012752391728859108	0.9982292986654199	0.0214970346274981	0.9998226716525401	7.681846545532921e-05	0.0	0.00014089265829517924	0.4953111611544231	7.662035522496108e-10	5.165597757681972e-05	0.0	8.804874117294475e-06	9.299903292979403e-09	0.006338096815974061	0.0994731625650643	0.00024161618315859704	0.0200647828732781	1.839135991483191e-05	0.0	0.0	0.0005981604373295201	0.4396673105702359	1.0544409595404955e-07	0.0	0.0	0.00010088194747092854	1.0100591532391254e-05	1.862607143418519e-08	0.0004581299281749955	7.177282566884839e-05	1.4442210169455617e-21	0.0	0.0	0.0	3.64055395010718e-05	0.01799999989668989	1.892768320807259e-05	4.000509059689272e-22	0.23971850401425135	0.0	8.60955393046355e-08	0.06189399008521874	0.2903260195676167	0.0	0.0	0.00010864620595432533	4.84265825595175e-08	8.095620736175255e-09	0.0	9.694026940812478e-07	3.3409974364649936e-05	0.00010220724654040404	1.237398050054955e-10	1.4848167458909216e-08	1.2876467789146786e-05	0.0	1.0331011245449204e-10	0.0	2.0380907275499594e-06	6.807084255140345e-05	2.7086172908868567e-05	5.285445567116659e-07	2.640347623137579e-08	1.4605436445013735e-05	9.785711106958197e-05	0.499626246306453	1.2885099749393807e-06	0.00033365742642078134	3.711406366418979e-05	1.7147822895600716e-06	0.07818915435140744	2.7880097018065233e-05	1.0387835588809161e-06	5.868072183890371e-06	2.2695101738075924e-10	0.2993872341262257	0.004640316283066049	8.538874748900827e-06	0.9781891543514077	0.19999792038229894	0.00018745814124297358	0.19985348095975491	1.6254622309492342e-18	1.182820382799663e-19	0.09998539456355496	0.5046403162830659
