TP	PGA	Pi	Ru5P	ATP	RuBP	ADP	totRuBP
0.5	2.4	5.0	0.0500747384155456	0.68	2.0	0.82	3.684962630792227
0.4492804981248992	3.0585180214980223	4.072080945397769	0.36204928948425275	1.162844216336274	1.7626508837871666	0.3371557836637258	3.447613514579391
0.44447103062349264	3.560023283235477	3.4919807071417543	0.36826175932477406	1.0820975592294653	1.841620199430292	0.41790244077053473	3.526582830222519
0.4319084726245746	4.057138073884099	2.9736878089918215	0.35608618078374277	1.0052289519078454	1.903012625111732	0.49477104809215466	3.5879752559039586
0.41584484620537543	4.547245126869659	2.5429250723799344	0.34221009778964984	0.9232561379295131	1.9292967286207081	0.576743862070487	3.6142593594129346
0.3977324246865793	5.030266921970251	2.198048949057735	0.32909651628354936	0.8349341652046933	1.9199978806063698	0.6650658347953069	3.6049605113985956
0.3789217210517804	5.506505692291374	1.9278479695108706	0.31761926410348956	0.7434825146105689	1.877848788423733	0.7565174853894312	3.562811419215958
0.3603152783200842	5.974542332156169	1.7170720243154183	0.3080278460510551	0.6540588218827998	1.808029217845012	0.8459411781172003	3.492991848637237
0.34244398268800447	6.430107996908288	1.5505767907333934	0.30013266427632906	0.5717382508200354	1.7175375264947506	0.9282617491799647	3.4025001572869753
0.3256519458243707	6.866326700038618	1.416334814849019	0.2935498235208903	0.49989125220040254	1.6141601009911257	1.0001087477995978	3.29912273178335
0.31020865226547517	7.275334797522386	1.3062556729076844	0.2879192436485448	0.4397153481230189	1.5053205119742212	1.0602846518769813	3.1902831427664458
0.29632446725915645	7.650305581869681	1.215339488107098	0.28300678477410285	0.390744764781843	1.3971768258118353	1.109255235218157	3.08213945660406
0.28412820494680346	7.986756083551152	1.1403934517204235	0.2787005518393512	0.3516390643179889	1.2942286910199177	1.1483609356820113	2.979191321812139
0.273652255826768	8.282819507354208	1.0790759177286262	0.27496057889102443	0.32078616308604485	1.1993901577644397	1.1792138369139558	2.884352788556664
0.26483764667326715	8.538861297603455	1.0294021282574755	0.2717695017153087	0.2966317247280308	1.1142862197190084	1.2033682752719703	2.7992488505112316
0.2575544919332949	8.7568886689116	0.9895651691129083	0.26910313422855947	0.2778155187719283	1.0395738777286303	1.222184481228073	2.7245365085208544
0.2516289014378167	8.939988318601488	0.9579082278698664	0.2669205756770352	0.2632052041033406	0.9752117553630018	1.2367947958966607	2.660174386155227
