PKA	Ca	PP2B	PP2A	CK1	PP2AP	PP2C	CDK5	cAMP	D75	D75:137	D34:75	D34:75:137	D	D137	D34	D34:137	PDE	PDEP	cAMP_R2C2	cAMP3_R2C2	cAMP4_R2C	PP2BinactiveCa2	CK1P	D75_PKA	D34:75_PP2A	cAMP2_R2C2	D34:75:137_PP2AP	D34:75:137_PP2B	D_CK1	D137_PKA	D75:137_PP2A	D34:137_PP2C	D75_PP2AP	D34_CDK5	D34:75_CK1	D34_PP2B	D75:137_PP2C	D137_CDK5	D_PKA	PDE_PKA	D75_PP2A	D34:75_PP2AP	D34:137_PP2B	D75_CK1	AMP	D34:75:137_PP2C	D34:137_CDK5	D34:75:137_PP2A	D75:137_PKA	cAMP_PDEP	D75:137_PP2AP	PP2Binactive	D34_CK1	D34:75_PP2B	D_CDK5	cAMP_PDE	PP2A_PKA	CK1P_PP2B	cAMP4_R2	D137_PP2C	cAMP4_R2C2	R2C2
0.0	1.1247452041697648e-08	1.1992295092032938e-08	1.6933264910813368e-07	8.845698376485014e-09	0.0	1.2069215414254282e-07	9.119203269284643e-08	0.0	1.5524882761603694e-06	6.842164809909135e-08	0.0	0.0	3.059937125456376e-06	1.354578250777812e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	3.40329600304542e-08	1.4352447763222816e-07	0.0	0.0	0.0	0.0	0.0	7.905744499184767e-09	0.0	1.2947115479294789e-09	0.0	0.0	0.0	0.0	0.0	4.126980056966683e-09	4.614478851472156e-09	0.0	0.0	2.937263934393667e-08	0.0	0.0	4.006216650724775e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.842568820361372e-07	0.0	0.0	1.041934884556806e-07	0.0	0.0	1.7178628413760467e-09	0.0	8.180865800490286e-09	0.0	6.640000000000001e-06
0.0	1.1419086723129893e-08	1.2802113506888007e-08	1.6905559306314123e-07	9.460694540835686e-09	0.0	1.206942593683784e-07	9.147475883700777e-08	0.0	1.5689017402798005e-06	6.923685032227273e-08	0.0	0.0	3.0425979373552197e-06	1.3474511088961553e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	3.5000003946322904e-08	1.4198178959192114e-07	0.0	0.0	0.0	0.0	0.0	8.410426734456848e-09	0.0	1.307636596327826e-09	0.0	0.0	0.0	0.0	0.0	4.174019058147514e-09	4.600754232020381e-09	0.0	0.0	2.9636770340530745e-08	0.0	0.0	4.332545687166173e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8238333910117047e-07	0.0	0.0	1.0392448693097104e-07	0.0	0.0	1.8145434456189598e-09	0.0	8.131721573473843e-09	0.0	6.640000000000001e-06
0.0	1.1579198331129095e-08	1.3583881921859607e-08	1.6883126002059447e-07	1.0059200141814673e-08	0.0	1.20580048403723e-07	9.170940905282917e-08	0.0	1.5814995702832403e-06	7.063065545106826e-08	0.0	0.0	3.026889623588881e-06	1.3555526251234262e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	3.589954253828682e-08	1.4048973830343408e-07	0.0	0.0	0.0	0.0	0.0	8.899485073341775e-09	0.0	1.3318939081020881e-09	0.0	0.0	0.0	0.0	0.0	4.252183845527551e-09	4.637269120356476e-09	0.0	0.0	2.9836846071303235e-08	0.0	0.0	4.6461205682775154e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8061111962672307e-07	0.0	0.0	1.0365332182681354e-07	0.0	0.0	1.905455913130722e-09	0.0	8.167767750749282e-09	0.0	6.640000000000001e-06
0.0	1.1728947080026477e-08	1.4338139383489912e-08	1.6864958126026263e-07	1.0635567593597901e-08	0.0	1.2037107860874522e-07	9.190436793692615e-08	0.0	1.5909757959029482e-06	7.251302440499565e-08	0.0	0.0	3.012527494631248e-06	1.3759665052434536e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	3.673819165253784e-08	1.3906126273929917e-07	0.0	0.0	0.0	0.0	0.0	9.367905791355784e-09	0.0	1.3656864631696786e-09	0.0	0.0	0.0	0.0	0.0	4.356520520952447e-09	4.7147321346485976e-09	0.0	0.0	2.998473227656747e-08	0.0	0.0	4.9441565510456876e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.789325616392722e-07	0.0	0.0	1.0338089992842447e-07	0.0	0.0	1.9911073247002315e-09	0.0	8.272400870302153e-09	0.0	6.640000000000001e-06
0.0	1.1869324410042695e-08	1.5065523137339792e-08	1.6850244940186062e-07	1.1186970352081588e-08	0.0	1.2008689162398195e-07	9.206658585866794e-08	0.0	1.5979106085530834e-06	7.479484830912741e-08	0.0	0.0	2.9992931540513787e-06	1.4061862073588343e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	3.752167268806709e-08	1.3770239435202946e-07	0.0	0.0	0.0	0.0	0.0	9.813311322580289e-09	0.0	1.4072624137734335e-09	0.0	0.0	0.0	0.0	0.0	4.481980408801834e-09	4.824994220744913e-09	0.0	0.0	3.009028818436573e-08	0.0	0.0	5.225383912462371e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7734086411374824e-07	0.0	0.0	1.0310841992058636e-07	0.0	0.0	2.0719400608450966e-09	0.0	8.431127967216034e-09	0.0	6.640000000000001e-06
0.0	1.2001185223522506e-08	1.576673681300708e-08	1.683833223944664e-07	1.1712340216353356e-08	0.0	1.1974461023515088e-07	9.220180977286238e-08	0.0	1.6027862546138078e-06	7.739329652655452e-08	0.0	0.0	2.9870168750436763e-06	1.44408858529483e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	3.825497178461886e-08	1.364148615701591e-07	0.0	0.0	0.0	0.0	0.0	1.0234937823984526e-08	0.0	1.4550081306555544e-09	0.0	0.0	0.0	0.0	0.0	4.623811577697203e-09	4.961050289099446e-09	0.0	0.0	3.0161669474877805e-08	0.0	0.0	5.4895198649788155e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.758299508778513e-07	0.0	0.0	1.0283713993803737e-07	0.0	0.0	2.1483405245230115e-09	0.0	8.631578187151718e-09	0.0	6.640000000000001e-06
0.0	1.2125272532060502e-08	1.6442526713214965e-08	1.6828691218388056e-07	1.221168262935008e-08	0.0	1.1935886411610203e-07	9.23147822478294e-08	0.0	1.6060016273768162e-06	8.023441787203816e-08	0.0	0.0	2.975565144283512e-06	1.487894813610771e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	3.894246293806437e-08	1.3519778201752598e-07	0.0	0.0	0.0	0.0	0.0	1.0632987290715843e-08	0.0	1.5074913581219784e-09	0.0	0.0	0.0	0.0	0.0	4.7777620452031135e-09	5.1169671573732645e-09	0.0	0.0	3.020559645799724e-08	0.0	0.0	5.736900363658314e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.743943626499723e-07	0.0	0.0	1.0256825059479653e-07	0.0	0.0	2.220647698748579e-09	0.0	8.86337383869463e-09	0.0	6.640000000000001e-06
0.0	1.2242236637614696e-08	1.7093664104547982e-08	1.6820893842400218e-07	1.268563791486427e-08	0.0	1.1894190974393524e-07	9.240941109472524e-08	0.0	1.6078853214912995e-06	8.325402378483034e-08	0.0	0.0	2.9648317396063803e-06	1.5361272690011372e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	3.958800514135677e-08	1.3404875380194434e-07	0.0	0.0	0.0	0.0	0.0	1.1008218714616407e-08	0.0	1.5634736163168375e-09	0.0	0.0	0.0	0.0	0.0	4.940159938124875e-09	5.287776538014898e-09	0.0	0.0	3.022758795968078e-08	0.0	0.0	5.968228765427274e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.73029169950949e-07	0.0	0.0	1.0230281236725904e-07	0.0	0.0	2.2891608031465022e-09	0.0	9.117930317939673e-09	0.0	6.640000000000001e-06
0.0	1.235265028695937e-08	1.7720932088832172e-08	1.6814593241899794e-07	1.3135202211032533e-08	0.0	1.1850385221272374e-07	9.248891253077855e-08	0.0	1.6087070755453923e-06	8.639755605154591e-08	0.0	0.0	2.9547312489668603e-06	1.5875671694860297e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.019502031043612e-08	1.3296455241005478e-07	0.0	0.0	0.0	0.0	0.0	1.136169188598196e-08	0.0	1.621904740961541e-09	0.0	0.0	0.0	0.0	0.0	5.107918325312019e-09	5.46935624029208e-09	0.0	0.0	3.023216284004034e-08	0.0	0.0	6.184407764121792e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.717299018719242e-07	0.0	0.0	1.0204173122892853e-07	0.0	0.0	2.3541457288076998e-09	0.0	9.388229461964078e-09	0.0	6.640000000000001e-06
0.0	1.2457020807088238e-08	1.8325115763890325e-08	1.680950807860546e-07	1.3561551805518291e-08	0.0	1.1805290928325431e-07	9.255593141951718e-08	0.0	1.6086876432254953e-06	8.961940166941273e-08	0.0	0.0	2.9451942964154157e-06	1.6412154212246267e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.076655666325926e-08	1.3194156969456038e-07	0.0	0.0	0.0	0.0	0.0	1.169460856331535e-08	0.0	1.6819079302006803e-09	0.0	0.0	0.0	0.0	0.0	5.2784976315795315e-09	5.658312711394681e-09	0.0	0.0	3.022301128374453e-08	0.0	0.0	6.386429492729466e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.704924871289754e-07	0.0	0.0	1.0178575586908731e-07	0.0	0.0	2.415840443875289e-09	0.0	9.668593085166008e-09	0.0	6.640000000000001e-06
0.0	1.2555799917611918e-08	1.890699506635852e-08	1.680540998341848e-07	1.3965934287399567e-08	0.0	1.1759568110547966e-07	9.261264144479199e-08	0.0	1.6080072018313466e-06	9.288194790319191e-08	0.0	0.0	2.9361639782806863e-06	1.6962577305287885e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.1305340829611876e-08	1.309760851072645e-07	0.0	0.0	0.0	0.0	0.0	1.2008215676675287e-08	0.0	1.74276056443032e-09	0.0	0.0	0.0	0.0	0.0	5.4498472686737935e-09	5.851871885970158e-09	0.0	0.0	3.020313960138462e-08	0.0	0.0	6.575305639683255e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.693132048150537e-07	0.0	0.0	1.0153548666923704e-07	0.0	0.0	2.474459288976129e-09	0.0	9.954471625846379e-09	0.0	6.640000000000001e-06
0.0	1.2649391756070911e-08	1.946733948942129e-08	1.6802113476577e-07	1.4349602573843158e-08	0.0	1.1713740502378651e-07	9.266082842185948e-08	0.0	1.6068124456090478e-06	9.615455640408766e-08	0.0	0.0	2.9275931694672626e-06	1.752034242832149e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.181382111053951e-08	1.3006442848312296e-07	0.0	0.0	0.0	0.0	0.0	1.2303747823004336e-08	0.0	1.8038739453339314e-09	0.0	0.0	0.0	0.0	0.0	5.620339975865955e-09	6.047781459767037e-09	0.0	0.0	3.01749912888958e-08	0.0	0.0	6.752024624804568e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.681886429048156e-07	0.0	0.0	1.0129139011837263e-07	0.0	0.0	2.530196495223742e-09	0.0	1.0242255000347378e-08	0.0	6.640000000000001e-06
0.0	1.2738159489404739e-08	2.00069042836807e-08	1.6799467839387028e-07	1.4713776313130875e-08	0.0	1.1668218520652588e-07	9.270195928427483e-08	0.0	1.6052225238287815e-06	9.941255919279974e-08	0.0	0.0	2.9194424647353443e-06	1.808013538054971e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.229420366707233e-08	1.2920307335302906e-07	0.0	0.0	0.0	0.0	0.0	1.2582394502672792e-08	0.0	1.8647737528172456e-09	0.0	0.0	0.0	0.0	0.0	5.78870677726589e-09	6.24422550213709e-09	0.0	0.0	3.014054785331223e-08	0.0	0.0	6.917526819581304e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6711566303766244e-07	0.0	0.0	1.0105381521358725e-07	0.0	0.0	2.583229011584709e-09	0.0	1.0529108016208039e-08	0.0	6.640000000000001e-06
0.0	1.2822430803995652e-08	2.0526427763395506e-08	1.679735055542213e-07	1.505962062848192e-08	0.0	1.1623319317279367e-07	9.273723902873517e-08	0.0	1.6033339792839374e-06	1.0263633132626255e-07	0.0	0.0	2.9116785913515097e-06	1.8637706137789855e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.274848300335288e-08	1.2838868616422007e-07	0.0	0.0	0.0	0.0	0.0	1.2845282829014352e-08	0.0	1.9250821468064277e-09	0.0	0.0	0.0	0.0	0.0	5.9539768196312e-09	6.439751122799642e-09	0.0	0.0	3.010141229897203e-08	0.0	0.0	7.072691587133544e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6609137044210293e-07	0.0	0.0	1.0082300984846436e-07	0.0	0.0	2.6337187911488733e-09	0.0	1.0812830007574944e-08	0.0	6.640000000000001e-06
0.0	1.2902502496369251e-08	2.1026629447728703e-08	1.679566200458117e-07	1.5388235615443933e-08	0.0	1.1579283926275311e-07	9.276765768128751e-08	0.0	1.6012248398987575e-06	1.0581046433880758e-07	0.0	0.0	2.904273173799914e-06	1.9189683738581375e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.317846780484352e-08	1.2761814815777225e-07	0.0	0.0	0.0	0.0	0.0	1.3093469681041973e-08	0.0	1.984501898430286e-09	0.0	0.0	0.0	0.0	0.0	6.115424013052713e-09	6.63320617156347e-09	0.0	0.0	3.0058878055757756e-08	0.0	0.0	7.2183318855232875e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.651130880872106e-07	0.0	0.0	1.0059913614714818e-07	0.0	0.0	2.6818146602172937e-09	0.0	1.1091736724193957e-08	0.0	6.640000000000001e-06
0.0	1.2978644335633408e-08	2.1508208832307104e-08	1.6794321168181052e-07	1.5700652486541913e-08	0.0	1.1536291694595565e-07	9.279402893195603e-08	0.0	1.598957993934281e-06	1.0892304710300025e-07	0.0	0.0	2.8972017674428794e-06	1.9733421587073454e-07	0.0	0.0	2e-06	0.0	0.0	0.0	0.0	4.358580295372099e-08	1.2688856044721618e-07	0.0	0.0	0.0	0.0	0.0	1.3327939603725111e-08	0.0	2.042802630188512e-09	0.0	0.0	0.0	0.0	0.0	6.272521029408151e-09	6.823686781193292e-09	0.0	0.0	3.0013985688000683e-08	0.0	0.0	7.355193605106947e-09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.641783343565634e-07	0.0	0.0	1.0038228428684985e-07	0.0	0.0	2.7276538574086334e-09	0.0	1.1364562024636017e-08	0.0	6.640000000000001e-06
