Mdm2	p53	damDNA	Mdm2_mRNA	p21_mRNA	Mdm2_P	p53_P	p21	p53_mRNA	p21step1	ATMI	p38	GADD45	ROS	Mdm2_p53	p21step2	p38_P	ATMA
5.0	5.0	0.0	10.0	1.0	0.0	0.0	0.0	10.0	0.0	200.0	100.0	0.0	0.0	95.0	0.0	0.0	0.0
5.052121774276945	5.030989456278263	9.999700005991369e-09	9.999501578447846	0.9999763012164906	5.936797151116555e-11	1.7753518466598084e-13	1.065073620302783e-13	10.0	0.00039998726033173786	199.99999999998002	100.0	1.0912028434655165e-19	1.4014889675865764e-24	94.95065179807206	7.999723865920642e-09	1.8655258275689305e-20	1.999627244741596e-11
5.103699597500751	5.061498130149698	1.9998800047990017e-08	9.999006281457223	0.9999526048466485	4.294032873675657e-10	1.2800293789997795e-12	8.530564103485827e-13	10.0	0.0007999490426533964	199.99999999992005	100.0	1.7109492605383517e-18	8.436833312303562e-23	94.90182485014302	3.199778822396525e-08	5.392932580588595e-19	7.997014621158286e-11
5.1547364738824974	5.09152836125782	2.999730016198417e-08	9.998514060766789	0.9999289108616454	1.3171949530152371e-09	3.913551141887792e-12	2.8792144035862516e-12	10.0	0.0011998853489433093	199.99999999982012	100.0	8.638373015298017e-18	9.106631969031161e-22	94.85351638816056	7.199253448554735e-08	3.964519943989945e-18	1.798992435713921e-10
5.205235515220469	5.121082600300692	3.9995200383968425e-08	9.998024868349617	0.9999052192327916	2.85700381836414e-09	8.459941503182901e-12	6.82451078532681e-12	10.0	0.0015997961811686228	199.99999999968023	100.0	2.7299370983616516e-17	4.998756315374255e-21	94.80572353525753	1.2798230381527845e-07	1.639331025030301e-17	3.1976119291487836e-10
5.2551999346615705	5.150163403069973	4.999250074993522e-08	9.997538656432633	0.9998815299315471	5.140418495867223e-09	1.516970178123993e-11	1.3328288215976898e-11	10.0	0.0019996815412850256	199.99999999950046	100.0	6.664515161527794e-17	1.8721979963244253e-20	94.75844331187486	1.9996543752175424e-07	4.9202398899841026e-17	4.995336338930461e-10
5.30463304267587	5.178773426610847	5.998920129587483e-08	9.997055377510152	0.9998578429295305	8.231324291925118e-09	2.4208133800337045e-11	2.302970127203362e-11	10.0	0.002399541431236735	199.99999999928082	100.0	1.3818761914976549e-16	5.574517687064575e-20	94.71167263971326	2.879402770580603e-07	1.206766011487174e-16	7.19194217494662e-10
5.353538244483948	5.2069154267244935	6.998530205777537e-08	9.996574984349442	0.9998341581985217	1.2174194845246893e-08	3.5680894384160343e-11	3.656771675911884e-11	10.0	0.0027993758529565563	199.99999999902127	100.0	2.5599498665561323e-16	1.3879877526000724e-19	94.66540834427504	3.919051640212769e-07	2.5680615865839967e-16	9.78720606025517e-10
5.401919036306739	5.234592254338463	7.998080307162285e-08	9.996097429999717	0.9998104757104681	1.7004841582785658e-08	4.9667119868309576e-11	5.458111375003666e-11	10.0	0.0031991848083659405	199.9999999987219	100.0	4.3669106267529274e-16	3.0286928510111977e-19	94.61964715856608	5.118584401520552e-07	4.924553126732301e-16	1.2780904731032217e-09
5.449778997469286	5.261806847842752	8.997570437340104e-08	9.995622667810283	0.9997867954374945	2.276224572631606e-08	6.625585870731225e-11	7.770848366577051e-11	10.0	0.0035989682993751164	199.99999999838272	100.0	6.994537321637578e-16	6.035025740233375e-19	94.57438573090539	6.477984473337189e-07	8.735141527384753e-16	1.6172815036461256e-09
