ATP	hexose monophosphate	fructose 1,6-bisphosphate	trehalose 6-phosphate	ADP	Values[lambda1]	Values[lambda2]	Values[lambda3]	Values[R]	Values[T]	Values[L]
4.0	0.1	1.0	0.010000000000000002	1.0	0.1	66.66666666666667	0.4	134.43333333333334	67.67005	12755.102040816328
1.4737158176744956	8.982058210479675	4.3883929997449895	80.67736969644534	3.5262841823255044	8.982058210479675	24.56193029457493	0.14737158176744955	2240.710865181217	25.676729667513975	4648.270936736545
2.376287000632681	10.421183669474797	5.871512573524233	108.60106907292818	2.6237129993673194	10.421183669474797	39.60478334387801	0.23762870006326806	4178.313181176442	40.81635829642091	7442.14229373573
2.6710444978125474	10.801955567254181	6.4704897632206935	116.6822440769336	2.328955502187453	10.801955567254181	44.517408296875786	0.2671044497812547	4865.070027785779	45.763246807855495	8393.719759687974
2.788967508125297	10.934652734695248	6.766469337711282	119.56663042837828	2.211032491874703	10.934652734695248	46.482791802088286	0.2788967508125297	5141.149309486529	47.74239572170312	8777.499110136769
2.8446364178974286	10.99246621929631	6.92319189208182	120.8343135823705	2.1553635821025714	10.99246621929631	47.41060696495715	0.28446364178974287	5270.998028170511	48.676682945816104	8959.152306764698
2.8733329072360947	11.021090066840225	7.008883251440375	121.46442626140427	2.1266670927639053	11.021090066840225	47.88888178726825	0.28733329072360947	5337.786765631587	49.15828617199054	9052.8984849729
2.8888058793156692	11.036212412404605	7.056551702005276	121.79798441171349	2.1111941206843308	11.036212412404605	48.14676465526116	0.2888805879315669	5373.762194122832	49.41796172232012	9103.474160082791
2.897349323792495	11.044473021759472	7.083323844140326	121.9803843283728	2.102650676207505	11.044473021759472	48.28915539654159	0.2897349323792495	5393.616368624846	49.561341770062796	9131.407876167166
2.902128002960458	11.0490665540293	7.098440871252576	122.08187171536892	2.097871997039542	11.0490665540293	48.36880004934097	0.2902128002960458	5404.718775440411	49.64153962805983	9147.034786768163
2.904820148156421	11.051646007749591	7.1070026408720475	122.13887948060747	2.095179851843579	11.051646007749591	48.41366913594035	0.29048201481564206	5410.9726474109375	49.68672032555759	9155.83923849341
2.906342925879243	11.053102388921374	7.1118600399973175	122.1710724199794	2.093657074120757	11.053102388921374	48.43904876465405	0.2906342925879243	5414.5098073303425	49.71227619865736	9160.819612867717
2.9072062231608045	11.053927196683025	7.114618490200847	122.18930646956865	2.0927937768391955	11.053927196683025	48.45343705268007	0.2907206223160804	5416.515020343256	49.72676439908311	9163.643179596898
2.9076962755621243	11.05439512803422	7.116185839011583	122.19965164670668	2.0923037244378757	11.05439512803422	48.46160459270207	0.29076962755621244	5417.653256783602	49.73498865311923	9165.246008312999
2.9079746574888885	11.054660856333477	7.1170766835147035	122.20552664855161	2.0920253425111115	11.054660856333477	48.46624429148148	0.2907974657488889	5418.299841373177	49.739660568720915	9166.156528436939
2.9081328622131246	11.05481184169085	7.11758310875956	122.20886485518822	2.091867137786876	11.05481184169085	48.46888103688541	0.2908132862213125	5418.667293279235	49.74231562282629	9166.673980575253
2.908222791158467	11.05489765796058	7.117871029084804	122.21076222798234	2.091777208841533	11.05489765796058	48.470379852641116	0.2908222791158467	5418.876164644822	49.74382484582681	9166.968118824067
2.908273916941053	11.054946442159846	7.11803473151321	122.21184083902263	2.091726083058947	11.054946442159846	48.47123194901756	0.2908273916941053	5418.99491021014	49.744682858829584	9167.13534054545
2.9083029847685498	11.054974177958382	7.118127810924393	122.2124540753266	2.0916970152314502	11.054974177958382	48.471716412809165	0.290830298476855	5419.062423640036	49.74517068655061	9167.23041540743
2.9083195116786404	11.054989947515503	7.118180734519522	122.21280273966885	2.09168048832136	11.054989947515503	48.47199186131068	0.29083195116786403	5419.100809437255	49.74544804766585	9167.284471546856
2.908328909207995	11.054998913726301	7.1182108278964735	122.2130009824897	2.091671090792005	11.054998913726301	48.472148486799924	0.2908328909207995	5419.1226360760575	49.74560576069056	9167.315208950811
2.908334252479983	11.055004012030924	7.118227938958839	122.21311370601978	2.091665747520017	11.055004012030922	48.47223754133305	0.2908334252479983	5419.135046468891	49.74569543358484	9167.332685707917
2.908337290634609	11.055006910889926	7.11823766827281	122.21317779982402	2.091662709365391	11.055006910889926	48.47228817724349	0.29083372906346094	5419.142102948882	49.74574642109198	9167.342622895427
2.9083390181609876	11.055008559122804	7.118243200395371	122.21321424227845	2.0916609818390124	11.055008559122804	48.4723169693498	0.29083390181609875	5419.146115295228	49.7457754131177	9167.34827328411
2.908340000350984	11.055009496304331	7.118246345781358	122.21323496337894	2.091659999649016	11.055009496304331	48.472333339183066	0.2908340000350984	5419.148396562466	49.74579189661757	9167.35148582864
2.90834055887351	11.055010029181497	7.118248134355842	122.21324674530351	2.09165944112649	11.055010029181497	48.472342647891836	0.290834055887351	5419.149693780736	49.74580126996161	9167.353312642723
2.908340876495716	11.055010332236735	7.11824915150592	122.21325344586097	2.091659123504284	11.055010332236735	48.47234794159527	0.2908340876495716	5419.150431494929	49.74580660042244	9167.354351520647
2.9083410570668917	11.055010504509095	7.118249729747782	122.21325725480644	2.0916589429331083	11.055010504509095	48.47235095111486	0.29083410570668916	5419.150850883886	49.74580963083853	9167.35494213241
2.908341159780849	11.055010602533642	7.118250058699395	122.21325942213123	2.091658840219151	11.055010602533642	48.472352663014156	0.2908341159780849	5419.151089459261	49.74581135462511	9167.35527808897
2.9083412182127586	11.055010658275453	7.1182502458109855	122.21326065458386	2.0916587817872414	11.055010658275453	48.47235363687931	0.2908341218212759	5419.151225169132	49.745812335252154	9167.35546920792
