ATP_ADP_AMP_Ado	GTP_GDP_GMP	inosine monophosphate	dIno_Ino_HX	phosphoribosylpyrophosphate	DNA	xanthine	guanine	RNA	adenine	dATP_dADP_dAMP_dAdo	s-adenosyl-L-methionine	uric acid	dGTP_dGDP_dGMP	adenylosuccinate	xanthosine monophosphate
2475.35	410.22300000000007	98.2634	9.51785	5.017420000000001	5179.340000000001	5.059410000000001	5.50638	28680.500000000004	0.9847300000000001	6.01413	3.99187	100.29300000000002	3.0258100000000003	0.198189	24.793
2475.351611429395	410.2240518206322	98.26339109993577	9.517852265432111	5.017426649659664	5179.340194880864	5.059410341603878	5.506394906318685	28680.497356711283	0.9847298612125318	6.014134507291135	3.9918695276791727	100.29301518204944	3.025812860848206	0.19818920569565876	24.792999304266036
2475.3524209868456	410.22455887197106	98.26338381999999	9.517854124622131	5.017425849125691	5179.3403952578465	5.059413153855943	5.506418001503224	28680.49604582376	0.9847300889410459	6.014135724944657	3.991869829794999	100.29303001253822	3.0258134541044512	0.19818929775359057	24.792998383863303
2475.3529291379473	410.22486351277587	98.26337566244968	9.517856265465655	5.017424796422368	5179.340596477761	5.059417449777179	5.506440346209544	28680.49523609448	0.9847304091673142	6.01413642870502	3.991870027980534	100.29304511799909	3.0258137091236055	0.19818935090675366	24.792997376012032
2475.353185649549	410.2250025570292	98.26336650308664	9.517858333825746	5.0174238209685935	5179.340798017963	5.059422849271072	5.506457458619196	28680.494844151905	0.9847306992569254	6.014136918828595	3.9918701270155856	100.29306122536539	3.0258138315803773	0.19818937213982116	24.792996287003355
2475.3533376142877	410.22507460473145	98.26335710176804	9.517860039729923	5.017423028749773	5179.34099960319	5.059428244486838	5.506470089437044	28680.49462519792	0.9847309287413767	6.014137360946475	3.991870184891628	100.29307815801222	3.0258139249441363	0.19818938044440465	24.792995158342677
2475.353551405774	410.22518627274127	98.2633478435367	9.51786195998267	5.017422128169773	5179.341201161789	5.059433642232596	5.506485370571109	28680.494303942232	0.9847311940664054	6.014137831453883	3.9918702671082156	100.29309460260606	3.0258140355128726	0.19818939639461325	24.792994053131334
2475.353711293804	410.2252635685205	98.26333851082214	9.517863649463221	5.017421336245901	5179.341402737722	5.059438958494645	5.506498138275481	28680.494071793746	0.9847314241913451	6.014138278931187	3.9918703281152657	100.29311149299328	3.0258141318954928	0.19818940573686492	24.792992926866987
2475.353833723368	410.2253173722167	98.26332924236925	9.51786507726637	5.0174206525620875	5179.34160431212	5.059444035150526	5.5065086913626144	28680.49390137303	0.9847316207321253	6.014138714377209	3.991870374410419	100.29312873999208	3.025814220298702	0.19818941062067147	24.79299178456742
2475.3539090489303	410.22534130225955	98.2633199567995	9.517866261519055	5.01742007736237	5179.341805896051	5.059448964944346	5.506516854569012	28680.49380873903	0.9847317827409494	6.014139131340774	3.991870402182593	100.29314639591061	3.0258142970820603	0.1981894097852724	24.792990623289533
