MEK-PP	RAF-P	MAPK phosphatase	MEK phosphatase	MAPK-P	MEK-P	RAF	RAF phosphatase	MAPK	MEK_RAF-P	MAPK-P_MEK-PP	MEK-P_MEKPase	MAPK-P_MAPKPase	RAFK	MAPK-PP	MEK	MEK-PP_MEKPase	MAPK_MEK-PP	RAF-P_RAFPase	MAPK-PP_MAPKPase	MEK-P_RAF-P	RAF_RAFK
6.405854628814142e-06	0.02438233980719066	0.29999589345390176	0.19490206271875007	2.994916638907724e-06	0.0028877633794513443	0.19154082990997431	0.294962139955715	0.3999486426017327	0.022071449233299015	2.2487298344437783e-10	0.00508865622170693	4.106536959915452e-06	0.14331189437073694	1.0137189172558535e-11	0.16961277294998975	9.281059543335621e-06	4.42557005203653e-05	0.005037860044285092	9.138329630156212e-12	0.000279415375987586	0.05668810562926322
9.42764498161478e-06	0.026700383267850836	0.29999281523052834	0.19382176663091627	4.9201148592180215e-06	0.0034297337661930802	0.18733865646670006	0.29439263998120657	0.39991976521099215	0.02417380611930644	5.813178512777481e-10	0.0061641205115836	7.184742052792758e-06	0.14420163879077544	2.8076002362948106e-11	0.16575923630570918	1.4112857500540413e-05	6.812929528347557e-05	0.005607360018793492	2.7418914945262933e-11	0.0003814329181243495	0.055798361209224684
1.3336807991268955e-05	0.028995911297482982	0.2999881656765977	0.192695946939275	7.674066857526378e-06	0.003991732809279631	0.18326992479273688	0.2938305924674464	0.39988034068889267	0.02614206955625409	1.359628642213555e-09	0.007283550525852925	1.1834250158006228e-05	0.14507982017282484	6.98846710083192e-11	0.16194614992098957	2.050253487251934e-05	0.00010014949133457865	0.0061694075325536375	7.324431651744707e-11	0.0005025069937969757	0.05492017982717531
1.8256912266957772e-05	0.031267733192439605	0.29998145245345936	0.19153808744891962	1.1467201212314777e-05	0.004568552701500221	0.17932979142005728	0.293276084974762	0.3998282718706344	0.027979365212653623	2.9273375957258556e-09	0.008433228534139777	1.8547368818176988e-05	0.1459436577205506	1.5925088085332186e-10	0.15818734652997463	2.8684016941017117e-05	0.0001417102950246065	0.00672391502523808	1.7772246781295718e-10	0.0006428528701617645	0.05405634227944953
2.4308220352325753e-05	0.03351447719509734	0.2999721161065828	0.19036015987689028	1.652924218805111e-05	0.0051554478116150465	0.1755146193774138	0.2927292734602656	0.3997613809923778	0.029689590067132215	5.880675096558474e-09	0.009600957700923778	2.788349541973431e-05	0.14679178284200078	3.3709839121073213e-10	0.15449423858024855	3.8882422186395386e-05	0.00019419965424393828	0.007270726539734404	3.979974948244924e-10	0.0008023696626228141	0.053208217157999345
3.160602894985231e-05	0.035734684043102864	0.29995953558965793	0.18917269349337	2.3106388881826543e-05	0.00574811083699928	0.1718213316611941	0.2921903629969475	0.39967744133889305	0.03127718070753586	1.1135251991931387e-08	0.010775995886380962	4.0463577747848676e-05	0.1476235071531043	6.701652936720632e-10	0.15087613498994767	5.131062024951546e-05	0.0002589760564662985	0.007809637003052525	8.325942100178438e-10	0.0009806737382187256	0.05237649284689583
4.0259304033573716e-05	0.03792687326114974	0.29994303510789005	0.18798486046502189	3.145825862199256e-05	0.006342651023990422	0.16824707879293968	0.29165958961112115	0.399574208059617	0.032746949612617815	2.0036153227402516e-08	0.011948973011170129	5.696324976287266e-05	0.1484384451628705	1.2620976439696758e-09	0.1473404998895418	6.616652380838801e-05	0.0003373474914007006	0.008340410388878882	1.642347070748115e-09	0.0011771331072840947	0.05156155483712966
5.036946091356705e-05	0.04008958897625464	0.2999218921185769	0.18680457157828792	4.1854627867262796e-05	0.006935573551917706	0.16478908579711346	0.29113720382352615	0.39944944810828353	0.03410396631896248	3.448543866919592e-08	0.013111797396479755	7.810480336803973e-05	0.1492363393276376	2.267448393492624e-09	0.14389317307268287	8.363102523270826e-05	0.0004305526295395459	0.008862796176473882	3.0780550627472744e-09	0.0013909020588328339	0.05076366067236257
6.202945347065575e-05	0.04222142977263721	0.29989534615372326	0.18563857577635634	5.4572123816613075e-05	0.007523760235183686	0.16144462394487774	0.29062345780528465	0.39930096788615016	0.03535347478789587	5.708320780941336e-08	0.014257557567394186	0.00010464833078447219	0.15001702522465396	3.90852058726429e-09	0.14053855454004185	0.00010386665624989325	0.0005397451520286632	0.009376542194715365	5.515492205115609e-09	0.0016209545245275023	0.04998297477534619
7.532307015334164e-05	0.044321074316498545	0.29986260819071675	0.18449255938450126	6.989091979497189e-05	0.008104450577053609	0.15821098465078381	0.2901185960972753	0.3991266386873234	0.03650081846295203	9.128049730486742e-08	0.01538042380121795	0.00013738231058106403	0.15078039790315823	6.495261056020433e-09	0.1372797786158054	0.00012701681428118632	0.0006659808078404925	0.009881403902724711	9.498702146206338e-09	0.0018661165701988433	0.04921960209684193
9.032442014301937e-05	0.04638730167943944	0.2998228702698787	0.18337124400097438	8.809149564853611e-05	0.00867522282150074	0.15508545793593687	0.2896228480389532	0.39892442003864276	0.037551373438981364	1.4153827179437975e-07	0.016475550604505933	0.00017711393895782234	0.15152638277505068	1.0447858160574608e-08	0.13411887727297336	0.00015320539452009715	0.0008102067494578976	0.010377151961046754	1.579116347215659e-08	0.0021250977596459263	0.04847361722494948
0.00010709760375472233	0.04841900482443042	0.2997753152141261	0.1822784821691133	0.00010945150727171424	0.009233974899050864	0.15206533800207633	0.28913642191171457	0.398692380688879	0.038510494888458	2.13488133153901e-07	0.017538981032660494	0.00022465935170656127	0.1522549366828584	1.6321626012631854e-08	0.1310569272018918	0.00018253679822660137	0.0009732532082166387	0.010863578088285438	2.543416734004959e-08	0.0023965208796078784	0.04774506331714176
0.0001256965841768916	0.05041519919970517	0.29971912628502007	0.18121734877713475	0.00013424283304094698	0.009778905115811733	0.1491479323110475	0.2886595011476684	0.3984287166428191	0.03938347247607265	3.1409093346819775e-07	0.01856755490205353	0.0002808339012242241	0.15296605236738164	2.4834425361950604e-08	0.12809418309811352	0.0002150963208121723	0.0011558278838017747	0.011340498852331597	3.98137555746551e-08	0.0026789495282244224	0.047033947632618485
0.00014616521587123522	0.052375028778721106	0.29965349652654855	0.18019022745215688	0.00016272883635916216	0.010308492613254538	0.14633056175559425	0.2881922419252406	0.3981317664582334	0.04017549037695551	4.517866891640045e-07	0.01955882176166194	0.000346442738959229	0.15365975257242748	3.689580742534925e-08	0.12523020132352916	0.00025095078618163536	0.0013585125494600101	0.011807758074759374	6.073449202354632e-08	0.0029709135863969466	0.04634024742757267
0.00016853740005980933	0.05429776902701298	0.29957763763446216	0.17919889186623383	0.00019516187000965195	0.010821477642568118	0.14361056030670252	0.2877347715540393	0.3978000239476197	0.04089159330714241	6.366304563721574e-07	0.02051095878610684	0.0004222718671328788	0.1543360835579567	5.3637147020333624e-08	0.12246395286563891	0.00029014934765982423	0.001581761549229912	0.012265228445960619	9.04984048051579e-08	0.0032709324711379215	0.045663916442043435
0.00019283736044971517	0.056182826097575425	0.2994907882212681	0.17824458123877887	0.00023178105927875573	0.011316841700922625	0.14098528099625834	0.2872871877081145	0.3974321480838289	0.041536660746459036	8.804087546283766e-07	0.021422694327597	0.0005090797906935845	0.154995115843991	7.644223908079468e-08	0.11979392308321259	0.0003327244336246241	0.0018259022271673378	0.012712812291885409	1.31988038090696e-07	0.003577535711812553	0.04500488415600915
0.00021908000217272784	0.05802973420600678	0.299392221534919	0.17732807110976062	0.000272810314471857	0.011793787834653971	0.13845210193139762	0.28684955841298443	0.39702697075074395	0.042115385963375274	1.196738124299352e-06	0.022293236109461455	0.0006075897136554539	0.15563694504945827	1.0697775285618484e-07	0.11721820245594443	0.00037869278077846106	0.002091136753826615	0.013150441587015524	1.8875142529173093e-07	0.0038892813616628608	0.044363054950541866
0.00024727136927906194	0.05983815150453258	0.2992812523462881	0.176449737799871	0.0003184566660796159	0.012251721441945664	0.13600842952223843	0.2864219228252272	0.3965835016659462	0.04263225994817316	1.6011377664506383e-06	0.023122205644464718	0.0007184825655632745	0.15626168976093793	1.4722294370085107e-07	0.11473456663793263	0.0004280565556648181	0.002377545653552701	0.01357807717477275	2.650881483779746e-07	0.004204771611220854	0.0437383102390622
0.0002774091614641229	0.06160785286293051	0.2991572430190768	0.17560961561751293	0.00036890890060676764	0.012690230312207803	0.13365170223961176	0.2860042924457195	0.39610093081666164	0.043091562109231346	2.1110698915182518e-06	0.023909579892013463	0.0008423908463887929	0.15686949030532757	1.9949812527363776e-07	0.11234054469165203	0.0004808044904741934	0.0026850927337921174	0.013995707554280425	3.6613453420828307e-07	0.004522665539273432	0.04313050969467253
0.00030948330547265264	0.06333872361671664	0.2990196087137855	0.17480745031785916	0.00042433647517799644	0.01310906736315765	0.13137939291763015	0.2855966527859568	0.39557862887410256	0.04349735315150786	2.745952814763531e-06	0.02465563665135014	0.0009798933409463357	0.15746050617077056	2.664905959070173e-07	0.1100334803529382	0.0005369130307912636	0.003013630921094709	0.014403347214043105	4.979452680489312e-07	0.0048416892708727415	0.042539493829229565
0.0003434765097460639	0.06503075091935251	0.29886782174525656	0.17404274517078264	0.00048488870016639085	0.013508131191094832	0.12918901190640883	0.28519896503558734	0.39501614573432353	0.043853472384993444	3.527143999157198e-06	0.025360907363147556	0.0011315106855396418	0.15803491477814902	3.5127820754269466e-07	0.10781058444940664	0.0005963474660703963	0.0033629088885602353	0.014801034964412627	6.675692038247903e-07	0.005160644602981587	0.041965085221851085
0.00037936493290121926	0.06668401660919439	0.2987014150760365	0.1733148050151357	0.0005506941776969528	0.013887451454294712	0.12707810995071278	0.2848111680828771	0.39441320741856145	0.04416353734856729	4.477893908017839e-06	0.026026131974699492	0.001297701805751913	0.15859291029490247	4.5734928195275085e-07	0.10566898067957026	0.0006590630101653866	0.0037325782365883035	0.015188831917122832	8.83118211774971e-07	0.005478414469305195	0.04140708970509763
0.0004171186494249494	0.06829868788615728	0.2985199849610009	0.17262277165745007	0.0006218604868618691	0.014247170081932325	0.12504428080554092	0.2844331804607097	0.39376971128462057	0.04443094644062466	5.623273480114371e-06	0.026652222472006024	0.0014788612121989684	0.1591347025544884	5.886193593277788e-07	0.10360574403243292	0.0007250058705444961	0.004122201296679116	0.015566819539290299	1.1538268004363703e-06	0.0057939678828752205	0.04086529744551174
0.00045670251256107347	0.06987500989849457	0.2983231927459273	0.17196565886013834	0.0006984741080016851	0.014587529432168997	0.12308516320780213	0.28406490253229594	0.39308572013257803	0.04465888395334482	6.990066310002999e-06	0.027240226929740045	0.0016753171523755358	0.1596605156281191	7.494434997467412e-07	0.10161793279944134	0.0007941142101222278	0.004531258995537698	0.015935097467704027	1.4901016977206722e-06	0.00610636110077355	0.040339484371881035
0.0004980763262935407	0.07141329637675584	0.29811076593895325	0.17134237888636897	0.0007806005224034825	0.014908854988104639	0.1211984424270484	0.28370621852120725	0.39236145475634565	0.04485032650129558	8.606650701642476e-06	0.02779130198450322	0.0018873305008257702	0.16017058628741376	9.446248708408496e-07	0.09970261553181996	0.0008663191291283908	0.004959159384631471	0.01629378147879272	1.9035602216836927e-06	0.006414739503521279	0.03982941371258637
0.0005411958067454275	0.07291392227556436	0.29788249847584825	0.17075176854886687	0.0008682845412610961	0.015211544230997198	0.1193818514974874	0.2833569985813889	0.3915972861251099	0.04500805092997037	1.050284055626002e-05	0.028306685953161298	0.0021150944688750855	0.1606651625133987	1.1794184226862364e-06	0.09785689279833316	0.0009415454979723707	0.005405245550497911	0.01664300141861104	2.407055277611358e-06	0.006718336391765667	0.039334837486601375
0.000586013303964335	0.07437731683122686	0.2976382503316529	0.17019261179332196	0.0009615507755192403	0.015496056697785112	0.11763317240733331	0.28301710075933995	0.3907937267695087	0.0451346434486519	1.2709703452851553e-05	0.028787675427316604	0.0023587349811188007	0.16114450230734115	1.4595299602771505e-06	0.09607791470678627	0.00101971277936196	0.005868803553211404	0.01698289924065996	3.0146872293252482e-06	0.007016470379469212	0.03885549769265895
0.0006324772864996442	0.07580395475894947	0.2973779465013454	0.16966365410402334	0.0010604042015564918	0.01576289829827348	0.11595023708364295	0.28268637272875374	0.3899514206225068	0.04523250955766234	1.5259387066479082e-05	0.029235609999354855	0.0026183116970250084	0.16160887262517465	1.7911104582324296e-06	0.0943628944410898	0.0011007358966223437	0.006349071179756896	0.017313627271246183	3.7418016306429985e-06	0.007308543953673825	0.038391127374825446
0.0006805338996386185	0.0771943512128716	0.2971015754965874	0.16916362186162676	0.0011648309080936788	0.016012614986028004	0.11433092805615383	0.2823646535352033	0.38907113420665923	0.045303882470071145	1.818492842815424e-05	0.029651852443206825	0.0028938195307932455	0.16205854826554744	2.180746215034904e-06	0.09270912080861497	0.0011845256951670228	0.006845244707190637	0.017635346464796656	4.604972620638533e-06	0.007594040061654293	0.03794145173445267
0.0007301269309865811	0.07854905601438507	0.29680918736234146	0.16869123606609923	0.0012747989297500427	0.016245784452089778	0.11277317879715719	0.28205177515488744	0.38815374629049687	0.045350832853482036	2.1520046057976396e-05	0.03003777425098201	0.003185190663976961	0.16249381068429228	2.6354461224359107e-06	0.091113966959413	0.0012709896829193462	0.007356486649913302	0.017948224845112482	5.621973683069314e-06	0.007872518174155638	0.03750618931570781
0.0007811987837869443	0.07986864682242367	0.2965008911520708	0.16824522099494185	0.0013902591463331494	0.01646300606021341	0.11127497391777452	0.281747563887296	0.3872002383288479	0.04537528019061442	2.529887988218496e-05	0.030394746353178733	0.0034922971126686666	0.16291494694533049	3.1626218763280997e-06	0.08957489500349967	0.0013600326518800438	0.007881932175130139	0.018252436112703958	6.811735262346379e-06	0.008143609901814073	0.0370850530546696
0.0008336896109223199	0.08115372570875716	0.29617685216777906	0.16782431529438202	0.0015111462119001844	0.016664896899555307	0.10983434920184977	0.2814518417090865	0.3862116832472727	0.04537900225206383	2.9555818838260463e-05	0.030724127510930562	0.003814953545596951	0.1633222487354865	3.770065480012463e-06	0.08808946060681215	0.0014515571946880743	0.008420696824286748	0.018548158290913535	8.194286625950925e-06	0.008407013281902347	0.03667775126451361
0.0008875389852133319	0.08240491262258268	0.2958372888198843	0.16742727655192582	0.001637379592040192	0.016852081844107997	0.10844939150121309	0.2811644273474697	0.385189236694312	0.045363645695679265	3.432524554053115e-05	0.03102725934372549	0.004152920492579572	0.16371601147574458	4.4659239573522694e-06	0.08665531441361118	0.0015454641043493504	0.00897188136403305	0.018835572652530285	9.790687538089864e-06	0.008662489003739402	0.036283988524255545
0.0009426855408788972	0.08362284258719613	0.2954824693540793	0.1670528898719598	0.0017688645959054357	0.017025190697245313	0.10711823850259782	0.2808851373762325	0.3841341267314681	0.045330734174246524	3.964134003795133e-05	0.0313054572913165	0.0045059076978188495	0.1640965334881193	5.258669807273282e-06	0.08527020450237917	0.0016416528367243616	0.009534578016859434	0.019114862623767503	1.1622948103769854e-05	0.008909855600311505	0.03590346651188081
0.0009990673097676022	0.08480816218178097	0.29511270836489084	0.16669997285585758	0.0019054934392310724	0.017184853625835533	0.10583907833699584	0.28061378712515395	0.3830476443759174	0.0452816770817875	4.553785566458076e-05	0.03156000525130064	0.004873577696438091	0.16446411518509413	6.157068855244671e-06	0.08393197664789609	0.0017400218928424545	0.010107875625221424	0.019386212874846084	1.3713938673006743e-05	0.009148984709683868	0.03553588481490601
0.0010566220889108634	0.08596152627332392	0.2947283631198112	0.1663673779496471	0.0020471462996578694	0.017331696850163572	0.10461014901696972	0.2803501913923723	0.3819311346769478	0.0452177782907907	5.20479139424478e-05	0.0317921529310227	0.005255549594189104	0.1648190583297022	7.170144144978479e-06	0.08263857257973127	0.0018404691193308958	0.010690864085116948	0.019649808607627692	1.6087286001676667e-05	0.009379796140990325	0.035180941670297936
0.0011152875631259376	0.08708359494790875	0.2943298300574079	0.16605399760800182	0.002193692371177867	0.017466339051115894	0.10342973801292944	0.28009416531581766	0.38078598734761904	0.04514024435055434	5.9203796478479675e-05	0.03200311029668124	0.005651402663557057	0.16516166527152903	8.30714256046791e-06	0.08138803017120108	0.0019428920953176272	0.01128263939957085	0.019905834684182364	1.8767279037108244e-05	0.009602253275954271	0.0348383347284711
0.0011750017217726431	0.08817503067128817	0.2939175408629795	0.16575876298062783	0.002344990910793574	0.01758938781161267	0.10229618143620993	0.27984552477281444	0.37961362896312584	0.04505019261115384	6.703676579763521e-05	0.03219404867439114	0.00606068039422186	0.1654922383676374	9.577492503579257e-06	0.08017847891773236	0.0020471883449816913	0.011882306730757653	0.02015447522718556	2.1778742800766026e-05	0.009816358421800057	0.03450776163236273
0.0012357027570028861	0.08923649684891166	0.2934919588562878	0.16548064730494072	0.002500892266893304	0.017701438805069598	0.10120786334422995	0.2796040869653402	0.37841551485864044	0.04494865729862147	7.55768907701423e-05	0.032366097072142545	0.006482894221992498	0.16581107940317366	1.099076413972661e-05	0.07900813860088175	0.0021532556229174253	0.012488984075842932	0.020395913034659804	2.5146921721826603e-05	0.010022148876750936	0.03418892059682647
0.0012973294121630587	0.0902686550359509	0.29305357530977116	0.16521866697601717	0.002661238905884563	0.01780307223434399	0.10016321505948479	0.2793696709747346	0.3771931210102469	0.04483659732351792	8.485286142576577e-05	0.032520340860565884	0.0069175273243751376	0.16611848895344794	1.2556630482597023e-05	0.07787531673360626	0.002260992163417598	0.013101805901730141	0.02063032902526542	2.8897365855818173e-05	0.010219692509229057	0.033881511046552175
0.0013598209845060972	0.09127216459922932	0.2926029057848358	0.16497188090514042	0.002825866367719291	0.017894853351632076	0.09916071414207248	0.2791420979300856	0.3759479379464575	0.04471490048768358	9.489185960560071e-05	0.03265782230945076	0.007364038426103291	0.1664147660215021	1.4284820463713539e-05	0.07677840470852115	0.002370296785409471	0.013719924790588558	0.02085790206991448	3.3055789062989564e-05	0.010409084722602366	0.03358523397849801
0.0014231175516168696	0.09224768041390828	0.2921404867750893	0.164739390675575	0.002994604173275835	0.017977329680729542	0.09819888361338373	0.2789211914010098	0.37468146391058066	0.04458439015440296	0.00010571941957297716	0.032779540203205136	0.007821865272188137	0.1667002075008261	1.6185079496483413e-05	0.07571587495694844	0.0024810691212205117	0.014342514192162231	0.02107880859899025	3.7647952724600025e-05	0.010590444720140983	0.033299792499174016
0.0014871600431943669	0.0931958516827264	0.29166687214366505	0.16452034085913259	0.0031672767855136425	0.018051030284576167	0.0972762910750267	0.2787067777207829	0.3733951981374522	0.04444583070972536	0.00011735928516064221	0.03288644935169688	0.008290428318779214	0.1669751077207522	1.8267126461046607e-05	0.07468627775334195	0.0025932097891711854	0.014968770809076404	0.021293222279217143	4.269953755779074e-05	0.0107639119740567	0.03302489227924793
0.0015518903094175075	0.09411732105938256	0.29118263009799	0.1643139172825126	0.0033437043819675963	0.018116465324598607	0.09639154770319537	0.27849868606430456	0.3720906361609753	0.04429993186639602	0.0001298333336916477	0.03297946220554875	0.00876913388656607	0.16723975813065195	2.054061090558077e-05	0.07368823727197649	0.002706620511939294	0.01559791561044871	0.02150131393569553	4.823601544600664e-05	0.010929643565982585	0.03276024186934814
0.0016172511837994799	0.09501272402321201	0.29068834016663353	0.16411934682345025	0.003523703680527096	0.018174126113946334	0.09554330732428654	0.2782967486491857	0.37076926470810084	0.04414735274205824	0.00014316148130727967	0.033059448924162176	0.009257377304136727	0.16749444697280383	2.3015071930859905e-05	0.07272044854513891	0.002821204252388188	0.016229195224766266	0.02170325135081443	5.428252923185916e-05	0.011087811532432747	0.03250555302719627
0.0016831866220310457	0.09588268721208315	0.2901845897190386	0.163935896916448	0.0037070888477976852	0.018224483378559562	0.09473026552518657	0.2781008010225269	0.369432555179958	0.0439887077143393	0.00015736154897260564	0.03312723770473159	0.00975454651517441	0.16773945880558563	2.569989599560536e-05	0.07178167402972745	0.002936865378821066	0.016861884246313526	0.02189919897747324	6.086376578911233e-05	0.01123859937650347	0.03226054119441449
0.001749641682039634	0.09672782893658974	0.2896719720057137	0.16376287310983842	0.003893671987846585	0.018267988807617055	0.093951158539862	0.2779106819109866	0.3680819621437068	0.04382456751140501	0.00017244927412130243	0.033183617245177696	0.010260024147735098	0.16797507445102922	2.8604279329200543e-05	0.0708707401397867	0.0030535096449845352	0.017495284320708605	0.022089318089013533	6.80038465533473e-05	0.011382201374159026	0.032024925548970906
0.001816562616698081	0.09754875781116527	0.2891510827417348	0.16359961931495806	0.004083264087653396	0.018305073992784714	0.09320476240691118	0.2777262335315726	0.3667189167404963	0.043655464987960114	0.00018843819206564776	0.03322933626065446	0.010773191053663629	0.1682015705372253	3.1737185354678435e-05	0.06998653412652346	0.0031710444243881427	0.018128726536163597	0.022273766468427464	7.572620460372817e-05	0.01151881886276132	0.03179842946277484
0.0018838968434014688	0.09834607334975515	0.28862251839386344	0.16344551553023573	0.004275675461110309	0.01833615200721135	0.09248989188469126	0.27754730142808903	0.3653448255463634	0.04348189599072351	0.0002053396748048293	0.03326510576029255	0.011293428121318273	0.16841921946807797	3.510730895405984e-05	0.0691280009404667	0.0032893787094723705	0.01876157040262968	0.02245269857191105	8.405348482043161e-05	0.011648659670997057	0.03158078053192214
0.0019515930882638732	0.09912036463535509	0.2880868736649237	0.16329997627531154	0.004470716397459942	0.018361615901855897	0.09180539952754374	0.2773737345844109	0.3639610665460659	0.04330432342914334	0.00022316285963925987	0.03329160053890616	0.011820118892749257	0.16862828912092984	3.87230443115284e-05	0.06829414006566353	0.0034084231857829665	0.019393204817445844	0.02262626541558913	9.300744232920645e-05	0.011771936113298595	0.031371710879070265
0.002019601366454635	0.09987221042160623	0.28754473914431966	0.16316244943660302	0.0046681977991572116	0.018381839798992033	0.09115017468094105	0.27720538543311773	0.36256898601053184	0.043123179801410574	0.00024191463613823402	0.03330946023857965	0.012352652023171923	0.16882904267070964	4.259244515268248e-05	0.06748400238039823	0.0035280903248179896	0.02002304825333861	0.022794614566882317	0.00010260883251049078	0.011888863199869492	0.031170957329290486
0.0020878728287245826	0.10060217962342949	0.2869967003388016	0.16303241582067016	0.004867931494540211	0.01839718102581173	0.09052314255438215	0.27704210982926053	0.3611698977717421	0.042938868559958536	0.00026159972815587745	0.03331928974658333	0.012890422303527873	0.16902173854774222	4.672320023858708e-05	0.06669668789466189	0.0036482944327471817	0.020650548144123742	0.022957890170739504	0.00011287735767265778	0.011999657639232561	0.03097826145225788
0.0021563600145729543	0.1013108300794737	0.2864433346713937	0.16290938648080117	0.005069730998648024	0.018407978118103407	0.0899232632178889	0.2768837670851079	0.35976507884836567	0.042751767829770006	0.00028222058936916693	0.03332166180002834	0.01343283379118363	0.1692066301470191	5.112259389868406e-05	0.06593134218287888	0.003768951719171165	0.021275181641111085	0.02311623291489209	0.00012383153742473837	0.012104536104994396	0.030793369852981034
0.002225016960611558	0.10199870840904232	0.2858852112495766	0.16279290035806504	0.005273411646252073	0.018414550534057068	0.08934953070781136	0.27673021982788804	0.3583557704726329	0.04256223073597244	0.00030377747995986474	0.03331711937098409	0.01397930006556125	0.16938396588838864	5.5797494881812174e-05	0.06518715462816342	0.0038899802709515554	0.021896454155848868	0.023269780172112026	0.00013548868486423462	0.01220371586345052	0.030616034111611456
0.002293798798050772	0.10266635098034405	0.2853228885527878	0.1626825257255342	0.005478791173410766	0.018417202848645363	0.0888009720583865	0.27658133412037594	0.3569431744209452	0.04237058840156647	0.0003262685218770028	0.03330617409360641	0.014529246640427795	0.16955398900894697	6.075431514959892e-05	0.06446335534496322	0.004011300180860062	0.022513900121404154	0.02341866587962405	0.0001478648067865093	0.012297411689025935	0.030446010991053138
