TP	HePc	PeP	TPc	PGA	ATP	EP	ER	HeP	UDPGc	SBP	ADPG	RuBP	SucPc	EPG	F26BPc	FBP	EOP	E4P	FBPc	PGAc	EPP	S7P	E	GAP	DHAP	F6P	G6P	G1P	X5P	R5P	Ru5P	ADP	Pi	CO2	GAPc	DHAPc	F6Pc	G6Pc	G1Pc	ADPc	Pic	Values[W4]
0.0005	0.0058000000000000005	0.00025	0.0023000000000000004	0.0024	0.0006800000000000002	0.0007045000000000002	0.001201	0.0022	0.0005700000000000001	0.0003	6.295000000000001e-06	0.002	0.0	0.00032060000000000004	7.8e-09	0.0006700000000000001	0.0002966	5.000000000000001e-05	0.002	0.0	0.0002711	0.002	9.2303030302999e-06	0.0002499084210591029	0.00025009157894089715	0.0007334228255052691	0.0007335423929153143	0.000733034781579417	8.332316564625693e-05	8.334925257970691e-05	8.332758177403618e-05	0.0008200000000000001	0.010992895909090902	4.362334783283844e-06	0.0011495787368718733	0.0011504212631281267	0.0019335692672411639	0.0019338844904131013	0.0019325462423457353	0.0006399999999999999	0.0015754545454544997	-0.005323143229501719
0.004911977189328348	0.003689737045880061	0.0010488167092106277	0.003993473347294612	0.0016412064895609322	0.0013946314745376803	0.000629793454107498	0.0010067713897946758	0.0007537096829717434	0.0025586113556747133	4.86561286659358e-06	0.0001234701970056435	0.004768229213258194	3.5666656300542695e-06	0.0002543342838833846	2.0849837877507823e-07	7.1080831711046355e-06	0.0006624419231995849	0.0017173876139938726	3.99458042417217e-06	0.000688246871520539	0.00023614654526435405	5.6609211589989256e-05	1.354270678080279e-05	0.002455088927326755	0.0024568882620015927	0.00025126722058900757	0.0002513081838229706	0.0002511342785597651	0.0003495629135764767	0.0003496723552232544	0.0003495814404108963	0.00010536852546231993	0.0040881214098973054	4.760816142348425e-06	0.0019960052375280145	0.0019974681097665982	0.0012300624407094631	0.0012302629735741555	0.0012294116315964422	0.0006399999999999999	0.0033038300986061742	9.915547149821772e-05
0.006301161114645458	0.0022303029075541416	0.0007923048928335738	0.0045395125827600085	0.0017418028706735512	0.001409370829323291	0.0006491414974582689	0.0009772853729068218	0.00046994333697593165	0.003895842747674213	6.425320295895089e-06	9.323639044794623e-05	0.004246772570901015	3.1871493282853224e-06	0.0002606235388144183	2.9553444858948246e-07	1.1543273632471219e-05	0.0006645468154737651	0.0018194962363830168	5.161559537099726e-06	0.0007384287206071215	0.00023729057079030012	3.11527501724018e-05	1.4142507586726099e-05	0.0031494264500001264	0.0031517346646453316	0.00015666689546921022	0.00015669243633633308	0.0001565840051703883	0.00026406940731164684	0.0002641520825316926	0.0002640834029902343	9.062917067670916e-05	0.00407417044130927	4.830599959575173e-06	0.0022689248438709673	0.0022705877388890404	0.000743525027359534	0.0007436462416969308	0.0007431316384976763	0.0006399999999999999	0.0028278573184565316	-4.604815346561861e-05
0.007080201897724144	0.0014523118459698805	0.0007548911158818438	0.0048372289248795435	0.0018660092364405452	0.0014062174615924958	0.0006776833689863761	0.0009300742283650767	0.00039488414491224775	0.0045720854365428	7.020837443419438e-06	9.606595574293677e-05	0.0038928549846872565	2.527711264154657e-06	0.0002477762700467204	3.334533135414881e-07	1.4434523120651617e-05	0.0007016137231842165	0.00178634965626247	5.859826137596529e-06	0.0007481960978605179	0.00023088183298702642	2.7708114423159563e-05	1.500087946088415e-05	0.0035388041540798092	0.0035413977436443344	0.00013164411150398765	0.00013166557299238539	0.0001315744604158747	0.0002515996699740423	0.0002516784411512504	0.000251613004756551	9.37825384075045e-05	0.004031143060554536	4.948413078342821e-06	0.0024177284858361374	0.002419500439043407	0.00048416302617545587	0.000484241957614547	0.0004839068621798777	0.0006399999999999999	0.0026213848766624107	-2.3266040761775984e-05
0.007453050837987842	0.0011368731380724088	0.0007470717046019342	0.00501760184855499	0.00192896036188553	0.001403645973609056	0.0006949010694878664	0.0009116399754000353	0.0003723738289432969	0.004807489736807836	7.338187194020855e-06	9.893811273244495e-05	0.0037381599139036767	2.048781216433867e-06	0.0002407380484756355	3.490283285570878e-07	1.5912755855740678e-05	0.000712252570143701	0.0017816091948310365	6.303824344090586e-06	0.0007589225315835705	0.00022800058380198732	2.688051802548628e-05	1.549805572107453e-05	0.003725160333989531	0.0037278905039983116	0.0001241397571671857	0.00012415999524641088	0.00012407407652970033	0.00024899351756871383	0.00024907147280807515	0.0002490067142251451	9.635402639094402e-05	0.003939360328524287	4.996585636867979e-06	0.0025078819109512263	0.002509719937603763	0.00037900395871186715	0.0003790657464285351	0.0003788034329320065	0.0006399999999999999	0.002509910860531081	-1.5439051798387532e-07
0.0076255713307773875	0.001027326619645446	0.0007510911966488558	0.005144724802194167	0.001962129319251755	0.0014017804909989195	0.0007061443413496086	0.0009090522250699627	0.000369534932297783	0.004849015453717506	7.548424997646551e-06	0.0001011617723403877	0.0036798122576164214	1.8470636518471276e-06	0.00023883948761866484	3.550153417072842e-07	1.6618932047929253e-05	0.00070582206354017	0.0017954013043116597	6.626387283855304e-06	0.0007715792087510422	0.00022740600904071196	2.6962890465726482e-05	1.576617641118163e-05	0.0038113889818962776	0.0038141823488811095	0.00012319334280397193	0.00012321342659250652	0.00012312816290130452	0.00025033318477527184	0.0002504115594395192	0.00025034645243406485	9.821950900108052e-05	0.0038268631080060674	5.003450349727141e-06	0.002571420104199899	0.0025733046979942676	0.0003424839964077908	0.00034253983040014594	0.00034230279283750903	0.0006399999999999999	0.0024377086229267803	1.1482460882367151e-05
0.007711262213924595	0.0009879043098453822	0.0007603816321743094	0.0052495248266677405	0.001983656545419696	0.0014002472985636845	0.0007147596439137307	0.0009135007731327976	0.0003739698861830744	0.004825276156914405	7.702487224651305e-06	0.00010308704384909123	0.0036630625507394193	1.7747002375646976e-06	0.00023946909979685299	3.5684434318068683e-07	1.6976298859340383e-05	0.0006915085820988848	0.0018141703845387118	6.898376398625535e-06	0.0007858401776924052	0.00022787038379741564	2.739629375037178e-05	1.592182029061832e-05	0.0038542187285092355	0.0038570434854153604	0.00012467184117194286	0.00012469216599500003	0.00012460587901613152	0.0002534296187681248	0.00025350896286826526	0.0002534430505379195	9.975270143631554e-05	0.003707998325938279	4.991665128086255e-06	0.002623800921486192	0.0026257239051815495	0.0003293416228434695	0.00032939531427969706	0.0003291673727222155	0.0006399999999999999	0.002381337621299752	1.6385683748109184e-05
0.007761492067929759	0.0009697208269168503	0.0007719593832059908	0.005344955372920426	0.0020009912171224096	0.0013988487134715631	0.0007222741972270186	0.0009207258985722813	0.0003808797758145151	0.004782381428972638	7.823131475812011e-06	0.00010491575062424925	0.0036632835835387835	1.7449886803044779e-06	0.00024115658002831948	3.564698939943219e-07	1.7188198700012104e-05	0.0006740879493193314	0.0018322934877327446	7.15077559693436e-06	0.0008012281385990154	0.00022875911406330685	2.79627346334267e-05	1.6026563820042455e-05	0.003879324455518155	0.0038821676124116042	0.00012697541879804324	0.00012699611916546722	0.0001269082378510047	0.0002572883982362204	0.0002573689504484435	0.000257302034521327	0.0001011512865284371	0.0035890523657167634	4.972683698636485e-06	0.0026714987157558235	0.0026734566571646017	0.0003232797221948465	0.00032333242538018346	0.0003231086793418204	0.0006399999999999999	0.0023311222381713972	1.8115320431606567e-05
0.007797537597852938	0.0009577460470511426	0.0007844630645388929	0.005435985982509142	0.0020168243700454764	0.0013975028217167896	0.0007292927199696412	0.0009288714949080246	0.000388461877989735	0.004734510271743418	7.923287165703616e-06	0.00010673400440103426	0.0036699644977487957	1.7279164496309136e-06	0.0002432290432424727	3.5457668831405853e-07	1.7341089407075563e-05	0.0006557380530962098	0.0018483658401632621	7.39569239161181e-06	0.0008172730389008959	0.00022979031886982698	2.857578929350168e-05	1.6108672944124824e-05	0.0038973406184568352	0.0039001969793961027	0.00012950309461650657	0.00012952420706225775	0.00012943457631097065	0.000261455783479778	0.0002615376404228124	0.0002614696406363024	0.00010249717828321048	0.003472836350251887	4.951517617083382e-06	0.002716997347576551	0.00271898863493259	0.00031928764179306874	0.00031933969416321733	0.0003191187110948564	0.0006399999999999999	0.0022834199040170505	1.8433371749954595e-05
0.007827785019032137	0.0009476319609921829	0.000797250782557742	0.005524364665330986	0.0020320017191075676	0.00139618111940264	0.0007360251673595728	0.0009371527562845663	0.0003960661866594316	0.004685785951178712	8.010490267327301e-06	0.00010857245582113151	0.0036786942342980286	1.714476346646455e-06	0.0002453978851424195	3.5144986754922446e-07	1.7469567684047673e-05	0.0006374288230955392	0.0018624392422729387	7.637328949207676e-06	0.0008336027392217373	0.0002308452848026369	2.9200432778332527e-05	1.6180386345565536e-05	0.003912458788992842	0.003915326230039295	0.00013203817350311708	0.00013205969923409225	0.00013196831392222225	0.00026571783606666686	0.0002658010273790969	0.0002657319191119783	0.00010381888059736011	0.003360733859710492	4.930248537794192e-06	0.002761170501735132	0.0027631941635958544	0.00031591586834999347	0.00031596737103147167	0.0003157487216107179	0.0006399999999999999	0.002237080094485819	1.811488074147721e-05
