FC	FCp	MF	FN	FNp	Values[Tot_FRQ]
2.46246334204771	2.7123114824279	0.7255793085379091	1.8440004051592302	2.7422495150079103	9.76102474464275
2.367574285617337	2.628503968659894	0.7508184168626301	1.7805037580897676	2.6695420367907956	9.446124049157794
2.2987660363315414	2.567631173074697	0.8216676367697864	1.7194679886480047	2.598421855622867	9.184287053677108
2.2598100333375295	2.5329727079054436	0.9293867562906756	1.6655597568053473	2.5343413839989766	8.992683882047295
2.2520302550525746	2.525675718034995	1.0644426643095921	1.622592556290271	2.4818603358320614	8.8821588652099
2.2747275580146735	2.5451424036425423	1.2172499974845317	1.5933459726614705	2.4444194495286546	8.85763538384734
2.3255639922968343	2.5893672806176484	1.378464744452495	1.579513597442262	2.4242585280676314	8.918703398424375
2.400858885608005	2.6551865292162953	1.5389993732562774	1.581730066670792	2.4224244559140353	9.060199937409127
2.4957809195218745	2.7384297701991507	1.6898599158314433	1.5996362342252097	2.438823871502607	9.27267079544884
2.6044500285031424	2.833990221481584	1.8219693696909605	1.6319528155013614	2.472287407084742	9.54268047257083
2.7200034273053944	2.935865101315382	1.9261932890043207	1.6765477855545765	2.5206289700672024	9.853045284242555
2.8347182735591545	3.0372520230782745	1.9937766084204556	1.7305012465987033	2.5807043784661996	10.18317592170233
2.9403005153008106	3.1308015778223215	2.0172966848027083	1.790190185970011	2.6484951579343745	10.509787437027516
3.0284205028152607	3.209098583092882	1.9920049956309616	1.851428001530796	2.719257947768905	10.808205035207841
3.091486493449425	3.2653616758978083	1.917146957111363	1.909691043720657	2.7877774622494664	11.054316675317356
3.1235269290239835	3.2942410060952083	1.7967361466394156	1.9604415774652861	2.84873513956691	11.226944652151388
3.1209781810914023	3.2925276967030785	1.6394821730222842	1.9995206394075522	2.8971643688646873	11.310190886066717
3.0832063356170103	3.259620640107016	1.457989369898816	2.0235546656693653	2.928928657383252	11.295310298776641
3.0127021149865545	3.197698983941383	1.26759791294794	2.0303136087071625	2.9411510865410095	11.181865794176108
2.914981577851094	3.1116333617675886	1.0851281996815463	2.0189746983789956	2.9325412827121786	10.978130920709855
2.798226385764668	3.0086671215949474	0.9274336543956824	1.9902669190211324	2.9035893894920415	10.700749815872788
2.672612645634177	2.8978185020530867	0.8094002079804763	1.9464770337998472	2.856602654166322	10.373510835653432
2.549218082233826	2.7889002503295046	0.7413502530317704	1.8912859312232317	2.7955459727984318	10.024950236584992
2.4385599610845134	2.6912055037112985	0.7269624035459755	1.8294034051741648	2.7256464837388803	9.684815353708856
2.349209782571935	2.612272048727143	0.7634075249321519	1.7660268153906051	2.6527879663291	9.380296613018782
2.287047892752412	2.5572383038868316	0.8435827673312455	1.7062476298481095	2.582834936541649	9.133368763029
2.2552454780207083	2.528858429564987	0.9584624226624712	1.6545603563214222	2.521063561912564	8.95972782581968
2.2546223851767397	2.5278434637005716	1.098456712041424	1.6145505318641062	2.4717893712939234	8.86880575203534
2.2840701576775504	2.553243894874622	1.254021425802961	1.588748257371928	2.4381792879584174	8.864241597882517
2.3409185796127745	2.6027684851089714	1.4158788043889752	1.5785985077957192	2.4221949859561676	8.944480558473632
2.421208321505993	2.673011256990284	1.5749810140938374	1.5845002340371181	2.4246148336024227	9.103334646135817
2.5198596228797845	2.759581821475788	1.7223269049224867	1.6058756453663114	2.445091648027562	9.330408737749446
2.630759556184627	2.857162696820814	1.8488120077863326	1.6412430903575557	2.4822165535599483	9.611381896922943
2.7468317858921076	2.9595540305028556	1.9453322797631654	1.6882828303379134	2.533576919693149	9.928245566426025
2.8601879673971595	3.059797287300645	2.0033370895770215	1.7439038910946207	2.5958177973601186	10.259706943152544
2.962468659212121	3.150476288859124	2.015893932820874	1.8043381474087774	2.664737000077205	10.582020095557228
3.0454389185338258	3.224253718400281	1.9790702259906725	1.865297562941308	2.735455589319229	10.870445789194642
3.1018024217982942	3.274607696895702	1.8931712681214954	1.9222233460142708	2.802697821831122	11.101331286539388
3.126080671259678	3.2966261971673516	1.7633314899992396	1.9706287258991582	2.861183899547133	11.25451949387332
3.1153512706435826	3.2876710898342645	1.5992493309605933	2.006500634879711	2.9060969322211023	11.315619927578659
3.0696952986529094	3.2477775795896315	1.414268527785008	2.0267003480191237	2.9335558916778317	11.277729117939495
2.992319675282771	3.1797619395467187	1.2241846644788743	2.029303050372044	2.9410252526966585	11.14240991789819
2.889396920040852	3.0890789823356144	1.0459679279215532	2.0138357416409858	2.92761337840604	10.919925022423492
2.769641937880514	2.9834468420183162	0.8962223520075725	1.9813917203418778	2.8942326459503755	10.628713146191082
2.6435524810319597	2.872169200183727	0.7890209669650144	1.934600800779515	2.8435949042027953	10.293917386197997
2.5222140006850986	2.76506197341774	0.7332805535277452	1.877421104609477	2.7800001292376137	9.944697207949929
2.415801839103541	2.67110804366614	0.7310674992280477	1.8147274357098717	2.7088861914918945	9.610523509971445
2.3323031739860394	2.5973216900808467	0.7783303129867779	1.7517438562730372	2.6361910465183462	9.317559766858269
2.2769546608574514	2.5482719144500745	0.8673460349669001	1.6934616436025485	2.56768739159429	9.086375610504362
2.2523476199304073	2.5262068065660204	0.98887372850206	1.6441866524463722	2.5084554427170076	8.931196521659807
2.258820691192075	2.5314220038999413	1.1332977948345178	1.6072688952137688	2.462556788210417	8.860068378516202
2.294875735092408	2.562633337492518	1.2911265514502934	1.5849876123766635	2.432881746799793	8.875378431761382
2.357524824724155	2.617275919225839	1.4531461179141416	1.5785414055983678	2.4211152118072574	8.974457361355618
2.4425388576278215	2.6917084528889985	1.6103378322608117	1.5880973402058287	2.427770235296108	9.150114886018756
2.544594002072662	2.78132333242052	1.7536844245719878	1.6128629045804606	2.4522492628000268	9.391029501873668
2.6573477499625495	2.8805943588828806	1.8740585973271748	1.6511575450206504	2.4929069534603276	9.682006607326407
2.773517786940051	2.9831307485868424	1.96241578275329	1.7004772514971402	2.547107275956235	10.004233062980267
2.885068090593428	3.0818335540329933	2.010467220284932	1.7575648176262575	2.6112893855161454	10.335755847768823
2.9836056519774967	3.1692485047448185	2.0118461203917017	1.818515237223499	2.6810762955686047	10.652445689514419
3.0610342270578044	3.2381559670669406	1.9635040259662035	1.8789522807427592	2.7514683607205184	10.92961083558802
3.1104006165834774	3.282336660223311	1.866838533522899	1.9343004014330432	2.817150442599129	11.14418812083896
3.1267593251501324	3.2973523028899763	1.7280898157386597	1.980145428412262	2.872906651951031	11.2771637084034
3.1078531046874778	3.2811568503108033	1.557894448031962	2.0126417666581733	2.9140952838741496	11.315747005530604
3.0544842952021973	3.2344273180858045	1.3702711677909944	2.028903763908207	2.9371127671647885	11.254928144360996
2.9705673592812385	3.1606094051866416	1.1814038622208594	2.027324573220385	2.9397809431893434	11.098282280877608
2.8629090978199287	3.0657224619213173	1.0083324583249598	2.007787130641401	2.9216155279895535	10.858034218372199
2.7407178348279704	2.957923895809925	0.8672963634807266	1.9717476180388636	2.883951079058546	10.554340427735305
2.6147489918684164	2.8467453618141683	0.7714096568646238	1.9221679735445603	2.829892989221765	10.21355531644891
2.496013598533128	2.7419320993776353	0.7280851204427131	1.8632614779660166	2.7640521754816687	9.865259351358448
2.3942745872178866	2.652094058255506	0.737819602247522	1.8000371030137505	2.692042565919342	9.538448314406484
2.3169053046506156	2.583697094343245	0.7954799361603309	1.7377139798778727	2.6198201267165384	9.25813650558827
2.2685062281189703	2.5407492046194773	0.8928400838761417	1.6811589117955665	2.5530374445144637	9.043451789048477
2.251110792205294	2.525012995674151	1.0205023559705548	1.6344748654543202	2.496561592882099	8.907160246215863
2.264598860447693	2.536388777107504	1.1688506622151684	1.6007704395446243	2.454192345352721	8.85595042245254
2.3071011803384924	2.5732737104486443	1.3284537269238623	1.5820736838427794	2.428541813399622	8.890990388029536
2.375325365218695	2.632840133278734	1.4901566420009427	1.579339591902753	2.42102006623977	9.008525156639951
2.464780200478494	2.7112171573297204	1.6449587671513544	1.592507271737394	2.4318782096120737	9.200382839157681
2.5699015164640766	2.8035822049312555	1.7838198169714279	1.6205733252937347	2.4602716920328427	9.454328738721909
