FC	FCp	MF	FN	FNp	Values[Tot_FRQ]
2.6841209643469477	2.90420281343406	1.8975991117763993	1.6616616781993336	2.5043216827578334	9.754307138738174
2.799959684128507	3.0065051645869065	1.9773472341823617	1.7130876574262424	2.5611721050776604	10.080724611219315
2.909254849458692	3.103268465411974	2.0151004425844983	1.7714332691816326	2.6270618108906096	10.411018394942907
3.00361492961119	3.1870319933884357	2.00513420780123	1.8326659063328405	2.697449171201523	10.720762000533988
3.0751281800838406	3.2507352538302623	1.9453463430407483	1.892335634545423	2.7672301952056695	10.985429263665194
3.117231441937718	3.2885039291012372	1.8382483301141757	1.9458695267369954	2.83107262190819	11.18267751968414
3.125548973417427	3.29640648577353	1.6911609982786158	1.98894795185957	2.8838500535664413	11.294753464616967
3.098508430511398	3.2730065456756363	1.5156033552503345	2.0179138544646875	2.9211209379794454	11.310549768631166
3.037635949991581	3.2196251160118217	1.3262038611139166	2.0301517623411423	2.9395799358734194	11.226992764217963
2.947541802648655	3.1403269128228795	1.1394662815403993	2.0243840893820644	2.9374206254221447	11.049673430275742
2.8356414033449933	3.0416730710063224	0.9724139944994497	2.0008542378766783	2.9145728374168653	10.792741549644859
2.7115915415637044	2.932220104370706	0.8407968754836888	1.9613778519644505	2.87279096280862	10.47798046070748
2.586335755957495	2.821665106317863	0.7566252111915353	1.909235566548161	2.815559962346833	10.13279639117035
2.4707278679508766	2.719608307277787	0.7257366345303019	1.8488712878984945	2.747774638045597	9.786982101172754
2.3740557074111845	2.6342312906979855	0.7471336379103583	1.7853962875008025	2.675188994807243	9.468872280417214
2.303059423986854	2.571435804670234	0.8147457920016142	1.7239942577912746	2.603741999390259	9.20223148583862
2.2617161118555362	2.5346818611983704	0.9199467585197716	1.66938554102334	2.538940357836883	9.00472387191413
2.2515241646294193	2.525267719096068	1.0532304769914438	1.625458139423966	2.4854232123415407	8.887673235490993
2.2719264105914023	2.542717641765244	1.2050009612286965	1.5950748747485295	2.446722361213965	8.85644128831914
2.320699920732383	2.585124992200302	1.3658919140976937	1.5800131900128476	2.425171148132329	8.91100925107786
2.394259776871571	2.649408975098172	1.5268003040445715	1.5809876543464576	2.4219072683995755	9.046563674715776
2.487859175919543	2.7314738113829065	1.678732308273977	1.5977134072278871	2.436923344892028	9.253969739422363
2.5956969177137847	2.826283848190408	1.8126204318301262	1.6289798892587364	2.469131105835506	9.520091760998433
