S	R	R1	R2	V	I1	Iv2	I2	J1	J2	Values[mu]	Values[beta]	Values[gamma]	Values[sigma]	Values[sigmaV]	Values[strain1_frac]	Values[strain2_frac]	Values[S_frac]	Values[V_frac]	Values[R_1_frac]	Values[R_2_frac]	Values[R_frac]
0.0588235	0.0	0.439407	0.0	0.9	0.00176967	0.5	1e-06	0.0	0.0	0.02	295.81619047619046	17.38095238095238	0.05	0.02	0.00176967	0.500001	0.0588235	0.9	0.439407	0.0	0.0
0.07809050753206871	1.7159545728470698	0.000727223293740252	0.06354890054011628	0.023584635684824398	7.724746292909286e-05	8.823829628823617e-06	0.0001675789431186069	2.001558598362697e-05	4.4708904635910316e-07	0.02	295.81619047619046	17.38095238095238	0.05	0.02	9.726304891271983e-05	0.00017684986179378962	0.07809050753206871	0.023584635684824398	1.71668179614081	1.779503473387186	1.7159545728470698
0.041782090915825444	1.6725893408522712	0.06455371666535956	0.04818812923587534	0.034593605527527396	0.0009749094923624123	0.00014959397895065606	0.0011366337479016334	0.00027255369739646754	0.0004710452472627486	0.02	295.81619047619046	17.38095238095238	0.05	0.02	0.00124746318975888	0.001757272974115038	0.041782090915825444	0.034593605527527396	1.7371430575176308	1.7207774700881466	1.6725893408522712
0.03924011762595364	1.6340183515369884	0.03946467075392484	0.09374627136925402	0.0352704385599447	0.0012888997707304645	0.0003542071563245899	0.002736528695342934	0.0008033097266703309	0.0006663868951900927	0.02	295.81619047619046	17.38095238095238	0.05	0.02	0.0020922094974007953	0.003757122746857617	0.03924011762595364	0.0352704385599447	1.6734830222909132	1.7277646229062424	1.6340183515369884
0.03814395033044716	1.6087803728284613	0.06435545948575394	0.06970352958190484	0.042998728614115175	0.0026815903204106843	0.0003159770641074011	0.001837810034911186	0.001202065132858408	0.0007863084011238309	0.02	295.81619047619046	17.38095238095238	0.05	0.02	0.003883655453269092	0.002940095500142418	0.03814395033044716	0.042998728614115175	1.6731358323142151	1.6784839024103662	1.6087803728284613
0.03783617103352777	1.5889564654189565	0.051305716819205635	0.08642101295141749	0.042695097337259	0.001479836920355415	0.0005353217202495282	0.003198932255113135	0.0008447367569489982	0.0010814436791046697	0.02	295.81619047619046	17.38095238095238	0.05	0.02	0.002324573677304413	0.0048156976544673335	0.03783617103352777	0.042695097337259	1.6402621822381622	1.675377478370374	1.5889564654189565
0.03732480704596119	1.5701243131457174	0.05633916193530934	0.08153118584998187	0.04529281677792871	0.0026971687275349756	0.0004001708392153686	0.00222309848208592	0.0014710941464654754	0.0008256137921484881	0.02	295.81619047619046	17.38095238095238	0.05	0.02	0.004168262874000451	0.0034488831134497767	0.03732480704596119	0.04529281677792871	1.6264634750810267	1.6516554989956993	1.5701243131457174
0.037595831993760515	1.5531254454003764	0.055953932396012984	0.08162954073657527	0.04645064171692309	0.0018643222830793463	0.0005715454324448363	0.003082773899168779	0.000996509436400067	0.0011528857133158152	0.02	295.81619047619046	17.38095238095238	0.05	0.02	0.002860831719479413	0.004807205044929431	0.037595831993760515	0.04645064171692309	1.6090793777963894	1.6347549861369517	1.5531254454003764
0.03795064595803062	1.536114228171932	0.05301694526466156	0.08542501111079384	0.046797809448541595	0.002362790582677893	0.00047039778114562117	0.0025655667623029925	0.0013408974345210116	0.0008861145632127515	0.02	295.81619047619046	17.38095238095238	0.05	0.02	0.0037036880171989047	0.003922079106661365	0.03795064595803062	0.046797809448541595	1.5891311734365936	1.621539239282726	1.536114228171932
0.03800722933283797	1.5207202617563897	0.0564802961503324	0.08080143875024905	0.0482757678135279	0.0020766342185735676	0.000524949687971008	0.0027373406439346504	0.001095053437934138	0.0010251957445387835	0.02	295.81619047619046	17.38095238095238	0.05	0.02	0.0031716876565077057	0.004287486076444442	0.03800722933283797	0.0482757678135279	1.577200557906722	1.601521700506639	1.5207202617563897
0.03810128588173889	1.5053969645741663	0.05266537806423047	0.08532797205083283	0.048038994645111265	0.0020709301289623884	0.0005028378216209834	0.0026677708158702965	0.0011674595189247628	0.0009190421837043552	0.02	295.81619047619046	17.38095238095238	0.05	0.02	0.0032383896478871514	0.004089650821195635	0.03810128588173889	0.048038994645111265	1.5580623426383968	1.5907249366249991	1.5053969645741663
0.03794796413887882	1.4907359611251167	0.05523374596967938	0.08198331205403797	0.049108074163674915	0.002134737599267172	0.0004961015677079139	0.0025477003472846376	0.0011503572455709354	0.0009299029020029514	0.02	295.81619047619046	17.38095238095238	0.05	0.02	0.0032850948448381076	0.003973704816995503	0.03794796413887882	0.049108074163674915	1.5459697070947962	1.5727192731791546	1.4907359611251167
0.037948479516113125	1.4762736492707096	0.05327281225990496	0.08414603258407781	0.04913580009431257	0.0019728883467727987	0.0005176370108629921	0.002667275007203945	0.0010949972470353693	0.0009364239774993407	0.02	295.81619047619046	17.38095238095238	0.05	0.02	0.003067885593808168	0.004121335995566278	0.037948479516113125	0.04913580009431257	1.5295464615306145	1.5604196818547873	1.4762736492707096
0.0378901640787187	1.4620190613461561	0.05386865094243782	0.08330882525343772	0.049705771210080386	0.00209881266877234	0.0004945709586841325	0.0025139954394294553	0.0011545385218687796	0.0008929389339767323	0.02	295.81619047619046	17.38095238095238	0.05	0.02	0.0032533511906411195	0.00390150533209032	0.0378901640787187	0.049705771210080386	1.5158877122885939	1.5453278865995939	1.4620190613461561
0.037891133551394854	1.4481584826982143	0.0536527930682797	0.0833356051344246	0.05007716368328166	0.0019685345921018004	0.000516334796042318	0.00260234213879554	0.001081047376600489	0.0009228145379933202	0.02	295.81619047619046	17.38095238095238	0.05	0.02	0.0030495819687022894	0.004041491472831178	0.037891133551394854	0.05007716368328166	1.501811275766494	1.5314940878326389	1.4481584826982143
0.037897689447267166	1.4344472437586968	0.05306726498708286	0.08393941035242111	0.05034808783166315	0.0020168322323590782	0.0005015929981018501	0.0025193370466270754	0.0011187136007369135	0.0008810931159057456	0.02	295.81619047619046	17.38095238095238	0.05	0.02	0.0031355458330959915	0.003902023160634671	0.037897689447267166	0.05034808783166315	1.4875145087457797	1.518386654111118	1.4344472437586968
0.037874933316194445	1.4211297222352521	0.05348150723099363	0.08323596959023594	0.050836533739832705	0.0019712818336527385	0.0005084414986372553	0.0025226942548730313	0.0010820469084584106	0.0008918523525624616	0.02	295.81619047619046	17.38095238095238	0.05	0.02	0.003053328742111149	0.003922988106072748	0.037874933316194445	0.050836533739832705	1.4746112294662457	1.504365691825488	1.4211297222352521
0.03788093616807372	1.4080099976748297	0.05277468124240016	0.08395422253418217	0.05105733036132617	0.0019467628296110091	0.0005071287188652911	0.0025093575326868684	0.0010797744651852798	0.0008739317304634679	0.02	295.81619047619046	17.38095238095238	0.05	0.02	0.003026537294796289	0.0038904179820156274	0.03788093616807372	0.05105733036132617	1.4607846789172299	1.4919642202090118	1.4080099976748297
0.03785581665491014	1.3951788021728675	0.052991249682413887	0.08353287715419169	0.051486513511249526	0.0019509519024498824	0.0005038607232827699	0.002468738502541408	0.0010762614283943914	0.0008644380129240606	0.02	295.81619047619046	17.38095238095238	0.05	0.02	0.003027213330844274	0.003837037238748239	0.03785581665491014	0.051486513511249526	1.4481700518552814	1.4787116793270592	1.3951788021728675
0.03785217300294331	1.382601460588049	0.05264632078024641	0.08378836190883317	0.051780151395131715	0.001906131754126185	0.0005082600259003813	0.002476527809864927	0.0010550471103490402	0.0008616340335213948	0.02	295.81619047619046	17.38095238095238	0.05	0.02	0.002961178864475225	0.003846421869286703	0.03785217300294331	0.051780151395131715	1.4352477813682953	1.466389822496882	1.382601460588049
0.0378405774534512	1.3702479047410099	0.05250346768575475	0.08382284765175137	0.05211724689246795	0.001910866149624389	0.0005036229639465386	0.002437758541169625	0.0010588137029111822	0.0008457199244388033	0.02	295.81619047619046	17.38095238095238	0.05	0.02	0.002969679852535571	0.003787101429554967	0.0378405774534512	0.05211724689246795	1.4227513724267646	1.4540707523927612	1.3702479047410099
0.0378291109998081	1.3581646368546427	0.05243482093609781	0.08374198840691262	0.05246889300817743	0.0018802409583562178	0.0005063309562273931	0.0024327281383352693	0.0010405388736682663	0.0008436174461021745	0.02	295.81619047619046	17.38095238095238	0.05	0.02	0.002920779832024484	0.0037826765406648367	0.0378291109998081	0.05246889300817743	1.4105994577907406	1.4419066252615553	1.3581646368546427
0.037823409074182614	1.34629532359717	0.052150930519513805	0.08394608612405084	0.05276547075073571	0.0018673762773612867	0.0005047158750812669	0.0024119256501797135	0.0010366926128870548	0.0008316020162754594	0.02	295.81619047619046	17.38095238095238	0.05	0.02	0.0029040688902483413	0.0037482435415364395	0.037823409074182614	0.05276547075073571	1.3984462541166838	1.4302414097212208	1.34629532359717
0.03780979524504509	1.3346728901199199	0.0521092376238803	0.08384412650468893	0.053117457682108064	0.0018533952842694403	0.0005043022424594593	0.0023924111801675264	0.0010276551751303548	0.0008247485004274442	0.02	295.81619047619046	17.38095238095238	0.05	0.02	0.002881050459399795	0.0037214619230544303	0.03780979524504509	0.053117457682108064	1.3867821277438002	1.4185170166246088	1.3346728901199199
