GA20ox	GA4-GID-closed	GA4	GA3ox	GA12	GID	GA24	GA9	GA15	DELLA	ga20ox	della	ga3ox	gid	GA4-GID-DELLA1	GA15-GA20ox	GA4-GID	GA12-GA20ox	GA9-GA3ox	GA24-GA20ox	DELLA_U	GA4-GID-DELLA2	Values[omegaGA12]
0.010000000000000002	0.010000000000000002	0.010000000000000002	0.010000000000000002	0.010000000000000002	0.010000000000000002	0.010000000000000002	0.010000000000000002	0.010000000000000002	0.010000000000000002	0.010000000000000002	0.010000000000000002	0.010000000000000002	0.010000000000000002	0.010000000000000002	0.010000000000000002	0.010000000000000002	0.010000000000000002	0.010000000000000002	0.010000000000000002	0.010000000000000002	0.010000000000000002	0.006602803853512
0.007650719305323919	0.0163219238656982	0.06479050576781374	0.0008528391025247658	0.00028305448431824743	0.21768362194056998	0.00023885797315673286	0.008884227622387646	0.00036414021337927285	0.006641380125712121	0.010069119203668153	0.04868247793936741	0.055114622544318204	0.051057282033230664	0.00016398604571029362	7.565797149525712e-06	0.005403124349104465	3.123930391857142e-05	2.0619093841733822e-05	0.008015754440663174	0.02078844878633518	0.01242150861107014	0.006602803853512
0.0017168963321804176	0.016009032844185752	0.053353258039372055	0.0004723094765106628	0.0010448931868191561	0.43285181147488067	0.0006079465168231441	0.0072988575749235824	0.001081025146275435	0.0063731200039782564	0.010069915642737943	0.08677054287141148	0.09286530867316647	0.08991365268586252	0.00014584134725840981	5.040371365263674e-06	0.01000420040913537	2.5880024541555724e-05	9.360913722942342e-06	0.0019697947665233127	0.021837733195969638	0.011694459810577982	0.006602803853512
0.0007417370525763243	0.015738755971689306	0.043363273236192136	0.0006430602943882228	0.002266402158549767	0.6393196016894871	0.0010762865121263245	0.003453717779960149	0.002097481404011311	0.006119466245315975	0.010052090900793495	0.1229166640858528	0.1259583463725905	0.1268988878383651	0.00013762641182652648	4.223079303748357e-06	0.012801158801747113	2.4229129390504765e-05	6.0329056656176835e-06	0.001069614809023736	0.02281837394288498	0.011031101473429807	0.006602803853512
0.0005579692516417548	0.015481456083132417	0.03518956263305459	0.0008071779355739167	0.0031540179073791205	0.8357744313902994	0.0015087265796212667	0.001725233188373973	0.00296964159623291	0.0058819403874658645	0.010017455098239257	0.15723933845839164	0.15486527312758325	0.16209367475158432	0.00013009598741640056	4.497086007573208e-06	0.014033757576524433	2.5359683584483936e-05	3.781496889028776e-06	0.0009811826889057874	0.023744621614174344	0.01042391408777744	0.006602803853512
0.0005136653466981132	0.015215395991218048	0.02903458944028203	0.0009506494129350833	0.0035936765607307176	1.0225274746329813	0.0018651329400362876	0.001308054524049773	0.003566559310796613	0.005665237528105551	0.00996812835702004	0.18983162652521704	0.18003773017127953	0.19557904565809484	0.0001231296187086029	4.972244639577539e-06	0.014353535338625026	2.6602633573103775e-05	3.3752254771965806e-06	0.0010879265894854734	0.024620743096733455	0.0098631193826947	0.006602803853512
0.0005070392236593774	0.014932543775609552	0.024703052086323122	0.0010756145077871475	0.0037485104132822466	1.2000598087657892	0.0021093840682706844	0.0012578078504634936	0.003895444542252119	0.005470450147044311	0.009906338721319982	0.2207686479479174	0.20190109889212346	0.22743566970520213	0.00011666685934510205	5.360921394407594e-06	0.014364748272792991	2.7393229908262367e-05	3.671853414802652e-06	0.0012237915559886977	0.025450409911299102	0.009343120973149694	0.006602803853512
0.0005123049603763604	0.014633797144730322	0.02169687706715686	0.0011840908978939756	0.0037648467495205603	1.3688900441156275	0.0022439919859921576	0.0012586300901822965	0.00403273833836199	0.00529638626624244	0.009834198251357956	0.2501168739934482	0.2208451687866398	0.2577423490973469	0.00011067500538130674	5.607703485356757e-06	0.014363736685582537	2.7799950826427768e-05	4.044930680276645e-06	0.0013335322061157919	0.02623698580388792	0.008860924002249321	0.006602803853512
0.0005196585263476523	0.01432337494895169	0.01957761994399194	0.0012779631284492812	0.0037318161493711532	1.5294889607465574	0.0022991205288760397	0.0012437321081281898	0.004062400072295109	0.005141092920762172	0.00975360302141886	0.2779392562130956	0.2372208133688195	0.2865750949983007	0.00010513010598378839	5.730178675874899e-06	0.01443975696036547	2.795256885754922e-05	4.314125724180808e-06	0.0014027766660859664	0.026983645593766363	0.008414508788847513	0.006602803853512
0.0005247976881921827	0.014005914814889267	0.018037029926870257	0.0013589737995253564	0.003695683393942489	1.682281540204896	0.002309708259895402	0.0012089921186589094	0.004047447627901808	0.005002614600781593	0.009666219665626478	0.30429705006524777	0.25134133671664716	0.3140068051210251	0.00010000924588444568	5.765636833479981e-06	0.014595209712496553	2.7956210623989967e-05	4.459616315184124e-06	0.0014355350290175778	0.027693404166802552	0.008002049834058642	0.006602803853512
