p53	Mdm2	precursor Mdm2	Values[fx]
0.28	0.73	0.0	0.5700000000000001
0.26829236552778074	0.5666897654793641	0.004131760845838387	0.5337795058515716
0.44428865307583554	0.5269561348847175	0.0067726016076523265	1.0782680204533661
0.923713793114968	0.7288138611028812	0.01414925653116537	2.55
0.8423328493205128	0.9966258459357382	0.013110209361531282	2.3097172525853362
0.4987168728230462	0.9634881969181882	0.007783576359360679	1.246655325296299
0.32922067045452647	0.7804228451203054	0.0051131315568901025	0.7222764492186912
0.30929924141094667	0.6246945600631127	0.004766314198849327	0.6606445281151162
0.4709038827082649	0.5822292899614839	0.007195722404144227	1.1606088871286944
0.8545748882618087	0.747827632010659	0.013110708670555886	2.3475910605599704
0.8370333223299085	0.9869954994244413	0.013021058331401845	2.293321840958154
0.5080739467536846	0.9610180331334768	0.007926854652858844	1.2756037727692116
0.34030757324877375	0.7857786556750929	0.005284118866283024	0.7565765547383937
0.3233346109003602	0.6355276121845713	0.004981899871233465	0.7040664524729894
0.488278057486814	0.5986757677513105	0.007465044704577924	1.2143602403498306
0.8470749846823031	0.7618880488460006	0.013006877931613512	2.324388233860875
0.8206939039613416	0.9844806438423577	0.012766835032459962	2.2427717653804007
0.5047938591259814	0.9534864154459315	0.007872812230213584	1.265456001671005
0.3453958797877808	0.7826692382864475	0.005360918144832454	0.7723185030934469
0.33601543950590446	0.6394751044613078	0.005175186903182224	0.7432977659713919
0.5110005714290377	0.6125428587397852	0.007814634241294595	1.2846580178585851
0.8497066656643175	0.7802791064700683	0.013060710092858632	2.332529996898982
0.7932384702298739	0.9828210365731284	0.012341639013299247	2.157831517273672
0.49558569750550474	0.9406063704599507	0.0077250322630176785	1.2369682516576554
0.35077650365405394	0.7750788530238426	0.005440759473933953	0.7889648081797294
0.3545870068654737	0.6429794697606719	0.00545770657397493	0.8007535524900591
0.5452250460411232	0.632093774083488	0.008341563382941246	1.3905399861897247
0.8520591661450955	0.8064890677739582	0.013116254412409932	2.339808045261389
0.7545898437931767	0.9801498688494292	0.011742971935128146	2.0382623292351405
0.4815298516302112	0.9219483633198752	0.0075003047910050386	1.193482978480966
0.3575910278999268	0.7634311978507614	0.005541133013605844	0.8100472425653985
0.38093592034744583	0.6472587562292319	0.005858486441005932	0.8822705035749104
0.5902335633972768	0.6587484776929776	0.009036743778152334	1.5297850867603253
0.8472244978145725	0.8381426894925428	0.013066016010212667	2.3248507901138336
0.7066948719638764	0.9737198919534462	0.01099929404486934	1.8900872601382424
0.4651186651089837	0.897775902586378	0.007237527694617819	1.1427108701809183
0.36770241528661163	0.749165086375043	0.005690799809870918	0.8413293472929547
0.4169107215981413	0.6543561688259751	0.006406423330680642	0.9935675449442496
0.6417557760631275	0.6933186589553127	0.009837321733934916	1.6891819321953006
0.8280331150947977	0.8705476895249569	0.012795894882849938	2.2654774498245303
0.6538963195385509	0.960939565159311	0.010176695226912648	1.7267417385723915
0.4497909550904018	0.8693797384175829	0.006990411630082119	1.0952907673109304
0.3834591490810198	0.734726270600173	0.005926172169573642	0.8900767424694048
0.4633083190689566	0.666800825880786	0.007115045188960976	1.1371101121195843
0.6909187248949225	0.7348432360399524	0.010609273487167097	1.841279805143666
0.7912223189623	0.8975644359889019	0.012250123816793612	2.1515940492896153
0.6020410926161357	0.9406660432287366	0.009365722327420618	1.5663146302811695
0.43910766471075946	0.839116680829111	0.006814547359872893	1.0622393376989119
0.40711789979169616	0.7232016896048996	0.006282481919567977	0.9632710024805599
0.5182815931219927	0.6867453966141513	0.007958220917660424	1.307183678721165
0.7260114063179117	0.7796214511118595	0.01117214856191094	1.9498477882960392
0.7401216320100015	0.9137735699186562	0.011475523819631923	1.9935012990309418
0.5567072611026244	0.9138850134374527	0.008653709116348943	1.4260630890362438
0.4360018763259231	0.8100445100085384	0.006755676219206347	1.0526308048833244
0.4399599155878047	0.7176612369077495	0.00678033636936796	1.0648759888497705
0.57595934425175	0.7147592849734703	0.008848422084097205	1.4856242212788513
0.7377830027187976	0.8215807601564071	0.011379131400204403	1.9862661646612798
0.68304863744376	0.9166602048272963	0.010599303056176993	1.8169317220916321
0.5217892516080017	0.883361351894494	0.008102126951377103	1.3180354971622552
0.44233076979517094	0.7853064993040526	0.006842804405888176	1.07221081905381
0.48123159250690056	0.7203632870388766	0.007409572280785025	1.1925602393182235
0.6269277778063717	0.7488599029760477	0.00964250377735611	1.6433078125884621
0.7247547933514933	0.8544068448848987	0.011200838236012327	1.945960141931182
0.6289421415918367	0.907269567235117	0.009761453358416222	1.6495397505497447
0.49914839693820007	0.8526460036192164	0.007740635819023785	1.2479903530275562
0.4586178588797231	0.767518373498777	0.007084421212016506	1.1225990009091433
0.5273238046203601	0.7320071940339453	0.008116471265348507	1.335158020544239
0.6616518404610419	0.7845891449651713	0.010192508614608468	1.7507353814263482
0.6935785299836563	0.8741533338509945	0.01073503434601841	1.8495085771369364
0.5840602284503605	0.8891691304656776	0.009061694436337893	1.5106863317683028
0.48900382865945075	0.8250981230378536	0.007573080934306311	1.2166055949151755
0.48380340311830544	0.758301448145207	0.007464859426099452	1.2005167783972572
0.5719753783239353	0.7512784797724544	0.008806133360596713	1.473298826689675
0.6751290474446429	0.816475976342239	0.010417315691391392	1.7924304905318638
0.6544744205048819	0.8804491623561606	0.010138471473405717	1.7285302384369783
0.5512943455975365	0.8667993770370959	0.008547221622786762	1.4093168816923785
0.49041524849222623	0.803274596994498	0.00758519859930327	1.2209721750228248
0.5150592059259352	0.7579844214832441	0.007941454552791471	1.297214418333362
0.608086246463013	0.7749944149136009	0.00936930392023749	1.5850168249949463
0.669043333181753	0.8401335141161644	0.01033822016772244	1.7736028120310485
0.6163569538915026	0.8758223850707008	0.009550592572377848	1.610604326101836
0.5310383370191638	0.8442072800418275	0.00822567810359594	1.346649855153038
0.5015278924645821	0.7886723384704651	0.00774865416564682	1.255351917312301
0.548002585390136	0.765497187144364	0.008447522005218863	1.399132998550733
0.6305163876220616	0.7989889118243204	0.009725019313474805	1.654410074205753
0.6498768298246871	0.8536564758710253	0.010052385839498617	1.7143064422701255
0.5847364985185347	0.8641456465095074	0.009059041197207676	1.5127785422917166
0.5222340870358494	0.8244345383222393	0.00808156079731912	1.319411706767159
0.5196390580983048	0.7816780806336372	0.008022163748762147	1.3113833359916305
0.5776163047791135	0.778541791163462	0.008905988665345648	1.4907504429103824
0.6380671524981067	0.8194198940007258	0.009851950676524156	1.6777702530410177
0.625215566517156	0.8576627601758275	0.009676492043879992	1.6380106589124515
0.5619782138204632	0.8492937322178251	0.008702423364989642	1.4423700990070578
0.5230235627972148	0.8093749486771233	0.00808666477887569	1.3218541474038834
0.5413370320976914	0.7816340241254945	0.008353522038636018	1.3785114430522323
0.5997054339330847	0.7940992800729879	0.009251476681582077	1.559088686230481
0.6333391514582483	0.8338421078666519	0.009787688560522112	1.6631429998239553
0.6010883097833426	0.8543949119180181	0.009304713200399993	1.5633669583922158
0.5483487917117271	0.8344086617521508	0.008486219487337297	1.4002040743581556
0.531045249786863	0.799852461209015	0.00820489372323377	1.3466712415281072
0.5629266253076258	0.7870170468301169	0.008685907089950812	1.4453042470454673
