S0	fwd_step1	fwd_step2	back_step2	back_step1	S1	Values[S_tot]	Values[V]	Values[V_ave]	Values[tau]
1e+16	0.0	0.0	0.0	0.0	0.0	10.0	251.9982		0.15476253571373297
4615368106605927.0	6.751455884477992e+16	6.213037813304574e+16	31065189066.522873	482246848891.28577	5384631893394074.0	10.000000000000002	232.61443626349765	233.35996259841792	0.15476253571373297
4615368106575315.0	1.3212971233686294e+17	1.2674596085411746e+17	63372980427.05874	943783659549.0217	5384631893424686.0	10.000000000000002	232.61443626338752	232.98719943090637	0.15476253571373297
4615368106576145.0	1.9674486582892902e+17	1.913615435752037e+17	95680771787.60184	1405320470206.6367	5384631893423856.0	10.000000000000002	232.61443626339056	232.8629450417344	0.15476253571373297
4615368106576179.0	2.6136001932099552e+17	2.559771262962896e+17	127988563148.1448	1866857280864.255	5384631893423822.0	10.000000000000002	232.61443626339062	232.8008178471485	0.15476253571373297
4615368106576180.0	3.2597517281306214e+17	3.205927090173754e+17	160296354508.68774	2328394091521.874	5384631893423821.0	10.000000000000002	232.61443626339064	232.76354153039694	0.15476253571373297
4615368106576180.0	3.9059032630512877e+17	3.8520829173846125e+17	192604145869.23065	2789930902179.4917	5384631893423821.0	10.000000000000002	232.61443626339064	232.73869065256252	0.15476253571373297
4615368106576180.0	4.552054797971952e+17	4.4982387445954714e+17	224911937229.77353	3251467712837.11	5384631893423821.0	10.000000000000002	232.61443626339064	232.720940025538	0.15476253571373297
4615368106576180.0	5.198206332892617e+17	5.144394571806328e+17	257219728590.31647	3713004523494.728	5384631893423821.0	10.000000000000002	232.61443626339064	232.70762705526954	0.15476253571373297
4615368106576181.0	5.844357867813283e+17	5.790550399017188e+17	289527519950.8594	4174541334152.3467	5384631893423820.0	10.000000000000002	232.61443626339064	232.69727252283855	0.15476253571373297
4615368106576181.0	6.490509402733948e+17	6.436706226228046e+17	321835311311.40234	4636078144809.964	5384631893423820.0	10.000000000000002	232.61443626339064	232.68898889689376	0.15476253571373297
4615368106576181.0	7.136660937654614e+17	7.082862053438904e+17	354143102671.94525	5097614955467.583	5384631893423820.0	10.000000000000002	232.61443626339064	232.6822113847571	0.15476253571373297
4615368106576181.0	7.782812472575279e+17	7.729017880649763e+17	386450894032.4882	5559151766125.201	5384631893423820.0	10.000000000000002	232.61443626339064	232.67656345797656	0.15476253571373297
4615368106576181.0	8.428964007495944e+17	8.375173707860621e+17	418758685393.0311	6020688576782.818	5384631893423820.0	10.000000000000002	232.61443626339064	232.67178444300842	0.15476253571373297
4615368106576181.0	9.075115542416609e+17	9.02132953507148e+17	451066476753.574	6482225387440.4375	5384631893423820.0	10.000000000000002	232.61443626339064	232.66768814446428	0.15476253571373297
4615368106576182.0	9.721267077337276e+17	9.66748536228234e+17	483374268114.117	6943762198098.054	5384631893423819.0	10.000000000000002	232.61443626339064	232.66413801905938	0.15476253571373297
4615368106576182.0	1.0367418612257942e+18	1.0313641189493198e+18	515682059474.6599	7405299008755.673	5384631893423819.0	10.000000000000002	232.61443626339064	232.66103165933015	0.15476253571373297
4615368106576182.0	1.1013570147178606e+18	1.0959797016704055e+18	547989850835.2028	7866835819413.289	5384631893423819.0	10.000000000000002	232.61443626339064	232.65829075368663	0.15476253571373297
4615368106576182.0	1.1659721682099272e+18	1.1605952843914913e+18	580297642195.7456	8328372630070.908	5384631893423819.0	10.000000000000002	232.61443626339064	232.65585439311462	0.15476253571373297
4615368106576182.0	1.2305873217019937e+18	1.2252108671125773e+18	612605433556.2886	8789909440728.526	5384631893423819.0	10.000000000000002	232.61443626339064	232.65367449155022	0.15476253571373297
4615368106576182.0	1.2952024751940603e+18	1.2898264498336632e+18	644913224916.8315	9251446251386.146	5384631893423819.0	10.000000000000002	232.61443626339064	232.65171258014223	0.15476253571373297
4615368106576182.0	1.3598176286861268e+18	1.354442032554749e+18	677221016277.3744	9712983062043.764	5384631893423819.0	10.000000000000002	232.61443626339064	232.64993751743978	0.15476253571373297
4615368106576182.0	1.4244327821781934e+18	1.419057615275835e+18	709528807637.9172	10174519872701.383	5384631893423819.0	10.000000000000002	232.61443626339064	232.6483238240739	0.15476253571373297
4615368106576182.0	1.4890479356702597e+18	1.4836731979969206e+18	741836598998.4602	10636056683359.0	5384631893423819.0	10.000000000000002	232.61443626339064	232.6468504518703	0.15476253571373297
4615368106576182.0	1.5536630891623263e+18	1.5482887807180065e+18	774144390359.0032	11097593494016.617	5384631893423819.0	10.000000000000002	232.61443626339064	232.6454998606836	0.15476253571373297
4615368106576182.0	1.618278242654393e+18	1.6129043634390922e+18	806452181719.546	11559130304674.236	5384631893423819.0	10.000000000000002	232.61443626339064	232.64425731679185	0.15476253571373297
4615368106576182.0	1.6828933961464596e+18	1.6775199461601782e+18	838759973080.089	12020667115331.855	5384631893423819.0	10.000000000000002	232.61443626339064	232.64311035319955	0.15476253571373297
4615368106576182.0	1.7475085496385252e+18	1.7421355288812628e+18	871067764440.632	12482203925989.469	5384631893423819.0	10.000000000000002	232.61443626339064	232.64204834987314	0.15476253571373297
4615368106576182.0	1.8121237031305917e+18	1.8067511116023488e+18	903375555801.175	12943740736647.084	5384631893423819.0	10.000000000000002	232.61443626339064	232.64106220392736	0.15476253571373297
4615368106576182.0	1.876738856622659e+18	1.8713666943234348e+18	935683347161.7178	13405277547304.707	5384631893423819.0	10.000000000000002	232.61443626339064	232.64014406804682	0.15476253571373297
4615368106576182.0	1.9413540101147254e+18	1.9359822770445207e+18	967991138522.2605	13866814357962.324	5384631893423819.0	10.000000000000002	232.61443626339064	232.63928714122494	0.15476253571373297
4615368106576182.0	2.0059691636067917e+18	2.0005978597656067e+18	1000298929882.8037	14328351168619.94	5384631893423819.0	10.000000000000002	232.61443626339064	232.63848550000446	0.15476253571373297
4615368106576182.0	2.070584317098858e+18	2.0652134424866926e+18	1032606721243.3463	14789887979277.562	5384631893423819.0	10.000000000000002	232.61443626339064	232.63773396136025	0.15476253571373297
4615368106576182.0	2.1351994705909245e+18	2.1298290252077786e+18	1064914512603.8895	15251424789935.178	5384631893423819.0	10.000000000000002	232.61443626339064	232.63702797051272	0.15476253571373297
4615368106576182.0	2.1998146240829908e+18	2.1944446079288635e+18	1097222303964.4323	15712961600592.795	5384631893423819.0	10.000000000000002	232.61443626339064	232.6363635085385	0.15476253571373297
4615368106576182.0	2.2644297775750572e+18	2.2590601906499494e+18	1129530095324.9753	16174498411250.41	5384631893423819.0	10.000000000000002	232.61443626339064	232.63573701582	0.15476253571373297
4615368106576182.0	2.3290449310671247e+18	2.3236757733710356e+18	1161837886685.518	16636035221908.033	5384631893423819.0	10.000000000000002	232.61443626339064	232.63514532825252	0.15476253571373297
4615368106576182.0	2.393660084559191e+18	2.3882913560921216e+18	1194145678046.0613	17097572032565.648	5384631893423819.0	10.000000000000002	232.61443626339064	232.63458562379682	0.15476253571373297
4615368106576182.0	2.4582752380512573e+18	2.4529069388132076e+18	1226453469406.604	17559108843223.264	5384631893423819.0	10.000000000000002	232.61443626339064	232.63405537747033	0.15476253571373297
4615368106576182.0	2.5228903915433236e+18	2.5175225215342935e+18	1258761260767.1467	18020645653880.887	5384631893423819.0	10.000000000000002	232.61443626339064	232.6335523232632	0.15476253571373297
4615368106576182.0	2.58750554503539e+18	2.5821381042553784e+18	1291069052127.6897	18482182464538.504	5384631893423819.0	10.000000000000002	232.61443626339064	232.63307442176628	0.15476253571373297
4615368106576182.0	2.652120698527456e+18	2.6467536869764644e+18	1323376843488.2324	18943719275196.117	5384631893423819.0	10.000000000000002	232.61443626339064	232.63261983253764	0.15476253571373297
4615368106576182.0	2.7167358520195226e+18	2.7113692696975503e+18	1355684634848.7756	19405256085853.742	5384631893423819.0	10.000000000000002	232.61443626339064	232.63218689041508	0.15476253571373297
4615368106576182.0	2.78135100551159e+18	2.7759848524186363e+18	1387992426209.3184	19866792896511.36	5384631893423819.0	10.000000000000002	232.61443626339064	232.6317740851355	0.15476253571373297
4615368106576182.0	2.8459661590036567e+18	2.840600435139722e+18	1420300217569.8616	20328329707168.973	5384631893423819.0	10.000000000000002	232.61443626339064	232.6313800437322	0.15476253571373297
4615368106576182.0	2.910581312495723e+18	2.905216017860808e+18	1452608008930.4043	20789866517826.598	5384631893423819.0	10.000000000000002	232.61443626339064	232.63100351528016	0.15476253571373297
4615368106576182.0	2.9751964659877893e+18	2.969831600581894e+18	1484915800290.9475	21251403328484.21	5384631893423819.0	10.000000000000002	232.61443626339064	232.6306433576304	0.15476253571373297
4615368106576182.0	3.0398116194798556e+18	3.034447183302979e+18	1517223591651.49	21712940139141.83	5384631893423819.0	10.000000000000002	232.61443626339064	232.63029852583801	0.15476253571373297
4615368106576182.0	3.104426772971922e+18	3.099062766024065e+18	1549531383012.0327	22174476949799.45	5384631893423819.0	10.000000000000002	232.61443626339064	232.62996806203702	0.15476253571373297
4615368106576182.0	3.169041926463989e+18	3.163678348745152e+18	1581839174372.5764	22636013760457.074	5384631893423819.0	10.000000000000002	232.61443626339064	232.62965108655447	0.15476253571373297
4615368106576182.0	3.2336570799560566e+18	3.228293931466238e+18	1614146965733.1191	23097550571114.69	5384631893423819.0	10.000000000000002	232.61443626339064	232.62934679009123	0.15476253571373297
4615368106576182.0	3.298272233448123e+18	3.292909514187324e+18	1646454757093.6624	23559087381772.305	5384631893423819.0	10.000000000000002	232.61443626339064	232.62905442682262	0.15476253571373297
4615368106576182.0	3.362887386940189e+18	3.35752509690841e+18	1678762548454.205	24020624192429.93	5384631893423819.0	10.000000000000002	232.61443626339064	232.62877330829505	0.15476253571373297
4615368106576182.0	3.4275025404322555e+18	3.422140679629495e+18	1711070339814.748	24482161003087.543	5384631893423819.0	10.000000000000002	232.61443626339064	232.62850279801378	0.15476253571373297
4615368106576182.0	3.4921176939243223e+18	3.4867562623505807e+18	1743378131175.2908	24943697813745.16	5384631893423819.0	10.000000000000002	232.61443626339064	232.6282423066319	0.15476253571373297
4615368106576182.0	3.5567328474163886e+18	3.5513718450716667e+18	1775685922535.834	25405234624402.785	5384631893423819.0	10.000000000000002	232.61443626339064	232.62799128766386	0.15476253571373297
4615368106576182.0	3.621348000908455e+18	3.6159874277927526e+18	1807993713896.3767	25866771435060.4	5384631893423819.0	10.000000000000002	232.61443626339064	232.62774923365902	0.15476253571373297
4615368106576182.0	3.685963154400522e+18	3.6806030105138386e+18	1840301505256.9194	26328308245718.016	5384631893423819.0	10.000000000000002	232.61443626339064	232.62751567277715	0.15476253571373297
4615368106576182.0	3.7505783078925885e+18	3.7452185932349245e+18	1872609296617.4626	26789845056375.637	5384631893423819.0	10.000000000000002	232.61443626339064	232.6272901657187	0.15476253571373297
4615368106576182.0	3.815193461384655e+18	3.8098341759560105e+18	1904917087978.0054	27251381867033.254	5384631893423819.0	10.000000000000002	232.61443626339064	232.62707230296743	0.15476253571373297
4615368106576182.0	3.879808614876721e+18	3.8744497586770954e+18	1937224879338.5483	27712918677690.87	5384631893423819.0	10.000000000000002	232.61443626339064	232.62686170230776	0.15476253571373297
4615368106576182.0	3.9444237683687875e+18	3.9390653413981814e+18	1969532670699.091	28174455488348.492	5384631893423819.0	10.000000000000002	232.61443626339064	232.62665800658783	0.15476253571373297
4615368106576182.0	4.009038921860854e+18	4.0036809241192673e+18	2001840462059.6343	28635992299006.11	5384631893423819.0	10.000000000000002	232.61443626339064	232.6264608816975	0.15476253571373297
