IF	C2	IC2	C1	IM1	IC3	open states	C3	IM2	Values[Ena]	Values[a11]	Values[a12]	Values[a13]	Values[b11]	Values[b12]	Values[b13]	Values[a2]	Values[b2]	Values[a3]	Values[b3]	Values[a4]	Values[b4]	Values[a5]	Values[b5]	Values[I_Na]
0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	59.664471950863806	0.32498192051347596	0.17549829947170903	0.04686598514870038	9.865689894446176	13.167533358811827	18.529606501445958	0.6196450444844949	0.002843107456898312	0.012335809452935434	0.0068	0.006196450444844948	0.012335809452935434	6.522579415626262e-06	0.0002467161890587087	-0.0
2.908576617797907e-06	0.03166008346241202	0.00021476029824315864	0.0004218581818923634	8.652705448558993e-09	0.006518156474351195	1.0330178196425777e-06	0.9611811913359403	1.774570930256712e-14	59.664471950863806	0.32498192051347596	0.17549829947170903	0.04686598514870038	9.865689894446176	13.167533358811827	18.529606501445958	0.6196450444844949	0.002843107456898312	0.012335809452935434	0.0068	0.006196450444844948	0.012335809452935434	6.522579415626262e-06	0.0002467161890587087	-3.390483374961014e-06
5.714544911396463e-06	0.031451133448960195	0.00042541857884250046	0.00041913749166370886	3.514561964499027e-08	0.01291296024019563	1.0269819487721684e-06	0.9547845735677065	1.5129733426191304e-13	59.664471950863806	0.32498192051347596	0.17549829947170903	0.04686598514870038	9.865689894446176	13.167533358811827	18.529606501445958	0.6196450444844949	0.002843107456898312	0.012335809452935434	0.0068	0.006196450444844948	0.012335809452935434	6.522579415626262e-06	0.0002467161890587087	-3.3706729520908493e-06
8.466688345920331e-06	0.03124447795702019	0.0006320714662325464	0.0004163840345619254	7.84256301550093e-08	0.01918654214015335	1.0206503266646532e-06	0.9485109586372161	5.126230742574927e-13	59.664471950863806	0.32498192051347596	0.17549829947170903	0.04686598514870038	9.865689894446176	13.167533358811827	18.529606501445958	0.6196450444844949	0.002843107456898312	0.012335809452935434	0.0068	0.006196450444844948	0.012335809452935434	6.522579415626262e-06	0.0002467161890587087	-3.349891839622244e-06
1.1166673415089811e-05	0.031041739590163295	0.0008348066096853967	0.0004136827994149471	1.3796198071016278e-07	0.0253411883762405	1.0144282013858962e-06	0.9423562635596889	1.2094250286909663e-12	59.664471950863806	0.32498192051347596	0.17549829947170903	0.04686598514870038	9.865689894446176	13.167533358811827	18.529606501445958	0.6196450444844949	0.002843107456898312	0.012335809452935434	0.0068	0.006196450444844948	0.012335809452935434	6.522579415626262e-06	0.0002467161890587087	-3.3294701083477054e-06
1.3815486853250794e-05	0.030842844272353887	0.0010336982853142791	0.0004110327399883645	2.1323713556629092e-07	0.031379153716928856	1.0083326597496025e-06	0.9363182339264199	2.3459406200294454e-12	59.664471950863806	4.5045599605066435	3.6565473168355913	2.442671082606981	0.840304362372219	1.1215369468809393	1.5782483883839682	3.3401898437306117	0.012371996801397127	1.8666960737826717e-05	0.0078	0.033401898437306114	1.8666960737826717e-05	3.5159893091901173e-05	3.7333921475653435e-07	-2.1246729639505667e-06
0.2765668730448892	0.16806786796049256	0.05533687731676363	0.28796924202298374	0.0033952719857351906	0.0076622117884480485	0.1498647905636494	0.05113683471027657	3.060676131841571e-08	59.664471950863806	4.5045599605066435	3.6565473168355913	2.442671082606981	0.840304362372219	1.1215369468809393	1.5782483883839682	3.3401898437306117	0.012371996801397127	1.8666960737826717e-05	0.0078	0.033401898437306114	1.8666960737826717e-05	3.5159893091901173e-05	3.7333921475653435e-07	-0.31578236178303587
0.5397531148042778	0.05789083037406591	0.14402792752118662	0.12562167547868955	0.017682458949431858	0.02374324500916668	0.07725363439942212	0.014026737925042432	3.7553871671309744e-07	59.664471950863806	4.5045599605066435	3.6565473168355913	2.442671082606981	0.840304362372219	1.1215369468809393	1.5782483883839682	3.3401898437306117	0.012371996801397127	1.8666960737826717e-05	0.0078	0.033401898437306114	1.8666960737826717e-05	3.5159893091901173e-05	3.7333921475653435e-07	-0.16278229886566795
0.6333842660043038	0.02230398011974493	0.18616981573989072	0.04983991748018858	0.03756645658352435	0.03344331522104891	0.03203363805815458	0.005257272975443459	1.3378177004765092e-06	59.664471950863806	4.5045599605066435	3.6565473168355913	2.442671082606981	0.840304362372219	1.1215369468809393	1.5782483883839682	3.3401898437306117	0.012371996801397127	1.8666960737826717e-05	0.0078	0.033401898437306114	1.8666960737826717e-05	3.5159893091901173e-05	3.7333921475653435e-07	-0.06749856216701386
0.6588328365032232	0.008882021594767803	0.19992680808192761	0.020204407070082486	0.0592552293945018	0.03691741431706236	0.0139046403243055	0.0020736052018180567	3.0375123114555165e-06	59.664471950863806	4.5045599605066435	3.6565473168355913	2.442671082606981	0.840304362372219	1.1215369468809393	1.5782483883839682	3.3401898437306117	0.012371996801397127	1.8666960737826717e-05	0.0078	0.033401898437306114	1.8666960737826717e-05	3.5159893091901173e-05	3.7333921475653435e-07	-0.029298677460120187
