V	n	c	cer	g6p	fbp	adp	Values[IK]	Values[ICa]	Values[IKCa]	Values[minf]	Values[ninf]	Values[Jmem]	Values[Jer]	Values[Jserca]	Values[Jleak]	Values[rgpdh]	Values[f6p]	Values[pfk]	Values[weight2]	Values[topa2]	Values[bottom2]	Values[topa3]	Values[weight3]	Values[bottom3]	Values[weight4]	Values[topa4]	Values[bottom4]	Values[weight5]	Values[topa5]	Values[bottom5]	Values[weight6]	Values[topa6]	Values[bottom6]	Values[weight7]	Values[topa7]	Values[bottom7]	Values[weight8]	Values[topa8]	Values[bottom8]	Values[weight9]	Values[topa9]	Values[bottom9]	Values[weight10]	Values[topa10]	Values[bottom10]	Values[weight11]	Values[topa11]	Values[bottom11]	Values[weight12]	Values[topa12]	Values[bottom12]	Values[weight13]	Values[topa13]	Values[bottom13]	Values[weight14]	Values[topa14]	Values[bottom14]	Values[weight15]	Values[topa15]	Values[bottom15]	Values[weight16]	Values[topa16]	Values[bottom16]	Values[topb]	Values[mgadp]	Values[adp3m]	Values[atp4m]	Values[topo]	Values[bottomo]	Values[katpo]	Values[IKATP]	Values[atp]	Values[fback]	Values[y]	Values[amp]	Values[rad]	Values[ratio]
-60.00000000000001	0.025000000000000005	0.25	185.0	200.0	40.0	780.0	1012.5	-2927.8416316279495	1800.0	0.03444519566621117	0.0001507103580597574	-0.03682471265767423	-0.06305	0.1	0.036950000000000004	1.264911064067352	60.0	0.5508292881313951	3609.0378846009467	0.0	3610.0378846009467	0.072	0.072	3610.1098846009468	12.992536384563406	13.064536384563405	3623.10242098551	40.0	13.064536384563405	3663.10242098551	7218.075769201892	13.064536384563405	10881.178190187402	14.4	27.464536384563406	10895.578190187402	129.92536384563408	157.3899002301975	11025.503554033035	10.675106837823632	157.3899002301975	11036.178660870859	1926.3432499934054	157.3899002301975	12962.521910864265	38.43038461616508	195.82028484636257	13000.95229548043	346.74178499881293	542.5620698451755	13347.694080479243	427.0042735129453	542.5620698451755	13774.698353992188	3852.68649998681	542.5620698451755	17627.384853978998	7686.076923233015	542.5620698451755	25313.46177721201	3467.417849988129	4009.979919833305	28780.879627200142	7686.076923233015	128.70000000000002	105.30000000000001	94.98733974326456	52.30058166089966	7348.241060091675	0.0071174286789452675	2669.035754604475	1899.7467948652911	1.247032961478473	0.247032961478473	320.253205134709	1579.493589730582	2.4355728139298605
-60.468774612116164	0.023787746084061385	0.24900214801601414	185.01948297851752	199.99824585996183	39.99959187044436	780.002612988818	933.2957695065676	-2834.941533207222	1732.6155247343956	0.0331693246577252	0.00013722451795288607	-0.03704319270377033	-0.06264676304030536	0.09960085920640566	0.0369540961661003	1.2649046109560098	59.99947375798854	0.5508267234732561	3609.016138057123	0.0	3610.016138057123	0.07199873702471112	0.07199873702471112	3610.088136794148	12.992230192095665	13.064228929120375	3623.0803669862435	39.99959187044436	13.064228929120375	3663.079958856688	7217.95862880661	13.064228929120375	10881.038587663297	14.39960048087948	27.463829409999853	10895.438188144177	129.92097629267286	157.3848057026727	11025.35916443685	10.675210523065179	157.3848057026727	11036.034374959914	1926.3503527449727	157.3848057026727	12962.384727704886	38.43008375667993	195.81488945935263	13000.814811461567	346.7369811618619	542.5518706212144	13347.551792623428	427.00406405368005	542.5518706212144	13774.555856677109	3852.661395464272	542.5518706212144	17627.21725214138	7685.938329070952	542.5518706212144	25313.155581212333	3467.334433216108	4009.886303837323	28780.49001442844	7685.938329070952	128.700431143155	105.30035275349043	94.98705356596133	52.30092748005406	7348.264524075591	0.007117453013388014	2585.6328481303567	1899.7410713192266	1.2470318427194438	0.24703184271944378	320.25631569195536	1579.4847556272714	2.4355573169681946
-60.912399090954345	0.022634003291574282	0.24800630923235537	185.03884107896835	199.99649173280176	39.999183744143416	780.0052127129507	860.9187744334557	-2749.541669133064	1668.9593472854779	0.03200401453371311	0.0001255752470069033	-0.037228324335372286	-0.062244356738994956	0.09920252369294215	0.03695816695394719	1.2648981578632077	59.99894751984051	0.5508241368989124	3608.9945018557805	0.0	3609.9945018557805	0.07199747406977153	0.07199747406977153	3610.06649932985	12.991924403265479	13.06392187733525	3623.0584237331154	39.99918374414341	13.06392187733525	3663.057607477259	7217.841710566634	13.06392187733525	10880.899318043892	14.399200972154958	27.463122849490208	10895.298519016047	129.91659284905913	157.37971569854935	11025.215111865105	10.675313682986369	157.37971569854935	11035.890425548092	1926.3574193741795	157.37971569854935	12962.24784492227	38.42978100387441	195.80949670242376	13000.677625926146	346.73217087626114	542.5416675786848	13347.409796802407	427.00383353214005	542.5416675786848	13774.413630334548	3852.636218722086	542.5416675786848	17627.049849056635	7685.799358105824	542.5416675786848	25312.849207162457	3467.2509532213257	4009.792620800011	28780.100160383783	7685.799358105824	128.70086009763685	105.30070371624834	94.98676883987292	52.301271544813844	7348.287868724765	0.0071174772245130215	2506.704465454036	1899.7353767974582	1.247030723962347	0.247030723962347	320.25941048959106	1579.4759663078673	2.435541898739309
-61.33225918952216	0.021535999928662244	0.2470127912623442	185.05807457829073	199.99473761862942	39.99877562098745	780.0077991543753	794.7408558224473	-2670.9175633877003	1608.8112355893447	0.030937653994717425	0.00011546220548663843	-0.03738342921722419	-0.06184290414753201	0.09880511650493769	0.036962212357405676	1.2648917047872115	59.99842128558882	0.5508215283785859	3608.9729761477147	0.0	3609.9729761477147	0.07199621113525995	0.07199621113525995	3610.04497235885	12.991619018608914	13.063615229744174	3623.036591377459	39.998775620987445	13.063615229744174	3663.0353669984465	7217.725014756985	13.063615229744174	10880.760381755432	14.398801473802502	27.462416703546676	10895.159183229234	129.9122135196728	157.37463022321947	11025.071396748906	10.67541631685631	157.37463022321947	11035.746813065763	1926.3644498330395	157.37463022321947	12962.111262898803	38.4294763552593	195.80410657847875	13000.540739254062	346.72735413409595	542.5314607125747	13347.268093388158	427.0035819185638	542.5314607125747	13774.271675306722	3852.6109696559333	542.5314607125747	17626.882644962654	7685.660009830296	542.5314607125747	25312.54265479295	3467.16740991709	4009.6988706296647	28779.710064710038	7685.660009830296	128.70128686047192	105.30105288584066	94.98648556699678	52.301613852776484	7348.311093880744	0.007117501312149168	2432.00407881727	1899.7297113399354	1.247029605206882	0.24702960520688205	320.2624895056893	1579.4672218342462	2.4355265593491207
-61.729671041993356	0.020491086265443145	0.246021869220235	185.0771837895031	199.9929835175546	39.998367500866635	780.0103722991086	734.1933297131704	-2598.4248822576214	1551.9628982710747	0.029960045403602403	0.0001066411759079189	-0.037511461873887694	-0.06144251530403742	0.09840874768809399	0.036966232384056566	1.2648852517262843	59.997895055266376	0.5508188978891699	3608.9515610501016	0.0	3609.9515610501016	0.07199494822125516	0.07199494822125516	3610.023555998323	12.991314038541002	13.063308986762257	3623.014870036864	39.998367500866635	13.063308986762257	3663.0132375377307	7217.608541585414	13.063308986762257	10880.621779123145	14.398401985798142	27.461710972560397	10895.020181108943	129.90783830818273	157.36954928074312	11024.928019417126	10.67551842410442	157.36954928074312	11035.60353784123	1926.3714440845383	157.36954928074312	12961.974981925769	38.42916980892265	195.79871908966578	13000.40415173469	346.72253092942714	542.5212500190929	13347.126682664117	427.0033091896012	542.5212500190929	13774.129991853719	3852.5856481834267	542.5212500190929	17626.715640037146	7685.5202838524865	542.5212500190929	25312.23592388963	3467.0838032364563	4009.605053255549	28779.319727126087	7685.5202838524865	128.7017114293529	105.30140026037965	94.98620374888795	52.30195440207399	7348.334199421321	0.0071175252761629644	2361.297544540241	1899.7240749777588	1.2470284864527479	0.2470284864527479	320.2655527231326	1579.4585222546264	2.435511298879596
-62.10588221476815	0.01949673102797844	0.24503378928093444	185.09616905790998	199.99122942968717	39.99795938367105	780.0129321368507	678.7614950146938	-2531.48987269083	1498.2177061127431	0.02906221495408533	9.891245813282427e-05	-0.03761505342907816	-0.06104328865864798	0.09801351571237378	0.0369702270537258	1.2648787986786885	59.99736882890614	0.550816245413645	3608.9302566494557	0.0	3609.9302566494557	0.07199368532783597	0.07199368532783597	3610.0022503347836	12.99100946336636	13.063003148694197	3622.99325979815	39.997959383671045	13.063003148694197	3662.991219181821	7217.492291198322	13.063003148694197	10880.483510380143	14.398002508117884	27.46100565681208	10894.881512888262	129.90346721715346	157.36447287396555	11024.784980105414	10.675620004306385	157.36447287396555	11035.46060010972	1926.3784021016752	157.36447287396555	12961.839002211394	38.428861363479236	195.79333423744478	13000.267863574874	346.71770125811867	542.5110354955634	13346.985564832992	427.0030153277529	542.5110354955634	13773.988580160745	3852.5602542421966	542.5110354955634	17626.548834402944	7685.380179885839	542.5110354955634	25311.929014288784	3467.000133130505	4009.511168626069	28778.92914741929	7685.380179885839	128.7021338025804	105.30174583847486	94.98592338669789	52.30229319132603	7348.357185257357	0.007117549116455242	2294.362916243669	1899.7184677339576	1.247027367699643	0.24702736769964315	320.26860012919155	1579.449867604766	2.4354961173908567
-62.462073343989175	0.018550517559464356	0.24404877183000334	185.1150307577046	199.98947535513713	39.9975512692907	780.015478660668	627.9795771973339	-2469.600953876771	1447.3903292575167	0.028236249833271238	9.211186598859984e-05	-0.03769655007355519	-0.0606453123348264	0.09761950873200133	0.036974196397174926	1.264872345642685	59.99684260654113	0.550813570940552	3608.909063004279	0.0	3609.909063004279	0.07199242245508138	0.07199242245508138	3609.9810554267337	12.990705293288796	13.062697715743877	3622.9717607200228	39.997551269290696	13.062697715743877	3662.9693119893136	7217.376263686075	13.062697715743877	10880.345575675388	14.39760304073776	27.460300756481637	10894.743178716126	129.89910024814117	157.3594010046228	11024.642278964267	10.675721057171492	157.3594010046228	11035.31800002144	1926.3853238665906	157.3594010046228	12961.70332388803	38.4285510180249	195.78795202264772	13000.131874906056	346.71286511768085	542.5008171403285	13346.844740023736	427.002700320863	542.5008171403285	13773.8474403446	3852.534787788156	542.5008171403285	17626.382228132756	7685.239697740021	542.5008171403285	25311.621925872776	3466.916399566778	4009.4172167071065	28778.538325439553	7685.239697740021	128.70255397901022	105.30208961919018	94.98564448120936	52.302630219597724	7348.380051329924	0.007117572832958183	2230.990153711123	1899.712889624187	1.2470262489472663	0.24702624894726644	320.27163171514474	1579.4412579090424	2.435481014923069
-62.79936020496587	0.017650139784467365	0.24306701424282665	185.13376928893973	199.98772129401442	39.99714315761556	780.0180118667064	581.4260941741768	-2412.3013367920566	1399.306314722148	0.0274751584881779	8.610370221841975e-05	-0.037758046833001074	-0.06024866524219128	0.09722680569713066	0.03697814045493938	1.2648658926165346	59.99631638820432	0.5508108744635196	3608.8879801474354	0.0	3609.8879801474354	0.07199115960307029	0.07199115960307029	3609.9599713070384	12.990401528419797	13.062392688022868	3622.950372835458	39.99714315761556	13.062392688022868	3662.9475159930735	7217.260459087752	13.062392688022868	10880.207975080826	14.397203583633763	27.45959627165663	10894.60517866446	129.89473740177868	157.35433367343532	11024.49991606624	10.67582158253133	157.35433367343532	11035.175737648771	1926.3922093697945	157.35433367343532	12961.567947018566	38.42823877209576	195.7825724455311	12999.996185790662	346.70802250713007	542.4905949526611	13346.704208297791	427.0023641616675	542.4905949526611	13773.70657245946	3852.5092487939496	542.4905949526611	17626.21582125341	7685.098837312737	542.4905949526611	25311.314658566145	3466.832602527871	4009.323197480532	28778.147261094018	7685.098837312737	128.70297195800657	105.30243160200537	94.9853670328677	52.302965486362034	7348.402797607733	0.0071175964256326866	2170.980754889172	1899.7073406573538	1.2470251301953161	0.24702513019531622	320.2746474759399	1579.432693181414	2.435465991498137
-63.11879610668459	0.016793398060019518	0.2420886933226931	185.1523850748351	199.98596724642914	39.99673504853558	780.020531753938	538.7196233142881	-2359.182550926215	1353.80162175767	0.026772750595343755	8.077524607399905e-05	-0.037801417185370646	-0.05985341805277475	0.09683547732907723	0.03698205927630248	1.2648594395984967	59.99579017392873	0.5508081559808475	3608.86700808826	0.0	3609.86700808826	0.07198989677188167	0.07198989677188167	3609.9389979850316	12.990098168786163	13.062088065558045	3622.9290961538177	39.99673504853558	13.062088065558045	3662.925831202353	7217.1448773953725	13.062088065558045	10880.070708597726	14.396804136781888	27.458892202339932	10894.467512734509	129.89037867785186	157.3492708801918	11024.357891412361	10.675921580329724	157.3492708801918	11035.033812992691	1926.3990586094712	157.3492708801918	12961.432871602163	38.42792462563204	195.77719550582384	12999.860796227795	346.7031734268646	542.4803689326884	13346.563969654659	427.00200684739127	542.4803689326884	13773.56597650205	3852.483637247569	542.4803689326884	17626.04961374962	7684.957598582501	542.4803689326884	25311.007212332122	3466.748742010196	4009.2291109428843	28777.75595434232	7684.957598582501	128.70338773939977	105.30277178678165	94.98509104180852	52.303298991465866	7348.425424084849	0.007117619894465972	2114.147330031708	1899.70182083617	1.2470240114434907	0.24702401144349068	320.27764740989176	1579.4241734262785	2.4354510471212083
-63.42137447330835	0.015978194999014074	0.24111396747001101	185.17087855935247	199.98421321249128	39.9963269419407	780.0230383239317	499.5149485123117	-2309.8787763579903	1310.7221353860534	0.026123533931891898	7.60324047731755e-05	-0.037828339000391245	-0.05945963406962791	0.0964455869880044	0.03698595291837649	1.2648529865868319	59.99526396374738	0.5508054154951245	3608.8461468144837	0.0	3609.8461468144837	0.07198863396159448	0.07198863396159448	3609.9181354484454	12.98979521433693	13.061783848298523	3622.9079306627823	39.996326941940694	13.061783848298523	3662.904257604723	7217.02951855775	13.061783848298523	10879.933776162474	14.396404700158143	27.45818854845667	10894.330180862631	129.8860240753691	157.34421262382577	11024.216204938	10.6760210506136	157.34421262382577	11034.892225988615	1926.4058715908607	157.34421262382577	12961.298097579476	38.427608578945	195.77182120277075	12999.72570615842	346.69831787855213	542.4701390813229	13346.424024036973	427.0016283793828	542.4701390813229	13773.425652416356	3852.457953151114	542.4701390813229	17625.88360556747	7684.815981602045	542.4701390813229	25310.699587169514	3466.664818022863	4009.134957104186	28777.364405192377	7684.815981602045	128.70380132344872	105.30311017373077	94.98481650788304	52.30363073510002	7348.447930778646	0.007117643239469467	2060.3131425601373	1899.6963301576607	1.2470228926914884	0.2470228926914883	320.28063151840803	1579.4156986392527	2.4354361817820385
