SeqAggP	MisP	PolyQ	Proteasome	ROS	AggP_Proteasome	AggP2	AggP4	AggPolyQ2	AggPolyQ4	AggP1	AggPolyQ1	mRFPu	MisP_Proteasome	NatP	AggP3	AggPolyQ3	PolyQ_Proteasome	mRFPu_Proteasome	p38_P	AggPolyQ5	p38death	PIdeath	AggP5	p38	Values[oligomers]
2.4345534212266056e-21	3.8989147907167974	999.3211027619466	998.0445376598053	9.99717979345721	3.116010762419268e-06	1.032743117797343e-19	2.608325247183844e-38	1.5587586522523398e-05	8.111040836103154e-14	1.5591025250847136e-10	0.12475318030812435	299.8817743606247	0.0009418724780942858	19520.100111668842	5.443310303204095e-29	1.2983788009002275e-09	0.4931451360359482	1.4613722156696463	0.04948383622791034	4.067372940994551e-18	2.2344864084397217e-08	2.5978874709533885e-13	8.206893345712749e-48	99.95051616377206	0.1247687691931068
4.28479691787197e-21	4.28868987751988	999.253305705188	997.8538064601497	9.996917390324453	3.769674371882088e-06	1.795381349435753e-19	6.751490100200548e-38	1.885837155255461e-05	1.1872714995716403e-13	2.1929966608560726e-10	0.1372152040510236	299.87014390548114	0.0011357689398345167	19522.11013231183	1.157839103971919e-28	1.7278261693007465e-09	0.541713422634525	1.6033405786013186	0.05437590317468834	6.534697848470343e-18	2.7018628561315148e-08	3.4573048504211e-13	2.671669103978115e-47	99.94562409682528	0.13723406415052106
7.178801900324852e-21	4.678444389254985	999.1855252744422	997.6639342748293	9.996658522536904	4.485394921828939e-06	2.948234165535264e-19	1.488356467317376e-37	2.243992285431903e-05	1.6811488853978097e-13	2.974556513556748e-10	0.1496748314890307	299.85854777877944	0.0013470449930314786	19524.120154124244	2.2492369595504197e-28	2.242778992476381e-09	0.5901475661006401	1.7445666286818	0.05925782161907038	1.0084219713882609e-17	3.2132222210808293e-08	4.487895955655077e-13	6.555682288735652e-47	99.9407421783809	0.14969727365483212
1.1537911677597096e-20	5.068178471621234	999.1177614148578	997.4749170553936	9.99640318228209	5.263138970565294e-06	4.623819485608497e-19	3.041792133881923e-37	2.633211424285861e-05	2.3150259187372946e-13	3.918963943221471e-10	0.16213206778807004	299.8469858327286	0.001575519500502079	19526.130176968618	4.089780839265016e-28	2.8509770417195088e-09	0.6384479462513949	1.885054215715361	0.06412961411963378	1.5040655134117702e-17	3.768473267967725e-08	5.705170876924544e-13	1.5539371711843362e-46	99.93587038588034	0.16215840275352147
1.794530179063379e-20	5.457892269982605	999.0500140718246	997.2867507727599	9.996151361764964	6.102873266442567e-06	6.976793772777497e-19	6.200566850727179e-37	3.05348200327827e-05	3.113121409073656e-13	5.041398358104994e-10	0.17458691810065624	299.83545792024773	0.0018210132242987202	19528.14020070776	7.170921248830025e-28	3.5601545797143713e-09	0.6866149417348886	2.0248071694073735	0.0689913031843637	2.1778313464255938e-17	4.367524965077603e-08	7.124631276417565e-13	3.976532040189704e-46	99.93100869681561	0.17461745648115495
2.7097606164672656e-20	5.847585929371525	998.9822831909686	997.0994314168695	9.995903053207755	7.0045647432761034e-06	1.0192584764616013e-18	1.1953017484431184e-36	3.504791503194399e-05	4.101574589822238e-13	6.357036802051542e-10	0.18703938756601357	299.82396389495256	0.0020833487425453738	19530.15022520475	1.2070679139654116e-27	4.3780404816732685e-09	0.734648930045585	2.1638292997773814	0.0738429112710857	3.0739013843831455e-17	5.010286482580616e-08	8.761770579641105e-13	9.060128342720995e-46	99.92615708872889	0.18707443985949618
3.984025994810246e-20	6.237259594489032	998.9145687181517	996.9129549966714	9.995658248849974	7.968180520189236e-06	1.4487953890135259e-18	2.1602717097565736e-36	3.987127454112265e-05	5.308444886203234e-13	7.881053958847042e-10	0.19948948131008248	299.81250361115445	0.0023623504484429573	19532.160250322944	1.952130378170181e-27	5.312358240582591e-09	0.7825502875250028	2.3021243971743997	0.07868446078748888	4.2433111796257655e-17	5.696667192439728e-08	1.0632073981644604e-12	1.8358322487390916e-45	99.92131553921247	0.19952935789751275
5.724212448630263e-20	6.626913409705183	998.8468705994717	996.7273175400854	9.995416940948381	8.993687901227444e-06	2.011233046125768e-18	3.7954927908641475e-36	4.5004774353265616e-05	6.763711301417414e-13	9.628622162668422e-10	0.21193720444553488	299.8010769238595	0.0026578445466326926	19534.17027592598	3.0629931422114846e-27	6.370825980051346e-09	0.8303193893634355	2.4396962323162956	0.08351597409118153	5.744197186073936e-17	6.426576668187335e-08	1.2751018463508751e-12	3.695843094999165e-45	99.91648402590879	0.21198221559139055
8.059503079901211e-20	7.016547519060154	998.7791887812606	996.5425150938968	9.995179121776944	1.0081054373968256e-05	2.735052375981389e-18	6.505069907095566e-36	5.044829075153342e-05	8.499269804417063e-13	1.1614911425074797e-09	0.22438256207181106	299.789683688764	0.002969659028825183	19536.180301877757	4.684345386768319e-27	7.561156491420118e-09	0.8779566096046588	2.576548556415027	0.08833747348982525	7.64235415635829e-17	7.19992468439257e-08	1.5134072850019082e-12	7.271174381016547e-45	99.91166252651014	0.2244330179245691
1.1140556732116971e-19	7.406162066265413	998.7115232100831	996.3585437236436	9.994944783626794	1.1230247608034586e-05	3.652556325090379e-18	1.0774870701476841e-35	5.620170050723376e-05	1.0548930524830665e-12	1.3855089463566972e-09	0.23682555927515897	299.7783237622501	0.0032976236474160795	19538.190328042463	6.988678208828601e-27	8.891057273182902e-09	0.9254623211509209	2.712685101310085	0.09314898124127607	1.001182165439815e-16	8.016621216099423e-08	1.7796697871291031e-12	1.350547865194733e-44	99.90685101875869	0.2368817698677785
1.5144677532240944e-19	7.7957571947044695	998.6438738327365	996.1753995135462	9.994713918806184	1.2441235454228192e-05	4.800078592768003e-18	1.728390122779968e-35	6.226488087845573e-05	1.2948416204112471e-12	1.6364321720425365e-09	0.2492662011286605	299.7669970013831	0.0036415699024596932	19540.20035428455	1.0191928949740883e-26	1.036823055583085e-08	0.972836895766152	2.8481095795495004	0.09795051955368064	1.293529450028529e-16	8.87657643844373e-08	2.0754346198923023e-12	2.388906674158917e-44	99.9020494804463	0.2493284763790645
2.0285056621239192e-19	8.185333047433655	998.5762405962488	995.9930785664334	9.994486519640466	1.371398594368314e-05	6.2182168533035146e-18	2.7233501454737404e-35	6.863770960862888e-05	1.573536075496051e-12	1.9157771382584343e-09	0.2617044926922597	299.7557032639085	0.004001331030712045	19542.21038046874	1.4588005716208063e-26	1.2000373327289505e-08	1.0200807040792776	2.982825684470319	0.10274211058557885	1.650456954246754e-16	9.779700726243412e-08	2.4022462480971825e-12	4.1798338527514763e-44	99.89725788941439	0.26177314240381533
2.680575999710648e-19	8.574889767183196	998.508623447878	995.8115770036411	9.994262578472037	1.5048467286461703e-05	7.95207213898971e-18	4.2052153428556097e-35	7.532006492467581e-05	1.89493065363579e-12	2.2250599407161328e-09	0.27414043901279783	299.74444240824806	0.004376741978917636	19544.220406460034	2.052214275483103e-26	1.3795177369031844e-08	1.067194115588765	3.116837090323575	0.10752377644602874	2.0821054708064813e-16	1.0725904653502217e-07	2.7616483400644464e-12	7.12428593967916e-44	99.89247622355394	0.27421577287479504
3.498643997336702e-19	8.964427496358066	998.4410223351111	995.6308909649288	9.994042087660311	1.6444647870530627e-05	1.005148402545209e-17	6.354688597026565e-35	8.231182553544218e-05	2.263170250459792e-12	2.5657964543126555e-09	0.286574045124043	299.73321429349664	0.004767639387839067	19546.230432123702	2.840658895327453e-26	1.576032928490755e-08	1.1141774986663278	3.2501474523689193	0.11229553919471633	2.599623560909141e-16	1.1715098992972455e-07	3.1551837718826496e-12	1.1756075558133168e-43	99.88770446080525	0.28665637271217115
4.514806620672377e-19	9.353946377038852	998.3734372056632	995.4510166083994	9.993825039581669	1.790249626077746e-05	1.2571265398281747e-17	9.418888306547734e-35	8.961287063015636e-05	2.6825902455385423e-12	2.9395023352560544e-09	0.2990053160467204	299.72201877941876	0.005173861577389214	19548.240457325282	3.874329512469794e-26	1.790351052920417e-08	1.1610312205605449	3.3827604069660886	0.11705742084206362	3.2152137868922733e-16	1.2747194715723942e-07	3.584394631497966e-12	1.8907930696881555e-43	99.88294257915791	0.299094946823544
5.766145779040062e-19	9.743446550982544	998.3058680074759	995.2719501104258	9.993611426629442	1.942198119813663e-05	1.5571436044254707e-17	1.3766544866475565e-34	9.722307987696993e-05	3.157716351706021e-12	3.3476930230787797e-09	0.31143425678854114	299.7108557264461	0.005595248534820398	19550.25048193059	5.216283065162018e-26	2.02323974326032e-08	1.2077556474002344	3.5146795716576826	0.12180944334933258	3.94217774910171e-16	1.3822102990729916e-07	4.050822222348438e-12	3.005359931163568e-43	99.87819055665064	0.3115315001039736
7.294104586731741e-19	10.13292815962362	998.2383146887167	995.0936876655444	9.993401241213851	2.100307159813682e-05	1.911746246902966e-17	1.9814461459893826e-34	0.00010514233342107285	3.69326433186643e-12	3.791883743242574e-09	0.3238608723442366	299.69972499567314	0.006031641886762513	19552.260505805698	6.938115633212549e-26	2.275466123923007e-08	1.2543511441991058	3.6459085452978317	0.12655162862875177	4.794967450729733e-16	1.4939735184363354e-07	4.556007069408645e-12	4.682366717764387e-43	99.87344837137121	0.3239660374360127
9.145352831644448e-19	10.522391344074842	998.1707771977783	994.9162254863818	9.993194475761983	2.264573655003093e-05	2.328049146433843e-17	2.8094583768349276e-34	0.00011337051188323714	4.294139849215686e-12	4.273589509147445e-09	0.3362851676955877	299.6886264488542	0.006482884887470341	19554.27052881696	9.124104193021616e-26	2.547796813252878e-08	1.300818074859126	3.776450908134693	0.1312839985436201	5.78923030298871e-16	1.6100002859983596e-07	5.1014889228084065e-12	7.149504236457392e-43	99.86871600145635	0.33639856368973375
1.137318497016035e-18	10.911836245127947	998.1032554832767	994.7395598035914	9.992991122717752	2.4349945316127677e-05	2.813758163498186e-17	3.944751106287882e-34	0.0001219074963585119	4.965438363755454e-12	4.7943251239311665e-09	0.348707147811451	299.67755994840155	0.006948822412331901	19556.280550830994	1.1879657434878705e-25	2.8409979257215402e-08	1.3471568021734421	3.906310221877123	0.1360065749084023	6.941852002932051e-16	1.7302817777554756e-07	5.688806760615441e-12	1.0881913375888947e-42	99.86399342509156	0.3488290837227549
1.40365658405649e-18	11.301263003254798	998.0357494940508	994.5636868657414	9.992791174541857	2.6115667330218808e-05	3.3771944336471386e-17	5.4813256778515574e-34	0.00013075316841424614	5.712444821428569e-12	5.3556051832014755e-09	0.36112681764779514	299.6665253573801	0.007429300927043034	19558.290571714682	1.5323355051281046e-25	3.155835075870561e-08	1.3933676878312975	4.035490029832647	0.14071937948886043	8.271009108490305e-16	1.8548091893122645e-07	6.3194987953753556e-12	1.6396259078982075e-42	99.85928062051111	0.36125760238027343
1.7200714930912957e-18	11.690671758608223	997.9682591791615	994.3886029392344	9.992594623711744	2.7942872196598054e-05	4.027317845155498e-17	7.528312904125046e-34	0.00013990741008855116	6.54063347893724e-12	5.9589440771581065e-09	0.3735441821477304	299.65552253950517	0.007924168472714158	19560.30059133518	1.9589682462602183e-25	3.49307338111107e-08	1.4394510924216433	4.163993856998771	0.14542243400216234	9.796215266412973e-16	1.9835737358384243e-07	6.995102478193129e-12	2.4296069660129575e-42	99.8545775659978	0.3736841244950944
2.0937698101134348e-18	12.080062651022873	997.9007844878898	994.2143043082281	9.992401462721567	2.9831529689083075e-05	4.773750513334081e-17	1.0215148851551579e-33	0.00014937010388876525	7.455667729244429e-12	6.605855992711812e-09	0.38595924624153893	299.6445513591386	0.00843327465106397	19562.310609559907	2.4831793996778304e-25	3.853477464517684e-08	1.4854073754367436	4.291825210154062	0.1501157601169892	1.1538367406783888e-15	2.1165666520257654e-07	7.717154502802109e-12	3.531648857999036e-42	99.84988423988298	0.38610865488765916
2.5326865996209023e-18	12.469435820016095	997.8333253697368	994.0407872745521	9.992211684082159	3.178160974997855e-05	5.626800315841908e-17	1.3693995349716876e-33	0.0001591411327898746	8.463399913583652e-12	7.2978549156641e-09	0.3983720148467048	299.6336116812861	0.008956470608036358	19564.320626256547	3.122318450614915e-25	4.237811457736198e-08	1.5312368952759108	4.418987577953861	0.154799379453646	1.3519792567035552e-15	2.253779192044283e-07	8.48719080987735e-12	5.034199451165999e-42	99.84520062054632	0.398531198366074
3.045534149541014e-18	12.8587914047888	997.7658817744219	993.8680481576256	9.992025280320982	3.3793082489057895e-05	6.59748440909346e-17	1.8143372852591793e-33	0.00016922038023294814	9.569871137747667e-12	8.036454632867705e-09	0.41078249286794466	299.6227033715938	0.009493609017917922	19566.330641293054	3.8959747579597582e-25	4.646839003855124e-08	1.5769400092491976	4.545484431024514	0.15947331358417088	1.5764294517528513e-15	2.395202629498525e-07	9.306746591271423e-12	7.043998532607735e-42	99.8405266864158	0.410951759726139
3.642023704735691e-18	13.248129544226012	997.6984536518828	993.696083294411	9.991842243982113	3.5865918183186813e-05	7.697552116952238e-17	2.383224522673682e-33	0.00017960773012405977	1.078131123667041e-11	8.823168733714924e-09	0.42319068519723	299.61182629634675	0.010044544084360993	19568.340654537642	4.827799116191481e-25	5.0813232590174985e-08	1.6225170735796512	4.671319222006516	0.16413758403241827	1.8297193640693857e-15	2.5408282573942846e-07	1.0177356291568596e-11	9.775691853249207e-42	99.83586241596755	0.4233703437513698
4.332803566571543e-18	13.637450376897949	997.6310409522739	993.5248890393094	9.991662567626182	3.800008727489551e-05	8.939508845610962e-17	3.1083625223613354e-33	0.00019030306683241169	1.210413849607034e-11	9.659510612727353e-09	0.4355965967138229	299.6009803224648	0.01060913151374624	19570.350665858798	5.944656732293181e-25	5.5420268960969885e-08	1.6679684434079265	4.796495385681352	0.16879221227418534	2.114537785215286e-15	2.6906473880883704e-07	1.110055361403166e-11	1.3497686874750166e-41	99.83120778772579	0.43578695521303057
5.129441946973292e-18	14.026754041060997	997.5636436259653	993.3544617640648	9.991486243830355	4.019556037111732e-05	1.0336639835225738e-16	4.0253437277245465e-33	0.00020130627518858408	1.354495941251667e-11	1.0546993471971579e-08	0.44800023228430824	299.59016531749853	0.011187228492935254	19572.360675125263	7.2761927687161235e-25	6.029712108047744e-08	1.7132944727965254	4.921016339085094	0.17343721973733156	2.4337351770950995e-15	2.844651353241043e-07	1.2077871525853819e-11	1.8499668945234219e-41	99.82656278026263	0.4482015988701653
6.044555135200342e-18	14.416040674658445	997.4962616235418	993.1847978576983	9.991313265188277	4.24523082424665e-05	1.1903033384079355e-16	5.176007819779179e-33	0.00021261724048319414	1.5110568578076368e-11	1.1487130322910202e-08	0.46040159676262116	299.5793811496271	0.011778693681227529	19574.370682206045	8.855753954391242e-25	6.545140610195998e-08	1.7584955147328274	5.04488548157907	0.17807262780187602	2.790328022150965e-15	3.002831503777131e-07	1.3110842261157725e-11	2.5132431992006517e-41	99.82192737219809	0.46061427946962386
7.091874464385952e-18	14.805310415321316	997.4288948958023	993.0158937264302	9.991143624310055	4.477030182228956e-05	1.3653604293269728e-16	6.609189269356122e-33	0.00022423584846538273	1.6807948512602558e-11	1.2481433988490386e-08	0.47280069499007615	299.56862768765507	0.012383387196366358	19576.38068697042	1.0720728626544405e-24	7.089073642976728e-08	1.8035719211326287	5.168106194938582	0.1826984578001041	3.1875034112317073e-15	3.1651792098434964e-07	1.4200997324941102e-11	3.3815997191672707e-41	99.81730154219987	0.4730250017460891
8.286316051952552e-18	15.194563400369185	997.3615433937582	992.8477457936023	9.990977313822208	4.7149512205727226e-05	1.5604117300207356e-16	8.381511064642379e-33	0.00023616198534130923	1.8644269498477124e-11	1.3531417105221336e-08	0.48519753179539665	299.55790480100956	0.013001170600837435	19578.390689287917	1.2912905449540698e-24	7.662271974649678e-08	1.8485240428436576	5.2906818434407645	0.18731473101667379	3.628623619915124e-15	3.331685860766665e-07	1.5349867496977823e-11	4.5048245225381506e-41	99.8126852689833	0.48543377042210556
9.64394425265622e-18	15.583799766811241	997.294207068633	992.6803504995764	9.990814326367637	4.9589910648332786e-05	1.7771211037921934e-16	1.056283015757695e-32	0.00024839553777233176	2.0626889314335197e-11	1.4638592125693094e-08	0.49759211199474884	299.5472123597359	0.013631906874991832	19580.400689028334	1.5478752094454574e-24	8.265495904845675e-08	1.8933522296500471	5.412615773987604	0.19192146868873888	4.11723119454811e-15	3.502342865003872e-07	1.6558982837587785e-11	5.954757549538809e-41	99.80807853131124	0.4978405902081112
1.1181981382066335e-17	15.973019651347219	997.2268858718604	992.5137043016451	9.99065465460557	5.209146856488229e-05	2.017242176900787e-16	1.3239892270943626e-32	0.00026093639287332396	2.2763353012511305e-11	1.580447132090392e-08	0.5099844403917739	299.53655023449437	0.014275460395833207	19582.41068606173	1.8469751966386197e-24	8.899505267752949e-08	1.9380568302763943	5.533911316213751	0.1965186920060648	4.657053818845609e-15	3.677141650096969e-07	1.7829872692599153e-11	7.834283020081693e-41	99.8034813079939	0.5102454658024679
1.2919106412991824e-17	16.362223190367782	997.1595797550846	992.3478036740025	9.990498291211557	5.4654157529387804e-05	2.2826205699180457e-16	1.650794699045069e-32	0.0002737844382118457	2.506139297047208e-11	1.7030566781389806e-08	0.522374521777607	299.5259182965592	0.014931696951441548	19584.42068025842	2.1943018660624075e-24	9.565059433049735e-08	1.982638192389218	5.654571782498999	0.20110642211109847	5.252007801037431e-15	3.85607366264422e-07	1.916406569324496e-11	1.0251336552823545e-40	99.79889357788888	0.5226484018914798
1.487542069431926e-17	16.751410519955552	997.0922886701586	992.182645107644	9.990345228877409	5.727794927372263e-05	2.575196293282749e-16	2.0476587468778298e-32	0.0002869395618063291	2.752892862615771e-11	1.8318390419735336e-08	0.5347623609309113	299.51531641781503	0.015600483714226425	19586.43067148898	2.5961625191890368e-24	1.0262917309435941e-07	2.0270966626014153	5.774600468090763	0.2056846800990912	5.906203154212161e-15	4.039130368251471e-07	2.0563089761905607e-11	1.3334066520976078e-40	99.79431531990087	0.5350494031494256
1.7072518780225978e-17	17.14058177588595	997.0250125691437	992.0182251102892	9.99019546031118	5.9962815686683426e-05	2.8970060913481374e-16	2.5271314740598997e-32	0.0003004016521245753	3.017406631286965e-11	1.966945397264916e-08	0.5471479626179073	299.5047444707534	0.016281689227110888	19588.44065962425	3.059504453004254e-24	1.0993837347345684e-07	2.071432586475774	5.894000651191919	0.21025348701820473	6.623948175990934e-15	4.226303251489832e-07	2.202847211601137e-11	1.7233518676359444e-40	99.78974651298176	0.5474484742385861
1.953356289041644e-17	17.529737093628	996.957751404308	991.8545402063048	9.990048978237112	6.270872881306674e-05	3.250185784887981e-16	3.103511201650371e-32	0.00031417059808226146	3.3005099097425745e-11	2.1085269003024883e-08	0.5595313315924023	299.49420232847007	0.016975183390113956	19590.45064453533	3.591960958864705e-24	1.1758577541632504e-07	2.115646308528454	6.012775593047518	0.21481286386961707	7.409754012557606e-15	4.4175838158535685e-07	2.356173927188539e-11	2.2126267199551107e-40	99.78518713613035	0.5598456198092726
2.2283335613615426e-17	17.91887660834521	996.8905051281262	991.6915869366233	9.98990577539562	6.551566085264782e-05	3.6369726262794626e-16	3.793348651864838e-32	0.00032824628904138135	3.60305065965145e-11	2.2567346902096485e-08	0.5719124725958197	299.4836898646618	0.017680837444044903	19592.46062609357	4.201908342975887e-24	1.2557895434431803e-07	2.159738172232668	6.130928538038972	0.21936283160763137	8.268339336407251e-15	4.612963583716638e-07	2.5164417048985743e-11	2.8230094907016206e-40	99.78063716839235	0.5722408444998541
2.5348230461048557e-17	18.30800045489657	996.8232736932774	991.5293618586471	9.989765844543228	6.8383584158883e-05	4.0597076901688306e-16	4.616873622112548e-32	0.00034262861480849663	3.9258954731258376e-11	2.4117198891862027e-08	0.5842913903572327	299.4732069536226	0.018398523946063672	19594.47060417058	4.898549631014093e-24	1.3392548118526596e-07	2.2037085200229414	6.248462713799456	0.22390341113979514	9.204635344495847e-15	4.812434096285322e-07	2.683803057527792e-11	3.585464318472525e-40	99.77609658886018	0.5846341529367904
2.875646383343789e-17	18.69710876783707	996.7560570526454	991.3678615462031	9.989629178452557	7.131247123859052e-05	4.5208381395203955e-16	5.596302441107551e-32	0.00035731746563366054	4.2699295700720044e-11	2.5736336026555063e-08	0.596668089593387	299.4627534702419	0.01912811677393251	19596.48057863824	5.691915004901656e-24	1.42632922389272e-07	2.24755769329733	6.365381331254152	0.2284346233269838	1.0223789625863062e-14	5.015986913564712e-07	2.8584104288604137e-11	4.533314774375494e-40	99.771565376673	0.5970255497346525
3.2538112745615715e-17	19.086201681418625	996.6888551593173	991.2070825894564	9.98949576991228	7.430229475085878e-05	5.022919590435437e-16	6.756665598601483e-32	0.00037231273220881135	4.636056778264373e-11	2.742626919486695e-08	0.6090425750087317	299.45232929000184	0.019869491107576735	19598.490549368667	6.592932387634352e-24	1.5170883995859248e-07	2.291286032421245	6.4816875847198006	0.2329564889835121	1.1331170923206615e-14	5.223613614314284e-07	3.040416194121233e-11	5.7049974250649035e-40	99.76704351101647	0.6094150394961524
3.6725185773492106e-17	19.475279329590894	996.6216679665827	991.0470215948334	9.98936561172709	7.735302750610045e-05	5.568618458606835e-16	8.126198497204733e-32	0.0003876143056662668	5.0251995166826305e-11	2.918850912202693e-08	0.6214148512954484	299.4419342889736	0.020622523414897325	19600.500516234253	7.61348773153941e-24	1.611607914748503e-07	2.3348938767309786	6.597384651993033	0.23746902887724053	1.2532373726859802e-14	5.435305796005551e-07	3.229972660368894e-11	7.145136712639931e-40	99.76253097112273	0.6218026268121707
4.135170389462266e-17	19.864341846002077	996.5544954279326	990.8876751849459	9.989238696717656	8.046464246514873e-05	6.160714300580787e-16	9.736627837393293e-32	0.0004032220775772481	5.438298779802206e-11	3.102456637184048e-08	0.6337849231334804	299.43156834381494	0.021387091438805482	19602.510479107634	8.766484055707505e-24	1.7099633012546515e-07	2.378381564537132	6.712475694435446	0.24197226372967984	1.3833222820539953e-14	5.651055074780321e-07	3.4272320668717884e-11	8.9052071533253e-40	99.7580277362703	0.6341883162617846
4.645378257327155e-17	20.253389363999755	996.4873374970587	990.7290399985161	9.989115017720602	8.363711273835496e-05	6.802102155558267e-16	1.162361425821765e-31	0.00041913593995040587	5.876314121920083e-11	3.293595134872483e-08	0.6461527951905613	299.42123133176716	0.02216307418421566	19604.5204378617	1.0065908353595274e-23	1.81223004730035e-07	2.421749433128045	6.826963857058548	0.24646621421609566	1.5239777828797445e-14	5.870853085409019e-07	3.6323465854836453e-11	1.104498619739231e-39	99.75353378578387	0.6465721124122947
