Pr	S	Xi	V	preS	Ya	Pfr	prepreS	Pi	Xa	Yi
0.9147704794077224	30.002489669120983	5.3371393932217375	0.0018511850291519339	0.002163416236729869	0.9	0.24723526470202034	0.011303795658167292	8.837994255890248	0.6628606067782569	0.0
0.8500893305408325	30.002010242077922	5.378265041554422	0.0018513056207738045	0.0017651351563077295	0.9	0.22370771855979857	0.009941423996973325	8.92620295089936	0.6217349584455734	0.0
0.7894345463955005	30.00163619526097	5.417514016524895	0.001851398627009963	0.00145098900713336	0.9	0.20241911445529243	0.008813806753496727	9.0081463391492	0.5824859834751004	0.0
0.7326255555617741	30.00134199519935	5.4548919220019165	0.0018514709688616825	0.0012012959198254966	0.9	0.1831563888834082	0.007874196188836884	9.084218055554809	0.5451080779980799	0.0
0.6794796914863129	30.001108772288212	5.49041567770736	0.0018515277046015815	0.0010013508985800275	0.9	0.16572675401295336	0.0070862236883421	9.154793554500726	0.5095843222926358	0.0
0.629814226475207	30.00092247559926	5.524112095343668	0.0018515725597273358	0.0008400867184604298	0.9	0.14995576819957337	0.006421395968434593	9.220230005325211	0.47588790465632835	0.0
0.583448037539837	30.000772564017133	5.556016522108489	0.001851608299217138	0.0007091140333193281	0.9	0.135685590116583	0.005857236628517714	9.280866372343569	0.44398347789150755	0.0
0.540202955750308	30.000651071358977	5.586171559381579	0.0018516369907669345	0.0006020285899294808	0.9	0.12277339902500405	0.005375897314708785	9.337023645224676	0.4138284406184177	0.0
0.4999048442357102	30.000551934018226	5.614625862845611	0.0018516601922005476	0.0005139078460289846	0.9	0.11108996537670027	0.004963112958274439	9.389005190387577	0.3853741371543857	0.0
0.462384444267571	30.00047050406527	5.641433028650272	0.0018516790858129667	0.000440942731013115	0.9	0.10051835744052486	0.004607410698297566	9.437097198291891	0.3585669713497244	0.0
0.4274780237924172	30.00040319426101	5.666650568550601	0.001851694575343963	0.00038016648845919934	0.9	0.09095277101256853	0.0042995070871885265	9.481569205195003	0.33334943144939433	0.0
0.3950278583302757	30.000347217474985	5.690338975352186	0.0018517073564416878	0.00032925369710415364	0.9	0.08229747051382047	0.004031845914799525	9.52267467115589	0.30966102464781037	0.0
0.36488257042272276	30.000300394096207	5.712560878370137	0.0018517179682601857	0.0002863703248206923	0.9	0.0744658307609314	0.00379824157949248	9.560651598816333	0.28743912162985863	0.0
0.3368973498555811	30.00026100887507	5.733380287648392	0.0018517268314234767	0.00025006121978478476	0.9	0.06737947009106152	0.003593602497170719	9.595723180053346	0.26661971235160353	0.0
0.310934074714536	30.000227703639	5.7528619239498155	0.0018517342762073845	0.00021916506649060556	0.9	0.06096746579639843	0.0034137150830634297	9.628098459489054	0.24713807605017868	0.0
0.2868613497382885	30.000199396601346	5.771070631286335	0.0018517405635828795	0.00019274982931488178	0.9	0.05516564438308032	0.003255074308892618	9.65797300587862	0.22892936871366057	0.0
0.26455447693157014	30.00017522109476	5.788070867308993	0.0018517459010063794	0.00017006334042551417	0.9	0.04991593926175932	0.003114749920351011	9.68552958380666	0.2119291326910018	0.0
0.24389537083254742	30.000154478919303	5.8039262668927565	0.0018517504543676862	0.00015049536354964934	0.9	0.04516580956143584	0.0029902803026212385	9.710938819606007	0.19607373310723786	0.0
0.22477242907115172	30.000136604521586	5.818699273776053	0.0018517543570713097	0.00013354826678444194	0.9	0.04086771450089665	0.002879587945154994	9.734359856427943	0.18130072622394178	0.0
0.20708036809772584	30.00012113741933	5.8324508339867265	0.0018517577170237094	0.00011881414437753566	0.9	0.03697863726699564	0.00278091147990912	9.755940994635269	0.1675491660132682	0.0
0.19072003106371818	30.000107700656347	5.84524014680733	0.0018517606219059985	0.00010595708152752006	0.9	0.033459654666055105	0.0026927511313309944	9.775820314270216	0.1547598531926635	0.0
0.17559817522887056	30.000095984259413	5.857124466569543	0.0018517631434444718	9.469911283438677e-05	0.9	0.03027554753820827	0.0026138245009111583	9.79412627723291	0.1428755334304522	0.0
0.16162724431186312	30.00008573201221	5.868158950371342	0.0018517653404961823	8.480915418303386e-05	0.9	0.02739444826742014	0.0025430306334336713	9.810978307420708	0.13184104962865303	0.0
0.14872513061119413	30.000076731185693	5.878396546541159	0.001851767261664162	7.609425352358744e-05	0.9	0.02478752184301443	0.0024794206765085605	9.826487347545783	0.12160345345883516	0.0
0.1368149309059597	30.00006880435035	5.887887918768805	0.0018517689472543875	6.839259635977462e-05	0.9	0.02242867726768555	0.002422173817312622	9.840756391826346	0.11211208123118965	0.0
0.12582469947368963	30.000061802863414	5.896681401333058	0.0018517704308447626	6.156791004499505e-05	0.9	0.02029430643532677	0.002370577466084631	9.853880994090975	0.10331859866693695	0.0
0.11568720098212683	30.00005560167046	5.904822981118804	0.0018517717405364005	5.5504962219979424e-05	0.9	0.018363047841795994	0.0023240108666233075	9.865949751176068	0.0951770188811912	0.0
0.10633966551741816	30.0000500951231	5.912356302466809	0.0018517728999456345	5.010592481663735e-05	0.9	0.016615572799751153	0.002281931491074631	9.877044761682821	0.08764369753318646	0.0
0.0977235475820213	30.0000451936093	5.919322691254672	0.0018517739290044963	4.5287424550736514e-05	0.9	0.015034391994106142	0.002243863699032518	9.88724206042386	0.08067730874532311	0.0
0.08978429051996553	30.000040820822264	5.925761194932934	0.0018517748446054035	4.097814010270301e-05	0.9	0.013603680435710521	0.002209389247766858	9.896612029044313	0.07423880506706089	0.0
0.08247109752350164	30.000036911537332	5.9317086356374755	0.0018517756611201245	3.711683792271661e-05	0.9	0.012309119082870319	0.0021781393235187456	9.905219783393616	0.06829136436252121	0.0
0.07573671009990261	30.000033409797254	5.937199673745719	0.001851776390823215	3.365075937179145e-05	0.9	0.011137751530822465	0.0021497878245944207	9.913125538369265	0.0628003262542774	0.0
0.0695371946525644	30.000030267423714	5.942266879611511	0.0018517770442371838	3.053429197410008e-05	0.9	0.01007785433952928	0.0021240456797398015	9.920384951007895	0.05773312038848587	0.0
0.06383173763853352	30.00002744279218	5.946940811470121	0.0018517776304152024	2.7727870580518845e-05	0.9	0.009118819701623818	0.002100656025426282	9.92704944265983	0.05305918852987583	0.0
0.05858244960284345	30.00002489981979	5.951250097774134	0.0018517781571735648	2.5197065414310087e-05	0.9	0.008251049276042494	0.0020793900982060813	9.9331665011211	0.04874990222586299	0.0
0.05375417825536413	30.000022607126024	5.9552215224666	0.001851778631283568	2.2911822642798125e-05	0.9	0.007465858124903704	0.0020600437243928037	9.938779963619718	0.044778477533397594	0.0
0.04931433064202473	30.000020537334443	5.95888011191391	0.0018517790586304586	2.0845829785844377e-05	0.9	0.006755387790634426	0.002042434310269044	9.943930281567322	0.04111988808608755	0.0
0.045232704377727306	30.00001866648967	5.962249222416204	0.001851779444345554	1.8975983694170598e-05	0.9	0.006112527648349546	0.002026398253396821	9.948654767973904	0.03775077758379454	0.0
0.041481327816153095	30.000016973568886	5.965350627399025	0.0018517797929164894	1.728194305522911e-05	0.9	0.005530843736860542	0.0020117887086603787	9.952987828446966	0.034649372600972776	0.0
0.03803430900064622	30.000015440071447	5.968204603531104	0.0018517801082794732	1.574575082073088e-05	0.9	0.005004514370406853	0.001998473655095984	9.956961176628928	0.03179539646889315	0.0
0.03486769314682277	30.000014049672675	5.970830015168941	0.0018517803938967981	1.4351514501218217e-05	0.9	0.004528271866049627	0.0019863342171704246	9.96060403498711	0.029169984831056858	0.0
0.0319593284295417	30.00001278793098	5.973244396655144	0.0018517806528220964	1.308513505148442e-05	0.9	0.004097349827576671	0.001975263203536035	9.963943321742864	0.026755603344854387	0.0
0.02928873977058297	30.00001164203978	5.975464032036986	0.0018517808877555888	1.1934075456008781e-05	0.9	0.0037074354432415366	0.0019651638310281792	9.967003824786156	0.024535967963013015	0.0
0.026837010333799247	30.000010600615674	5.97750403197103	0.0018517811010907448	1.0887163464402571e-05	0.9	0.0033546263299109066	0.001955948607562173	9.96980836333627	0.022495968028968857	0.0
0.024586670311156602	30.0000096535183	5.9793784076304535	0.00185178129495445	9.934422293138753e-06	0.9	0.003035391441305719	0.0019475383498644867	9.97237793824752	0.020621592369545697	0.0
0.022521592879700066	30.00000879169448	5.981100141387679	0.00185178147124026	9.066925978604302e-06	0.9	0.00274653576436146	0.0019398613210064007	9.974731871355921	0.01889985861232059	0.0
0.02062689681062456	30.000008007048788	5.9826812541220065	0.0018517816316385135	8.276672740034839e-06	0.9	0.0024851683410484753	0.0019328524681634586	9.97688793484831	0.017318745877993164	0.0
0.018888855422990136	30.00000729232427	5.984132869420958	0.0018517817776600623	7.556478321824795e-06	0.9	0.002248673322309976	0.0019264527478024208	9.978862471254683	0.01586713057904144	0.0
0.01729481157786368	30.00000664100831	5.9854652742782575	0.0018517819106581605	6.899880545028073e-06	0.9	0.0020346837752101507	0.0019206085273921953	9.980670504646909	0.014534725721742352	0.0
0.015833098486991454	30.00000604724661	5.986687976636732	0.0018517820318499833	6.301059311530157e-06	0.9	0.0018410580259298822	0.001915271054625714	9.982325843487063	0.013312023363267315	0.0
0.014492965807482522	30.000005505759994	5.987809759600203	0.0018517821423233737	5.754765021995556e-06	0.9	0.0016658582032014944	0.0019103959834266293	9.983841175989298	0.012190240399797292	0.0
0.01326451087769539	30.000005011800173	5.988838732506406	0.0018517822430656457	5.256255004693838e-06	0.9	0.0015073308472897376	0.0019059429514429983	9.985228158274998	0.011161267493592732	0.0
0.012138614744472974	30.000004561066643	5.989782379077657	0.0018517823349642058	4.801242373525705e-06	0.9	0.001363889363962511	0.00190187520210671	9.986497495891546	0.010217620922341481	0.0
0.01110688259314706	30.000004149669657	5.990647602400691	0.0018517824188046188	4.385844329133924e-06	0.9	0.0012340981124377799	0.0018981592452889644	9.987659019294398	0.009352397599307406	0.0
0.010161588759818844	30.000003774123613	5.991440767191846	0.0018517824953331633	4.006541892554053e-06	0.9	0.0011166581409810866	0.001894764555620898	9.988721753099183	0.008559232808152677	0.0
0.0092956251375511	30.00000343121559	5.992167739483653	0.0018517825652138492	3.66014758430532e-06	0.9	0.0010103940675819745	0.0018916632966277313	9.98969398079485	0.00783226051634628	0.0
0.008502453680974426	30.000003118019634	5.9928339230865735	0.0018517826289558195	3.343760478459666e-06	0.9	0.0009142423576702819	0.0018888300756840757	9.990583303961339	0.0071660769134256315	0.0
0.00777606230209825	30.000002832046917	5.99344429481889	0.0018517826871952718	3.0547428761506396e-06	0.9	0.0008272406933564129	0.0018862417220050175	9.99139669700453	0.0065557051811092745	0.0
0.007110923966254483	30.000002570837356	5.994003436480383	0.0018517827405405394	2.7907144320268968e-06	0.9	0.0007485183318797619	0.0018838770862403629	9.99214055770185	0.005996563519617282	0.0
0.006501958820959091	30.000002332114107	5.994515563653925	0.001851782789073748	2.549485648268125e-06	0.9	0.0006772873947764092	0.0018817168598614276	9.99282075378425	0.0054844363460744595	0.0
0.005944499129916482	30.000002114040157	5.994984555315831	0.0018517828334296902	2.3290746282338194e-06	0.9	0.0006128349776854705	0.0018797434102555061	9.993442665892383	0.005015444684168951	0.0
0.005434256843711734	30.000001914794886	5.995413978630568	0.0018517828739738206	2.127676457067897e-06	0.9	0.0005545160184066705	0.0018779406327052019	9.994011227137868	0.004586021369430992	0.0
0.004967293603353708	30.000001732745044	5.995807113196194	0.0018517829110255926	1.9436437351612567e-06	0.9	0.000501746839837927	0.0018762938154721855	9.994530959556792	0.00419288680380642	0.0
0.004539993005447134	30.00000156639367	5.996166973409715	0.0018517829448820777	1.775474936107356e-06	0.9	0.0004539993060500886	0.001874789517343446	9.995006007688486	0.0038330265902849383	0.0
