icit	akg	suc	mal	cit	fa	gly	ssa	sca
0.06	0.96	2.464	0.408	3.4	0.08528	0.114	0.03	0.04
0.002091105001551484	0.004696269516240257	4.416629369261598	0.01022638398002665	0.055826367770994076	0.003957782341393239	7.09046777781864e-06	0.03964036523816404	2.0416190842903448
0.002085955628725474	0.003852796780257056	5.019616012649305	0.010240758435417795	0.05582594455563225	0.003969119168619398	6.369574543802319e-06	0.03748089421789383	1.4028674124168405
0.002080766949029726	0.003027990557395344	5.523441776876119	0.01025039188071949	0.05582553386453629	0.003976734182660924	5.8693798392344785e-06	0.03340705277505706	0.862428380732875
0.0020760178932873858	0.0022866018162152383	5.913684090578213	0.010256740297377541	0.05582515580702566	0.003981759932961122	5.530909380015819e-06	0.028333027757910544	0.4346493519763805
0.002072665987368285	0.001770009889111236	6.1444460695364285	0.010260130314708436	0.055824883565450435	0.003984442290532335	5.3467227254702195e-06	0.023945213592314007	0.16430162549634705
0.002071710016254566	0.0016263154235344691	6.172702187289299	0.01026054033012732	0.055824801023824054	0.00398476263365197	5.3233147124299695e-06	0.022325407220395336	0.09289768184743429
0.0020716214140522314	0.001616333941188522	6.13300535616772	0.010259983696375657	0.05582479325611384	0.003984321461879566	5.352065814118047e-06	0.022050603441796556	0.08802406101145319
0.0020715904282924175	0.0016152372458933658	6.088973423460413	0.010259356326519909	0.05582479077587611	0.003983824824034728	5.384547933284584e-06	0.021884580209354028	0.08750936912159646
0.002071561493622026	0.0016144895114448183	6.04491267591597	0.010258719450150755	0.05582478848795559	0.003983320737565913	5.417469467679626e-06	0.021723471513037836	0.08716573903216328
0.002071532434025482	0.0016137566879338842	6.000993098717752	0.010258075418823525	0.05582478619129793	0.003982811046368616	5.450702662658451e-06	0.021563129691971494	0.0868294555833158
0.0020715031666430537	0.0016130263314963619	5.957222593961338	0.010257424242530889	0.05582478387826072	0.003982295759156512	5.4842452366470655e-06	0.021403406302714645	0.08649441940231048
0.0020714736867572816	0.0016122980094803645	5.913603028384576	0.010256765842158098	0.05582478154843113	0.003981774814917911	5.518099637707971e-06	0.021244301092060578	0.08616041870915916
0.002071443992548153	0.001611571732689757	5.870136064257323	0.010256100134974898	0.05582477920166389	0.003981248149829558	5.552268473323715e-06	0.021085819268439117	0.0858274587819402
0.0020714140823188186	0.001610847528514716	5.826823374257989	0.01025542703786218	0.05582477683782471	0.003980715699793863	5.5867543376259416e-06	0.020927966294533806	0.08549555299297658
0.0020713839543948704	0.0016101254252743607	5.783666649385069	0.010254746467473529	0.05582477445678115	0.003980177400567398	5.621559802560889e-06	0.020770747698548905	0.08516471515569284
0.002071353607122686	0.0016094054516688865	5.7406675992679705	0.010254058340286847	0.05582477205840239	0.003979633187802014	5.656687414986301e-06	0.020614169067686212	0.08483495925573628
0.0020713230388714585	0.0016086876367524274	5.6978279522084385	0.010253362572659333	0.055824769642559426	0.00397908299708855	5.692139693622881e-06	0.020458236047813192	0.08450629943691224
0.002071292248034482	0.0016079720099346896	5.655149455184288	0.010252659080859546	0.0558247672091252	0.0039785267639823275	5.727919127297393e-06	0.020302954343444094	0.08417875000154934
0.0020712612330323773	0.001607258600991839	5.612633873850439	0.010251947781146933	0.05582476475797468	0.00397796442406657	5.764028170600499e-06	0.020148329717764975	0.08385232541475751
0.002071229992315938	0.001606547440061666	5.570282992519022	0.010251228589847693	0.05582476228898532	0.003977395913012161	5.800469239911611e-06	0.01999436799237797	0.08352704030107647
0.002071198524365589	0.0016058385576450066	5.528098614146978	0.010250501423340972	0.055824759802036876	0.00397682116656689	5.837244714166669e-06	0.01984107504731854	0.0832029094453738
0.0020711668276972516	0.0016051319846087213	5.486082560285693	0.010249766198211545	0.05582475729701186	0.003976240120676451	5.874356926800048e-06	0.019688456820706975	0.08287994779232895
0.0020711349008640224	0.001604427752187374	5.444236670998946	0.010249022831297363	0.05582475477379581	0.003975652711522	5.91180816344371e-06	0.019536519308446687	0.08255817044671654
0.002071102742458038	0.0016037258919829388	5.402562804777662	0.010248271239741267	0.05582475223227725	0.003975058875560863	5.949600659352967e-06	0.019385268563882778	0.08223759267266086
0.0020710703511105516	0.001603026435965292	5.36106283856356	0.010247511340991859	0.055824749672347844	0.003974458549527338	5.9877365993094454e-06	0.019234710697879527	0.08191822989384376
0.002071037725502638	0.0016023294164763484	5.319738667445393	0.010246743053099491	0.05582474709390315	0.00397385167066689	6.0262181029087e-06	0.019084851877553596	0.08160009769201575
0.0020710048643598515	0.0016016348662279895	5.278592204802993	0.010245966294568316	0.0558247444968422	0.003973238176619034	6.06504723189972e-06	0.018935698326878202	0.08128321180773708
0.0020709717664578265	0.0016009428183004425	5.237625381928547	0.01024518098452124	0.05582474188106805	0.003972618005546499	6.104225982442357e-06	0.01878725632526326	0.08096758813782479
0.0020709384306278463	0.0016002533061455343	5.196840147933072	0.010244387042852136	0.055824739246488106	0.003971991096256002	6.143756277466007e-06	0.018639532207130556	0.08065324273509838
0.0020709048557710943	0.0015995663635914677	5.156238469355946	0.010243584390634886	0.055824736593015296	0.003971357388521671	6.183639947085891e-06	0.01849253236040045	0.08034019180607584
0.0020708710408396105	0.0015988820248307055	5.115822330347696	0.010242772949591914	0.055824733920566534	0.0039707168226640315	6.223878754722618e-06	0.018346263227353738	0.08002845171136456
0.002070836984847138	0.001598200324419981	5.07559373213507	0.010241952642410863	0.05582473122906363	0.003970069339799726	6.264474382156761e-06	0.018200731302622168	0.07971803896220149
0.002070802686868947	0.0015975212972749245	5.035554692661053	0.010241123392754124	0.055824728518433286	0.003969414881846919	6.3054284297012055e-06	0.018055943131863636	0.0794089702179443
0.002070768146051601	0.0015968449786815707	4.995707246868256	0.010240285125518684	0.05582472578860778	0.003968753391733717	6.346742402882615e-06	0.01791190531272854	0.07910126228839835
0.0020707333616375055	0.00159617140429877	4.956053445650715	0.010239437767553828	0.055824723039526875	0.0039680848139648246	6.388417678636859e-06	0.0177686244909043	0.07879493212708599
0.0020706983329629256	0.0015955006101585755	4.916595356063747	0.010238581247624615	0.05582472027113763	0.003967409094592144	6.430455508050422e-06	0.017626107361151708	0.07848999683227863
0.002070663059430736	0.0015948326326366308	4.877335060613877	0.010237715495665189	0.05582471748339265	0.00396672618061363	6.472857053526629e-06	0.017484360664719235	0.07818647364149409
0.0020706275404600584	0.001594167508409963	4.838274656893178	0.010236840441375957	0.05582471467624642	0.003966036018854988	6.515623457696435e-06	0.017343391188190355	0.07788437992744794
0.0020705917756869614	0.0015935052745919488	4.79941625724029	0.010235956019828808	0.05582471184966856	0.003965338560473616	6.558755568925084e-06	0.017203205761797596	0.07758373319853264
0.002070555764770102	0.0015928459685915631	4.760761988184476	0.010235062166169475	0.05582470900363253	0.0039646337566448114	6.602254206442165e-06	0.017063811257899866	0.07728455109343607
0.0020705195074863497	0.0015921896281726067	4.722313990184503	0.010234158818194356	0.055824706138120433	0.003963921560689572	6.64612003015342e-06	0.016925214589898947	0.07698685137916574
0.0020704830037217635	0.001591536291434516	4.6840744168137665	0.010233245916138242	0.055824703253122374	0.003963201927900378	6.6903535528446515e-06	0.016787422709417906	0.0766906519448566
0.002070446253472611	0.0015908859968060728	4.646045434260896	0.010232323402828652	0.05582470034863799	0.003962474815607686	6.734955138071393e-06	0.01665044260450663	0.07639597079838666
0.0020704092568489935	0.0015902387830399045	4.608229220828398	0.010231391223713191	0.05582469742467552	0.003961740183251461	6.7799249957568614e-06	0.016514281297931917	0.07610282606256467
0.0020703720140863233	0.0015895946892043765	4.570627965955798	0.010230449327266413	0.05582469448125301	0.003960997992684117	6.825263166077888e-06	0.016378945843723385	0.07581123596778587
0.0020703345255441807	0.0015889537546747636	4.533243869701146	0.010229497665019103	0.05582469151839863	0.00396024820817392	6.870969520711071e-06	0.01624444332534465	0.07552121884829109
0.002070296791713583	0.0015883160191274173	4.4960791420667325	0.010228536191740018	0.05582468853615062	0.003959490796579153	6.917043753222879e-06	0.01611078085346314	0.07523279313693844
