MP	CN	C	T2	T1	T0	MT	P0	P1	P2	Values[Pt]
0.06143680000000001	1.3472800000000003	0.20761400000000002	0.014542800000000002	0.0213384	0.021726100000000005	0.08603420000000002	0.0169928	0.014135600000000002	0.06143680000000001	1.6474592000000001
0.08617520024107352	1.2342095559641069	0.1878091158551081	0.014351627878723527	0.024493267188200774	0.02757459255081164	0.11767246011128474	0.02027114023690384	0.01886087816368741	0.01757363133190058	1.4787243215517065
0.1208691974206116	1.1296889268030619	0.17140302178100097	0.016164245876247808	0.03370222284694605	0.038995046864195596	0.16753624235447523	0.028262500813189213	0.02534414617119454	0.018998044444825668	1.373696640013272
0.16829242432533928	1.0338549301004822	0.15682540646803103	0.019471302249816625	0.04775097897145205	0.05588768394012393	0.23866181058288408	0.039534161615708524	0.03489090220121725	0.02180097268680726	1.286906373072246
0.2314145141909066	0.9461896329694154	0.14364711034567182	0.024617858608786933	0.06772778270821804	0.07974726639086666	0.33638255161507263	0.05484471442244782	0.04797592958279847	0.026151237263555012	1.2188086245838885
0.3126919929735401	0.8660991799884235	0.13174168597316016	0.03219545860558527	0.09516447985389033	0.11236956766096161	0.4653843295029165	0.07506435241044529	0.0653819314952057	0.03246929414103411	1.1707564440082687
0.4132857676827122	0.7930559267556572	0.121092616788866	0.042920847310473166	0.13149442508068146	0.15537353767399978	0.627980204487634	0.10089672669083696	0.08779251791623788	0.041246272895643435	1.1440840610472414
0.5325309266683698	0.7266528301756945	0.11177245158787151	0.05760861468256915	0.17776789970201154	0.20991741386347101	0.8232698771763015	0.13270496150835237	0.11562135199397569	0.052997767608473245	1.1397493628743671
0.6679484188212856	0.6666529932934725	0.10396899195938775	0.07719719237324175	0.2345584054800597	0.27661835268459467	1.047440362247296	0.17043021455681173	0.14892557131966958	0.06823626693852808	1.1582140380678696
0.815768123295852	0.6130578519796521	0.09803505305571796	0.10282613531271935	0.30204697880226	0.3556529031054884	1.2948469406780239	0.21362414348131128	0.18742053946967366	0.08745706782687657	1.1995946558132315
0.9716544851680244	0.5662072420812665	0.09456298236743058	0.1359489538220727	0.3801980164880675	0.44693603095486556	1.5592151634972131	0.26155689793938675	0.23056808122253886	0.11112365202865039	1.2640188556392729
1.1313083947393836	0.5269256263769423	0.09449048498660412	0.1784539388912843	0.46893147093072346	0.5502803649274193	1.834507572206157	0.3133349197270964	0.27767878580019506	0.13962231669464875	1.3520521335854867
