M_P	MKK_P	P3_c	M_P_n	M	MKKK	PreP3_mRNA	M_PP	P3_n	P3mRNA	MKK_PP	M_n	MKKK_P	MKK	M_PP_n
0.00221423044839567	12.140782403090215	-1.2289265894133343e-25	0.007436645140317974	216.66443155558474	962.0362616429519	1.1154743451189253e-37	1.3201892113965752e-08	1.2289265894133722e-25	1.3012898940130686e-39	0.028977406293669822	783.3258212029922	37.96364204580388	3987.8298549456235	4.1385210952308426e-08
0.0027216445516370287	13.042038049233128	2.3867787837112413e-26	0.009184946083118596	216.66392413469464	959.9950416202201	6.412937101412377e-37	1.998762372476393e-08	-2.3867787837108183e-26	8.002123209996711e-39	0.03381726560587872	783.3240728802208	40.004862068535594	3986.9237594401693	6.321477043136851e-08
0.0033008362660492466	13.944892751544293	6.894998324423572e-26	0.011187432692110503	216.66334493349459	957.9715695385554	3.294924927893498e-36	2.9470628242952124e-08	-6.894998324422988e-26	4.3822948901627183e-38	0.039064524443617014	783.3220703628809	42.02833415020019	3986.015657479021	9.39483010626817e-08
0.0039558443632380855	14.848904940216142	6.799635438993864e-24	0.013458956552021154	216.66268991244547	955.965401525398	1.5319770030875856e-35	4.244017755235402e-08	-6.799635438993842e-24	2.1649419544854594e-37	0.04472026678645137	783.319798796691	44.034502163357566	3985.105989548006	1.362607917621681e-07
0.004690512560908569	15.753747557006337	-9.870309825977555e-24	0.01601365984447079	216.66195522682662	953.9761119714259	6.512508167634372e-35	5.984024640984709e-08	9.870309825977987e-24	9.751312710579414e-37	0.050785223065461974	783.3172440363139	46.023791717329665	3984.1950819749377	1.9336647872050806e-07
0.0055084947979872345	16.659181903010996	2.761632502442397e-23	0.018864991619457008	216.66113722167404	952.0032924955889	2.554730883639451e-34	8.278548421278196e-08	-2.7616325024423805e-23	4.042449085666303e-36	0.057259893333945565	783.314392628799	47.996611193166615	3983.283172958663	2.690764500723042e-07
0.006413262138272945	17.56503747515729	1.609757310382996e-22	0.022025730803988827	216.66023242451146	950.046550984311	9.317484568471746e-34	1.1257723266537999e-07	-1.6097573103830134e-22	1.5542292666390014e-35	0.06414464163835186	783.3112317908652	49.95335270444445	3982.370432638212	3.678565103315968e-07
0.007408110762516787	18.471196406563728	-4.502294333931897e-21	0.025508013808061825	216.65923753776494	948.1055106985878	3.181445312535903e-33	1.507195276735632e-07	4.502294333931897e-21	5.582070626834273e-35	0.07143976745200935	783.3077493808127	51.894392990167745	3981.4569785809917	4.948850632494006e-07
0.008496170628014804	19.37758143466932	8.10743110474135e-20	0.029323365051729017	216.6581494295276	946.179809443063	1.0228029931124274e-32	1.9893503635974953e-07	-8.107431104741377e-20	1.8837969489370852e-34	0.07914555909946894	783.3039338684995	53.8200942456925	3980.54288776124	6.561108203148348e-07
0.00968041448041888	20.284146593658434	-1.6177248761618893e-18	0.0334827291517193	216.65696512660986	944.2690987920702	3.112266617971725e-32	2.5918089194678873e-07	1.617724876161888e-18	6.005677383007147e-34	0.08726233307321632	783.2997743010195	55.73080489668531	3979.628205828277	8.583101830657421e-07
0.01096366697824023	21.190869999019963	-3.048606440676649e-20	0.03799650380188303	216.65568179831868	942.3730433678172	9.005234421886633e-32	3.3366439509686276e-07	3.048606440678809e-20	1.8176311635125066e-33	0.0957904624770493	783.2952602768453	57.626860320938334	3978.712954293512	1.109144188466909e-06
0.012348613756889221	22.097748249029166	7.250844199131651e-20	0.042874572646879	216.65429676049004	940.491320166457	2.487289481589422e-31	4.2485857014869124e-07	-7.250844199126108e-20	5.242363393839067e-33	0.10473039710692215	783.2903818997854	59.50858352229858	3977.797136108873	1.417214927441983e-06
0.013837810306131942	23.00479208144666	-2.7780946457348473e-19	0.048126337630874726	216.65280745338703	938.6236179284232	6.5822596081526e-31	5.355175489504742e-07	2.778094645735397e-19	1.4463782387806864e-32	0.11408267715565808	783.2851297597898	61.37628576033224	3976.880739996407	1.79212139008228e-06
0.015433690574297436	23.91202299389558	-5.3048752739715265e-19	0.05376075046339048	216.65121144022643	936.7696365492372	1.6741763786836193e-30	6.686917891694383e-07	5.304875273972171e-19	3.829983889761073e-32	0.12384794215057456	783.279494894282	63.23026713951811	3975.963743818964	2.2445146944694744e-06
0.01713857524041634	24.819470619323884	3.929494711089645e-18	0.05978634295360938	216.64950639547894	934.9290865279063	4.104464144215729e-30	8.27743114681783e-07	-3.9294947110896235e-18	9.762253228229576e-32	0.13402693630084367	783.2734687611838	65.07081716084913	3975.0461171993848	2.7861526884442895e-06
0.018954679617645475	25.72717068386657	-2.0648971542155577e-17	0.06621125605474774	216.64769010679052	933.1016884499187	9.724757073315296e-30	1.0163595868220157e-06	2.0648971542155256e-17	2.4017528199368824e-31	0.14462051122808703	783.2670431999761	66.89821523883676	3974.127823559914	3.429953919246258e-06
0.020884121171339892	26.6351634165683	2.3498197617808017e-17	0.0730432675343968	216.64576043667643	931.287172502089	2.2317663930170184e-29	1.2385701955770917e-06	-2.3498197617808343e-17	5.7167780302987725e-31	0.15562962680874906	783.2602104347491	68.71273118666626	3973.208821711631	4.19005100274031e-06
0.022928926637701238	27.543492316976103	1.3580554126004955e-17	0.08028981821567237	216.64371537167486	929.4852780172396	4.971616581409158e-29	1.4987594158585282e-06	-1.3580554126005313e-17	1.3192834554385962e-30	0.1670553506402612	783.2529629916214	70.5146256715157	3972.2890670873912	5.0818433714135555e-06
0.025091038752041387	28.45220319411263	1.0154569472585329e-17	0.0879580367947397	216.64155295864214	927.6957530461317	1.0771426188776586e-28	1.8016815788587346e-06	-1.0154569472585443e-17	2.958082240218071e-30	0.1788988566164059	783.2452937308324	72.30415064262365	3971.3685127042795	6.122049501355958e-06
0.027372322588137106	29.36134342367472	6.333262633874167e-17	0.09605476324779313	216.63927131965036	925.918353954953	2.2738416239855832e-28	2.1524751277929366e-06	-6.333262633874125e-17	6.455930627869365e-30	0.19116142285300988	783.2371958020324	74.08154973380213	3970.4471099084813	7.3287585962501875e-06
0.02977457152714616	30.270961370101496	9.321222931167276e-17	0.10458657088424249	216.63686866962126	924.1528450461257	4.683696864934494e-28	2.556676750970029e-06	-9.321222931167273e-17	1.3734896962977623e-29	0.20384442925920282	783.2286625985611	75.84705864262946	3969.524808955648	8.721481804775779e-06
0.03229951286248694	31.18110594355683	-8.15188181872264e-17	0.11355978705757105	216.63434326547346	922.3989982014479	9.427511245492726e-28	3.020235379654821e-06	8.151881818722882e-17	2.853013704861516e-29	0.21694935487983705	783.2196877819202	77.60090548730739	3968.6015594565715	1.0321203031740849e-05
0.03494881306144942	32.091826259218585	-1.926086781970623e-16	0.12298051262222899	216.6316934373648	920.6565925455104	1.8568263975593358e-27	3.5495261178300273e-06	1.9260867819706168e-16	5.793668118399765e-29	0.23047777514626422	783.2102652257481	79.34331114324479	3967.6773107206423	1.2150429362557514e-05
0.03772408270462125	33.00317137522112	-8.71089176856328e-17	0.13285464019761975	216.62891756027034	918.9254141279972	3.583046356697817e-27	4.151364074099561e-06	8.71089176856317e-17	1.1517155809040177e-28	0.244431359143863	783.2003890209743	81.07448956075788	3966.7520120206423	1.4233241202325168e-05
0.04062688111448097	33.91519009529484	-1.2234211641736122e-15	0.14318787129116672	216.62601408607287	917.2052556238069	6.781651727586538e-27	4.833018150412898e-06	1.2234211641735969e-15	2.243853359354529e-28	0.2588118669279324	783.1900534219134	82.79464806494828	3965.8256127927843	1.6595342150338304e-05
0.0436587206955617	34.82793082057841	3.4262221346093536e-15	0.15398573234815957	216.6229814781453	915.495916049692	1.2603498188502842e-26	5.602224756554691e-06	-3.4262221346093225e-15	4.289523507856147e-28	0.27362114694144773	783.1792528912297	84.50398763906308	3964.898062787487	1.9264108721468542e-05
0.046821071002261884	35.74144143972996	7.152304591619435e-17	0.16525358980258292	216.61981826084894	913.7972004962061	2.3021020163748733e-26	6.467201533715097e-06	-7.15230459161857e-17	8.054023351126829e-28	0.2888611335599815	783.1679820312569	86.2027031925491	3963.969312181717	2.2268639915384083e-05
0.050115362549666566	36.655769249676034	1.0394872439963767e-16	0.17699666417843835	216.6165230003213	912.1089198740887	4.1362189574127364e-26	7.4366610482748855e-06	-1.0394872439977349e-16	1.4864929322151065e-27	0.30453384477556145	783.1562355852349	87.89098381466636	3963.0393116605565	2.56398067554727e-05
0.05354299038274906	37.57096090026221	1.6513906669084995e-17	0.18922004328783484	216.61309428878008	910.4308906743574	7.316565503846365e-26	8.519824496338253e-06	-1.651390666924698e-17	2.6993115072159132e-27	0.320641380033663	783.144008436175	89.56901301439751	3962.108012474712	2.9410301836095954e-05
0.057105317421654464	38.48706235690757	1.256151474875551e-15	0.20192869461089352	216.60953075565533	908.7629347408354	1.2752464228040777e-25	9.726435445088871e-06	-1.25615147487571e-15	4.826775167690575e-27	0.3371859182169941	783.1312955799399	91.23696894791969	3961.175366479883	3.3614688943092476e-05
0.06080367760064591	39.40411887744664	1.5984044203986502e-16	0.21512747690646686	216.60583105723595	907.1048790543379	2.191632769324601e-25	1.1066773612919788e-05	-1.5984044204003389e-16	8.505367428785864e-27	0.3541697157738339	783.1180921207826	92.8950246344172	3960.2413261617876	3.828945282532469e-05
0.06463937881492549	40.32217499994449	5.336759888651143e-15	0.22882115110809925	216.60199386412563	905.4565555277416	3.7160048554361686e-25	1.2551668713258184e-05	-5.336759888651389e-15	1.4778413431676174e-26	0.3715951049865455	783.1043932699856	94.5433481610135	3959.305844650077	4.34730491666695e-05
0.06861370566607707	41.24127454009081	-1.0758963490009523e-15	0.2430143904930196	216.59801790135637	903.8178008121816	6.219906397656688e-25	1.4192514392671616e-05	1.075896349000647e-15	2.5336733850915943e-26	0.3894644923852197	783.0901942927674	96.18210287657345	3958.3688757225327	4.920595483240942e-05
0.07272792204682457	42.16146059486543	-3.0079859782985053e-15	0.2577117902210019	216.59390187943455	902.1884561127121	1.0283854784819192e-24	1.6001282253160316e-05	3.007985978298194e-15	4.2882798033545016e-26	0.4077803572874328	783.0754905650491	97.81144757604304	3957.4303738028552	5.5530718481572386e-05
0.07698327356610778	43.08277555016469	3.625963683577672e-15	0.27291787631592346	216.58964453181915	900.5683670128485	1.6805536693584457e-24	1.7990536000789785e-05	-3.625963683577923e-15	7.169860539086215e-26	0.4265452504538159	783.0602775245034	99.43153667590664	3956.4902939543895	6.249201155780172e-05
0.08138098982550428	44.00526109261288	-5.89422320308812e-15	0.2886371140923065	216.5852446394643	898.9573833076274	2.715754002120291e-24	2.01734457348581e-05	5.894223203088034e-15	1.18487926667509e-25	0.4457617928548362	783.0445506352446	101.04252038112774	3955.5485918695404	7.01366797309775e-05
0.08592228655445332	44.92895822468998	2.420987975946545e-15	0.30487391602373565	216.58070094941695	897.3553588451575	4.341840146731367e-24	2.256380236585834e-05	-2.420987975946395e-15	1.936303073299134e-25	0.46543267454936166	783.0283054591598	102.64454484359757	3954.605223855769	7.8513794914005e-05
0.09060836760581777	45.85390728143315	4.231634140707591e-15	0.32163264915055056	216.57601225501486	895.7621513756743	6.870643104586817e-24	2.5176032239836053e-05	-4.2316341407070826e-15	3.1304190672486077e-25	0.485560653657721	783.0115375662409	104.23775231308073	3953.6601468199183	8.767470782470578e-05
0.09544042683905245	46.7801479483519	-6.803424458571848e-15	0.3389176420264412	216.57117735306826	894.1776224077815	1.076607846779125e-23	2.802521191572147e-05	6.8034244585727546e-15	5.009363272447896e-25	0.5061485554242371	782.9942425685053	105.82228128097357	3952.7133182512316	9.767310123679e-05
0.10041964989109176	47.707719280410295	1.0750534932762141e-14	0.35673319125470554	216.56619501506302	892.6016370712134	1.671178253145122e-23	3.1127083148565455e-05	-1.0750534932760529e-14	7.937686737681672e-25	0.52719927136189	782.9764161404164	107.39826661754164	3951.7646962032354	0.0001085650439018498
0.1055472158237779	48.63665972169526	-2.4946419880031636e-16	0.3750835676142153	216.5610640857527	891.0340639862967	2.5707146875278452e-23	3.449806813120614e-05	2.4946419880309744e-16	1.2459325255224016e-24	0.5487157584804155	782.9580539124482	108.96583970245848	3950.814239274832	0.00012040904525004616
0.11082429869249713	49.567007125122714	-7.291154729522194e-16	0.39397302180934296	216.55578334629686	889.4747751393298	3.920160912053161e-23	3.8155284889265244e-05	7.291154729569131e-16	1.937945345670904e-24	0.5707010385815611	782.9391516005576	110.52512854942529	3949.861906591303	0.0001332661109657928
0.11625206900248017	50.4987987721848	1.7167127723009403e-16	0.4134057898848081	216.55035161289243	887.923645763722	5.928259465983781e-23	4.211656301892581e-05	-1.716712772224729e-16	2.9881294737207125e-24	0.5931581976226964	782.9197049006101	112.07625792503316	3948.907657785199	0.00014719979937512
0.12183169508996791	51.43207139263098	-5.114176425713328e-16	0.4333860983210162	216.5447677044271	886.3805542262494	8.893193473127611e-23	4.640045961835734e-05	5.114176425833933e-16	4.568847493679851e-24	0.6160903851403638	782.8997095141758	113.61934946250578	3947.951452977235	0.0001622762787918888
0.1275643444161829	52.36686118387594	3.409463561668573e-16	0.45391816880868924	216.53903042838724	884.8453819186877	1.3238062020271932e-22	5.1026275529281474e-05	-3.40946356147945e-16	6.929415597632214e-24	0.6395008137345971	782.8791611564786	115.15452177006736	3946.993252757395	0.00017856438588142965
0.13345118478378237	53.30320383000783	-1.2441629016394668e-17	0.4750062227505397	216.53313860024895	883.3180131541358	1.9559149312376832e-22	5.6014071873413765e-05	1.2441629045554025e-17	1.0427891394867703e-23	0.6633927586047411	782.858055531212	116.68189053461927	3946.033018166393	0.00019613568504412286
0.13949338547873008	54.24113452034176	-1.0118760112796988e-15	0.49665448547404917	216.5270910278543	881.7983350682324	2.869297946776872e-22	6.138468691377397e-05	1.0118760113241876e-15	1.5576044888507532e-23	0.6877695571396438	782.8363883407291	118.20156862052272	3945.070710677525	0.0002150645289993021
0.14569211835914478	55.1806879675764	-3.759541308536059e-16	0.5188671902575251	216.52088652313648	880.286237523668	4.1802023155577763e-22	6.715975317115774e-05	3.759541309209738e-16	2.309809552982842e-23	0.7126346085421255	782.8141552691255	119.71366616508706	3944.106292178888	0.00023542812025993247
0.15204855887062468	56.12189842537228	-2.3258695681929403e-15	0.5416485820699488	216.51452387423578	878.7816130196377	6.04933721833445e-22	7.336171493760767e-05	2.3258695682942304e-15	3.4013433861087825e-23	0.7379913735070083	782.7913520052867	121.21829066911745	3943.1397249561273	0.0002573065740065723
0.1585638869961963	57.064799705373474	-2.9098846448949117e-15	0.5650029210946065	216.5080018897511	877.284356605232	8.697727924905187e-22	8.00138461386178e-05	2.909884645045964e-15	4.9749628083891705e-23	0.7638433739400983	782.7679741940817	122.7155470835231	3942.1709716756923	0.0002807829822458016
0.1652392881580462	58.00942519375992	-3.352768262349971e-16	0.5889344860482686	216.50131936994427	875.7943657963675	1.2427712555183954e-21	8.71402685768755e-05	3.3527682645847225e-16	7.229252884831112e-23	0.7901941927185384	782.7440174608537	124.20553789238761	3941.199995368527	0.0003059434792468156
0.17207595407180898	58.95580786721925	-1.2424231412767331e-15	0.6134475773243412	216.49447507802347	874.3115404959931	1.765056062441464e-21	9.476597051540866e-05	1.242423141605056e-15	1.0438804184284525e-22	0.817047473482391	782.7194774360537	125.68836319276198	3940.2267594143036	0.00033287730828724895
0.17907508354719776	59.90398030828694	-1.3430912948367043e-15	0.6385465199674578	216.48746779448945	872.8357829176072	2.492273709193438e-21	0.00010291682564500117	1.3430912953159584e-15	1.4981381847402294e-22	0.8444069204551089	782.6943496970326	127.16412077114796	3939.2512275262643	0.0003616768897800106
0.18623788324650878	60.85397472018837	1.7914292660993555e-15	0.6642356664664795	216.4802962984965	871.3669975120307	3.499338859175579e-21	0.00011161961250497591	-1.7914292654041916e-15	2.1373971064598017e-22	0.8722762983003162	782.6686297830393	128.63290617672448	3938.2733637365172	0.00039243789085528704
0.19356556840124492	61.80582294119438	3.287780374225257e-15	0.6905193993845646	216.47295933202574	869.9050908972195	4.886623084582908e-21	0.00012090203428896933	-3.28778037322304e-15	3.032016777131488e-22	0.9006594320128996	782.6423132276097	130.09481279153573	3937.293132381799	0.0004252592965074765
0.2010593634810534	62.75955645834796	1.3391979705079157e-15	0.7174021338427359	216.46545564052192	868.4499717911094	6.78813406698569e-21	0.00013079273912831578	-1.3391979690713387e-15	4.277491291087034e-22	0.9295602068363288	782.615395514685	131.54993189764582	3936.310498089821	0.00046024348236751577
0.20872050284003185	63.71520642084099	-1.7296471105365816e-15	0.7448883199042389	216.45778397480487	867.0015509463619	9.38151688920434e-21	0.00014132134070709245	1.7296471125842286e-15	6.002409413485537e-22	0.9589825682003358	782.5878720735737	132.99835274239337	3935.325425765964	0.0004974962886440006
0.21655023132008563	64.67280365282059	1.0599927897081654e-15	0.7729824447816543	216.44994305050753	865.559741088506	1.290153007188004e-20	0.00015251843943688944	-1.059992786805402e-15	8.379217721955551e-22	0.9889305216984718	782.5597383166073	134.4401626002493	3934.337880580487	0.0005371270962172826
0.22454980481862372	65.63237866565049	-7.300306134789486e-17	0.8016890349452281	216.44193157856645	864.1244568563537	1.7657156697033244e-20	0.0001644156441437615	7.300306544117529e-17	1.163827703115035e-21	1.0194081330811344	782.5309896058734	135.87544683240156	3933.347827956274	0.0005792489042031978
0.2327204908307769	66.59396166974273	-1.693941442746931e-16	0.8310126581170643	216.43374826255325	862.6956147446964	2.4053405359353465e-20	0.00017704559413370022	1.6939415001687077e-16	1.608600059491186e-21	1.0504195282730504	782.5016212532477	137.3042889440588	3932.35523355699	0.0006239784093297044
0.24106356896419262	67.55758258595785	3.7686055384712775e-17	0.8609579251646345	216.42539178834807	861.2731330491586	3.2618992786811014e-20	0.00019044198180908828	-3.768604736911326e-17	2.21282220548641e-21	1.081968893413239	782.4716285282065	138.7267706395966	3931.360063275635	0.0006714360870027987
0.2495803314260669	68.5232710565785	3.727464413407948e-17	0.8915294918969319	216.41686082832666	859.8569318131845	4.4041516033569596e-20	0.00020463957579299814	-3.727463299864187e-17	3.0300295486855505e-21	1.1140604749170062	782.4410066512525	140.1429718755708	3930.362283223511	0.0007217462742351574
0.25827208348303915	69.49105645582688	4.0814379771382017e-16	0.9227320607573732	216.40815404202363	858.4469327773012	5.921297258626707e-20	0.00021967424462941842	-4.081437823158921e-16	4.130655085427635e-21	1.1466985795617801	782.4097507909888	141.5529709114541	3929.3618597196178	0.0007750372546914537
0.267140143910036	70.46096790014836	3.877342942229991e-16	0.9545703824753224	216.39927007280846	857.0430593293732	7.928278613236934e-20	0.00023558298078113247	-3.87734273027588e-16	5.606709359770152e-21	1.179887574581117	782.3778560652327	142.95684435938202	3928.3587592802764	0.000831441344775898
0.2761858454035617	71.43303425790269	-4.625350965007879e-16	0.9870492575871377	216.3902075492808	855.645236457802	1.0572849706154427e-19	0.0002524039254428828	4.625351255471194e-16	7.578084095159506e-21	1.2136318877897172	782.3453175375726	144.35466723095325	3927.352948609314	0.0008910949826385964
0.2854105349759346	72.40728415871864	9.52888450417838e-16	1.0201735378874135	216.3809650887525	854.2533907064048	1.4044532078766007e-19	0.0002701763939364495	-9.52888410783739e-16	1.0200623382361011e-20	1.2479360077270119	782.3121302119231	145.74651298235042	3926.3443945885606	0.0009541388192239544
0.2948155743388098	73.38374600258173	-1.7614445195784125e-15	1.0539481278339204	216.37154128244694	852.8674501304697	1.8585487576677401e-19	0.0002889409015038392	1.7614445734340017e-15	1.3676071454123837e-20	1.282804483812354	782.2782890454199	147.13245355828556	3925.333064268612	0.0010207178109225088
0.30440234026269836	74.36244796851946	9.67208068612943e-16	1.088377985878436	216.3619347203586	851.4873442546999	2.450432558862621e-19	0.00030873918985746784	-9.67207995728792e-16	1.8264887833543686e-20	1.3182419265195655	782.2437889217479	148.51255943405542	3924.318924859967	0.0010909813145764534
0.3141722249298944	75.34341802304634	5.1078232070433245e-15	1.1234681257528873	216.3521439644179	850.113004032245	3.2192373909259616e-19	0.000329614254043336	-5.107823108796749e-15	2.4301564937081494e-20	1.3542530075620245	782.208624676213	149.88689965651028	3923.301943724398	0.0011650831841086234
0.3241266362622444	76.3266839281714	-1.5442226783874693e-17	1.1592236176749098	216.34216755313915	848.7443618058654	4.2144895765301955e-19	0.00035161037024697027	1.5442358708843877e-17	3.221472869946711e-20	1.3908424601021867	782.1727910894352	151.25554188288993	3922.2820883667337	0.0012431818701940033
0.3342669982349033	77.31227324920067	1.0086146251839208e-14	1.1956495895131405	216.33200403441793	847.3813512702345	5.498711006158719e-19	0.0003747731242295737	-1.008614607535537e-14	4.255194003588551e-20	1.4280150789769717	782.13628285294	152.61855241852084	3921.25932642683	0.0013254405218724704
0.344594751189348	78.30021336213034	9.255524123990976e-16	1.232751227907208	216.32165190004847	846.0239074354693	7.150565976260788e-19	0.0003991494399963983	-9.255521771665491e-16	5.601100748494169e-20	1.465775720922016	782.0990946330767	153.97599625328627	3920.2336256719545	0.0014120270903448722
0.3551113521166072	79.29053146091641	-4.068197796745794e-15	1.2705337793389866	216.31110965728462	844.6719665921358	9.268816491096394e-19	0.00042478760977254933	4.0681981091738375e-15	7.347832552374618e-20	1.5041293048319044	782.0612209979668	155.3279370966197	3919.204953989259	0.0015031144352694338
0.3658182749462358	80.28325456444163	-4.843878881131162e-15	1.3090025511709555	216.30037578398054	843.3254662771111	1.19769208952296e-18	0.0004517373239546531	4.8438792946494076e-15	9.607472749433684e-20	1.5430808120179889	782.0226564608973	156.6744374116443	3918.1732793785472	0.001598880433008
0.3767170108136449	81.27840952312997	-1.0529266458176587e-14	1.3481629126282049	216.28944873408068	841.984345241216	1.5428964859620768e-18	0.0004800497022590482	1.0529267003640945e-14	1.2521525280424034e-19	1.582635286489164	781.9833954734389	158.01555844753926	3917.1385699453867	0.0016995080882731117
0.387809068319847	82.27602302532894	1.8156122782708298e-14	1.388020295760492	216.2783269592853	840.6485434176601	1.9816807420421235e-18	0.0005097773254847895	-1.8156122065566054e-14	1.626827408068709e-19	1.6227978352362553	781.9434324024132	159.35136027109525	3916.1007938944417	0.0018051856476796653
0.39909597379188844	83.27612160354506	1.847886792429367e-15	1.428580196364687	216.26700885282074	839.3180018915135	2.537866807900829e-18	0.000540974267625973	-1.847885852597822e-15	2.1071620731008766e-19	1.6635736285363063	781.902761584791	160.68190179724166	3915.059919522925	0.0019161067159705575
0.4105792715161211	84.27873164042363	-9.437394159097252e-15	1.469848174882353	216.2554928287443	837.9926628703895	3.2409761519276243e-18	0.0005736961294415524	9.437395386926761e-15	2.721207565014191e-19	1.704967900272258	781.861377247105	162.00724081836572	3914.015915214311	0.0020324703748533244
0.4222605239829567	85.28387937452655	4.449617869856942e-16	1.5118298572678637	216.24377727390166	836.6724696558058	4.127454635827753e-18	0.0006080000719311131	-4.449601878074114e-16	3.503968396380806e-19	1.7469859482546715	781.8192735522234	163.3274340329494	3912.968749432225	0.0021544813041036144
