TF_VIIa	Xa	IXa	ATIII	VII	X	Va	IIa	VIIIa	TF_VIIa_Xa	Xa_Va	IXa_VIIIa	mIIa	VIIa	Xa_TFPI	VIIIa1_L	TF_VIIa_X	II	TF_VIIa_IX	mIIa_ATIII	TF_VIIa_Xa_TFPI	IX	TF_VIIa_ATIII	VIII	TF_VII	Xa_Va_II	IIa_ATIII	IXa_VIIIa_X	V	TF	IXa_ATIII	VIIIa2	Xa_ATIII	TFPI	Values[IIa+1.2mIIa]
0.0	3.080442891134529e-11	1.808053771131719e-10	3.321875146244488e-06	9.876710709124472e-09	1.5886710702180396e-07	1.881998278296528e-08	1.6759849916324763e-08	5.656178438019202e-10	0.0	7.298747472635074e-10	5.606927836402292e-12	2.7879684163548007e-07	2.2328929087550208e-10	1.659637199987158e-12	5.3008794137374164e-11	0.0	1.026885036062159e-06	0.0	7.527589706771183e-08	0.0	9.000000000000001e-08	0.0	6.498453450203901e-11	0.0	4.499983454742289e-10	2.8323769728493713e-09	1.0781899722263612e-11	1.4412429701179805e-13	0.0	1.2805795328161924e-11	5.3008794137374164e-11	3.773919624775411e-12	2.4983403628000145e-09	3.513160598789008e-07
0.0	3.3325338941353263e-11	1.7952471091818303e-10	3.3146526981157356e-06	9.86847427854791e-09	1.5877523196753914e-07	1.8731610210905248e-08	1.9626382780847086e-08	5.809604134642745e-10	0.0	7.932615139544102e-10	5.945981529329129e-12	2.980794963877955e-07	2.3152572145206677e-10	1.7310907585528947e-12	5.646742367526577e-11	0.0	9.97488765056211e-07	0.0	8.207011562825797e-08	0.0	9.000000000000001e-08	0.0	4.519561445830078e-11	0.0	4.75086076746579e-10	3.2601540701410077e-09	1.1430566872829074e-11	4.219839379817472e-14	0.0	1.309874067965846e-11	5.6467423675265764e-11	3.933445187207257e-12	2.498268909241449e-09	3.7732177844620164e-07
0.0	3.6028070433059586e-11	1.7823320189912356e-10	3.3069131752922197e-06	9.859209270742464e-09	1.5867799066324147e-07	1.86380097631786e-08	2.294990873370884e-08	5.920667395846584e-10	0.0	8.618451352238268e-10	6.2898436140335135e-12	3.179813492814553e-07	2.407907292575114e-10	1.8083863832417952e-12	6.000643762303014e-11	0.0	9.664992776439197e-07	0.0	8.930972742571971e-08	0.0	9.000000000000001e-08	0.0	2.954896295747193e-11	0.0	5.001341499494595e-10	3.7596027652463e-09	1.2088016220805057e-11	1.095164815609173e-14	0.0	1.3388938266037642e-11	6.000643762303014e-11	4.105578548234417e-12	2.4981916136167595e-09	4.0452752787145514e-07
0.0	3.8920746402820645e-11	1.7693880418634905e-10	3.298635419453189e-06	9.84878438311421e-09	1.5857533805543226e-07	1.8539188398851025e-08	2.6792294523532937e-08	5.990294926688365e-10	0.0	9.359594244521655e-10	6.635858968444079e-12	3.384077920453534e-07	2.512156168857721e-10	1.891939141339235e-12	6.360051143284495e-11	0.0	9.339284506909647e-07	0.0	9.700487906461716e-08	0.0	9.000000000000001e-08	0.0	1.7985140619943638e-11	0.0	5.248496860672816e-10	4.341733989463869e-09	1.2748996309930066e-11	2.4906295717442705e-15	0.0	1.3676340535276588e-11	6.360051143284495e-11	4.2911521943256226e-12	2.498108060858662e-09	4.3288164497795695e-07
0.0	4.2012411439452096e-11	1.7564873996252893e-10	3.289799752611954e-06	9.837053542869073e-09	1.5846727007599327e-07	1.84351639244605e-08	3.122091972168163e-08	6.023047050887477e-10	0.0	1.0159384216901032e-09	6.981630527501937e-12	3.592402147976428e-07	2.6294645713090875e-10	1.982183059380104e-12	6.722598935691454e-11	0.0	8.998081728668379e-07	0.0	1.0516285253670351e-07	0.0	9.000000000000001e-08	0.0	1.0078957102589372e-11	0.0	5.488971636353232e-10	5.0189429134982485e-09	1.3408717924245727e-11	4.902141215055991e-16	0.0	1.3960911585723175e-11	6.722598935691454e-11	4.491026258311718e-12	2.4980178169406206e-09	4.623091774788529e-07
0.0	4.531346079062514e-11	1.7436896236303026e-10	3.280388456571378e-06	9.82385481672547e-09	1.5835381792384149e-07	1.832598018296596e-08	3.630836037545312e-08	6.026125596641256e-10	0.0	1.1021169451574378e-09	7.32519749132713e-12	3.8033422123788267e-07	2.7614518327450773e-10	2.0795736678007e-12	7.086280497685368e-11	0.0	8.6419292088668e-07	0.0	1.1378749037857644e-07	0.0	9.000000000000001e-08	0.0	5.13622332381182e-12	0.0	5.719027894815247e-10	5.80510433192553e-09	1.4063214543880917e-11	8.239511842244423e-17	0.0	1.4242625601761442e-11	7.086280497685368e-11	4.706092517287363e-12	2.4979204263322e-09	4.927094258609123e-07
0.0	4.8835950042323224e-11	1.7310387208207197e-10	3.2703862869712703e-06	9.809009438030492e-09	1.5823504019291395e-07	1.8211707540597742e-08	4.213182738383567e-08	6.007825494384484e-10	0.0	1.1948315812285602e-09	7.66512546263726e-12	4.0151846689731526e-07	2.9099056196948406e-10	2.1845913919091563e-12	7.449561989339645e-11	0.0	8.271619905683727e-07	0.0	1.228786011607225e-07	0.0	9.000000000000001e-08	0.0	2.3471674097062763e-12	0.0	5.934608665167294e-10	6.715653123236425e-09	1.470953779581042e-11	1.1657013435871113e-17	0.0	1.4521464659480101e-11	7.449561989339645e-11	4.937280110764444e-12	2.4978154086080908e-09	5.239539876606138e-07
0.0	5.2593706498946734e-11	1.7185632858810085e-10	3.2597810089097903e-06	9.792321044918628e-09	1.5811101439031604e-07	1.80924371614667e-08	4.877231907743834e-08	5.97592705585067e-10	0.0	1.2944211178699733e-09	8.000496597341145e-12	4.225942607344882e-07	3.0767895508134914e-10	2.297745421664172e-12	7.811398766978543e-11	0.0	7.888212703570887e-07	0.0	1.324313645359039e-07	0.0	9.000000000000001e-08	0.0	9.47051702819621e-13	0.0	6.131417192968693e-10	7.767643575783448e-09	1.534575844498586e-11	1.3665007393850644e-18	0.0	1.4797416369571878e-11	7.811398766978543e-11	5.185562151546455e-12	2.4977022545783364e-09	5.558854319588241e-07
0.0	5.660222423889528e-11	1.7062790325790796e-10	3.2485639391165457e-06	9.773575239696583e-09	1.5798182931483384e-07	1.7968273883939324e-08	5.6313443354592524e-08	5.936550598312122e-10	0.0	1.4012252837397888e-09	8.330819693972715e-12	4.4333604685095974e-07	3.2642476030339693e-10	2.4195775811936072e-12	8.171166950545434e-11	0.0	7.493044705127829e-07	0.0	1.4243575780018897e-07	0.0	9.000000000000001e-08	0.0	3.3164572759708975e-13	0.0	6.305008321903328e-10	8.979780649284711e-09	1.597080524176278e-11	1.3059260724841536e-19	0.0	1.5070471806356376e-11	8.171166950545434e-11	5.451962174277046e-12	2.497580422418808e-09	5.883166995757441e-07
0.0	6.087838382054147e-11	1.6941925393086537e-10	3.236730478353548e-06	9.752539588251054e-09	1.5784757924592398e-07	1.7839330074825674e-08	6.483986098068694e-08	5.893754839151157e-10	0.0	1.5155808294489977e-09	8.655902164853515e-12	4.634928704846298e-07	3.4746041174892604e-10	2.5506657485709595e-12	8.528548048141414e-11	0.0	7.087737359759885e-07	0.0	1.528760279538103e-07	0.0	9.000000000000001e-08	0.0	9.891355146532195e-14	0.0	6.450890957153543e-10	1.0372415509168326e-08	1.658421988715022e-11	1.0012213067046846e-20	0.0	1.5340624017130623e-11	8.528548048141414e-11	5.737559455429162e-12	2.49744933425143e-09	6.210313055622427e-07
0.0	6.544006582180479e-11	1.6823049116473563e-10	3.2242806167833684e-06	9.728964180509541e-09	1.5770836018297895e-07	1.7705721282036455e-08	7.443530139387045e-08	5.849796382658351e-10	0.0	1.6378143854911012e-09	8.97572746780997e-12	4.82790934216595e-07	3.7103581949043677e-10	2.6916265079234544e-12	8.883410524578011e-11	0.0	6.674195682001723e-07	0.0	1.637302348852721e-07	0.0	9.000000000000001e-08	0.0	2.4614843212987292e-14	0.0	6.564643324718694e-10	1.1967496971617701e-08	1.718591417736074e-11	6.098840042244241e-22	0.0	1.560786719009339e-11	8.883410524578011e-11	6.043492551054946e-12	2.4973083734920777e-09	6.537844224537845e-07
0.0	7.030571605950454e-11	1.6706145228548412e-10	3.2112193941114824e-06	9.7025828718155e-09	1.5756426779807818e-07	1.7567563578073575e-08	8.518010935559327e-08	5.80571463912657e-10	0.0	1.768231973096151e-09	9.290365011097077e-12	5.009373596442747e-07	3.974171281844754e-10	2.84311686557481e-12	9.235718595372326e-11	0.0	6.254599638199102e-07	0.0	1.749698927610063e-07	0.0	9.000000000000001e-08	0.0	4.998798855495233e-15	0.0	6.642044488302771e-10	1.3788469970384726e-08	1.7775986323666108e-11	2.857351671512718e-23	0.0	1.5872196379752422e-11	9.235718595372326e-11	6.370960746733749e-12	2.497156883134426e-09	6.863049409287227e-07
0.0	7.549388641963088e-11	1.6591186397379723e-10	3.1975572951564164e-06	9.673115322592702e-09	1.5741539651655642e-07	1.742497207206895e-08	9.714829784996265e-08	5.761898930980026e-10	0.0	1.9071054086317734e-09	9.599917616677487e-12	5.176252735116613e-07	4.2688467740727065e-10	3.0058349553487247e-12	9.585476942673581e-11	0.0	5.831386561064346e-07	0.0	1.8655973804782457e-07	0.0	9.000000000000001e-08	0.0	8.090562089086795e-16	0.0	6.679225192993091e-10	1.5860111964817173e-08	1.8354610802373872e-11	1.0216882327894902e-24	0.0	1.6133607607151095e-11	9.585476942673581e-11	6.7212233352164365e-12	2.4969941650446515e-09	7.182986260639562e-07
0.0	8.102274640271087e-11	1.647814191410553e-10	3.1833105602880592e-06	9.640269947022995e-09	1.572618391913375e-07	1.7278060039704097e-08	1.1040411230780915e-07	5.718463750265298e-10	0.0	2.054656130944569e-09	9.904497102236536e-12	5.325403185462622e-07	4.597300529769752e-10	3.180519676838543e-12	9.932704052465951e-11	0.0	5.407223332994934e-07	0.0	1.9845765336349508e-07	0.0	9.000000000000001e-08	0.0	1.017529987416439e-16	0.0	6.672838293513692e-10	1.820829865358881e-08	1.892198559357446e-11	2.670678001945713e-26	0.0	1.6392098163133388e-11	9.932704052465951e-11	7.095596693474818e-12	2.496819480323163e-09	7.494524945633236e-07
0.0	8.690955218839393e-11	1.6366980554763562e-10	3.1685013891330516e-06	9.603747866612943e-09	1.5710368702729286e-07	1.712693828988782e-08	1.2499815369957615e-07	5.675432426101296e-10	0.0	2.2110370480020723e-09	1.0204215326034845e-11	5.453686385845296e-07	4.962521333870262e-10	3.367949185729405e-12	1.0277422024542864e-10	0.0	4.984967153029266e-07	0.0	2.1061477615723167e-07	0.0	9.000000000000001e-08	0.0	9.69052196541418e-18	0.0	6.620246621101469e-10	2.0859691593625578e-08	1.9478312127884147e-11	5.198388128697399e-28	0.0	1.664766699844505e-11	1.0277422024542864e-10	7.495449092957578e-12	2.496632050814273e-09	7.794405200010115e-07
0.0	9.317007343859886e-11	1.6257671385913763e-10	3.1531580158284054e-06	9.563247934134328e-09	1.569410295886831e-07	1.6971714582751563e-08	1.409631640177679e-07	5.632804931171872e-10	0.0	2.376313564231636e-09	1.049918166639557e-11	5.558062954335123e-07	5.367520658656405e-10	3.568938138375211e-12	1.0619653518993322e-10	0.0	4.56761407032401e-07	0.0	2.2297581897082774e-07	0.0	9.000000000000001e-08	0.0	6.898208992401248e-19	0.0	6.519718530168438e-10	2.3841342692473924e-08	2.002378933666236e-11	2.1360143015241083e-29	0.0	1.690031513780409e-11	1.0619653518993322e-10	7.922193154789274e-12	2.496431061861628e-09	8.079307185379826e-07
0.0	9.981799687228758e-11	1.6150183904009458e-10	3.137314635150269e-06	9.518472844268665e-09	1.5677395482784828e-07	1.681249304658867e-08	1.583096448973858e-07	5.590576745710178e-10	0.0	2.550444937901981e-09	1.0789502536239315e-11	5.635699437632193e-07	5.815271557313056e-10	3.7843336135673756e-12	1.0959421051797158e-10	0.0	4.1582351179615936e-07	0.0	2.3547962339275006e-07	0.0	9.000000000000001e-08	0.0	3.815723854943629e-20	0.0	6.370620155093958e-10	2.718021413497585e-08	2.0558612336613154e-11	1.6248161371848896e-30	0.0	1.7150046087052566e-11	1.0959421051797158e-10	8.377275917909868e-12	2.4962156663864357e-09	8.345935774132489e-07
0.0	1.0686434785822871e-10	1.6044488013692819e-10	3.1210111620028726e-06	9.469136276835522e-09	1.5660254911762614e-07	1.6649373614093344e-08	1.770215538337743e-07	5.548742776034528e-10	0.0	2.7332678022910526e-09	1.107528138110149e-11	5.684084228555779e-07	6.308637231644481e-10	4.015009703712054e-12	1.1296746874765594e-10	0.0	3.759900857627593e-07	0.0	2.480599616634412e-07	0.0	9.000000000000001e-08	0.0	1.6818630859139135e-21	0.0	6.173585836156568e-10	3.0902617300831655e-08	2.1082972266107114e-11	-9.969216893424125e-32	0.0	1.739686621586282e-11	1.1296746874765594e-10	8.862166639149076e-12	2.4959849902962907e-09	8.591116612604677e-07
0.0	1.143169873444554e-10	1.594055398037468e-10	3.1042928120394995e-06	9.414970929045573e-09	1.5642689728377128e-07	1.6482451531000137e-08	1.970523943800573e-07	5.507297952648017e-10	0.0	2.9244838656594126e-09	1.1356618759872543e-11	5.701147349146474e-07	6.850290709543965e-10	4.261860878592808e-12	1.1631652964129654e-10	0.0	3.375596372692281e-07	0.0	2.6064658835630685e-07	0.0	9.000000000000001e-08	0.0	3.423695321701448e-23	0.0	5.930646033405e-10	3.5033580476419815e-08	2.1597056333994043e-11	7.940739084811614e-32	0.0	1.7640785102386217e-11	1.1631652964129654e-10	9.378342671818351e-12	2.4957381391214096e-09	8.811900762776341e-07
0.0	1.2218025254411323e-10	1.583835238447021e-10	3.0872094992092448e-06	9.355737188430844e-09	1.5624708263679608e-07	1.631181700565203e-08	2.183220736843202e-07	5.466237294324699e-10	0.0	3.1236539796073117e-09	1.1633612432794195e-11	5.685376902168426e-07	7.442628115691256e-10	4.525794368509256e-12	1.1964161023946323e-10	0.0	3.008130153832163e-07	0.0	2.7316652921387647e-07	0.0	9.000000000000001e-08	0.0	1.3035670346638016e-24	0.0	5.645290147407085e-10	3.9596162487003616e-08	2.2101047895270337e-11	1.42859540130321e-32	0.0	1.7881815827232917e-11	1.1964161023946323e-10	9.927274048022164e-12	2.495474205631493e-09	9.005673019445313e-07
0.0	1.30454812001846e-10	1.5737854082125768e-10	3.0698150563381116e-06	9.291232089397131e-09	1.5606318700318546e-07	1.61375550713637e-08	2.407149266608443e-07	5.425555911174732e-10	0.0	3.330200572028985e-09	1.190635744663352e-11	5.635923449755238e-07	8.08767910602835e-10	4.807721971161162e-12	1.2294292490876774e-10	0.0	2.660041707280189e-07	0.0	2.8554557625763503e-07	0.0	9.000000000000001e-08	0.0	1.851493794472024e-24	0.0	5.322443566073619e-10	4.461073702137053e-08	2.2595126527122786e-11	8.348760792087487e-34	0.0	1.811997520498556e-11	1.2294292490876774e-10	1.0510407678054351e-11	2.4951922780288408e-09	9.170257406314729e-07
0.0	1.3913779625617971e-10	1.5639030173787944e-10	3.052166296957395e-06	9.221298096224314e-09	1.558752907559982e-07	1.595974572452713e-08	2.64079286506895e-07	5.385249002911935e-10	0.0	3.5434198630482697e-09	1.21749462163182e-11	5.552682745674013e-07	8.787019037756566e-10	5.108551836737113e-12	1.2622068538958276e-10	0.0	2.333513859069491e-07	0.0	2.9770993901417507e-07	0.0	9.000000000000001e-08	0.0	6.371782468885589e-25	0.0	4.968344124246465e-10	5.009427959215479e-08	2.3079468102904007e-11	-6.932858430908572e-34	0.0	1.8355283942897903e-11	1.2622068538958276e-10	1.1129152333022654e-11	2.4948914481632656e-09	9.304012159877765e-07
0.0	1.4822324241998168e-10	1.5541851981377783e-10	3.0343219495368815e-06	9.145831180791308e-09	1.5568347284487195e-07	1.577846437879368e-08	2.882289030831006e-07	5.345311856897688e-10	0.0	3.762504261368064e-09	1.2439468603268416e-11	5.436347525801774e-07	9.54168819208662e-10	5.429180899708849e-12	1.2947510084277378e-10	0.0	2.0302963514622154e-07	0.0	3.095879831614779e-07	0.0	9.000000000000001e-08	0.0	1.845286107005727e-25	0.0	4.5903135983829976e-10	5.6059694669184466e-08	2.355424486418803e-11	-3.916519714867014e-34	0.0	1.858776671876528e-11	1.2947510084277378e-10	1.1784865737694541e-11	2.4945708191002938e-09	9.405906061793134e-07
0.0	1.5770285584931696e-10	1.5446291034493304e-10	3.0163415073698397e-06	9.064787632394159e-09	1.5548781082544573e-07	1.5593782640575456e-08	3.1294637253344634e-07	5.305739846226212e-10	0.0	3.9865740448453846e-09	1.2700011990719487e-11	5.288420696250514e-07	1.0352123676058086e-09	5.770488673430511e-12	1.3270637789541913e-10	0.0	1.7516471819405178e-07	0.0	3.211119730164406e-07	0.0	9.000000000000001e-08	0.0	6.044683917639947e-27	0.0	4.1964331457920536e-10	6.251522331643084e-08	2.4019625491239632e-11	-4.850945529211057e-35	0.0	1.881745217310739e-11	1.3270637789541913e-10	1.2478845115541262e-11	2.4942295113265724e-09	9.475568560835079e-07
0.0	1.6756704948107922e-10	1.5352319065683628e-10	2.998284046872885e-06	8.978189063169305e-09	1.552883808882107e-07	1.5405769368310418e-08	3.3798855425946315e-07	5.266528427858999e-10	0.0	4.2147160105175e-09	1.2956661356322031e-11	5.111185258635888e-07	1.1218109368306642e-09	6.133333082693986e-12	1.3591472068554383e-10	0.0	1.4982970882383905e-07	0.0	3.3221972570831177e-07	0.0	9.000000000000001e-08	0.0	-7.22669727467939e-27	0.0	3.795146211721308e-10	6.946397072362528e-08	2.447577517223372e-11	1.1796098927597764e-35	0.0	1.9044372814607535e-11	1.3591472068554383e-10	1.3212322363430211e-11	2.493866666917309e-09	9.513307852957696e-07
0.0	1.7780617944932324e-10	1.5259908014423864e-10	2.980207072349341e-06	8.886125162342354e-09	1.550852578867987e-07	1.52144919354775e-08	3.6309373907801064e-07	5.227673140802805e-10	0.0	4.446025588121486e-09	1.3209499342289954e-11	4.907630392831857e-07	1.2138748376576161e-09	6.518548871501208e-12	1.3910033090589146e-10	0.0	1.2704406654127185e-07	0.0	3.428560847853128e-07	0.0	9.000000000000001e-08	0.0	-1.3195591450035556e-27	0.0	3.394824764010615e-10	7.690358783581808e-08	2.4922855671537526e-11	2.8402760279916973e-36	0.0	1.926856484193346e-11	1.3910033090589146e-10	1.3986464686142765e-11	2.4934814511285014e-09	9.520093862178333e-07
0.0	1.8841186381768806e-10	1.5169030039009542e-10	2.9621654450968113e-06	8.788753901293553e-09	1.5487851536571355e-07	1.5020017584859134e-08	3.8799013018539864e-07	5.189169604325692e-10	0.0	4.679648215371525e-09	1.3458606323342846e-11	4.681337682166417e-07	1.3112460987064155e-09	6.926948900822596e-12	1.4226340784675439e-10	0.0	1.0677550494392038e-07	0.0	3.5297413043392573e-07	0.0	9.000000000000001e-08	0.0	1.2769437885374463e-27	0.0	3.003341997693883e-10	8.482613202034425e-08	2.5361025397332876e-11	-4.690828010976602e-36	0.0	1.9490067889228476e-11	1.4226340784675439e-10	1.4802381029431314e-11	2.4930730510991804e-09	9.497506520453687e-07
0.0	1.9937825749540507e-10	1.5079657535225228e-10	2.9442104488243777e-06	8.686299082442546e-09	1.5466822558751038e-07	1.4822414746943588e-08	4.124050431269815e-07	5.15101351620649e-10	0.0	4.914815776734299e-09	1.3704060472659734e-11	4.4363357379594495e-07	1.413700917557425e-09	7.359328377469233e-12	1.4540414843788225e-10	0.0	8.894443248392665e-08	0.0	3.6253606175777735e-07	0.0	9.000000000000001e-08	0.0	-3.6623727182347443e-28	0.0	2.627694763221581e-10	9.321811935904755e-08	2.5790439468808364e-11	1.475258548289208e-36	0.0	1.970892470627919e-11	1.4540414843788225e-10	1.5661134091232744e-11	2.4926406716225343e-09	9.447653316821154e-07
0.0	2.1070316440135785e-10	1.4991763160356908e-10	2.926389032204819e-06	8.579045335381205e-09	1.5445445955942472e-07	1.4621754202537121e-08	4.360741509931691e-07	5.113200651013929e-10	0.0	5.150874640061371e-09	1.3945937826028245e-11	4.1769347262345407e-07	1.5209546646187653e-09	7.816471773696208e-12	1.4852274728948425e-10	0.0	7.343052636873539e-08	0.0	3.715137117545771e-07	0.0	9.000000000000001e-08	0.0	-2.0648099700803807e-28	0.0	2.2737115740155237e-10	1.0206076710266293e-07	2.6211249783094186e-11	9.71754628562481e-37	0.0	1.9925180787308063e-11	1.4852274728948425e-10	1.6563757153982766e-11	2.4921835282263074e-09	9.373063181413138e-07
0.0	2.2238889594301762e-10	1.4905319860945242e-10	2.9087432546157063e-06	8.467330862161483e-09	1.542372870594534e-07	1.441810999700116e-08	4.587501113185338e-07	5.075726858412687e-10	0.0	5.3873031028258255e-09	1.4184312344337079e-11	3.90755392994704e-07	1.6326691378384875e-09	8.299161958699241e-12	1.5161939673234038e-10	0.0	6.0080813560824e-08	0.0	3.798886841309589e-07	0.0	9.000000000000001e-08	0.0	-6.604895803492015e-29	0.0	1.9458690017305838e-10	1.1133041109480631e-07	2.6623605082053552e-11	3.171814508589036e-37	0.0	2.0138883964156525e-11	1.5161939673234038e-10	1.7511274563833336e-11	2.491700838041304e-09	9.276565829121784e-07
0.0	2.344428257452909e-10	1.4820300902625997e-10	2.8913099447605706e-06	8.35153839504412e-09	1.540167766618873e-07	1.4211560054000627e-08	4.802100053636233e-07	5.038588061494572e-10	0.0	5.623717610777093e-09	1.4419255974524298e-11	3.6325553224801747e-07	1.7484616049558492e-09	8.808190903630031e-12	1.5469428685703598e-10	0.0	4.871853962213372e-08	0.0	3.8765212919401814e-07	0.0	9.000000000000001e-08	0.0	-5.392167513254097e-30	0.0	1.6472233522232274e-10	1.2099907123698503e-07	2.7027651018982416e-11	9.626055758005521e-38	0.0	2.0350083980232855e-11	1.5469428685703598e-10	1.8504724445292172e-11	2.4911918090963734e-09	9.161166440612441e-07
0.0	2.468776350377134e-10	1.4736679900470725e-10	2.874120566098922e-06	8.232084935133412e-09	1.537929957622982e-07	1.400218648102685e-08	5.0026117688394e-07	5.001780255133939e-10	0.0	5.859868571781618e-09	1.4650838709060615e-11	3.356094355508688e-07	1.8679150648665577e-09	9.344371260061297e-12	1.5774760555233215e-10	0.0	3.915211273118922e-08	0.0	3.9480420020679616e-07	0.0	9.000000000000001e-08	0.0	-4.4155956754875156e-30	0.0	1.3794494719157437e-10	1.3103512968001422e-07	2.7423530225213428e-11	2.054947465492141e-38	0.0	2.0558832061018247e-11	1.5774760555233215e-10	1.954518220560377e-11	2.490655628739942e-09	9.029924995449825e-07
0.0	2.5971128205143045e-10	1.465443084840854e-10	2.857201269707967e-06	8.109410881035315e-09	1.5356601060197864e-07	1.3790075598084796e-08	5.187452446457867e-07	4.965299504367276e-10	0.0	6.0956277076861375e-09	1.4879128644017233e-11	3.0819962495115964e-07	1.990589118964655e-09	9.908548145541821e-12	1.6077953854268483e-10	0.0	3.118350238082007e-08	0.0	4.0135324925498583e-07	0.0	9.000000000000001e-08	0.0	-2.0673434364205936e-30	0.0	1.142966942291072e-10	1.414040820730183e-07	2.7811382376570502e-11	3.814737101623658e-39	0.0	2.0765180495326413e-11	1.6077953854268483e-10	2.0633783532587437e-11	2.4900914518544613e-09	8.885847945871782e-07
0.0	2.729667559993638e-10	1.4573528146549883e-10	2.840573105568195e-06	7.983969136104036e-09	1.5333588629183859e-07	1.3575317748547235e-08	5.355402483727789e-07	4.929141942797497e-10	0.0	6.3309695132205605e-09	1.5104192035743697e-11	2.8136626352615615e-07	2.116030863895936e-09	1.050161057864692e-11	1.637902694249261e-10	0.0	2.461562185913935e-08	0.0	4.073148316579364e-07	0.0	9.000000000000001e-08	0.0	-7.939810982253166e-31	0.0	9.371273823224548e-11	1.5206932184575682e-07	2.819134425958084e-11	2.574975426294098e-40	0.0	2.0969182239176178e-11	1.637902694249261e-10	2.1771745871100205e-11	2.489498389421356e-09	8.731797646041662e-07
0.0	2.8667168934874177e-10	1.4493946625513342e-10	2.824252357770719e-06	7.856214712710322e-09	1.5310268683575988e-07	1.3358006964817214e-08	5.505610455117988e-07	4.893303771023948e-10	0.0	6.56594952147045e-09	1.5326093356162633e-11	2.554010023014479e-07	2.2437852872896506e-09	1.1124502159921405e-11	1.6677997970411988e-10	0.0	1.9258397722024473e-08	0.0	4.127105904132e-07	0.0	9.000000000000001e-08	0.0	-2.678612272933312e-31	0.0	7.604351371237821e-11	1.6299292053781635e-07	2.8563549837323068e-11	-1.0453792334993959e-40	0.0	2.117089055138044e-11	1.6677997970411988e-10	2.2960387711422028e-11	2.488875497840081e-09	8.570422482735361e-07
0.0	3.0085790237702207e-10	1.4415661567146444e-10	2.8082509675780936e-06	7.72659524878463e-09	1.5286647515341346e-07	1.3138240562244084e-08	5.637581909526166e-07	4.85778125509944e-10	0.0	6.80068181045971e-09	1.5544895346675664e-11	2.305438718945831e-07	2.3734047512153404e-09	1.1778230763408997e-11	1.697488488286078e-10	0.0	1.493339860764191e-08	0.0	4.17567088252118e-07	0.0	9.000000000000001e-08	0.0	-3.125747006903255e-32	0.0	6.107762729624854e-11	1.7413637266574406e-07	2.892813031477281e-11	-1.239097788781557e-40	0.0	2.1370358667086635e-11	1.697488488286078e-10	2.420114537554775e-11	2.4882217692365935e-09	8.404108372261161e-07
0.0	3.1556094483082437e-10	1.4338648721305138e-10	2.7925770099343964e-06	7.59554273314703e-09	1.5262731310254314e-07	1.2916118726035658e-08	5.751155990949568e-07	4.82257072501575e-10	0.0	7.035317673745974e-09	1.5760659070667518e-11	2.069828716018485e-07	2.5044572668529375e-09	1.2463877160761244e-11	1.726970542242577e-10	0.0	1.1477038864184236e-08	0.0	4.219146463656663e-07	0.0	9.000000000000001e-08	0.0	-1.8568165628109768e-32	0.0	4.856360021841185e-11	1.854612804731256e-07	2.9285214203499904e-11	4.424686660612994e-42	0.0	2.1567639512780778e-11	1.726970542242577e-10	2.5495587297557663e-11	2.487536122839242e-09	8.23495045017175e-07
0.0	3.308196850883997e-10	1.4262884318596875e-10	2.777235192991327e-06	7.463466616817039e-09	1.523852615007232e-07	1.2691744141861986e-08	5.846473116745562e-07	4.787668573219012e-10	0.0	7.270026773686112e-09	1.5973443964593053e-11	1.8485578166583322e-07	2.6365333831829306e-09	1.318260262989552e-11	1.7562477132793188e-10	0.0	8.742478777985852e-09	0.0	4.257862376069417e-07	0.0	9.000000000000001e-08	0.0	1.9198444024519245e-31	0.0	3.822908445194814e-11	1.9692996119023102e-07	2.963492738557396e-11	1.4519600748677086e-40	0.0	2.1762785463863807e-11	1.7562477132793188e-10	2.6845426035057116e-11	2.4868173973701074e-09	8.064742496735558e-07
0.0	3.4667598122393145e-10	1.4188345079185635e-10	2.7622273555333006e-06	7.330748380261767e-09	1.5214038014659577e-07	1.2465221705100163e-08	5.92393684197751e-07	4.753071253156344e-10	0.0	7.504981496746665e-09	1.618330788763314e-11	1.64253673505961e-07	2.7692516197382005e-09	1.3935655694480571e-11	1.7853217362019013e-10	0.0	6.600409407989703e-09	0.0	4.2921646977882136e-07	0.0	9.000000000000001e-08	0.0	9.307394418889597e-32	0.0	2.979679815321984e-11	2.0850596631132353e-07	2.9977393176542267e-11	5.163100343798439e-41	0.0	2.195584814396783e-11	1.7853217362019013e-10	2.8252528409585102e-11	2.486064344305522e-09	7.894980924049042e-07
0.0	3.63174453570634e-10	1.4115008217905793e-10	2.7475529429876027e-06	7.197737536153028e-09	1.518927278405974e-07	1.2236658329019745e-08	5.984172710651091e-07	4.718775277854867e-10	0.0	7.740344784612058e-09	1.639030716990733e-11	1.4522559845229874e-07	2.9022624638469412e-09	1.47243782007485e-11	1.8141943265724446e-10	0.0	4.9389423863550845e-09	0.0	4.3224068270297927e-07	0.0	9.000000000000001e-08	0.0	5.937057870744381e-32	0.0	2.299688636824578e-11	2.201545085068893e-07	3.031273238736164e-11	3.0987726771416117e-41	0.0	2.2146878263672683e-11	1.8141943265724446e-10	2.971892426374128e-11	2.4852756217992546e-09	7.726879892078675e-07
