Cyclin	CDC-2 Kinase	Cyclin Protease	Values[V1]	Values[V3]
0.010000000000000002	0.010000000000000002	0.010000000000000002	0.0588235294117647	0.01
0.034758213896191936	0.0007403441214751055	7.320978558198494e-06	0.1949939972475444	0.0007403441214751054
0.05928598759281603	0.001333401687649273	1.324044683052862e-05	0.3180089734483679	0.0013334016876492727
0.08356829488686791	0.0019882901879312077	1.9792996340479998e-05	0.42960676043787827	0.0019882901879312077
0.10760738066858293	0.0027151217251095076	2.7085029379087202e-05	0.5313005606523908	0.0027151217251095076
0.1314054581357591	0.0035263316189340947	3.524811812618848e-05	0.6243474289424282	0.0035263316189340947
0.15496468729761478	0.004437359149275961	4.444662492681261e-05	0.7098001936730328	0.004437359149275961
0.17828716936857186	0.005467626054480876	5.488876502451091e-05	0.788547288316874	0.005467626054480876
0.20137492823340597	0.006641871355203165	6.684186305491526e-05	0.8613435701527886	0.006641871355203164
0.2242298957910821	0.007992081949772193	8.0654695947788e-05	0.9288344644188735	0.007992081949772193
0.24685388903390096	0.00956028322678038	9.679034518510801e-05	0.9915750295679152	0.009560283226780378
0.26924857803597063	0.011402699114031824	0.00011587599962806566	1.0500451442760301	0.011402699114031824
0.2914154394824992	0.013596080817537904	0.00013878039333199742	1.1046616919922119	0.013596080817537902
0.3133556870361926	0.016247501302591304	0.00016673706665214656	1.1557883913421838	0.016247501302591304
0.33507016411680257	0.019509917998037595	0.00020154740299293126	1.2037437517762968	0.01950991799803759
0.35655917429126516	0.023607405954160266	0.00024592397366142584	1.2488075021306835	0.023607405954160266
0.37782220306090586	0.02887612607412804	0.0003040874903272185	1.2912257234214366	0.028876126074128036
0.39885744948212254	0.035830617616670765	0.00038282680487086734	1.3312148095738359	0.03583061761667076
0.4196610168367884	0.04526616569124163	0.0004934053534891403	1.3689642460226146	0.04526616569124163
0.44022548758504176	0.05839781235334352	0.0006549650130611911	1.4046380152353317	0.05839781235334352
0.4605374057728282	0.07700121915407154	0.0009005913645913184	1.438374194502991	0.07700121915407154
0.4805727846472769	0.10345127177908049	0.0012884756174982447	1.4702818357950174	0.10345127177908049
0.5002887519272352	0.14051305087623886	0.0019251057519944293	1.5004330028604425	0.14051305087623886
0.5196061809505674	0.19086275855140142	0.0030244903619179543	1.5288437555355276	0.1908627585514014
0.5383662580779102	0.2565157162032882	0.005094273522007909	1.5554230134783016	0.25651571620328817
0.5561932801089337	0.3383357456390572	0.009669103203095419	1.5798053933411758	0.33833574563905716
0.5719315717405135	0.4354022378966047	0.022861954378737386	1.6006569453268138	0.4354022378966047
0.5812493156644614	0.542887765423926	0.06772445047885538	1.6127158849777368	0.5428877654239259
0.5719413874716828	0.6453078384503131	0.1818917743361588	1.6006697590640186	0.645307838450313
0.5261516232893216	0.706774413087769	0.3682487431471755	1.5382277180522694	0.706774413087769
0.43341914170549445	0.6672126891903406	0.5655558538417137	1.3930048860372857	0.6672126891903405
0.3078522602702005	0.44143566875916523	0.6360286948478233	1.1432248521551471	0.4414356687591652
