Cyclin	CDC-2 Kinase	Cyclin Protease	Values[V1]	Values[V3]
0.20573000708912573	0.008493467436493355	0.3646740258917767	0.8745412765046747	0.008493467436493355
0.19738086865156265	0.006426258761630381	6.464291990474973e-05	0.8490949961097146	0.00642625876163038
0.220276143346345	0.007743208699478086	7.81031606040898e-05	0.9174653862182347	0.007743208699478085
0.24294013706560402	0.009269968031529418	9.379566112336713e-05	0.9809948000325291	0.009269968031529418
0.2653745488066575	0.011059919457985765	0.00011231455568031724	1.0401752287964865	0.011059919457985764
0.28758089298684636	0.01318566448663105	0.0001344793816805566	1.0954337346715544	0.01318566448663105
0.30956043533240124	0.015748082772053525	0.00016144851710368067	1.1471426535511113	0.015748082772053522
0.331314093613963	0.018890683570781372	0.0001949048697886516	1.1956278480988267	0.018890683570781372
0.35284228128648626	0.02282280192558345	0.0002373692493685638	1.2411753815285798	0.022822801925583447
0.3741446528080376	0.02785722225673979	0.00029274097039227765	1.2840368637141335	0.02785722225673979
0.3952196768442537	0.034471296120122646	0.0003672564356581031	1.3244336124428562	0.034471296120122646
0.41606390038780483	0.04340232596645401	0.0004712092630415702	1.3625596430936828	0.04340232596645401
0.43667065940567906	0.05578143978638807	0.0006220313410216593	1.3985833388314355	0.05578143978638806
0.4570277988534456	0.07327979779942013	0.0008497850433863122	1.432647409200595	0.07327979779942013
0.4771136145121898	0.09817443802097683	0.0012071193685811873	1.4648663392651082	0.09817443802097683
0.4968893968624278	0.13319068519444036	0.0017894502043905042	1.4953195362283482	0.13319068519444036
0.5162843075924002	0.18106193299240603	0.0027844994901580706	1.5240350669651361	0.181061932992406
0.5351589198267533	0.24395628014696252	0.00462257287489708	1.5509471335560303	0.2439562801469625
0.5531949415199867	0.3229711524290692	0.008544213775264388	1.5757622441338563	0.32297115242906915
0.5694616152187351	0.4175743951154843	0.019290833509836316	1.5974251168489033	0.4175743951154842
0.5805027437485643	0.5239305339390978	0.055875238148194006	1.6117573428864393	0.5239305339390978
0.5756813409701451	0.6291354682124085	0.15619759847192816	1.6055349824631462	0.6291354682124085
0.5373946037123907	0.7013526071987707	0.33246943942055596	1.5540699800903695	0.7013526071987707
0.4527320152779791	0.6847369260571621	0.535420242722408	1.4255803563373022	0.684736926057162
0.33020300888688325	0.49820386969820923	0.6415997061081965	1.19321300459852	0.49820386969820923
0.21785069460319129	0.06964531605085458	0.44481401919725744	0.9104289913250554	0.06964531605085458
0.19337972398561576	0.006215920043399663	0.00013114146811966476	0.8366832081880753	0.006215920043399662
0.2163152025147803	0.007500626375781624	7.561852727914551e-05	0.9059497903521747	0.0075006263757816235
0.2390192502117946	0.008987540055804896	9.088563301590691e-05	0.9702829126979886	0.008987540055804896
0.2614934326509428	0.010727190334495875	0.00010886217057947649	1.0301865575148335	0.010727190334495875
0.2837393000865462	0.01278829379993317	0.0001303217807203359	1.0860982729405566	0.012788293799933168
0.3057581674272377	0.015265979892415935	0.00015635329427672994	1.1383992609228446	0.015265979892415935
0.32755102219630244	0.018294997648782518	0.00018853057659298986	1.187422938565126	0.018294997648782518
0.34911838014756136	0.022071039138035386	0.00022919819863044075	1.2334618645996955	0.022071039138035386
0.370460052015912	0.02688531295557518	0.0002819620689819324	1.2767733033513409	0.026885312955575176
0.3915747543833973	0.03318084333218494	0.00035255654781708647	1.3175835872143076	0.03318084333218494
0.41245944079157526	0.041641148912583616	0.0004503975492439736	1.3560913143725901	0.04164114891258361
0.43310813393942205	0.05331813012013516	0.0005913698444025681	1.3924692697005456	0.05331813012013515
0.45350985960840945	0.06978029017541802	0.000802788665885604	1.4268647199767552	0.06978029017541801
0.47364498069701294	0.09320275344920737	0.0011323491864329226	1.4593973884339444	0.09320275344920735
0.49347851978613777	0.12625736436849339	0.0016657430533484276	1.490153566357027	0.12625736436849336
0.5129469280542969	0.1717166942000191	0.0025684023199471612	1.5191721713582256	0.1717166942000191
0.5319272555709565	0.23188651650734474	0.0042075976305934425	1.546409166051087	0.23188651650734474
0.5501478058286333	0.3080830821218487	0.007595206978706368	1.5716296394902194	0.3080830821218487
0.5668524516767827	0.40012014665331214	0.01642163719767379	1.5939948887567024	0.4001201466533121
0.5792995772907669	0.504986129532284	0.046028034448346876	1.6102097771915507	0.5049861295322838
0.5784008834620461	0.6120276688373556	0.13294996845608156	1.6090515846162214	0.6120276688373556
0.5471870190898789	0.6933077815908366	0.2976716121952691	1.567591105833545	0.6933077815908366
0.47080454021502055	0.6971933015548005	0.502582597320149	1.4548897972111157	0.6971933015548004
0.3527348485681785	0.5470471392607047	0.6381307849291558	1.240953794114735	0.5470471392607047
0.23301822654749893	0.15777189272670875	0.5112394836044808	0.9536661631662696	0.15777189272670875
0.19011893664151547	0.006059263463646445	0.052349032902547527	0.8264616135592582	0.006059263463646444
0.21234719125434165	0.007264105993223106	7.319826868729515e-05	0.894285232796785	0.007264105993223106
0.23509134588854913	0.008712692075914158	8.805682737456018e-05	0.9594372748507061	0.008712692075914158
0.25760534677554175	0.010404092761716692	0.00010551408852416679	1.0200773313121694	0.01040409276171669
0.27989077816867614	0.012403394777632354	0.0001263009422765867	1.0766537546164223	0.012403394777632352
0.3019490014333636	0.014800359681887204	0.00015144160183780118	1.1295568704257068	0.014800359681887202
0.3237810693802254	0.01772161787975944	0.00018240944148291454	1.1791278584144567	0.01772161787975944
0.3453875934421684	0.021350222480178406	0.0002213869214078128	1.2256659411188617	0.021350222480178406
0.3667685293392935	0.025957469992465038	0.0002717119377571317	1.2694341693007751	0.025957469992465034
0.38792282165476893	0.03195468807141291	0.0003386621600018642	1.310663986308473	0.03195468807141291
0.4088477960106924	0.039975825741964024	0.0004308615212670145	1.349558631726766	0.039975825741964024
0.42953810036466283	0.05099766145289162	0.0005627859184364332	1.386295301492707	0.05099766145289162
0.44998383476409015	0.066489499013813	0.0007592724728668127	1.4210257636936574	0.066489499013813
0.4701672352896973	0.08852139637271356	0.0010635566113941517	1.4538748110246251	0.08852139637271356
0.4900566802082293	0.11969946150597596	0.0015527609632275984	1.484935226451359	0.11969946150597596
0.5095950524569007	0.16281768086592707	0.0023732831311901823	1.5142557935979641	0.16281768086592707
0.528673507510798	0.22030369775637865	0.0038406504247521195	1.541811382282289	0.22030369775637862
0.547058500839672	0.2936786645746469	0.0067874815212799165	1.5674152888333377	0.2936786645746469
