A	R	MA	MR	DR	DA	C	DRp	DAp
0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
1116.759469946922	0.08490148589668396	47.77678680868302	27.136756887793172	0.0822457768252417	0.042887915465013554	54.01303665461914	0.9177542231747565	0.9571120845349853
1703.0389162967624	0.15458803223427947	48.695989875208085	53.32811730655901	0.05546541936567317	0.028523803378232095	260.01898420776826	0.944534580634325	0.9714761966217665
1692.0448252812248	0.271240714914257	48.7192703862722	69.53984944542148	0.05579914546110075	0.028700252918764765	570.4061310108298	0.9442008545388971	0.9712997470812336
1424.732580717168	0.47007372822230953	48.50699185445166	79.15115091611125	0.0655757194274159	0.03389917386210895	944.0599728755224	0.9344242805725825	0.9661008261378898
1042.640339659182	0.851190082966909	48.01365805923777	84.36376707229175	0.0874886819630886	0.045744747473028535	1353.8722120785235	0.9125113180369099	0.9542552525269703
599.4834394927726	1.8420575160529395	46.75730197782786	86.09441948018662	0.14282572176888803	0.07689877825575296	1780.2602061878645	0.8571742782311105	0.9231012217442457
64.73483073793167	18.685122646243	36.57219595292034	80.86704915479542	0.5933655027504181	0.4167591377770634	2186.174677187066	0.40663449724958095	0.583240862222935
0.09951792415403711	1282.574857419188	5.106125246001159	50.229194399119976	0.9989986797236148	0.9979842596447906	1116.1813330120804	0.001001320276383706	0.0020157403552085716
0.07389396909636177	1713.9093586458346	5.067264990841426	30.505376303648006	0.9992610269376372	0.9985219108921711	571.0004525034859	0.0007389730623618079	0.0014780891078282098
0.07491547410701774	1690.2954061370529	5.066788116158231	18.539223512902407	0.9992519732107387	0.9985061669225583	370.13021243659665	0.0007480267892603242	0.001493833077440839
0.08368047306203484	1515.3189398443317	5.074013107298332	11.28357008885018	0.9991650286214911	0.9983336910895553	296.3670223575019	0.0008349713785080254	0.0016663089104439718
0.09741868018541505	1304.5637778848445	5.085833619869098	6.887310109529816	0.9990283544311419	0.9980617510482456	269.536619295782	0.0009716455688571358	0.0019382489517537663
0.11578558703229785	1100.9666440259255	5.101787143511895	4.227198627698481	0.9988455501733348	0.9976978578403816	260.10238316355964	0.0011544498266644638	0.0023021421596178663
0.13924237349348537	919.0607521826387	5.12221409915493	2.6220070164182014	0.998612123237468	0.9972332628649009	257.1999285980702	0.0013878767625312152	0.002766737135098439
0.16871728235624414	762.1969383814784	5.147886948392931	1.6588274978624657	0.9983189346910095	0.9966499720752161	256.85071969011267	0.001681065308989799	0.003350027924783253
0.20555567299314148	629.3898197098749	5.179943058968095	1.0876654006926376	0.9979527339116534	0.9959218796629742	257.6214191161674	0.002047266088345617	0.004078120337025036
0.2515821750593094	518.1046354453758	5.219925259010042	0.7575148898543907	0.9974955793854334	0.9950137013646012	259.02662418674856	0.002504420614565807	0.004986298635398096
0.3092538219329687	425.4099508019975	5.269899769988424	0.5776124862289007	0.9969233740175051	0.9938781647166827	260.94388448378766	0.0030766259824941172	0.006121835283316616
0.3819300181369415	348.4505122437039	5.332667360674539	0.49403085548730463	0.9962032804271396	0.9924510643124548	263.40376672033597	0.003796719572859717	0.007548935687544541
0.4743516329690651	284.62524310442313	5.412135173757522	0.475617468463446	0.9952891434122437	0.9906425124903414	266.5215819093359	0.004710856587755504	0.009357487509657827
0.59354564989332	231.63070123512279	5.514009813638816	0.5057210636918799	0.9941128718304449	0.9883205134424243	270.4885384235588	0.005887128169554282	0.011679486557574833
0.7507261455146692	187.4343015179832	5.647227346096951	0.5776871225403742	0.992566390279941	0.985276671355044	275.6006481029324	0.007433609720058415	0.01472332864495538
0.9659049357108962	150.18993165250853	5.82734398991245	0.6932900472318938	0.9904580517978292	0.9811436972326367	282.3412747456552	0.00954194820217014	0.018856302767362228
1.2819338795755981	118.03942668335895	6.086496999473681	0.8649876078188437	0.9873806746565928	0.9751470143778288	291.60427692379915	0.01261932534340664	0.024852985622170084
1.826084754453516	88.47054117589424	6.514550249492404	1.1293334516287337	0.9821389871970839	0.9650374483252551	305.4671176561189	0.01786101280291566	0.03496255167474367
3.434678599948712	54.37362350351293	7.614967883058656	1.6405021738821424	0.9671200146397776	0.9368801376068377	331.79554145457183	0.03287998536022191	0.0631198623931606
320.4223265957368	0.7159457607923175	39.78186174901787	11.432841531689904	0.23951488984677186	0.13620106017032085	399.4070831603859	0.760485110153228	0.8637989398296768
1207.2908874407594	0.30886519581466054	48.124009480631884	41.85057216880063	0.07651439493684482	0.03977946996506664	536.6120658305272	0.9234856050631552	0.9602205300349316
1369.9405008070087	0.40504655446240784	48.4179726406093	61.990095624602475	0.0680281141299675	0.03521171642995348	800.0687887431217	0.9319718858700325	0.964788283570045
1183.0690715264927	0.6393385492235695	48.21384923869304	74.1055463373666	0.07792463493743929	0.040541629687654145	1142.6929110774413	0.922075365062561	0.9594583703123442
838.2411851053863	1.1533096639757452	47.569438168599	80.70643779422939	0.1065348726804875	0.056263013699472134	1530.9950628130568	0.8934651273195132	0.943736986300526
