CaI	CaS	g	IP3	CaM
0.05000000000000001	2.0	0.002	0.0	0.0
0.054795434862839776	1.9945170598065094	0.001999103823730402	0.022588668128643463	0.0006511982681062967
0.0694741452711677	1.9786162330815193	0.0020352942876462055	0.0305571991514661	0.0015281968591360363
0.10916691415589477	1.9358108697782836	0.002284663786633004	0.04353160345964686	0.0034264774405955096
0.5029476978477961	1.5203032419095512	0.03669903393227565	0.12782057735835156	0.01958298030839661
1.161385831412832	0.8112091461848651	0.9052321862091469	0.4805434618159924	0.0692500914289293
0.9641263668782514	0.9855774629276404	0.9882212665317907	0.5154946609876776	0.09461262123594692
0.7249400115449192	1.1996022107764885	0.9882995433799243	0.4182347293420621	0.11493618650300813
0.5166776042977812	1.3863373370876093	0.9800748372656377	0.3092979375278315	0.1277501865576081
0.3612775342440309	1.528148685676548	0.9670304314312275	0.2192811863818694	0.13229192856871466
0.2541518602982382	1.6271434834599374	0.9515141897209645	0.15411745864862988	0.13259165887460234
0.17975066861931918	1.697113207609418	0.9351503227216121	0.1087387864410206	0.13112580606922497
0.12844574440305273	1.7471889960907578	0.9186691122710477	0.0771692024218149	0.12853994140721342
0.09600102520700662	1.7808052355618262	0.9023494823986903	0.056204242424267886	0.125215606088444
0.07756673468197176	1.8017852110647075	0.8862812696951875	0.04350663082403448	0.12152300682838996
0.06778459824825254	1.8147721748629193	0.8704872989049691	0.03643466601221364	0.11768536962203677
0.06278604300306286	1.8232712205280937	0.8549708455619648	0.03270422491522458	0.1137998724080613
0.06033990689984462	1.8293428653542194	0.8397298017675933	0.03081584924815	0.10990639979993162
0.05925770202884312	1.8340927920516703	0.8247604581559199	0.029917674976610253	0.10602306979278642
0.058917776856515044	1.8380997669188832	0.8100585789974271	0.029553468788325526	0.10215949776948208
0.05899443789640698	1.8416655845023897	0.7956197557140484	0.029483102902320507	0.09832166552732934
0.05931606163416852	1.8449473821027071	0.7814395434376411	0.029580290148920232	0.09451388460185627
0.059792020097471255	1.8480260642411948	0.7675135221138377	0.029778422908209527	0.0907396927697184
0.06037499605102191	1.8509415995305254	0.7538373275135503	0.030042474194410994	0.08700231697856818
0.06104144508330817	1.8537112635733848	0.7404066689479296	0.030354449630222085	0.08330494250355862
0.061781443440520944	1.8563390405215403	0.7272173409050188	0.030705836795457974	0.07965089088501677
0.0625934759332763	1.8588203554527358	0.7142652322519704	0.03109369843330699	0.07604375678752086
0.06348191294136704	1.8611442427863536	0.7015463352504656	0.031518705067711955	0.07248753241043329
0.06445605885387813	1.8632939824478438	0.6890567561993964	0.0319842485456075	0.06898673959151268
0.06553026651185581	1.8652466484333015	0.6767927296806222	0.03249622287988666	0.06554658820725955
0.06672498652967794	1.8669716440780606	0.6647506391413549	0.033063308328498874	0.06217318345666811
0.06806892341855374	1.8684279811046203	0.6529270481964691	0.03369776603084298	0.058873815377923085
0.06960284189893468	1.869559649915056	0.6413187503588185	0.03441691878740492	0.05565738623085721
0.07138620325614911	1.8702877115071344	0.6299228517501925	0.035245743175272605	0.05253507639744529
0.0735091248614349	1.8704962586407106	0.618736916279491	0.03622147713833881	0.04952144415385261
0.07611519642087693	1.8700059779349945	0.6077592380887223	0.037402215003375386	0.0466363674420004
0.07944850115125596	1.868520327848217	0.596989398560239	0.03888409707886306	0.04390875700708983
0.08396082613173084	1.8655043001444827	0.5864295420365724	0.040839036854020204	0.041384396214244036
0.09059141547619978	1.8598719646789497	0.576087795288006	0.04360842596188811	0.0391447626042214
0.10164759494266963	1.849015750473407	0.5659898372282115	0.04797929332632232	0.0373608821599087
0.124452355751343	1.8248439219696282	0.556236375939818	0.05622861905336061	0.036491857487495546
0.1938191044678375	1.7497878171061554	0.5476144119432983	0.07785108462584515	0.038338548675472976
0.5154406921659181	1.4053767906139636	0.5716409724152051	0.16973000354723977	0.0534075066118907
0.8779071389797264	1.001401000189425	0.8693395550231624	0.37035518169427306	0.08921452807947608
0.7703931905046357	1.0819209241974546	0.9666568220341991	0.40551699313050676	0.1136651488262925
0.5853257201462587	1.2440674668315732	0.9738497612269483	0.33529039047623427	0.13006614597169391
0.4258725220331213	1.3869822836131165	0.9653694945360551	0.25175441629544437	0.1381357513442429
0.3086917645613763	1.493655004900265	0.9517113055997793	0.18359997420549393	0.14041536765501034
0.22462079332669013	1.5711514818403616	0.9361089997015701	0.13355626288482872	0.14008602265932596
0.16275686761477454	1.629700156774703	0.9199073821815815	0.09699037603117977	0.13833317658178407
0.11871757217770702	1.6733359978865607	0.9036665732424534	0.07041620371058413	0.13554243967976212
0.09057985404278825	1.703170795781638	0.8876066164498249	0.05238747603395285	0.13208862148508901
0.07447272363853431	1.722145768718572	0.8717994857578842	0.04135856165543796	0.12831630818820322
0.06583799979294286	1.7342084746797715	0.8562634191174172	0.03515980758225933	0.12441954378881001
0.06137741348564707	1.7423500556511269	0.8410006494321901	0.031856508153320466	0.12048149471382574
0.05917188570026096	1.7483437277188048	0.8260088542103169	0.03016705687848097	0.11653675907839273
0.058185460575084384	1.7531535796701294	0.8112843078760718	0.02935535635160897	0.1126013297646042
0.057868793309689394	1.757291290666936	0.7968228115400516	0.029022089996594454	0.10868377443709965
0.057930305692800894	1.7610273157545526	0.7826200089191202	0.028954317333890547	0.10478941766998773
0.058214385012452165	1.7645044740903146	0.7686715113324147	0.029038602163871566	0.10092206100343828
0.05863770234419989	1.7677975862372572	0.7549729543274906	0.029214320612100816	0.0970847787340504
0.05915590734282249	1.7709446828047513	0.7415200263430334	0.02944908619865838	0.09328032992817656
0.05974611883406372	1.7739633736448077	0.7283084846786366	0.029725847159561627	0.08951139522267126
0.06039767840028895	1.7768594392160864	0.7153341653813453	0.03003609024368831	0.08578072859334852
0.06110728259830365	1.7796312919607153	0.7025929903203231	0.030376256374071476	0.08209126792777721
0.06187648886207248	1.782272187450287	0.6900809733278425	0.03074587123011494	0.07844622847303942
0.06271056615850941	1.7847711432298152	0.6777942267175943	0.03114661922269049	0.07484919450863921
0.06361818028706832	1.7871130301340246	0.6657289693616666	0.03158196927027507	0.07130422129773954
0.06461169650123277	1.7892780179263985	0.6538815377040926	0.032057166838080034	0.067815959496546
0.06570807514986958	1.7912403632127591	0.6422484016567527	0.03257952983209293	0.06438981747901452
0.0669305081386941	1.792966344233707	0.630826188467146	0.033159077676546946	0.06103218450994836
0.06831116835975402	1.794410897120932	0.6196117198507097	0.033809621797299426	0.05775075228760938
0.06989582907719123	1.7955120720466953	0.608602072034842	0.03455059669158369	0.05455500070170139
0.07175187736621857	1.7961815576811981	0.5977946774108606	0.03541019469206989	0.051456970648355645
0.07398293539668507	1.7962876154648846	0.5871875067026349	0.03643097097197512	0.04847256868708956
0.0767573715216402	1.795622205693288	0.5767794197960623	0.03768049116187036	0.04562392917908793
0.08036884576265207	1.7938320055577388	0.5665709076166507	0.03927321377278752	0.042944071235218796
0.08537998831579022	1.7902566676684648	0.5565658708860457	0.0414203070014276	0.040487120472446514
0.0930184260670357	1.783488533061065	0.5467767126368317	0.04455973057347449	0.03835415827772653
0.1065256477235156	1.7698929737824751	0.5372434483540479	0.04976804348989375	0.036772838303440344
0.13744467468167526	1.736815208262054	0.5281483762883864	0.06049506319830288	0.036424634069380554
0.24986265924567733	1.6156532158701704	0.5216892222451819	0.09353034603904041	0.040427193870544297
0.6952624942527481	1.1376506139711144	0.6272476412515487	0.23573779142470275	0.06497611626207987
0.8631997753545438	0.9361917423836715	0.9192783752983057	0.4005990800305438	0.09766768367762442
0.7080007824529846	1.0685722801264097	0.970742894179967	0.38631015527775536	0.11921842401307348
0.5266946385346206	1.2303326407112058	0.9710202291193778	0.3061942195995716	0.13275193316785402
0.3797457827749804	1.3638479422085565	0.9603512663304562	0.22598490717617006	0.1382945208166852
0.2729343729012005	1.4622169769657556	0.9457673665639518	0.16326077892538196	0.13925188345675418
0.19545981698808232	1.5347998700051688	0.9298105874347196	0.11730054932904503	0.1381652160276381
0.13934937393144528	1.5892259761737069	0.9135259532093084	0.08379065837322802	0.13581323458589575
0.1019646857566974	1.6275610417632802	0.8973269819981238	0.060382231938715385	0.1325836877227337
0.0799491909379288	1.6521547800834755	0.8813560057290766	0.04557821621385602	0.12888361221220226
0.06805994826399146	1.667425132233116	0.865651794519651	0.0371060929872161	0.12499133507691011
0.06190237832432451	1.6773245255481735	0.8502217590776557	0.032562246351878335	0.12103266851642377
0.05880914678000875	1.684314681799007	0.8350649003399813	0.03021906167604605	0.11705734180689188
0.057341808816147546	1.689737258653827	0.8201778538014224	0.02905981969288417	0.11308639414174136
0.05674723660579036	1.6942970015835352	0.8055565101292712	0.028533876662771913	0.10913014581645294
0.05663117134343014	1.6983623096059992	0.7911965121995127	0.028350714177307144	0.10519453298257646
0.05678564658020839	1.702126318865516	0.7770934346227315	0.028357441675496673	0.1012835185383675
0.05710007450512679	1.7056903829689922	0.7632428591435265	0.028473155439553626	0.09740012802992336
0.05751539187023447	1.7091072081874656	0.7496404103818317	0.02865478643996806	0.09354695208789432
