MKK_P	M_P	MKKK	MKK	M	MKKK_P	MKK_PP	M_PP
0.0	0.0	999.9999036887529	3999.99961475501	999.9999036887529	0.0	0.0	0.0
0.24266712442586397	1.5285559210777267e-07	994.3646362767181	3999.7569395541345	999.9999035358978	5.635267412035452	8.076448486430106e-06	1.2225665822606692e-17
0.8154580439785437	3.5817682793768013e-06	989.2141732688121	3999.184058179087	999.9999001069847	10.785730419941368	9.853194442106706e-05	7.008723999088663e-15
1.570317264217023	2.0269820416074817e-05	984.4679925420271	3998.4289084595057	999.9998834189328	15.531911146725932	0.0003890312857559047	2.3400656184955646e-13
2.430662533274834	6.481037685204783e-05	980.06538362519	3997.567972000687	999.9998388783739	19.934520063562996	0.0009802210465904057	2.4879133495466404e-12
3.357143913167609	0.00015271687237888173	975.9592370604455	3996.6405239281253	999.9997509718663	24.040666628307527	0.0019469137162128397	1.432636713456786e-11
4.329377663869333	0.0002983190625621098	972.1121321594776	3995.6668923067473	999.999605369634	27.88777152927558	0.0033447843921250637	5.652972413247585e-11
5.336712801584606	0.0005140763846939317	968.4937620543401	3994.657684092727	999.999389612195	31.50614163441308	0.005217860696896975	1.7308433575261694e-10
6.373589532295263	0.0008106550555847177	965.0791765787836	3993.6184213222964	999.9990930332548	34.92072710996935	0.007603900416333454	4.4252447949200676e-10
7.4371709343783134	0.001197303303454666	961.8475463486551	3992.551906038045	999.9987063844594	38.152357340097836	0.010537782585831443	9.898729687772844e-10
8.526106396305343	0.0016822797757543532	958.781270736106	3991.459454829547	999.9982214069777	41.21863295264707	0.014053529156986122	1.9989487218652068e-09
9.63986934868695	0.002273231240631626	955.8653195824929	3990.3415599329505	999.9976304537869	44.13458410626012	0.018185473371576142	3.7251792108167215e-09
10.77839355068199	0.0029774890887914974	953.0867379080858	3989.198252285633	999.9969261931545	46.91316578066723	0.02296891869431548	6.509231520072028e-09
11.941868592402157	0.003802286815126378	950.4342668642757	3988.029305663068	999.9961013911454	49.56563682447728	0.028440499539043058	1.07918182005115e-08
13.130622447842619	0.004754912252205213	947.898049239532	3986.834353938156	999.9951487593702	52.10185444922109	0.03463836901075868	1.713000947044285e-08
14.345052752719988	0.00584281022196459	945.4693975577259	3985.6129597156437	999.9940608523152	54.53050613102709	0.04160228664567114	2.6215336282120564e-08
15.58558595722395	0.007073649349887738	943.1406092456059	3984.364655149477	999.9928300005083	56.85929444314723	0.04937364830829515	3.8893922525122614e-08
16.85265274242833	0.00845536382238924	940.9048176990449	3983.0889665301065	999.9914482687408	59.09508598970813	0.05799548247464906	5.618884804531679e-08
18.146673099798424	0.009996178029045732	938.7558710815895	3981.7854292284565	999.9899074313979	61.244032607163604	0.06751242675345663	7.932491859046727e-08
19.468047244137292	0.01170461970806197	936.6882327959618	3980.4535968183372	999.988198959288	63.31167089279134	0.07797069253313527	1.0975600229584037e-07
20.81715010315871	0.013589525457572856	934.696899074854	3979.093046629655	999.9863140140993	65.30300461389923	0.08941802219515253	1.4919508245973487e-07
22.194328029639195	0.015660041213084806	932.7773302260931	3977.703383083971	999.9842434478916	67.22257346266018	0.10190364139848429	1.9964716999238456e-07
23.599896912975563	0.01792561940740095	930.9253928661665	3976.2842396342144	999.9819778058993	69.07451082258673	0.11547820781778464	2.6344521547585575e-07
25.034141184387988	0.020396013949968646	929.1373110702593	3974.8352798135197	999.9795073315129	70.86259261849392	0.13019375709981185	3.432891567100247e-07
26.49731340160555	0.023081273736087562	927.409624814165	3973.356197706925	999.9768219727276	72.59027887458825	0.1461036464770088	4.4228823573762893e-07
27.989634214013595	0.025991735178551755	925.739154418774	3971.8467180446946	999.9739113895669	74.26074926997927	0.16326249629942563	5.640067135101531e-07
29.51129258544544	0.02913801403973716	924.1229699737916	3970.3065960399063	999.9707649621993	75.87693371496164	0.1817261296566545	7.12513109193927e-07
31.062446193500055	0.0325309967858727	922.5583649132803	3968.7356170512567	999.9673717995331	77.44153877547294	0.2015515102505366	8.924330816546004e-07
32.64322195419315	0.03618183157461018	921.0428330745675	3967.13359612216	999.9637207481716	78.95707061418568	0.22279667865535094	1.109006070316595e-06
34.253716638686896	0.040101918990875444	919.5740486958075	3965.5003774292004	999.9598004016157	80.42585499294576	0.24552068711959912	1.3681457997131938e-06
35.893997559844706	0.04430290257938516	918.1498489048623	3963.835833662088	999.9555991096682	81.8500547838908	0.2697835330746191	1.6765047529615605e-06
37.564103313607255	0.04879665925275829	916.7682183312046	3962.1398653498695	999.9511049879569	83.23168535754861	0.29564609153093124	2.041542703275195e-06
39.26404456456679	0.053595289603036146	915.4272755344081	3960.4124001438877	999.9463059275499	84.57262815434511	0.32317004655365394	2.471599395419346e-06
40.99380486797988	0.058711108184739645	914.1252609939991	3958.6533920650086	999.9411896045962	85.87464269475403	0.35241782201889343	2.9759714505651132e-06
42.753341522157406	0.06415663379368912	912.8605264460525	3956.86282072099	999.9357434899651	87.13937724270059	0.3834525118593474	3.564993571695839e-06
44.54258644644524	0.06994457979751824	911.6315253884487	3955.0406904985516	999.9299548588307	88.36837830030447	0.41633781001002784	4.250124111667344e-06
46.36144708009638	0.07608784455847892	910.4368046011399	3953.187029734645	999.923810800159	89.56309908761315	0.451137940264558	5.044035059293954e-06
