pEGF-EGFR2	EPn	SHP	Raf1active	pSTAT3c	cbl	Ras-GTP	Grb2	Takt	pSTAT3n	ppMEK	pEGF-EGFR2-pShc-Grb2-SOS	pEGF-EGFR2-Grb2-SOS	EGF-EGFR	pShc	STAT3c	ppERK	Ras-GDP	PIP3	PP2	Pase2	Pase3	PP1	pPI3K	SOS	Ras-GAP	pEGF-EGFR2-PI3K	pEGF-EGFR2-pShc	Aktm-PDK1	EGF-EGFR2	PI3K	pAktm	pEGF-EGFR2-Ras-GAP	Shc	Grb2-SOS	STAT3n	pMEK	pERK	pSTAT3c-pSTAT3c	pEGF-EGFR2-STAT3c	Aktm	pEGF-EGFR2-Grb2	Pase	pAkt-Takt	pAktm-PDK1-Takt	EGFR	TP4-pPI3K	pEGF-EGFR2-pShc-Grb2	pAktm-Takt	pEGF-EGFR2-cbl	pEGF-EGFR2-Grb2-SOS-cbl-EPn	pSTAT3n-pSTAT3n	Raf1active-MEK	pEGF-EGFR2-pShc-Grb2-SOS-cbl	pEGF-EGFR2-STAT3c-cbl-EPn	ppMEK-ERK	Raf1	pAktm-PDK1	pRaf1active	pEGF-EGFR2-SHP2	ppERK-pEGF-EGFR2-Grb2-SOS	TP4	pEGF-EGFR2-pShc-Grb2-SHP2	ppMEK-Pase2	pERK-Pase3	pEGF-EGFR2-PI3K-cbl	pSTAT3c-PP1	pSTAT3n-pSTAT3n-PP2	PIP2	pEGF-EGFR2-Ras-GAP-Ras-GTP	pEGF-EGFR2-Shc	Aktm-Takt	pEGF-EGFR2-Grb2-SOS-Ras-GDP	Akt	pEGF-EGFR2-pSTAT3c	pEGF-EGFR2-cbl-EPn	STAT3c-pSTAT3c	MEK	ERK	EGF	pEGF-EGFR2-Grb2-SOS-cbl	pEGF-EGFR2-pPI3K	Ras-GTP-Ras-GAP	pEGF-EGFR2-STAT3c-cbl	pEGF-EGFR2-PI3K-cbl-EPn	pSOS	pEGF-EGFR2-pShc-Grb2-SOS-Ras-GDP	Aktm-PDK1-Takt	ppERK-pEGF-EGFR2-pShc-Grb2-SOS	ppMEK-pERK	pEGF-EGFR2-Grb2-SHP2	pAkt	Raf1active-pMEK	pShc-SHP2	STAT3n-pSTAT3n	pPI3K-PIP2	Raf1-Ras-GTP	pEGF-EGFR2-pShc-Grb2-SOS-cbl-EPn	ProEGFR	pEGF-EGFR2-Ras-GAP-SHP2	pSTAT3c-pSTAT3c-PP1	Akt-Takt	pSTAT3n-PP2	TP4-PI3K	PDK1	ppERK-Pase3	Raf1active-Pase	pMEK-Pase2	pAkt_total
1.0252125380816789e-06	0.4999629479587897	0.19987153364996693	1.1212877652236372e-05	6.103741161072756e-06	0.7999600174325746	0.0004216572414873624	0.7106475052089788	0.09897412693418435	4.1882587452220386e-11	1.7121518351461314e-07	4.560564969991151e-06	3.7842560164933716e-07	0.0019968338150844634	9.034624577275538e-05	1.999970825871687	6.579209056414091e-12	0.29824428607756515	5.532428800326737e-08	0.5999999997983766	0.019994933369552277	0.001999964339714449	0.4999861174851097	8.732945675727001e-08	0.0106595523282704	0.09998621373169729	1.7127392485717462e-07	4.916407154128387e-06	5.316223271229511e-09	0.00175128598415476	0.39966227245190533	3.441713057210341e-08	1.7682581156504745e-08	0.9988590918941002	0.28843565188571	6.273735911009731e-12	0.0006106453655874701	3.290563047304776e-06	3.0222860008169594e-09	9.177312378146555e-07	5.793735182073159e-08	1.3792767024006782e-06	0.49967154763898103	3.3656618915083766e-07	3.405340176737001e-07	1.2245974119911165	2.7930915838320178e-08	6.407953424825265e-06	3.23985817298097e-08	5.931953075516498e-07	1.6519406235721495e-06	4.995529471852218e-11	8.605334947029862e-06	1.5588297153678113e-06	7.710544690486577e-06	2.5478775416601195e-08	0.49921038488849373	3.613373293988531e-07	2.1430013937821577e-12	1.3960555084301293e-06	1.7053622206368563e-17	0.19998951587371583	3.5054062611047277e-06	5.124386873910407e-08	3.5660202974694115e-08	9.720985089841024e-08	1.38764663434091e-05	1.1294472352701032e-10	0.4999985248425969	2.429131046616027e-12	7.845421726480802e-05	4.549087473570145e-08	6.815475700353184e-05	0.19897330218498546	6.17744392142975e-11	8.713131756922853e-06	1.1324652260536294e-08	0.679375476814321	0.7999966482910277	6.196700593753738e-08	1.393331517537239e-07	0.0003254229846245348	1.3764724315905792e-05	5.243252691317329e-07	1.4263110953601018e-06	3.2916013894270195e-17	0.0008108018219089184	5.040887465415306e-07	2.0487672614860535e-16	2.841686400644841e-13	7.54482903058842e-07	3.657411638002821e-07	9.160454210705924e-09	0.0001228065463839994	2.1158458998091573e-12	3.831285905531042e-08	0.00044133537528975484	1.755011304409387e-05	0.7672059499758905	3.858976465114839e-09	6.0485467121284095e-09	0.0010246139874059564	8.867973955738642e-11	1.0456195367719979e-05	0.09999878872368309	8.257997860707599e-14	0.0003284523610194973	5.015386578999875e-06	4.001582943723855e-07
1.0159890659301797e-06	0.4999619023659684	0.19987258548236575	1.146326402267263e-05	6.1927176879737e-06	0.7999589102382051	0.00043064469009409514	0.7103337171838516	0.09895542681777822	4.498003459908289e-11	1.8796246802285817e-07	4.6316735901268756e-06	3.8281188735645734e-07	0.001987209171555981	8.959259813372379e-05	1.9999703708465777	8.33640257914243e-12	0.2982106907012307	5.490574728294553e-08	0.5999999997842905	0.019994671341615426	0.001999959745767783	0.4999858837867832	8.664127693326088e-08	0.010345676143282018	0.09998591949637813	1.6981546372564402e-07	4.871690898485728e-06	5.277862287758553e-09	0.0017355907991698117	0.3996564088966099	3.4440972459089834e-08	1.7523323115711074e-08	0.9988471984453755	0.2887341319691081	6.844546761468983e-12	0.0006405231517893251	3.7020007343246857e-06	3.149683543025994e-09	9.094783868914403e-07	5.749864265935384e-08	1.3693484873698798e-06	0.49966401207120303	3.450644629581918e-07	3.4051035946639683e-07	1.2284238671392997	2.7715078397180196e-08	6.360810153419874e-06	3.2434000542476134e-08	5.993989666888382e-07	1.7081624950833345e-06	5.27287656023059e-11	8.79891715868812e-06	1.6035807840573843e-06	7.844768070615015e-06	2.7975257859103388e-08	0.49919262963165756	3.611938508303587e-07	2.24362816073393e-12	1.3835028681692338e-06	2.1967814043089974e-17	0.19998931599065103	3.479721795794852e-06	5.640877332223617e-08	4.025412700303211e-08	9.823420128141222e-08	1.410987860077659e-05	1.1988485388830642e-10	0.49999850805251306	2.458751755339922e-12	7.774727913304594e-05	4.7071203800139536e-08	6.900703311649311e-05	0.19895459377441985	6.216334517032593e-11	8.865521911087358e-06	1.1518196015191216e-08	0.6793451235048414	0.7999962297610871	6.147618675026552e-08	1.4281533662190353e-07	0.00033106302776947935	1.4059153599817973e-05	5.297461252757582e-07	1.4513642854178777e-06	4.362566164463018e-17	0.0008244879931297382	5.20603802020893e-07	2.6497786386758747e-16	3.5129463758689654e-13	7.490789935144196e-07	3.7463203008632914e-07	9.829749303759267e-09	0.00012179838973663407	2.260301376873713e-12	3.801104523142938e-08	0.0004511104263701808	1.8227817269559543e-05	0.7633794943368879	3.824240137032808e-09	6.334615767230597e-09	0.0010432874983931323	9.582572350161013e-11	1.0656294269987913e-05	0.09999877241412537	1.0521753292603794e-13	0.00033598792879747734	5.272249611273159e-06	4.09073002545419e-07
1.0068530907276963e-06	0.49996084875780233	0.19987363572768732	1.1711026210239134e-05	6.28058070480313e-06	0.7999577947178118	0.00043953694988980345	0.7100421998026082	0.09893675092763295	4.8233789330274963e-11	2.0584858045962993e-07	4.7020036152275505e-06	3.871372512577138e-07	0.0019777190574322453	8.884175140156262e-05	1.999969921135896	1.0501547830623237e-11	0.29817746289086916	5.448558007348146e-08	0.5999999997695632	0.01999440300463193	0.001999954697568049	0.49998565296578346	8.595233110995792e-08	0.01005407018910889	0.09998562837647523	1.683709007943179e-07	4.827475194402023e-06	5.239311856652296e-09	0.0017200304275180336	0.39965059655006496	3.4445522571394804e-08	1.736553142976801e-08	0.9988354372931797	0.28901049740757395	7.452101198227394e-12	0.0006710521662039819	4.152834280169795e-06	3.279075031695256e-09	9.013037440855372e-07	5.7057938103922215e-08	1.3593487743103206e-06	0.49965655496584344	3.533666267622981e-07	3.403082076214913e-07	1.2322312377685114	2.749841024821545e-08	6.31347857431563e-06	3.245002783463525e-08	6.055415710823118e-07	1.7650218264180641e-06	5.558574769889688e-11	8.990446646969275e-06	1.648734158675132e-06	7.97763889156089e-06	3.0641820665908676e-08	0.49917506047998567	3.6087326356458447e-07	2.3447402879677405e-12	1.3710642972824417e-06	2.812020755644186e-17	0.19998911624091117	3.453925427500568e-06	6.19369066578517e-08	4.530229870092144e-08	9.924870428731575e-08	1.4340407972776752e-05	1.2706664111542155e-10	0.49999849168342614	2.4871059667991084e-12	7.704698115897355e-05	4.8651188879377017e-08	6.984668837010436e-05	0.1989359099985331	6.252867061496029e-11	9.016425300439944e-06	1.1709489419347448e-08	0.6793141133734336	0.7999957712105329	6.099351356982215e-08	1.4631984723934298e-07	0.00033665223253941877	1.435046568486306e-05	5.351114644390292e-07	1.4761774908053037e-06	5.74238202649365e-17	0.0008380205195586423	5.370966522606686e-07	3.4051656622742974e-16	4.319560879569133e-13	7.436337243127788e-07	3.833130637706502e-07	1.0527514730348424e-08	0.0001207918590422825	2.410587911711162e-12	3.770888077259689e-08	0.00046078248314004156	1.891597868860864e-05	0.7595721232250033	3.789821310926798e-09	6.626243488952541e-09	0.0010619371996638085	1.0337119757227307e-10	1.0856260677993828e-05	0.09999875648256466	1.332538867051193e-13	0.000343445034157082	5.535058461430612e-06	4.1775858634204504e-07
9.978048264842188e-07	0.4999597872402251	0.19987468342890588	1.1956167570614511e-05	6.367341957810956e-06	0.7999566709809012	0.00044833432760750427	0.7097713558767662	0.098918099242705	5.164781591260733e-11	2.2491493272284258e-07	4.771564611939754e-06	3.914032626992071e-07	0.001968354966371469	8.80941951141569e-05	1.999969476686019	1.3155418516807987e-11	0.29814459985244224	5.4064412174283076e-08	0.5999999997541825	0.019994128412381764	0.001999949164032546	0.49998542499373166	8.526351449362869e-08	0.009783137385271968	0.09998534036230257	1.6694027526975617e-07	4.783754389219424e-06	5.200634959918691e-09	0.0017046062971222496	0.39964483492210984	3.4432038691086584e-08	1.7209216926207828e-08	0.9988238050959267	0.2892663431097436	8.097726234333307e-12	0.0007022248891913317	4.645662513974432e-06	3.410402692738644e-09	8.932075128113793e-07	5.6615932224222294e-08	1.3492917641854127e-06	0.49964917632068295	3.614681383984175e-07	3.3993960512986255e-07	1.2360196190628787	2.7281262362606105e-08	6.266013751495128e-06	3.2447910422089605e-08	6.11623884854559e-07	1.8225088598110757e-06	5.852605207534457e-11	9.179924964987919e-06	1.694285043915898e-06	8.109169940657929e-06	3.3484663079710446e-08	0.49915767724925925	3.6038766402346605e-07	2.4461966687052463e-12	1.3587408388002597e-06	3.577901021286305e-17	0.1999889166245089	3.4280479586274902e-06	6.784207686569998e-08	5.083579966967792e-08	1.00253483915178e-07	1.4568082970761623e-05	1.3449054782696868e-10	0.4999984757164469	2.5142244699505684e-12	7.63533519590572e-05	5.022989246736215e-08	7.067407706072773e-05	0.19891725082636405	6.28711295527322e-11	9.165855951598323e-06	1.1898553830919903e-08	0.6792824539441302	0.7999952700031708	6.051863787664634e-08	1.4984644236025666e-07	0.0003421910853830301	1.463867024356502e-05	5.404219814227653e-07	1.5007529833482522e-06	7.50901213838665e-17	0.0008514013476621995	5.535587026131373e-07	4.3490771155541886e-16	5.284212932863689e-13	7.381550311605709e-07	3.9178007102794745e-07	1.1253971508411623e-08	0.00011978787154286015	2.566744798495923e-12	3.740676005037708e-08	0.00047035172246925406	1.9614472039693977e-05	0.7557837414557602	3.7557226639963385e-09	6.923297349807486e-09	0.0010805631130460889	1.113280250188431e-10	1.1056094228162952e-05	0.09999874091339325	1.6778838317616698e-13	0.00035082367931757783	5.803745541388631e-06	4.26212109719034e-07
9.888443150656856e-07	0.49995871791732965	0.19987572774816834	1.219869494860134e-05	6.453013105372217e-06	0.799955539135146	0.0004570372320387138	0.709519704929044	0.09889947174144328	5.522604124073671e-11	2.45202799953312e-07	4.840365213053224e-06	3.9561124210026746e-07	0.0019591092244520877	8.7350355946477e-05	1.9999690374434975	1.6392060285823092e-11	0.2981120986065418	5.364280026550234e-08	0.5999999997381361	0.019993847618756395	0.0019999431129661543	0.49998519984219275	8.457561579713914e-08	0.00953139735321743	0.09998505544078361	1.655235983991773e-07	4.740522543958508e-06	5.161887606640434e-09	0.0016893194953821345	0.3996391235219254	3.4401721749196214e-08	1.7054386566448227e-08	0.998812298744881	0.28950314733389126	8.78274900410017e-12	0.0007340338158207181	5.1831726803638555e-06	3.54360848836575e-09	8.851897451776948e-07	5.6173242537776686e-08	1.3391904778505175e-06	0.4996418760158102	3.6936517723169295e-07	3.394160179335699e-07	1.2397891057317825	2.7063944886837585e-08	6.2184659738335795e-06	3.2428840819786155e-08	6.176466443968091e-07	1.8806140820431664e-06	6.154942656891203e-11	9.367356498625471e-06	1.7402286949958992e-06	8.239374040683587e-06	3.650996410798598e-08	0.4991404794991617	3.5974855318623403e-07	2.547861231843978e-12	1.3465332057535624e-06	4.5261208904287e-17	0.19998871714130134	3.4021175290778855e-06	7.413806055072521e-08	5.688682374286941e-08	1.0124865963341504e-07	1.4792932164040935e-05	1.4215683058475155e-10	0.49999846013351157	2.540137855354102e-12	7.566640562514437e-05	5.180643901311859e-08	7.148953414426812e-05	0.19889861622646346	6.319141283303254e-11	9.313827931869988e-06	1.208541061587439e-08	0.6792501527237094	0.7999947234132854	6.005119876751894e-08	1.53394880040667e-07	0.00034768007343099333	1.4923780343645759e-05	5.456783459667513e-07	1.5250930416731918e-06	9.757362742195092e-17	0.0008646323910593998	5.699819544238108e-07	5.522018280993625e-16	6.432616248329661e-13	7.326501922458727e-07	4.000295747330284e-07	1.2009320686313393e-08	0.00011878722895859263	2.728805821003941e-12	3.7105030539502836e-08	0.00047981845333171496	2.0323173574198805e-05	0.7520142543194174	3.7219459878691956e-09	7.225642962667091e-09	0.0010991652601274205	1.1970801045935621e-10	1.1255794753169535e-05	0.09999872569158683	2.101064383562144e-13	0.0003581239841902653	6.07824318307131e-06	4.3443129648222464e-07
9.79971443486516e-07	0.4999576408914672	0.19987676795265014	1.24386182201611e-05	6.537605712921612e-06	0.7999543992864776	0.0004656461599768057	0.7092858743670822	0.09888086840182231	5.897235184018698e-11	2.6675328425045857e-07	4.908412868146371e-06	3.9976221112613745e-07	0.0019499749020298514	8.661060513150113e-05	1.9999686033551143	2.0320522238191454e-11	0.298079956019569	5.3221238957141606e-08	0.5999999997214126	0.019993560677663093	0.0019999365110687493	0.4999849774827272	8.388932862720597e-08	0.009297477590759754	0.09998477359591709	1.6412085854977047e-07	4.697773501786878e-06	5.123119547517462e-09	0.0016741708106622368	0.39963346185889415	3.435571624145553e-08	1.6901043997828053e-08	0.9988009153407456	0.28972228051287974	9.508495377862927e-12	0.0007664714650823208	5.768139745540792e-06	3.678634189743311e-09	8.772503669191873e-07	5.573041783606942e-08	1.3290568443508623e-06	0.4996346538288584	3.770545987677686e-07	3.3874834416106285e-07	1.2435397920120348	2.68467314590155e-08	6.170881131892961e-06	3.2393957282052656e-08	6.236105612684822e-07	1.9393282113155094e-06	6.46555575282415e-11	9.552748096348555e-06	1.7865604166430555e-06	8.368264024948158e-06	3.972387706584895e-08	0.49912346656694534	3.5896684877847346e-07	2.6496031004712192e-12	1.334441828197873e-06	5.693966449797038e-17	0.19998851779100904	3.3761598238164203e-06	8.083858986867398e-08	6.348866955024331e-08	1.0223434684942683e-07	1.5014984128161976e-05	1.5006554427133509e-10	0.499998444917371	2.564876386831913e-12	7.498614381958484e-05	5.338001213682999e-08	7.229337650171542e-05	0.19888000616695173	6.349018911116358e-11	9.46035532161857e-06	1.2270081109160578e-08	0.6792172171928	0.7999941286263451	5.9590633928404656e-08	1.5696491788256685e-07	0.00035311968363741533	1.5205811981655205e-05	5.508812053225816e-07	1.5491999466831725e-06	1.2602371602239955e-16	0.000877715530203848	5.86358975808609e-07	6.9718068575238555e-16	7.793813764210141e-13	7.271258771438542e-07	4.0805876820673855e-07	1.2793744101344943e-08	0.00011779063132839743	2.896799327818891e-12	3.6803997830923425e-08	0.0004891830992017543	2.104196102836405e-05	0.7482635675785999	3.6884923145445453e-09	7.533144320410706e-09	0.0011177436622896444	1.2852288962512871e-10	1.145536225892782e-05	0.0999987108027117	2.6170460874213334e-13	0.00036534617114210825	6.358483747054882e-06	4.424144844481941e-07
9.711860507956751e-07	0.4999565562633335	0.19987780340217298	1.267594996409498e-05	6.621131248897017e-06	0.799953251539197	0.0004741616837602506	0.7090685913710668	0.09886228920137262	6.289059098201584e-11	2.8960728053116747e-07	4.97572307660688e-06	4.0385892861010263e-07	0.0019409457340662205	8.587526495366152e-05	1.9999681743679376	2.5066756380001292e-11	0.298048168842582	5.280016711178735e-08	0.5999999997040001	0.019993267642942285	0.0019999293239437374	0.499984757886935	8.320526165748119e-08	0.00908010536036284	0.0999844948091905	1.627320256118466e-07	4.655500958462335e-06	5.084374918866184e-09	0.0016591607687584606	0.39962784944333846	3.429511099028789e-08	1.674919002091887e-08	0.9987896521729879	0.2899250133649897	1.0276288610754213e-11	0.0007995303878666997	6.4034256208693046e-06	3.815421445712633e-09	8.693891853688497e-07	5.528794523203302e-08	1.31890177840284e-06	0.4996275094486634	3.845338906066884e-07	3.379469260423175e-07	1.2472717716715227	2.6629863087285812e-08	6.123301058686205e-06	3.234434423572456e-08	6.295163245726407e-07	1.998642185290142e-06	6.784407157254712e-11	9.736108733319042e-06	1.8332755395818138e-06	8.495852716012351e-06	4.3132524434745993e-08	0.49910663759741863	3.580528997545364e-07	2.7512967126413896e-12	1.3224668932017333e-06	7.125139982390334e-17	0.19998831857323227	3.350198266766477e-06	8.795734029695124e-08	7.067573194820535e-08	1.0321065729291683e-07	1.5234267400710646e-05	1.5821654660755212e-10	0.4999984300515763	2.588470016543904e-12	7.431255750403968e-05	5.494985186192151e-08	7.308590206657371e-05	0.19886142061557122	6.376810628844209e-11	9.605452190658185e-06	1.2452586581774253e-08	0.6791836547981925	0.7999934827397903	5.9137466173992934e-08	1.60556308296498e-07	0.00035851040204248826	1.5484783668902296e-05	5.560311865420974e-07	1.5730759776939383e-06	1.6182563235853407e-16	0.0008906526029438184	6.026828729991926e-07	8.754658355455088e-16	9.400498262718953e-13	7.215881919951228e-07	4.158654704869466e-07	1.3607405199896105e-08	0.00011679868911305381	3.0707483141489735e-12	3.65039301557598e-08	0.0004984461823896777	2.1770713596924217e-05	0.7445315874659437	3.6553620251559127e-09	7.845664023365955e-09	0.0011362983407417534	1.3778431941503726e-10	1.165479690404748e-05	0.09999869623292627	3.2431818668762275e-13	0.0003724905513371871	6.644399717429608e-06	4.501605814772345e-07
9.624877649848475e-07	0.4999554641320515	0.1998788335383665	1.2910704868431001e-05	6.7036010814716666e-06	0.7999520959959863	0.00048258444015781464	0.7088666754363825	0.09884373411720851	6.698455590962204e-11	3.1380544399772706e-07	5.042297559143737e-06	4.079010909960209e-07	0.0019320160531515103	8.514461443722049e-05	1.9999677504293516	3.0775697171811966e-11	0.2980167337090045	5.2379973753243707e-08	0.5999999996858876	0.019992968568296646	0.0019999215161076753	0.4999845410264926	8.252394788718965e-08	0.00887810023242228	0.09998421905994587	1.6135704608091736e-07	4.613698537459786e-06	5.045692824001709e-09	0.0016442896649225666	0.3996222857871355	3.422094019248981e-08	1.6598823015624395e-08	0.9987785067012952	0.2901125243495656	1.1087448026844269e-11	0.0008332031738400796	7.091978308662339e-06	3.953911847764885e-09	8.616059204169517e-07	5.484625647449853e-08	1.3087352660632974e-06	0.49962044248712595	3.9180112988287236e-07	3.3702156398617737e-07	1.2509851380090051	2.641355162850485e-08	6.075763852501837e-06	3.228103304075712e-08	6.35364603390307e-07	2.058547149354145e-06	7.111453736474237e-11	9.917449236087078e-06	1.880369473708917e-06	8.62215290755298e-06	4.674199295142495e-08	0.49908999156957845	3.57016502596797e-07	2.8528218861522633e-12	1.3106083807127584e-06	8.870579913479785e-17	0.19998811948746628	3.3242541983788657e-06	9.55079190860293e-08	7.8483492376807e-08	1.041776994545216e-07	1.545081044364211e-05	1.666095027930277e-10	0.49999841552046004	2.6109483093559254e-12	7.364562864286452e-05	5.6515251881359603e-08	7.386739570051508e-05	0.19884285953973319	6.402579163749447e-11	9.749132578139684e-06	1.2632948213118166e-08	0.6791494729462054	0.7999927827639	5.869075683968057e-08	1.6416881058933838e-07	0.00036385271316692386	1.576071606514196e-05	5.611288984842289e-07	1.5967234091388475e-06	2.0664117402801704e-16	0.0009034454263213707	6.189472623815054e-07	1.0936349100776035e-15	1.1289346077140004e-12	7.160427225919703e-07	4.234480832460986e-07	1.4450449642317425e-08	0.0001158119337768695	3.2506705096748848e-12	3.6205062348784694e-08	0.0005076083101394409	2.2509311904511094e-05	0.7408182206817521	3.622554943435686e-09	8.163063494984824e-09	0.001154829316550431	1.475038682646399e-10	1.1854098981515269e-05	0.09999868196897822	3.9995150251344083e-13	0.0003795575128746053	6.935923784278874e-06	4.576690234385884e-07
9.538761560117655e-07	0.49995436459524273	0.19987985787509016	1.3142899622891346e-05	6.785026475406009e-06	0.7999509327580314	0.0004909151205557999	0.7086790314742494	0.09882520312605397	7.125799517035899e-11	3.393881596827704e-07	5.108142435991565e-06	4.1188933652760326e-07	0.0019231807252431548	8.441889440664666e-05	1.9999673314870892	3.761351883209267e-11	0.29798564717800563	5.1961002991159016e-08	0.599999999667064	0.019992663507229873	0.001999913051000823	0.49998432687318556	8.18458527917137e-08	0.008690367186469261	0.09998394632570752	1.5999585700762172e-07	4.572359785697698e-06	5.007107851924407e-09	0.0016295575922912044	0.39961677040425986	3.413418468073417e-08	1.6449939286762398e-08	0.9987674765392105	0.29028590656453057	1.194328773739937e-11	0.0008674824574086807	7.836830979023367e-06	4.094046991602653e-09	8.539002169455694e-07	5.440573370988722e-08	1.298566428176857e-06	0.49961345249023437	3.9885494220319726e-07	3.359815322270153e-07	1.2546799838584108	2.619798293139375e-08	6.0283041800153295e-06	3.2205002999425785e-08	6.411560484993286e-07	2.119034446058867e-06	7.446646739372126e-11	1.0096782003788635e-05	1.9278376632246708e-06	8.747177348779626e-06	5.055832904182579e-08	0.49907352732044563	3.5586691890753605e-07	2.9540638724526164e-12	1.298866093209587e-06	1.098950179571259e-16	0.19998792053311432	3.2983470388595686e-06	1.035038542754047e-07	8.694850826927413e-08	1.051355788107271e-07	1.566464161088026e-05	1.7524389024573196e-10	0.49999840130911644	2.6323402842563868e-12	7.298533145150438e-05	5.807555687082587e-08	7.463812624272901e-05	0.1988243229065595	6.426385352071208e-11	9.891410475246543e-06	1.2811187067616526e-08	0.679114678996973	0.7999920256227273	5.8250072377271094e-08	1.6780218145500172e-07	0.000369147099459562	1.6033631650356386e-05	5.661749333775892e-07	1.6201445077387382e-06	2.6245485714749575e-16	0.0009160957787122022	6.351462432802865e-07	1.359356265865153e-15	1.350137425259184e-12	7.104945727008483e-07	4.308055493303752e-07	1.5323006092507846e-08	0.00011483082713465144	3.4365784714797772e-12	3.5907599535211976e-08	0.0005166701622006818	2.325763797965404e-05	0.7371233743916618	3.5900704173492398e-09	8.48520318697537e-09	0.0011733366106685746	1.5769300681306926e-10	1.2053268902238712e-05	0.09999866799819772	4.909109228397e-13	0.0003865475097662376	7.2329889158663976e-06	4.6493973401110933e-07
9.453507660815151e-07	0.4999532577490926	0.1998808759900668	1.3372552811928615e-05	6.865418590040458e-06	0.7999497619251267	0.0004991544623232824	0.7085046434750563	0.09880669620426623	7.571460605979632e-11	3.663955134570197e-07	5.173280603857347e-06	4.158279723458427e-07	0.001914435094564221	8.369831187474192e-05	1.9999669174892714	4.577009403163142e-11	0.297954905768022	5.1543558580481155e-08	0.5999999996475187	0.01999235251299499	0.0019999038909986784	0.49998411539893595	8.117138158544531e-08	0.008515890275018824	0.09998367658246904	1.5864840405030297e-07	4.531478234775626e-06	4.9686505466257135e-09	0.0016149644667731282	0.399611302811235	3.403577338071503e-08	1.6302533367644546e-08	0.9987565594395729	0.29044617408115836	1.2845115396562306e-11	0.000902360922780847	8.641100976951738e-06	4.235768535191319e-09	8.462716491335054e-07	5.3966714622205016e-08	1.2884035833219733e-06	0.4996065389477891	4.056944622532819e-07	3.348355958684368e-07	1.2583564015911255	2.5983319642822486e-08	5.980953534666972e-06	3.211718259526832e-08	6.468912939802068e-07	2.180095605454663e-06	7.789931976370068e-11	1.0274120762873465e-05	1.9756755512844366e-06	8.870938731294544e-06	5.458753445568346e-08	0.4990572435660963	3.546128941147106e-07	3.0549133578043762e-12	1.2872396815721682e-06	1.3550505488114638e-16	0.19998772170949938	3.272494442244204e-06	1.119585844063007e-07	9.610840148399869e-08	1.0608439801041512e-07	1.587578912099253e-05	1.8411900343661351e-10	0.4999983874033779	2.6526745424535005e-12	7.23316335355149e-05	5.96301598613632e-08	7.539834477071627e-05	0.19880581068292047	6.448288185656585e-11	1.0032299810620201e-05	1.2987324075411757e-08	0.6790792802596087	0.7999912081551069	5.7815448512763547e-08	1.7145616753293523e-07	0.0003743940408312327	1.6303554437445787e-05	5.711698683776305e-07	1.6433415301184708e-06	3.3162649244627874e-16	0.0009286053879187996	6.512743716028456e-07	1.681536171341359e-15	1.6082316201368877e-12	7.049484022699037e-07	4.3793731308685657e-07	1.622518694864896e-08	0.00011385576949970686	3.6284796820492147e-12	3.5611720417360925e-08	0.0005256324798749102	2.4015575230097655e-05	0.7334469562243233	3.5579073892188755e-09	8.811942773407359e-09	0.0011918202439617149	1.6836309889254708e-10	1.2252307180444564e-05	0.09999865430848785	5.998408890742984e-13	0.00039346105221149853	7.535528420619756e-06	4.7197308646757164e-07
