V_membrane	h	d	n	Ca_i_cytosolic_calcium	Ca_lum	Values[i_fast]	Values[m_infinity]	Values[tau_h]	Values[h_infinity]	Values[i_Ca]	Values[tau_d]	Values[d_infinity]	Values[f_infinity]	Values[i_NS]	Values[i_K_dr]	Values[n_infinity]	Values[tau_n]	Values[i_K_Ca]	Values[i_K_ATP]	Values[i_NaL]
-46.7216340257249	0.460152808639901	0.0006403979976322028	0.11315143709359646	0.4451258977469052	77.07508541227489	-19.395170471979608	0.08214790705894029	0.03983382027574758	0.45447054140545345	-5.775182113923741	0.010161998290953668	0.0006458309054668639	0.5	-11.87182174687195	2.7812873318088682	0.11389633167032294	0.025414824940084613	11.459503512291045	56.556731948550194	-38.016490207717474
-38.33956162288754	0.22751708516394362	0.0029357381650706796	0.17852861845208745	0.5333705441902749	79.0023421953002	-102.44950961340305	0.18509934733886685	0.03205978089401238	0.20099894204098165	-22.333284678456714	0.023430984467872246	0.0034431744070830316	0.5	-9.31270149104038	22.34499598864878	0.18956704893028542	0.03135667154684866	24.14915858791086	73.32087675422493	-35.501868486866265
-38.34674296014803	0.1404883938082332	0.010568001881077703	0.2455995337072636	1.1725049627524582	86.45084278957688	-63.14157819912338	0.18497902029886037	0.03206961392606726	0.20116375130114303	-80.40613660318128	0.02341427963608873	0.0034382496284887988	0.5	-8.164027590501783	80.01547257548238	0.18948825585208084	0.03135167815565524	113.10099189974724	73.30651407970394	-35.5040228880444
-41.20404610649705	0.2479777141620902	0.0021965753018787482	0.1702932461788434	0.6548918844908994	92.1396875099582	-51.41338037175298	0.14179634816984	0.035709482602198604	0.2747110007806378	-17.752813202152755	0.017621390855874667	0.0019444898890254184	0.5	-8.085967338226551	17.053190994991763	0.16010703984446187	0.02933642384604703	37.05422412063697	67.59190778700591	-36.361213831949115
-36.98801058246557	0.11826315047044932	0.013115180566008246	0.2629505748786375	1.2328031545199167	96.0825417979614	-75.59822634168634	0.20882853992517603	0.030174365783824198	0.17176902912545444	-96.87290931342466	0.026793150664818525	0.004507018986063646	0.5	-6.603099596125307	109.03560774420872	0.2048445110951499	0.03228703639487169	123.92036236586667	76.02397883506886	-35.09640317473967
-40.73803343080903	0.2674922440953195	0.002083721223432277	0.16285809619916117	0.6183894172238779	98.736865718413	-63.09324207793545	0.1482149803117917	0.03516252810695025	0.2616473800726337	-16.678638723508325	0.018458498607964353	0.002134030152568459	0.5	-7.162097460592528	14.461087430095828	0.16463398333660045	0.029667990547909983	32.76294427249515	68.52393313838193	-36.221410029242705
-40.861620770522116	0.2690290991648337	0.0020497458414116083	0.16224821930926522	0.6268132602969418	100.39304225578152	-61.328224896912076	0.14648972293848422	0.03530974452064627	0.2650725039085561	-16.448932648030382	0.018232728752959153	0.0020820373657108623	0.5	-6.9984623564094	14.194297556984257	0.1634235089701408	0.029580130161826087	33.729871936182626	68.27675845895578	-36.25848623115663
-42.54445686617226	0.3095809842259207	0.0015095151072218348	0.14878694079085644	0.6172648359598558	101.96560293470748	-44.05426891270971	0.1246205317528977	0.037143944123445516	0.3144571246675897	-12.539485753983291	0.01541791027968618	0.0014879136206453326	0.5	-7.130583603662597	9.543317857434205	0.14764712335154911	0.028379987350814553	30.898723438575463	64.91108626765549	-36.76333705985167
-52.12507455825907	0.6340392369263632	0.00022102915851706888	0.08116475337891305	0.5463564926259517	99.25170509009824	-5.1528237989783054	0.046801979337427975	0.038324317517240164	0.6432036829777775	-2.2009461488100497	0.00592237649475685	0.000219263972599983	0.5	-8.756997787241634	0.5956358527509099	0.08035707526121283	0.02174761643460566	16.03779122829845	45.749850883481855	-39.63752236747772
-54.5013342490598	0.7166343632728869	0.0001363485418850378	0.06868757783226838	0.5234817234752612	95.86105167225055	-2.77457492209427	0.03633626867986205	0.036043291853545475	0.7168240618710761	-1.4148657234496131	0.004670166755976558	0.00013633394649889677	0.5	-9.484045074340848	0.2737723928559136	0.06867403491584666	0.02023192120889739	12.858268377567354	40.99733150188041	-40.350400274717934
-54.0834786442103	0.7052795353509473	0.00014811733115093872	0.07054285231118734	0.5063091541096487	92.56575621746734	-3.112803363271044	0.037997465427241625	0.03649951733169378	0.7045518098159157	-1.5260381061677113	0.004869388946892123	0.0001482153972797107	0.5	-9.975869200371868	0.31077979225903757	0.07060772600376831	0.020493476040120882	12.014573909720694	41.833042711579395	-40.22504359326309
-53.322899476237374	0.6823812984413794	0.00017241450867086676	0.07417325989634338	0.49058416121966536	89.41981888670662	-3.820267985198127	0.04121009074900207	0.037273321242363135	0.6814436567004001	-1.7532110430302863	0.005254064787854974	0.00017256225770139266	0.5	-10.439700900786747	0.39367869122245075	0.07425702479504592	0.02097509671031952	11.445708027043045	43.354201047525265	-39.996869842871206
-52.46147867208014	0.6552661939053938	0.00020478693208383534	0.07849829455293622	0.4760829807789465	86.43087837899881	-4.7972336801904065	0.045162442407385615	0.03805143494793411	0.6541551057392857	-2.051321403154332	0.005726540859096437	0.00020499996380329036	0.5	-10.888969799999037	0.5134729339619476	0.07859915717119065	0.021528969084567945	10.975902688928656	45.07704265583972	-39.73844360162404
-51.48808792976818	0.6234153958806369	0.00024871852116865986	0.08365741906288543	0.4629904439784577	83.60604545837414	-6.171015038848106	0.050062646808368624	0.038789814613220855	0.6220593364105894	-2.4488690810914946	0.006311710235401452	0.00024904756278647645	0.5	-11.312603786724289	0.6909665873184758	0.08378429213196611	0.02216512352668113	10.613994645191122	47.02382414046366	-39.44642637893045
-50.31795225324706	0.5838298556119765	0.0003141063395645681	0.09025051982637228	0.4518169868388827	80.96023646115856	-8.286148767330257	0.05662005796029184	0.03945793775103724	0.5820357662426027	-3.02838620272818	0.007094746473141057	0.0003146954552179564	0.5	-11.684309007621009	0.9824971214891878	0.09042759239074172	0.02294347041580667	10.421337262946588	49.3640954935059	-39.095385675974114
-48.68535398877461	0.5273652919120023	0.0004346456631222115	0.100168870145729	0.4441955691424057	78.53162924379579	-12.31559339505558	0.0671255425269276	0.039952118211695184	0.5244573940721846	-4.067083553519115	0.008351932051797293	0.00043615753963587457	0.5	-11.931645066065627	1.5895708256069156	0.10048827817274973	0.024051994894079057	10.602380743455383	52.6292920224508	-38.60560619663238
-44.775569186235245	0.397409244858159	0.0009334753496551766	0.1269729403883612	0.45346217641361236	76.48759975746066	-29.74728805255429	0.0999945202313694	0.03896203984072334	0.3868356757231109	-8.107215080619472	0.012341336730957655	0.0009528365995033817	0.5	-11.570675558311233	4.71361480299307	0.12869569161348157	0.026789025881339894	12.889439733268514	60.44886162752951	-37.432670755870575
-40.333108415002485	0.25554883070393886	0.0022080205637864	0.16688521994840372	0.5450981333847401	81.77000188272608	-67.36728477182915	0.15398541454351064	0.03466993502981813	0.2506271600882433	-17.5247245730705	0.019217808900621244	0.002313628997518139	0.5	-9.439946014890849	16.13383661046587	0.16865046189001365	0.02995543181133451	24.161035249627762	69.33378316999503	-36.099932524500744
-28.87624969345142	0.10326393202572236	0.009357876365299554	0.24937567341027364	0.6944725441144859	87.20113811082079	-412.46887642787794	0.39396052497734213	0.01916304996198243	0.06111335529643782	-57.156365859168254	0.05921454423097284	0.02241729936377667	0.5	-4.6887473818776275	107.02671752481402	0.31499379031617186	0.037161072309903946	57.86268167155104	92.24750061309717	-32.66287490803542
-27.314746908298204	0.0856058895860522	0.011392614931824406	0.2651238070400102	0.7567549448236092	92.20798728575214	-457.01860975746024	0.43605358500583663	0.017352601933192293	0.049499027791668634	-66.90005396723689	0.06865772432712924	0.030385018803834873	0.5	-3.653118561764927	141.3612093277002	0.33954128646785225	0.03788428708594491	72.08742029916753	95.37050618340359	-32.19442407248946
-40.15274757767737	0.2559833690766161	0.0022924092811710804	0.16713292370241062	0.6127999749467364	96.63641892851346	-70.8909159179552	0.1566142565970269	0.03444574617117513	0.245819155573065	-18.125761852234206	0.019565904835482744	0.002398406302989011	0.5	-7.286448891769721	16.314277061753405	0.17046446167720627	0.030083226314455733	32.59469610872198	69.69450484464527	-36.045824273303204
-24.670453915829725	0.05217077953697874	0.01813215372496428	0.3068427802310834	0.9083296271167715	98.93949596878086	-432.4617438825481	0.5091530352566778	0.014593254899529284	0.03446319435291884	-99.40038962258195	0.087584662776462	0.050493834536628465	0.5	-2.1910896413228635	267.6935459150777	0.38308815747625696	0.03889116062677099	107.80208474203481	100.65909216834055	-31.401136174748917
-33.62885474624209	0.14196603522891468	0.006216643753277595	0.2221781264900292	0.7303766480094944	100.28621975885139	-205.99520549434666	0.277126203979422	0.02540034791408644	0.11374750691675047	-42.56247132510345	0.03732839318108801	0.008785999649095773	0.5	-5.288188171917451	60.485878795638556	0.24668954924634398	0.03448675716053148	57.997904012734566	82.74229050751582	-34.08865642387263
-45.097700944831224	0.38438928711146314	0.0009170531485983525	0.12836097680193834	0.5903036711899448	101.29741613194662	-26.185193916579205	0.09681916068274378	0.03915560244140902	0.39780625214029375	-8.01494774891476	0.011950828608989274	0.0008934376335640465	0.5	-7.620166883857573	4.870660784078507	0.12613754313683295	0.026560344979474834	25.507219175234415	59.80459811033755	-37.52931028344936
-53.65335329900357	0.6876982237131404	0.00016204663952442978	0.07298053822898559	0.5372728434440415	98.15591402138261	-3.47247184022061	0.03978352308437934	0.0369465323129022	0.6916025141942925	-1.657234286777591	0.00508333568081063	0.00016152797656097725	0.5	-9.060520598230825	0.36333661056908967	0.07265064499049106	0.020764974937305437	14.330732659965156	42.693293401992875	-40.09600598970106
-54.45474744386999	0.7157894920737634	0.00013756661649053938	0.06885743644720878	0.5177040992367089	94.77937217687592	-2.8121090420751345	0.03651795778189791	0.036095178172180824	0.7154711816282375	-1.4263709697960258	0.004691968340747359	0.00013760997969760938	0.5	-9.650089789196736	0.2771188923402199	0.06888716882726738	0.020260973607126535	12.516890985943517	41.09050511226003	-40.336424233161
-53.85227663508185	0.6984443978657517	0.00015511415882085242	0.07162670610461261	0.5010877742277488	91.53086867794366	-3.314019379349387	0.03894772225065222	0.03674275634758314	0.6976304379320383	-1.5917870126349078	0.004983246781598005	0.0001552287740116992	0.5	-10.127448756635113	0.3339756394342378	0.07169915512285044	0.020639129637078382	11.816993834826537	42.295446729836314	-40.15568299052455
-53.05407985410837	0.6740403352502494	0.00018192635862571626	0.07549898882786639	0.4857532867805775	88.43515003504623	-4.103597720637293	0.04240657026249181	0.03752791136760855	0.6730497888907793	-1.8413107227987981	0.005397168439773967	0.0001820920773201988	0.5	-10.58697090392957	0.4278283752669236	0.07558782339666283	0.02114699855405569	11.283544977853564	43.891840291783254	-39.916223956232514
-52.161236020684235	0.6455670780616546	0.00021744159705571267	0.08005854380906537	0.47167646945308594	85.49831107978086	-5.18798851331296	0.04662305881897373	0.03829585925538061	0.6443883456451298	-2.166604964439161	0.005901008314584963	0.00021768425599031144	0.5	-11.029733960571857	0.5629302573898076	0.08016640165607813	0.021724051143610503	10.845194337385593	45.67752795863154	-39.648370806205264
-51.137782714330356	0.6116908656413913	0.0002667282919351445	0.08558603177941118	0.45912405513046667	82.72915202966831	-6.746493706226734	0.05194642677259894	0.03901594575551768	0.6102241868892258	-2.609824793836588	0.0065366128794464426	0.00026711702610404166	0.5	-11.440531999878873	0.7681987727553473	0.08572518994730419	0.02239662571096678	10.528124726969121	47.7244345713393	-39.3413348142991
-49.864831396791445	0.5682393665547543	0.0003437827163376556	0.09291967082371629	0.4488071035634032	80.14737778254894	-9.265683072681627	0.05937009891126967	0.039647747859761454	0.5662099993023864	-3.287340241327972	0.007423397315934254	0.0003445363785049875	0.5	-11.78445772449758	1.1242520898939903	0.09312521632198811	0.02324862633801435	10.419436702303841	50.27033720641711	-38.959449419037426
-47.91380247643187	0.5006883021901049	0.0005064237013983248	0.10513969921420688	0.44343696938103777	77.80879331394299	-14.763462735636287	0.07269714843154408	0.03999924184737619	0.496921555914781	-4.671078075179053	0.009021181166957274	0.0005088946590681819	0.5	-11.947316270805134	1.9859404082455934	0.10558059749964904	0.024584005848520767	10.86190404384842	54.17239504713626	-38.37414074292956
-37.38201843238029	0.218925112845318	0.0032907210869301184	0.18304016223329392	0.520044683168798	76.16781720631786	-126.49874486317557	0.20168763350453262	0.03073000951586939	0.1799251759464631	-24.518004501349054	0.02576680622156257	0.004166915074107043	0.5	-9.473435975946746	25.33566499400569	0.20029848256218122	0.03201789504091423	23.191949669812725	75.23596313523943	-35.214605529714085
-40.91918534691299	0.23213394858840317	0.002622182135069053	0.1785852970276321	0.6823039333001082	84.39896799489	-52.082363963800745	0.14569182677805786	0.035377793033126805	0.2666776103404466	-21.0678196002694	0.018128506384836242	0.0020582535561077826	0.5	-9.162530879137337	20.799074934667185	0.16286214279561304	0.029539187827928852	41.07874838272771	68.16162930617404	-36.27575560407389
-39.927349812233636	0.25385228958477873	0.002339297728301738	0.16790951980039168	0.5758931489830382	89.63012787802167	-74.7497199334115	0.15995076909881095	0.03416170861539248	0.23989855810754485	-18.408989147966103	0.020009710721871406	0.0025087219556820177	0.5	-8.13434246543619	16.7271176846437	0.17275317426185868	0.030242699884163574	28.122490996926302	70.14530037553273	-35.97820494367009
-40.81344851929506	0.2699705657298043	0.0020372069516625866	0.16184441730133017	0.5942115231310765	94.46460320817101	-62.36690097655264	0.14716021221636108	0.03525254249921605	0.2637340457301856	-16.33195078484065	0.01832040253311791	0.002102151220852037	0.5	-7.695837807666707	14.073348358816874	0.16389447753515576	0.02961438329121945	29.64366202233501	68.37310296140988	-36.24403455578852
-36.88940422181319	0.11862212737068197	0.012650984702270811	0.2611821917613465	1.2145959370870318	98.28349684548823	-77.75753305360453	0.210644499626443	0.030034749001492975	0.16977425987636013	-93.24134027116703	0.02705622630246855	0.004596372778534193	0.5	-6.346247296328305	106.40725421133571	0.20599413363562613	0.0323540959304589	122.29905446544483	76.22119155637363	-35.066821266543954
-41.53670429181502	0.28239405812381446	0.0018229783946504782	0.1573060019446797	0.6233202903893493	100.85605648056784	-53.36706992121941	0.137357707192041	0.036085676248630356	0.28428028541102396	-14.834861858483372	0.01704697729504533	0.0018195572567216824	0.5	-7.075014177885906	12.29422436709019	0.15693753897943474	0.029099349583220656	32.62036752427236	66.92659141636997	-36.4610112875445
-41.45681975389954	0.2727385786703408	0.0018881065632172828	0.1601429600608091	0.6415542987953292	102.50547421333589	-52.7046258778758	0.13841282587622963	0.0359964732873768	0.28196405440015143	-15.339595800617186	0.017183198123702108	0.001848807449977089	0.5	-6.878055854743344	13.23691844283427	0.1576939730427743	0.029156305270319455	35.035417955589864	67.08636049220092	-36.43704592616986
-48.91344536862729	0.5159450009795252	0.0004247388098679113	0.10083336546647177	0.5629720365504913	100.39585884597341	-11.243127635953602	0.06555584534729526	0.03991500969440187	0.5325768348864564	-3.991185851538209	0.008163746614214434	0.0004167158945186046	0.5	-8.248611977127494	1.6180242441904078	0.09902517184952359	0.023895664837247234	19.74897361653438	52.17310926274541	-38.67403361058819
-54.30489823444122	0.7096939546333497	0.00014195318615953245	0.06969313144737627	0.5302311138575848	97.05415700108468	-2.9223214294643522	0.03710831701950601	0.03626035871699229	0.7110932797792844	-1.4680887418501354	0.004762786602536321	0.00014179595747667846	0.5	-9.283481005474696	0.29294003648662786	0.06957688682510776	0.020354607324312032	13.424125778794968	41.390203531117564	-40.291469470332366
-54.304919531557125	0.7116695820488218	0.00014172002994661124	0.06952503776892537	0.5121608422154821	93.71200232449023	-2.930436944517958	0.03710823246699631	0.036260335429122624	0.7110939048176761	-1.4656781413941236	0.004762776462061857	0.0001417953535946164	0.5	-9.808115251441055	0.29012376425025443	0.06957678834739404	0.020354593996741825	12.254944793778957	41.39016093688576	-40.291475859467134
-53.60514563265666	0.691009599873221	0.0001629625039456906	0.07280476646690823	0.4959945578892506	90.51204460117367	-3.5421639210254785	0.03998864726358249	0.036995129266180996	0.6901317021248687	-1.6652141656280999	0.00510789242532643	0.00016309263063558712	0.5	-10.277546719978352	0.36066154399059125	0.0728829775316689	0.02079554554114505	11.63347620815118	42.789708734686684	-40.081543689797
-52.775988568703866	0.6652938717999346	0.0001923182991433336	0.0768932870132072	0.4810524789401002	87.46709312750565	-4.416811941987083	0.043679218934397177	0.0377802063965323	0.6642482898671532	-1.9370687713370758	0.005549307621282254	0.0001925046522637764	0.5	-10.732574872461633	0.4661518453253134	0.07698753714431367	0.02132573375338129	11.130899941062166	44.44802286259228	-39.83279657061116
-51.847819764553314	0.6353196059266127	0.00023148393243056887	0.08171673536468062	0.4674268254093103	84.58322819043575	-5.626515860759109	0.04819563376069336	0.03853534685101368	0.6340633263797784	-2.2937837806703727	0.006088798556542128	0.00023176288817476957	0.5	-11.167275305669174	0.6194227856193841	0.08183279670337984	0.021928785113574625	10.726823266984082	46.30436047089337	-39.554345929365994
-50.76294660128599	0.5990181378200004	0.0002874378472654603	0.08769237625778424	0.45548186792242357	81.87167007484354	-7.415337518257463	0.05403622490554907	0.03923347759925294	0.5974152159162954	-2.7936104858111626	0.006786137576549399	0.00028790578479001404	0.5	-11.561866371094299	0.8599603434163284	0.08784704829502153	0.02264578645500287	10.462824411116163	48.47410679742802	-39.228883980385795
-49.350871865026086	0.5504544878157605	0.00038081071214941695	0.09602540870207123	0.44624537342537973	79.35901050008941	-10.500515635208345	0.0626406419024052	0.03981450997802991	0.5480962498690067	-3.607345472748541	0.007814613182011959	0.0003818219078723005	0.5	-11.868259578176879	1.3084842957526173	0.09627225416634282	0.023597139791976335	10.466236242226154	51.29825626994784	-38.80526155950782
-46.84310652367198	0.4642268729109938	0.0006253287515558707	0.11231779252459806	0.44481624925181	77.1329803506544	-18.8707262061127	0.0811359649188179	0.039863815818339664	0.45877616662980963	-5.652351402343744	0.010039460285532582	0.00063033959566077	0.5	-11.88413737224305	2.688624955979078	0.11302358339921345	0.025329729946582787	11.388407134115395	56.313786952656045	-38.05293195710159
-39.54292584667935	0.2468558936224509	0.0024526766386824216	0.1704983183578759	0.5262490815197979	78.9973310650118	-80.66144862819367	0.16577376272640731	0.03366803461057473	0.23002793968022645	-19.145017763921427	0.020789740447156313	0.0027086700676612393	0.5	-9.688320403388094	17.977717242021722	0.17671263611236354	0.03051402618868462	22.550775246508632	70.91414830664131	-35.8628777540038
-35.173300686262614	0.08271539600500404	0.022872888219703517	0.3083876707085902	1.386168667453738	85.80866316045707	-83.12997822718202	0.24409342614926816	0.027588163049249517	0.13795432358954535	-162.2356352304242	0.03206121861865091	0.006466324219619029	0.5	-7.271879548737235	216.129272890582	0.22676577835472891	0.03349918782269472	144.77701075352348	79.65339862747477	-34.55199020587879
-40.749023984173334	0.21955753700194724	0.0030162296214678763	0.18505787134176754	0.7593565646052552	92.05974836458778	-51.63024432577087	0.14806087678932037	0.035175681150675875	0.2619508140419079	-24.14813678534582	0.018438309236770267	0.002129354447304554	0.5	-7.995938162377752	24.102075986382346	0.1645260455601543	0.02966017946189724	52.15104381432178	68.50195203165335	-36.224707195252
-33.15782055964543	0.06740345681027542	0.023992138282864395	0.3200524346469658	1.3277830056380928	95.49277807882656	-109.01411097939105	0.2877320506436841	0.02474311819703867	0.10713828333636001	-162.47034836754344	0.039094824831727104	0.009645570330904844	0.5	-5.568699326705447	263.4208149069217	0.2529951293283428	0.034778254710848534	146.58962196247575	83.68435888070915	-33.94734616789362
-40.93473055633525	0.2718765916409925	0.0020125515701717913	0.16128290797392894	0.6163660026756073	98.76920615979596	-60.737498083358176	0.14547697546466193	0.03539611168855901	0.2671121255132042	-16.175007746722827	0.018100462783299468	0.0020518774069532217	0.5	-7.197723568661683	13.829817842792306	0.16271081347703326	0.029528129466492154	32.31660757972916	68.1305388873295	-36.28041916690057
-40.9908657363551	0.2720372242509982	0.00200284693647817	0.16118721936173325	0.6254800001079577	100.42730547222783	-59.8366977667308	0.14470331578074078	0.035462055747185535	0.2686849408465314	-16.11577517584512	0.017999552491642794	0.002029016218686972	0.5	-7.019692851623463	13.774290576676853	0.1621652925030997	0.02948818995169246	33.43027375669431	68.01826852728982	-36.297259720906524
-42.40928346371532	0.3059480026735763	0.001548894922377116	0.14990484595101042	0.6189882415625665	102.01613621657161	-45.23719550490255	0.12626824612571566	0.03700961436029059	0.31030927930964336	-12.831362199233375	0.01562709717730074	0.0015286252337853698	0.5	-7.101490395997936	9.87433481678051	0.14886634946913832	0.02847653456049687	31.23806594788784	65.18143307256936	-36.7227850391146
-51.925587880519416	0.626830151943131	0.00023017537191714508	0.08228783315129845	0.5473691349671427	99.34936796046752	-5.419204391531875	0.04780079518064301	0.03847744432143341	0.6366372241163348	-2.2839577704921754	0.00604165237273095	0.0002281868404399345	0.5	-8.723290560974155	0.634781704301063	0.08141639359671944	0.021877881352697533	16.255075715567557	46.14882423896117	-39.57767636415582
-54.49741713973989	0.7164542182163327	0.00013646291137040927	0.06871113395184374	0.5240186166599523	95.95929211694028	-2.777288997818489	0.03635151189813926	0.036047664175507976	0.7167104590122062	-1.4159578739469336	0.004671995970487768	0.0001364407807632424	0.5	-9.468428896514578	0.27420052974067183	0.06869193208506892	0.02023436293856396	12.895353919743565	41.005165720520225	-40.34922514192197
-54.10326748121381	0.7058580125996341	0.00014753360323567768	0.07045099063273486	0.5067868378631267	92.65990998923809	-3.0961062384677907	0.03791717431291567	0.03647838677489094	0.705139928730619	-1.5205402424934913	0.004859765365519641	0.00014763004092838608	0.5	-9.962102876096134	0.30887165208563067	0.07051502596091347	0.020481040141499873	12.03329645948527	41.79346503757239	-40.23098024436414
-53.34669930544071	0.6831141204209388	0.00017159673169265773	0.07405693364618798	0.49102626657475773	89.50947035175798	-3.7960674640759295	0.041105731361493335	0.037250287553785476	0.6821812615399732	-1.745615787506124	0.005241579367101049	0.00017174295977935523	0.5	-10.426341622860345	0.39078533819897215	0.07414024721809817	0.020959919230460783	11.46080436776612	43.3066013891186	-40.00400979163221
-52.48798887882483	0.6561167798216875	0.000203705518631652	0.07836185078983336	0.4764878540288575	86.51586549644728	-4.76405205289974	0.04503559086716236	0.03802916487334985	0.6550114003043274	-2.0414388769128733	0.005711385977306083	0.00020391614292940066	0.5	-10.876133846815902	0.5093124404189655	0.07846213052360715	0.021511793914565633	10.988253313141913	45.02402224235034	-39.74639666364745
-51.51866940116612	0.6244329651282882	0.00024720495951633737	0.08349087277857557	0.4633492284373142	83.68608755220461	-6.122940719175469	0.0499012998606407	0.03876904848441885	0.6230858945594369	-2.435291829029049	0.006292447136830498	0.0002475293393351213	0.5	-11.3007890710488	0.6845890645259674	0.08361676087942588	0.022144976593993868	10.622620129737234	46.96266119766777	-39.45560082034983
-50.35650286017301	0.5851509915031095	0.0003117019803917204	0.09002642764085675	0.4521064362204193	81.03469521541567	-8.207245026209634	0.056391697464734866	0.039439969627855384	0.583374902318013	-3.0073024793695105	0.007067465528608904	0.0003122791995364328	0.5	-11.674643105007414	0.9712558714954674	0.09020136164244062	0.022917602108463653	10.423377879960668	49.286994279653996	-39.1069508580519
-48.74602512333115	0.5294696815221208	0.0004294432549439535	0.09978551756790852	0.44432625363287054	78.5986753840768	-12.139317579141773	0.06670463808927228	0.03994327594303812	0.5266185641820006	-4.022922178088701	0.008301457008246959	0.0004308993521252403	0.5	-11.927878519936241	1.5617674702899065	0.10009723530358393	0.024010368265485693	10.586521685285094	52.5079497533377	-38.623807536999344
-45.021444904391196	0.40503523881515596	0.0008905937396861018	0.12518292060451597	0.45210064794522725	76.5351538997248	-28.214918633629594	0.09756260988599479	0.03911148039845006	0.3951995191434751	-7.772122381532354	0.012042143906300172	0.0009071556179404259	0.5	-11.617626871795581	4.41715120723236	0.1267391570582265	0.026614443372141732	12.679483751719811	59.95711019121762	-37.50643347131736
