Ca_cyt	CaPr	CaM	CaER	Pr
0.35000000000000003	85.45	0.29000000000000004	0.76	34.550000000000004
0.2321875769873784	85.64409184350667	0.30706563061569075	0.7238645142607806	34.35590815649325
0.056930564884739035	85.21487385346069	0.29987735576091495	0.8821715396527064	34.785126146539255
0.07159640532750668	84.58509262141592	0.2979487258164403	1.0378790174976769	35.41490737858401
0.379086415928941	84.5662522014786	0.5344278226533433	0.7292375229947669	35.43374779852142
0.2579169702188384	84.79964325192893	0.5187605012297566	0.7168494432333039	35.20035674807113
0.3090761870872532	84.87637236836804	0.48680916060127755	0.7168287005349002	35.12362763163199
0.2512471485112276	85.02124427996915	0.4595320670212737	0.7223450758586415	34.97875572003091
0.3081263199328379	85.10302444882076	0.43345572440156893	0.7137565834100494	34.89697555117934
0.23754672965827334	85.20454205205075	0.4097141870781947	0.729763617494573	34.79545794794936
0.3262534301935443	85.24602267572696	0.3906243984136979	0.7163065751062049	34.75397732427319
0.22034235238275918	85.34800985909725	0.3736470992502845	0.7342648478797461	34.651990140902896
0.05732740724129555	84.92391002541	0.3649155920092503	0.889775049827952	35.0760899745901
0.07230725107171153	84.29999492308379	0.3625492411097133	1.0443752153514338	35.700005076916284
0.374305114921057	84.3235245268636	0.6005873663996368	0.7249552231542298	35.67647547313656
0.26600758928857554	84.57191078419237	0.5760813416839468	0.7144390649458466	35.42808921580777
0.2994584168409355	84.69648535316635	0.5384505193144767	0.712563538183736	35.30351464683382
0.26421056801496606	84.83972847989666	0.5044628607192133	0.7195523773029118	35.160271520103464
0.28866712129000616	84.96775849079066	0.4732761609524803	0.712617436027383	35.03224150920945
0.2624407027823575	85.0670774888409	0.44394901214805005	0.7236714399461738	34.93292251115925
0.2805906896811288	85.1912783143737	0.4184670061890107	0.7135657427973126	34.80872168562643
0.2602780382834965	85.25155642659485	0.3932686403192318	0.7287727434612182	34.748443573405304
0.2717413471418213	85.3775146844852	0.3732067709377722	0.714479221155502	34.622485315514915
0.24312111149141138	85.37497278901269	0.3516063910299676	0.7438701338440356	34.62502721098742
0.2676882666684052	85.52165303747493	0.34002218996826106	0.7126424839959327	34.47834696252516
0.08163866954946931	85.33815846466588	0.3254897861298287	0.8195609303163562	34.66184153533418
