TOC1 protein  in cytoplasm	LHY protein in cytoplasm	X protein in cytoplasm	Y protein in the cytoplasm	light sensitive protein P	PPR7/9 mRNA	PPR7/9 protein in cytoplasm	TOC1 protein in nucleus	Y mRNA	TOC1 mRNA	LHY mRNA	X mRNA	X protein in nucleus	LHY protein in nucleus	Y protein in nucleus	PPR7/9 protein in nucleus
10.2965	0.0132	1.5413	0.0041	0.8476	14.6921	0.7027	0.5402	0.0303	0.4303	0.4625	0.0957	0.4585	0.0699	0.0122	0.8648
7.938677633494646	0.03979804289045121	1.4938846862823205	0.017529589644742095	0.14630341921676773	16.372435860775195	1.1132491509395503	0.3545356105598868	0.12189559579289563	0.5101650027777785	1.3800493541971712	0.07174112815803434	0.4475435713777345	0.212458977240351	0.030578419742872353	0.8883196855863245
6.490858564235346	0.03526340390412786	1.4129830799920748	0.01047576821894857	0.02082626273850215	17.031303692063297	1.612770289970192	0.2559289021382777	0.03892053035934917	0.6226958657931078	1.1993706753168352	0.05131716163860664	0.42619055040308595	0.24052011141944363	0.04157132080876012	1.014511682836804
5.76316629433817	0.02545502125447312	1.311596337862504	0.006973119587870502	0.002839621878858171	17.463533409602903	2.1168611136316464	0.2123314508022754	0.026634769922445775	0.7103842928689365	0.8615482293093055	0.0386873593149118	0.39756724794665593	0.18451938958981123	0.03853087517997604	1.229118726125706
5.55103698522295	0.016107635979707317	1.2032843019690007	0.006378495596120058	0.0003846925522271902	17.807686447049765	2.6263228728471795	0.19848617446163924	0.0321445831906377	0.8000970381350924	0.544026344965044	0.03261786899961159	0.36581318038540095	0.11796858237533116	0.033795141133528155	1.5153728214443911
5.7506136779252035	0.009122997731783392	1.0976195797377117	0.007078241258477173	5.2069637110145645e-05	18.086475271854116	3.143941387913659	0.2052265686230222	0.04459647711344751	0.9052372477207498	0.30769399709272083	0.031207179002242978	0.33410345933114904	0.0668040688850751	0.03129115714136588	1.8607208697538442
6.318887436823571	0.004769778704856895	1.0012134938259503	0.008608459783041977	7.046927140034789e-06	18.298543974393386	3.6674454363114632	0.2304452955699447	0.06089233070269713	1.0336688994604555	0.16072609948891362	0.03343111725704433	0.304619791279852	0.034874044215291444	0.031838658408872934	2.255196914665177
7.266274614028819	0.0023767560167918854	0.919249395911552	0.010577739626458237	9.537599944724093e-07	18.42506202093358	4.188608425257308	0.27691616494491283	0.07701297077421225	1.1932566282994304	0.08005363549084692	0.039069600263202366	0.27899652965607064	0.017350158835634615	0.03527180339119091	2.6896378794088265
8.636541157637796	0.0011574641853879422	0.8565336034961208	0.012494804173217258	1.290950481081763e-07	18.4179196212766	4.689724716496141	0.35206933979656274	0.08916296293096844	1.383110882499715	0.03898589917932156	0.04840424494311476	0.2586771158566388	0.008429250155879748	0.04070819392571786	3.153816394205973
10.459947103667336	0.0005611624726969024	0.8177339009704069	0.013983498523657007	1.7472286614757684e-08	18.17715959622275	5.135440427570807	0.4668422158814734	0.09565253341720907	1.5891169137941092	0.01891061488818351	0.06158724102861323	0.2450638640373595	0.004068368592209481	0.046868520233108404	3.6336413291971987
12.724477156713942	0.00027520804419839173	0.8063777453529574	0.01480285137244409	2.3648079889915078e-09	17.52680230963875	5.459093549802828	0.6334347324438986	0.0954243536538292	1.7917474412474428	0.009285042133726232	0.07779592580568055	0.23932857833682367	0.0019785592271917693	0.052498681827402596	4.1064090256488095
