"Maltose{""Chloroplast Stroma""}"	Maltotriose	Maltopentaose	(D)-Glucose{Cytosol}	Glucosyl Arabinogalactan (GlcAG)	"(D)-Glucose{""Chloroplast Stroma""}"	Maltose{Cytosol}	Arabinogalactan (AG)	Starch exposed to Beta Amylase due to action of Isoamylase (Starch DB)	Starch	Values[Hexokinase kcat,reverse]
10.0	99.99999999999999	999.9999999999999	10.0	9999.999999999998	10.0	10.0	9999.999999999998	0.0	0.16196760647870428	1.1612903225806452
10.960964759463124	100.5319340584873	999.691826442575	17.41599041960183	19713.389942294525	7.800651781336379	10.12343774493167	286.6100577054788	0.00023364000000001097	0.16196760647870428	1.1612903225806452
11.919437768137382	101.04934477741375	999.3909582081562	23.133403194850644	19981.111973265517	6.092104688767507	10.540458805891197	18.888026734497874	0.00046728000000002655	0.16196760647870428	1.1612903225806452
12.875430499693731	101.5553263507564	999.0958479667406	27.72277685553323	19987.403951671204	4.764954479289831	11.093679213035113	12.59604832879556	0.0007009200000000478	0.16196760647870428	1.1612903225806452
13.828953725269184	102.05228221635258	998.8052938149646	31.48148165676061	19987.529881534283	3.734161137708091	11.737125843747902	12.470118465726719	0.0009345600000000786	0.16196760647870428	1.1612903225806452
14.780017662365179	102.54207891337744	998.5183623365291	34.59640203548816	19987.51473670055	2.9336322850090943	12.45425050044717	12.485263299465977	0.0011682000000001209	0.16196760647870428	1.1612903225806452
15.728632090641577	103.02616577982062	998.2343287450334	37.20133283504662	19987.499283635312	2.312007075349107	13.23275594402517	12.500716364703344	0.0014018400000001797	0.16196760647870428	1.1612903225806452
16.674806441952427	103.50566803070011	997.9526303383219	39.39571974334689	19987.486231964158	1.8293759954954796	14.062849328047864	12.513768035850491	0.0016354800000002623	0.16196760647870428	1.1612903225806452
17.618549870348588	103.98145911055718	997.6728303171492	41.255380282841564	19987.475193077516	1.4547297049321308	14.936603486548526	12.524806922495758	0.001869120000000377	0.16196760647870428	1.1612903225806452
18.559871306505308	104.45421691948388	997.3945896682101	42.83928367462437	19987.46580813976	1.163975419606034	15.847525772064076	12.534191860251546	0.0021027600000005377	0.16196760647870428	1.1612903225806452
