Z	Rho	EC	Fraction_Inactive_Channels	Y
0.23558164190286085	0.2916823215699034	-0.17568675363671288	-0.2916823215699034	0.30010511173384913
0.260283071942426	0.23485319914835462	-0.523727267371362	-0.23485319914835462	0.623444195428934
0.23546454061147962	0.2944017078049628	-0.17667880163355015	-0.2944017078049628	0.3012142610220689
0.25672072529205625	0.23896536428171633	-0.5253564238188456	-0.23896536428171633	0.6286356985267879
0.23516887309619758	0.29723097776390983	-0.1776615838431214	-0.29723097776390983	0.30249271074692174
0.25302686145080516	0.24256165351975312	-0.5268904470532535	-0.24256165351975312	0.6338635856024465
0.23470113295952635	0.3001482422577925	-0.17863782681001958	-0.3001482422577925	0.3039366938504921
0.24928663524600753	0.24557810495760446	-0.52832195336548	-0.24557810495760446	0.6390353181194725
0.23407484824050045	0.303116653709948	-0.17960452331613966	-0.303116653709948	0.30552967507563866
0.24562837625483114	0.24794979629886615	-0.5296321292778627	-0.24794979629886615	0.6440037530230314
0.23328735235575024	0.30604225526771967	-0.18052999751381638	-0.30604225526771967	0.3072426451580663
0.24203423613738126	0.24973395741148768	-0.5308461846383827	-0.24973395741148768	0.6488119485010021
0.2323536809848036	0.3089749789235123	-0.18144259106591099	-0.3089749789235123	0.3090889100811084
0.23859871448570683	0.2509097795170961	-0.5319590725266558	-0.2509097795170961	0.6533603580409495
0.2312811925057632	0.3118292265742624	-0.18231828536048802	-0.3118292265742624	0.31103709285472647
0.2353141813562896	0.2515138309345101	-0.5329874205705727	-0.2515138309345101	0.6576732392142853
0.23008164817144522	0.31463561149970987	-0.18317678717301622	-0.31463561149970987	0.313095139001573
0.23226820209397625	0.2515541812776743	-0.5339252897164856	-0.2515541812776743	0.6616570876225121
0.22879131168587563	0.3172890019762278	-0.18399519925383784	-0.3172890019762278	0.31520388756796536
0.2294955385244201	0.25107832168841004	-0.534774359569228	-0.25107832168841004	0.6652788210448106
0.22741669321319236	0.3197741154744192	-0.18476530249569662	-0.3197741154744192	0.3173486092825074
0.22695761077781576	0.25011447891404964	-0.5355553497125407	-0.25011447891404964	0.6685977389347308
0.22596558710408624	0.32211745211493403	-0.18550577370824714	-0.32211745211493403	0.31954018660416666
0.22468854323644571	0.2486934751833972	-0.5362724854819331	-0.2486934751833972	0.6715839422454939
0.22447331494863076	0.324264724376109	-0.18620822935962822	-0.324264724376109	0.3217349144110044
0.22271785616976825	0.24687714535884206	-0.5369262782665348	-0.24687714535884206	0.6742084220967731
0.22295429103066414	0.32619398010328005	-0.18686128939493826	-0.32619398010328005	0.3239069983642813
0.22101526984608924	0.2446795692401335	-0.5375314751586034	-0.2446795692401335	0.6765162053125251
0.22142083664718534	0.3279112785646838	-0.1874738167856567	-0.3279112785646838	0.3260529801384826
0.21957769142484096	0.24212368343504737	-0.5380947511672493	-0.24212368343504737	0.6785170597424203
0.2198832797984836	0.32941486975561507	-0.18804840111154897	-0.32941486975561507	0.3281651213130778
0.21841040473012302	0.2392445566271717	-0.5386246717498194	-0.2392445566271717	0.6802142670197076
0.21837160357667176	0.3306929238254135	-0.18858534660609372	-0.3306929238254135	0.3302137430294334
0.2175178877105402	0.23611084849096423	-0.5391236996514436	-0.23611084849096423	0.681605811940913
0.21690718066994275	0.3317234235003111	-0.18907435073346252	-0.3317234235003111	0.33216717006352925
0.21687805014424416	0.23271496535513309	-0.5396011164223883	-0.23271496535513309	0.6827230662781537
0.21549405108874134	0.3325144815134613	-0.1895215831725256	-0.3325144815134613	0.3340275320837943
0.2164851157630068	0.2290668167285708	-0.5400667172218016	-0.2290668167285708	0.6835816014588048
0.21412909348622378	0.3331071980530607	-0.18994017156710696	-0.3331071980530607	0.33581107808089283
0.2163382779449063	0.2252584632512147	-0.5405231339838202	-0.2252584632512147	0.6841848560389234
0.21284845772546013	0.3334607673000826	-0.19031353191446596	-0.3334607673000826	0.3374650741890154
0.21642393489722658	0.2212580244160073	-0.540977993369994	-0.2212580244160073	0.6845540584727772
0.2116438669557802	0.3336095631304285	-0.19065574593237544	-0.3336095631304285	0.3390118789766052
0.2167343045680497	0.21713181073178883	-0.5414368859101061	-0.21713181073178883	0.6847025813420657
0.21052998189293076	0.3335470233757917	-0.1909603583258435	-0.3335470233757917	0.3404303764329221
0.2172674724827674	0.2128382608271319	-0.5419085277845777	-0.2128382608271319	0.6846410553018202
0.2095008613623408	0.3332919320951697	-0.1912380173655295	-0.3332919320951697	0.341737156003198
0.21801894678069303	0.20842194735871372	-0.5423992128311335	-0.20842194735871372	0.6843802660504497
0.20855324921869503	0.3328571023615574	-0.19148810337893063	-0.3328571023615574	0.3429348541602448
0.21898971297296085	0.20388289182881159	-0.5429165294143734	-0.20388289182881159	0.6839268164414223
0.20769638240170277	0.33226171625275724	-0.19171990282023774	-0.33226171625275724	0.34402352041854317
0.22015411317748587	0.19933413172142025	-0.5434581603410438	-0.19933413172142025	0.6833040471635659
0.20694945118267408	0.33149970297170644	-0.19192167803425647	-0.33149970297170644	0.34497222685159074
0.22152554823552145	0.1947124458678701	-0.5440331347402539	-0.1947124458678701	0.6825075865047401
0.2062901168729192	0.33058313487719815	-0.19210154745709948	-0.33058313487719815	0.345811430584188
0.2231176068097848	0.18999932448670942	-0.5446550148693466	-0.18999932448670942	0.6815374080595717
0.20571061717131695	0.3295311427649744	-0.19226901227829207	-0.3295311427649744	0.3465583951069843
0.2249157022854928	0.18526429146618725	-0.5453227907510515	-0.18526429146618725	0.6804070884655666
0.20522926821905454	0.32834952156227026	-0.19242140223200294	-0.32834952156227026	0.34719213401295623
0.22691969544787224	0.18052274843237398	-0.5460430708955827	-0.18052274843237398	0.6791233754477182
0.20482833901911635	0.32704690007195075	-0.19255923665954103	-0.32704690007195075	0.3477308976404318
0.22914711004967736	0.17576140554109382	-0.5468265598729202	-0.17576140554109382	0.6776794498232491
0.20451102808127009	0.32564913954275204	-0.19269409633532916	-0.32564913954275204	0.3481830682540651
