Z	Rho	EC	Fraction_Inactive_Channels	Y
0.0	0.0	0.0	0.0	0.36000000000000004
0.2630120069230912	0.16888813497474237	-0.4853312317482308	-0.16888813497474237	0.5823192248251409
0.2138236577460566	0.28342172217200207	-0.16156672561042404	-0.28342172217200207	0.30774306786436817
0.26670176718946587	0.16858386405049022	-0.4873610139736435	-0.16858386405049022	0.5806592467841796
0.2173438062843109	0.2793624560805464	-0.16204196142493899	-0.2793624560805464	0.3046981551406304
0.2685307553683995	0.16905960924884367	-0.4892070532011908	-0.16905960924884367	0.5806762978327952
0.21885157494333238	0.2783871241978475	-0.1625304311557089	-0.2783871241978475	0.30367885621237983
0.27045308585600436	0.16994034852614254	-0.49112999626259335	-0.16994034852614254	0.5806769104065919
0.22056151713343555	0.2773347158542214	-0.1630773393339371	-0.2773347158542214	0.30251582220050516
0.27222655925210404	0.1712674695277166	-0.4931154266094195	-0.1712674695277166	0.5808888673573176
0.22221238043724292	0.27652426592745355	-0.16367197688890212	-0.27652426592745355	0.3014595964516605
0.27380955177246324	0.1730435696611758	-0.49513291878189536	-0.1730435696611758	0.5813233670094328
0.22380237601234065	0.2759682399544643	-0.16430756210964959	-0.2759682399544643	0.3005051860973098
0.27518216674681034	0.17530007473828046	-0.49719509081092356	-0.17530007473828046	0.5820129240641143
0.2253391135397546	0.275659503230509	-0.16498816781560588	-0.275659503230509	0.2996490542758517
0.276305577857528	0.17805695347931302	-0.49930190629742865	-0.17805695347931302	0.5829963284399021
0.22681284274074376	0.2756001335323306	-0.1657133936288847	-0.2756001335323306	0.29890055088814166
0.27713244624869665	0.18130365001789495	-0.5014372825920506	-0.18130365001789495	0.5843048363433552
0.22820311472033117	0.275805901582276	-0.16647767214611756	-0.275805901582276	0.29827455742578723
0.2776251007840872	0.18503792530459118	-0.5035965145776429	-0.18503792530459118	0.5859714137935566
0.22952768702490023	0.2762553169712294	-0.16728535482134518	-0.2762553169712294	0.29775766779644547
0.2777440334534048	0.18917757959296694	-0.5057441733576361	-0.18917757959296694	0.5880001399042316
0.23071286738672836	0.2769988040016033	-0.16811552888829256	-0.2769988040016033	0.29740266150156486
0.277462806038968	0.1937887669715688	-0.5079178666874322	-0.1937887669715688	0.5904550606484639
0.23182664599985453	0.2779919969519166	-0.16899322649037637	-0.2779919969519166	0.2971665804905213
0.2767546142925375	0.19871753630367417	-0.510069005348217	-0.19871753630367417	0.5933143910556777
0.23280585252918423	0.27924980955738776	-0.16989486495352474	-0.27924980955738776	0.29708901242433894
0.2756069847414155	0.20391325845985214	-0.5121909841826525	-0.20391325845985214	0.5965839994412363
0.2336479213371956	0.2807602091502917	-0.17081873569359915	-0.2807602091502917	0.29717081435640297
0.2740179856483366	0.20928240424459554	-0.5142760818306524	-0.20928240424459554	0.6002580961823156
0.23435433407180484	0.28251331854823286	-0.17176664864170063	-0.28251331854823286	0.29741231456989525
0.2720046529729204	0.21469853239957287	-0.5163042492333979	-0.21469853239957287	0.6042995962604766
0.23490126731602515	0.2845098708814585	-0.17272900761622909	-0.2845098708814585	0.29782774030020187
0.26956006821737166	0.22012404942299696	-0.5182890757742349	-0.22012404942299696	0.608729007556861
0.23530603090857904	0.286714538407463	-0.1737145667160071	-0.286714538407463	0.29840853580742566
0.26678470209960425	0.22530720770714788	-0.5201760030961545	-0.22530720770714788	0.6133913009965468
0.23552371295685137	0.2891066579065881	-0.1746931586874921	-0.2891066579065881	0.29916944573063614
0.2636587355387141	0.2302759608576652	-0.5219979538833329	-0.2302759608576652	0.6183392183446161
