Phos	NADP	ADP	Aspartate beta-semialdehyde	Homoserine	O-Phospho-homoserine	Aspartate	Threonine	NADPH	Aspartyl phosphate	ATP
0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	10.0
0.03265156434232807	0.0320486529862542	0.03762669864577934	0.01884686661183206	0.005359341130742452	0.00015309225749575886	1.970813525782845	2.0000051321711285	1.9679513470137455	0.00482204204595555	9.962373301354226
0.06876539868579734	0.07666162622829206	0.0751586311615852	0.03186439191016096	0.01902265245267741	0.0011480789098027317	1.9426365854547962	2.000083137706578	1.923338373771707	0.005245153565985147	9.924841368838413
0.10447243311266946	0.1252790763039172	0.11321675174693445	0.03957591312043684	0.03597387019469789	0.003317588317503106	1.9153263673105858	2.000379530740015	1.8747209236960822	0.005426730316761912	9.886783248253066
0.13984231075869688	0.17548109258196787	0.15195501358484015	0.044221373530393515	0.053755295981430605	0.006632661915453769	1.8888581379963243	2.001052489665709	1.8245189074180308	0.005480040910689499	9.84804498641516
0.1749798111915868	0.22599836448413557	0.19136843414511864	0.047007642517337356	0.07115881711359437	0.010928289294115703	1.8632073862822676	2.0022375311332694	1.7740016355158632	0.005460333659416156	9.808631565854881
0.20997882798169468	0.2761209225656469	0.2313811636911594	0.04862959157000662	0.08758155967653032	0.016003402014102934	1.838350375683472	2.004036137360527	1.7238790774343518	0.005398933695361781	9.768618836308839
0.2449110134466336	0.3254396323525293	0.2718886673301898	0.04950561574241699	0.1027366596413732	0.02166340350254952	1.814264403452508	2.0065156672801456	1.6745603676474696	0.005314250381006679	9.728111332669805
0.27982483512741807	0.37371702663037176	0.3127784385328693	0.0498953857183771	0.11650920662136009	0.027736251274004052	1.7909278084979745	2.009713995756838	1.6262829733696271	0.005217352131447265	9.687221561467128
0.3147486160545365	0.42081747634496913	0.35394006287703295	0.049963606377069154	0.12887952027897648	0.034076456648493604	1.7683199101464604	2.013645516374998	1.5791825236550296	0.005114990174003011	9.64605993712296
0.3496946675023903	0.46666735276356297	0.395269857137045	0.04981647967734687	0.13988047446705765	0.04056387743179014	1.7464209382578442	2.018306917963097	1.533332647236436	0.005011312202864802	9.60473014286295
