Cytoplasmic Calcium	IP3	Calcium in ER
0.1	0.1	1.5
0.3016403543178262	0.11611822033106384	1.1996551590044289
0.29925216701757085	0.131298389547893	1.1015242510436052
0.2912119761415972	0.14486920737112297	1.0117678058288424
0.2798222089105967	0.156578857127202	0.9302961485975305
0.26660595804025555	0.1663256094861934	0.8568531152424377
0.25255300276605364	0.17410401244051676	0.7910969749991535
0.23830786385511554	0.1799731884580811	0.7326290319534695
0.22429257811038195	0.18403719066684548	0.6810104338707884
0.21078315928022304	0.1864316430366956	0.6357763095018729
0.1979569661422687	0.18731359233275827	0.5964486387380886
0.1859225017937651	0.18685307128336517	0.5625477732364171
0.17473869219231525	0.1852257596042437	0.5336024319459766
0.16442782406233425	0.1826065985157886	0.5091581140283892
0.15498460251862783	0.17916441723194226	0.4887839707904202
0.14638278161414855	0.17505767011858878	0.4720782284899981
0.1385802359880005	0.17043133308986805	0.4586722741585158
0.13152299546298873	0.16541492861623663	0.44823351300852954
0.12514855790206209	0.16012156441087685	0.44046712466377347
0.1193886558324385	0.15464782009459282	0.4351168531799018
0.11417155700039676	0.1490742913658662	0.431964993811533
0.1094239176837963	0.143466595567879	0.43083179005047056
0.10507216713764891	0.13787666267785373	0.4315744884311209
0.10104338456831428	0.13234416203809016	0.43408633382369266
0.09726562666588856	0.12689794638607219	0.4382958113042672
0.09366766667335451	0.12155742500800847	0.44416645830569706
0.0901781102762621	0.11633380523771979	0.4516975848229086
0.08672386324100385	0.11123116587005301	0.4609262454886493
0.08322796910573914	0.10624735036310548	0.4719307679699531
0.07960700191317485	0.10137469973551493	0.4848359330244696
0.07576872743234964	0.0966007028647165	0.4998191727592026
0.07161224933312461	0.09190876499355477	0.5171149785955402
0.06703665460886461	0.0872795568448117	0.5370089906667345
0.06197180993344364	0.08269389020914641	0.5598008467867231
0.05645130606757815	0.07813857668879177	0.5856996781001265
0.050717263594064546	0.07361581786148058	0.6146411096462768
0.04523239421362123	0.06915146878766507	0.6461598249971475
0.04045606624203006	0.06479166154889462	0.6795501233016928
0.03658682892760798	0.06058622281808351	0.7141966361193638
0.0335688470354688	0.056573508375900736	0.7497081294341127
0.03124417296051181	0.05277615577905043	0.7858549386089861
0.029454167316251372	0.04920385110515976	0.8224897149411544
0.028071249665147013	0.04585747361309682	0.8595060283012034
0.026999897170658878	0.0427324056391897	0.8968209478785368
0.026169868393381823	0.03982076902402698	0.9343673929633726
0.025529339706196995	0.0371128566745219	0.9720901255738356
0.025039619177678676	0.03459803583444894	1.0099432191369901
0.024671386269341736	0.03226531726283856	1.0478882489548649
0.024402077427160093	0.03010371382614882	1.0858929144028842
0.024214069989955008	0.028102465190747963	1.123929957756337
0.024093409763847676	0.026251176232451975	1.161976302762294
0.024028908359120055	0.02453989914417821	1.2000123614663312
0.024011493385830387	0.02295917844242314	1.2380214721173455
0.02403373418706569	0.02150007132096901	1.2759894401144212
0.024089490534142548	0.020154151617675933	1.313904160558518
0.02417364886750245	0.018913502929967223	1.35175530581635
0.024281921707776363	0.017770704640620343	1.389534065157821
0.02441069312319997	0.016718813434905232	1.4272329264940338
0.024556898329644136	0.015751342088963054	1.4648454923418188
0.024717928797806633	0.0148622367709033	1.5023663237614853
0.024891556644465844	0.01404585371126466	1.539790807471868
0.025075873817462947	0.013296935839603846	1.5771150420687488
0.02526924263117673	0.012610589792101804	1.61433574034771
0.025470255300067003	0.011982263566357867	1.6514501450628531
0.02567770033577685	0.011407724991583573	1.6884559561746133
0.025890534686619258	0.010883041167631776	1.725351267837057
0.026107860265655536	0.010404558878188095	1.7621345136849058
0.02632890407553599	0.009968885973572622	1.7988044191039494
0.026553001456555998	0.009572873918276903	1.8353599600294828
0.0267795816038548	0.009213601201616567	1.871800326788022
0.027008155271990603	0.008888357881872448	1.9081248927341854
0.027238304096088385	0.008594630975293385	1.9443331868256308
0.027469671406925935	0.008330090795363183	1.9804248697093747
0.027701954261554827	0.008092578177378247	2.016399712900548
0.027934896520512693	0.007880092548941049	2.0522575806618066
0.028168282823884602	0.007690780694096562	2.0879984140253502
0.02840193336380462	0.007522926410368225	2.1236222171375188
0.02863569931449707	0.007374940732399428	2.159129045110903
0.028869458855106094	0.0072453528747921355	2.194518993554957
0.029103113706963286	0.007132801800093765	2.2297921894570876
0.029336586117217393	0.007036028324601529	2.2649487831366772
0.029569816182425476	0.006953867808371788	2.299988941371872
0.029802759649204053	0.006885243366071963	2.334912841273657
0.03003538585212231	0.00682915945787548	2.369720664998037
0.0302676759995286	0.006784696089892568	2.40441259513143
0.030499621685836566	0.006751003291655029	2.4389888106254154
0.030731223584249946	0.006727296003344973	2.473449483212345
0.03096249033550459	0.0067128494029683435	2.5077947742927127
0.031193437583245477	0.006706994515958592	2.542024832168749
0.03142408714337149	0.0067091141207569205	2.576139789556596
0.03165446630461762	0.00671863900591681	2.61013976140542
0.03188460722739067	0.006735044465469876	2.6440248429106954
0.0321145464416599	0.006757847049018406	2.6777951076981283
0.032344324408784604	0.006786601569152251	2.7114506061962094
0.032573985231527054	0.0068208983250663685	2.7449913640442314
0.03280357628942117	0.00686036054376591	2.7784173807193295
0.03303314808024832	0.006904641942093176	2.811728628128874
0.03326275403946254	0.0069534246412049135	2.8449250491931055
0.0334924503908841	0.007006416968835352	2.8780065567161555
0.03372229610996039	0.007063351772222124	2.91097303185367
0.03395235285216121	0.007123984540179815	2.943824322980372
