N1	S	N2
100.0	0.111111111111111	0.0
100.00000000000003	0.11111111111111108	0.0
100.00000000000001	0.1111111111111111	0.0
100.0	0.1111111111111111	0.0
100.0	0.11111111111111112	0.0
100.0	0.11111111111111112	0.0
100.0	0.11111111111111112	0.0
100.0	0.11111111111111112	0.0
100.0	0.11111111111111112	0.0
100.0	0.11111111111111112	0.0
100.0	0.11111111111111112	0.0
100.0	0.11111111111111112	0.0
100.0	0.11111111111111112	0.0
100.0	0.11111111111111112	0.0
100.0	0.11111111111111112	0.0
100.0	0.11111111111111112	0.01
99.76810225704817	0.1107340992452368	0.027056892390393605
99.28940656292019	0.11020774168670151	0.07284417194132685
98.08394601377358	0.1087827500299163	0.19323212104708865
95.09204066013429	0.10535828065560668	0.4937035780135514
88.44638963888978	0.09845709805726549	1.1610011227268688
76.48640262419197	0.08806771823296375	2.3601270072280025
60.26844105791827	0.07704657964300536	3.9832842758701705
43.55122935693401	0.06825154936752656	5.654011721880606
29.50914701570273	0.06228584428786269	7.0560826779077725
19.16298996075069	0.058520165574608964	8.088563047844826
12.117431495328045	0.05620730111454528	8.791448980782675
7.5381039154519165	0.05480005454123733	9.248217533771378
4.642919060415914	0.053946305846956366	9.536971936445584
2.8424594794482485	0.05342872012503995	9.716532911350095
1.733819777544188	0.05311494648937435	9.827094854831785
1.0552295448536007	0.05292470666317983	9.894767845687117
0.6413625215683757	0.052809350773514195	9.936040692930652
0.3894974035268442	0.052739395791058206	9.961157783488018
0.23642306560307297	0.052696970477646744	9.97642298133014
0.14346444622184137	0.052671239919753865	9.985693179758302
0.08704009836696219	0.052655634176439495	9.99132003249634
0.0528015083340587	0.05264616904703251	9.99473443472901
0.03202905259641955	0.05264042823893438	9.9968059424425
0.019427823609350633	0.052636946302101285	9.998062584425504
0.011784020024343237	0.05263483440277954	9.998824853258126
0.007147534894452138	0.052633553481486475	9.999287220970826
0.004335259978246108	0.052632776560048396	9.999567671591574
0.0026294906257348567	0.052632305334307586	9.999737777319584
0.0015948750261692189	0.05263201952470887	9.999840953070999
0.000967343730502841	0.05263184617037817	9.999903532849727
0.0005867248648344429	0.05263174103031574	9.999941489588595
0.0003558671068567985	0.052631677256460785	9.99996451159212
0.00021584454816103154	0.052631638569261556	9.999978475174544
0.0001309164427719049	0.0526316151101548	9.999986944522513
7.940488830895003e-05	0.052631600881741646	9.99999208144692
4.816152995508855e-05	0.05263159225147672	9.999995197151483
2.921148824035301e-05	0.05263158702218203	9.999997086915275
1.771768835131098e-05	0.052631583838203315	9.999998233129126
1.0746333973673493e-05	0.05263158191815181	9.99999892833301
6.517917654799618e-06	0.05263158074771811	9.999999350008935
3.953225002756465e-06	0.05263158004341377	9.999999605765389
2.3977031441971616e-06	0.05263157960736769	9.999999760894331
1.4542045165833637e-06	0.052631579348932804	9.99999985498194
8.819699687896813e-07	0.052631579191026075	9.999999912047851
5.349848621257307e-07	0.05263157909506635	9.999999946649341
3.244871449310615e-07	0.05263157903654825	9.999999967641234
1.96840095087481e-07	0.052631579001599746	9.999999980370967
1.1940231384677492e-07	0.052631578980352305	9.999999988095793
7.243824583857745e-08	0.05263157896736138	9.999999992777003
4.39881225315861e-08	0.05263157895953	9.999999995611939
2.671959779717427e-08	0.05263157895482003	9.999999997339733
1.622076029819736e-08	0.05263157895179333	9.99999999839143
9.847643398984962e-09	0.05263157895008218	9.999999999022336
6.001781625868305e-09	0.05263157894925886	9.999999999400412
3.680856867890512e-09	0.05263157894828664	9.999999999633616
2.2607983332309618e-09	0.052631578948960485	9.999999999778995
1.3813573700160127e-09	0.05263157894452704	9.99999999987183
8.396550607080725e-10	0.0526315789456033	9.99999999992138
5.081651551713618e-10	0.05263157894750811	9.999999999950395
2.95306939595031e-10	0.052631578947430424	9.999999999970745
1.6611119582445889e-10	0.05263157894741384	9.999999999983213
8.564798394785593e-11	0.05263157894738493	9.999999999989903
4.174983765355168e-11	0.052631578947372165	9.999999999993298
2.137649898988609e-11	0.052631578947374025	9.999999999995053
1.8353389597662748e-11	0.05263157894736989	9.999999999995222
1.681856545135907e-11	0.0526315789473651	9.999999999996021
2.5443924398878868e-11	0.052631578947375426	9.99999999999642
2.8085692626256992e-11	0.05263157894739899	9.999999999998408
3.148610588336112e-11	0.05263157894738656	9.999999999999112
2.819462337249038e-11	0.0526315789473353	9.999999999999229
2.47823827364841e-11	0.052631578947353645	9.999999999999705
1.983009519643397e-11	0.05263157894742999	10.000000000000407
1.7440445173112435e-11	0.05263157894736303	10.000000000000203
1.5712061655438382e-11	0.05263157894727786	9.999999999999812
1.388957240906528e-11	0.05263157894722417	9.999999999999522
1.1972977433993128e-11	0.05263157894720197	9.999999999999332
9.96227673022193e-12	0.05263157894721125	9.999999999999243
7.857470297751684e-12	0.05263157894725201	9.999999999999256
5.65855813658239e-12	0.05263157894732425	9.999999999999368
3.92823128535482e-12	0.0526315789473667	9.999999999999435
2.8218268834108194e-12	0.05263157894736242	9.999999999999414
1.8955427438853616e-12	0.052631578947359765	9.999999999999423
1.1493788667784476e-12	0.052631578947358724	9.99999999999946
5.83335252090076e-13	0.0526315789473593	9.999999999999526
1.9741189982024695e-13	0.05263157894736149	9.99999999999962
