DHAP-G3P pool	G6P_F6P	fructose-1,6-biphosphate	fructose-6-phosphate	glyceraldehyde--phosphate	dihydroxyacetone-phosphate	Values[Vgk]	Values[Vpfk]	Values[Vfba]	Values[Vgapdh]	Values[sigma]
0.00262966	3.71728	0.00063612	0.8578338461538461	0.00011433413709820126	0.0025153258629017987	0.055549999999999995	0.5555	0.138875	1.3887500000000002	0.21445846153846151
0.002674242088614125	3.7345749572692526	0.0006481066972204874	0.8618249901390581	0.00011627250731782339	0.0025579695812963017	0.055549999999999995	0.5555	0.138875	1.3887500000000002	0.21545624753476453
0.0027191714104881142	3.7516115009623268	0.000660230378560717	0.8657565002220753	0.00011822597478010745	0.002600945435708007	0.055549999999999995	0.5555	0.138875	1.3887500000000002	0.21643912505551882
0.002764446201995598	3.7683878387593155	0.0006724932015066126	0.8696279627906112	0.00012019446280491263	0.0026442517391906855	0.055549999999999995	0.5555	0.138875	1.3887500000000002	0.2174069906976528
0.0028100677896256703	3.784902175251944	0.000684896834205408	0.8734389635196792	0.00012217802906622937	0.0026878897605594407	0.055549999999999995	0.5555	0.138875	1.3887500000000002	0.21835974087991977
0.0028560377993810814	3.80115271067763	0.0006974430538461975	0.8771890870794531	0.00012417674426050575	0.0027318610551205756	0.055549999999999995	0.5555	0.138875	1.3887500000000002	0.21929727176986327
0.0029023581785588264	3.81713763916121	0.000710133754814344	0.88087791672951	0.00012619069305363836	0.002776167485505188	0.055549999999999995	0.5555	0.138875	1.3887500000000002	0.2202194791823775
0.002949031219503006	3.8328551468463536	0.0007229709576206726	0.88450503388762	0.00012821997511371522	0.002820811244389291	0.055549999999999995	0.5555	0.138875	1.3887500000000002	0.221126258471905
0.0029960595857305354	3.8483034098767774	0.0007359568187445991	0.8880700176638716	0.0001302647062469274	0.002865794879483608	0.055549999999999995	0.5555	0.138875	1.3887500000000002	0.2220175044159679
0.003043446340756205	3.863480592234191	0.000749093641495387	0.8915724443617364	0.0001323250196508442	0.0029111213211053606	0.055549999999999995	0.5555	0.138875	1.3887500000000002	0.2228931110904341
0.0030911949800226566	3.8783848434111876	0.0007623838880440319	0.8950118869410433	0.00013440106730268627	0.0029567939127199704	0.055549999999999995	0.5555	0.138875	1.3887500000000002	0.22375297173526082
0.003139309466441075	3.8930142958882707	0.000775830192816512	0.8983879144357546	0.00013649302150458802	0.0030028164449364867	0.055549999999999995	0.5555	0.138875	1.3887500000000002	0.22459697860893865
0.0031877942700660267	3.9073670624138472	0.000789435377426098	0.9017000913262723	0.00013860107660860701	0.0030491931934574197	0.055549999999999995	0.5555	0.138875	1.3887500000000002	0.22542502283156807
