S22	S24	pS2tot	TGF	R	S2c	Rcom	pS2c	S22c	S24c	S4c	RT	Ract	Rcom_S	S2n	S22n	S4n	pS2n	pS2fn	S24n	S4fc	pS2fc	S4fn	Rtot	Rcom_I	Values[kon]	Values[KDiss]	Values[kex4]	Values[Total Nuc S2 for fit]	Values[Ktr]
0.0	0.0	0.0	4.0	0.8796296296296295	1.1943024105186268	0.12037037037037036	0.0	0.0	0.0	1.0	0.0	0.0	0.05	0.5589335281227172	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.9999999999999999	0.07037037037037036	350.8771929824561	0.171	9.36	1.0	0.7105263157894738
0.01602762446236521	0.21172478652102097	0.28467969253340514	3.44793199190761	0.8796296296296295	0.8374101701102157	0.0004880927060577272	0.06500391224228287	0.0011909652495587942	0.043097079149054314	0.7537247735462886	0.00246513123455452	0.04421527421658397	0.00020274620097782513	0.43817631926557565	0.04970684087543577	1.5590447640499248	0.7833437137942527	0.08942034978799596	0.5945096822553853	0.7106276943972343	0.019524902594110972	0.9645350817945395	0.9267981277868258	0.000285346505079902	350.8771929824561	0.171	9.36	2.185447770797597	0.7105263157894738
0.006360886286243529	0.13689395100601087	0.17466970226377057	3.061450227093373	0.8796296296296295	0.9750141277681981	0.0005492427558412	0.039785916677470716	0.00038312968840230614	0.027943649956102604	0.8400894265838564	0.0024476914854128064	0.02314212841445117	0.0002281469908878831	0.48554800356366057	0.019930393763343105	1.362997001654646	0.48085589554467123	0.05678397362868237	0.38421113438930266	0.8121457766277538	0.011076007344563498	0.9787858672653433	0.9057686922853347	0.00032109576495331686	350.8771929824561	0.171	9.36	1.7290140070039812	0.7105263157894738
0.003168652071026545	0.09843615591450358	0.12244872407271405	2.715937657361175	0.8796296296296295	1.0403839732847477	0.0006185158454384539	0.028773867695093165	0.0001850524204398347	0.02068787941875344	0.8853405137871021	0.002445352267333561	0.017268890854480544	0.0002569219665667424	0.5079210529258478	0.009941423277858377	1.2602770337032783	0.33509064804991345	0.04028305793434028	0.2749247435598564	0.8646526343683487	0.007715883435460053	0.9853522901434218	0.8999623885968822	0.00036159387887171147	350.8771929824561	0.171	9.36	1.5082503706785557	0.7105263157894738
0.0023458923150438235	0.08538606076831576	0.10533747053990322	2.4070560432422154	0.8796296296296295	1.0618205851966454	0.0006971140128127752	0.025209538091168625	0.00013824653111922774	0.018254870032821523	0.9007852728584226	0.002442686591058301	0.015624698363317164	0.0002895704360914605	0.5152137429381316	0.007357248244552656	1.2252174306113806	0.2872278771985307	0.03473951697153768	0.2377738637378877	0.882530402825601	0.0066781749961086455	0.9874435668734929	0.8983941285968178	0.0004075435767213147	350.8771929824561	0.171	9.36	1.43566556622898	0.7105263157894738
0.0021234376717270843	0.08145887839972082	0.1002462758781305	2.130927237645724	0.8796296296296295	1.068200656533942	0.0007864501677107247	0.024150639543338636	0.00012584415269441675	0.017524254171055784	0.9054406708999955	0.0024396394868080357	0.015154746406920171	0.00032667930043368565	0.5173791875464651	0.00665797495993124	1.21464967705701	0.27298337035810805	0.03307694503945513	0.22659047539879046	0.8879164167289397	0.00637469706689402	0.9880592016582197	0.8980104656910685	0.000459770867277039	350.8771929824561	0.171	9.36	1.414054656121907	0.7105263157894738
0.0020589677877908756	0.08027894352890916	0.0987217526957884	1.88408452117705	0.8796296296296295	1.0701115209464955	0.0008881939183659331	0.023831101412125112	0.0001222364380389123	0.017303051677756906	0.9068383196862607	0.0024361470132883284	0.015009420905313448	0.00036894208916738764	0.5180267161362271	0.006455347951727832	1.2114770143121882	0.2687235311097041	0.03257861717522367	0.22323421803102475	0.8895352680085038	0.006283576858290382	0.9882427962811635	0.8979633914665972	0.0005192518291985454	350.8771929824561	0.171	9.36	1.4075917934076685	0.7105263157894738
0.0020372004959680803	0.07987360087100674	0.0981985273094627	1.66342911461165	0.8796296296296295	1.0707676238649046	0.0010043297246150442	0.0237183271647107	0.00012098167535887748	0.017224868160250584	0.9073163891438712	0.002432131934621874	0.014952179992356218	0.0004171831163785568	0.5182483095247234	0.0063870172187509705	1.2103917966434121	0.26726858163804973	0.03240832307612457	0.2220862241244232	0.8900915209836207	0.006251495653742362	0.9883055725189889	0.8980182712812227	0.0005871466082364873	350.8771929824561	0.171	9.36	1.405385169505001	0.7105263157894738
0.002026664495057046	0.07967407529605723	0.0979410233391697	1.4661913263497186	0.8796296296296295	1.0710907778606242	0.0011372313587125122	0.023659859529776058	0.00012033786124785389	0.017184283355945	0.9075496924484576	0.0024275002450841747	0.014916870683585564	0.0004723884105421205	0.5183567879372983	0.006354025953803913	1.2098621981420012	0.26655926518649325	0.03232531027877347	0.22152590300011196	0.8903654090925126	0.006234900451335349	0.9883362951418893	0.8981112319170118	0.0006648429481703917	350.8771929824561	0.171	9.36	1.404310197243094	0.7105263157894738
0.0020185571447953903	0.079518491799987	0.09774024012531564	1.289895852011663	0.8796296296296295	1.071342917455671	0.0012897581516677953	0.023612314769928307	0.00011981813302445291	0.017151251199984244	0.9077302779118198	0.0024221365828741687	0.014884628416130431	0.0005357456937696996	0.5184409921658446	0.006328694701515418	1.209452269140169	0.2660106306820449	0.03226111331702075	0.2210921279619933	0.8905790267118355	0.006221427303895157	0.9883601411781757	0.8982261527803019	0.0007540124578980956	350.8771929824561	0.171	9.36	1.4034792750447749	0.7105263157894738
