NAD	ADP	Glu6P	acetaldehyde	glycerone phosphate	Gra3P	Gri2P	Fru6-P	Glc(int)	pyruvate	Gri2,3P2	phosphoenolpyruvate	Fru1,6-P2	Gri3P	ATP	AMP	NADH
1.50329030201531	1.28198768168719	2.67504014044787	0.178140579850657	1.00415254899644	0.0451809175780963	0.127695817386632	0.624976405532373	0.09765223106456301	1.81531251192736	0.000736873499865602	0.0632352144936527	6.22132076069411	0.885688538360659	2.52512746499271	0.29288485332009107	0.0867096979846952
1.5040352734268587	1.7492624700943042	0.24168492282049617	0.1204075984192421	0.3994529640768868	0.017972259562746798	0.029417376104926878	0.04753674721182948	0.08211398029372147	1.263428405921687	7.268845028044348e-05	0.01941024876962578	0.5114418368157526	0.20874209710946678	1.1015634474309584	1.2491740824747286	0.08596472657314311
1.503910057328632	1.748358961846408	0.24058548790675444	0.12010423491634635	0.39858224653850777	0.017933084237544868	0.02931577710028743	0.04727044682186163	0.08273330183020668	1.2618746949851365	7.205740616119566e-05	0.01934174837310636	0.5092798233922964	0.20803865194963572	1.0920801707374719	1.2595608674161125	0.08608994267137023
1.5039100397937473	1.7483588297478208	0.24058533482370412	0.12010419250163017	0.39858212466427195	0.017933078754179353	0.029315762900123755	0.04727040976847331	0.08273338938956029	1.261874477379976	7.205731813627993e-05	0.019341738812663184	0.5092795211817867	0.20803855362123722	1.092078842096874	1.2595623281552972	0.08608996020625548
1.5039100397910259	1.748358829727318	0.2405853347999447	0.12010419249504756	0.39858212464535614	0.01793307875332829	0.029315762897919748	0.04727040976272241	0.08273338940315	1.2618744773462023	7.205731812261776e-05	0.01934173881117932	0.5092795211348811	0.2080385536059757	1.09207884189066	1.2595623283820132	0.08608996020897665
1.5039100397910101	1.7483588297271964	0.24058533479980507	0.1201041924950089	0.3985821246452449	0.01793307875332329	0.02931576289790674	0.047270409762688606	0.08273338940323019	1.2618744773460036	7.205731812253723e-05	0.019341738811170565	0.5092795211346052	0.2080385536058856	1.0920788418894432	1.2595623283833495	0.0860899602089926
1.5039100397910679	1.7483588297276331	0.24058533480031122	0.120104192495149	0.3985821246456478	0.017933078753341415	0.029315762897953755	0.047270409762811126	0.08273338940294034	1.261874477346723	7.205731812282849e-05	0.01934173881120221	0.5092795211356046	0.20803855360621112	1.09207884189384	1.2595623283785156	0.08608996020893474
1.5039100397911116	1.7483588297279635	0.24058533480069283	0.12010419249525482	0.3985821246459517	0.01793307875335509	0.02931576289798915	0.04727040976290348	0.08273338940272212	1.2618744773472657	7.205731812304792e-05	0.019341738811226042	0.5092795211363579	0.20803855360645623	1.092078841897152	1.2595623283748751	0.086089960208891
1.5039100397910314	1.748358829727357	0.24058533479998925	0.12010419249505985	0.3985821246453916	0.017933078753329886	0.029315762897923894	0.047270409762733195	0.08273338940312445	1.2618744773462656	7.205731812264344e-05	0.019341738811182112	0.5092795211349688	0.20803855360600443	1.0920788418910474	1.2595623283815878	0.0860899602089716
1.5039100397910137	1.748358829727227	0.24058533479983843	0.12010419249501798	0.3985821246452711	0.01793307875332446	0.029315762897909898	0.0472704097626967	0.08273338940321079	1.2618744773460508	7.205731812255661e-05	0.01934173881117268	0.5092795211346707	0.20803855360590745	1.0920788418897371	1.2595623283830295	0.08608996020898887
