PLS	LTGFb1	scUPA	PAI1	TSP1	PLG	TGFb1	TSP1:PLS	A2M	tcUPA	PAI1:scUPA	A2M:PLS	PAI1:tcUPA
0.0	0.001	0.001	0.0	0.0	0.003	0.0	0.0	0.005	0.0	0.0	0.0	0.0
2.110998910222967e-06	0.0044386246759366135	0.00435856508725781	5.279463014593799e-06	1.71475424821004e-06	0.03764123670814511	1.2524456454290915e-05	4.9545085707070035e-14	0.008382698211047932	7.77871128641704e-10	3.883821970737218e-10	1.1583428219547098e-07	1.9285082149786747e-17
1.1936028845817508e-05	0.007800000901509194	0.007545334704634336	3.0635473827449994e-05	9.380802374892627e-06	0.07167211710813706	3.839269492177988e-05	7.078477527383721e-11	0.011705251283075056	1.4373678726795955e-08	7.367835090640176e-09	1.6925467190402566e-06	3.914844341781625e-15
3.2184299633140235e-05	0.01108348760301949	0.010569031675447278	8.892932081761267e-05	2.4940073636295956e-05	0.10509613782152458	7.670787767839476e-05	5.302281428515313e-10	0.014964784709061228	8.12373542780566e-08	4.382514591875681e-08	8.62268507131401e-06	9.532892365266578e-14
6.224885826481264e-05	0.014286537440358685	0.013437875889773932	0.00019288774613057783	4.8404735204817015e-05	0.13791746813298295	0.00012848315260827021	2.024368767425244e-09	0.01815598375552145	2.707437734375348e-07	1.5848170158818974e-07	2.722136281977658e-05	9.204840834134817e-13
9.953299827887875e-05	0.017405107707485334	0.016159613990964283	0.000356718984872544	7.879379912267759e-05	0.17014086503132803	0.00019590617866590616	5.359434688032927e-09	0.021272243470339895	6.670586581697285e-07	4.3428648718477396e-07	6.507655774213345e-05	5.2771371808171075e-12
0.00014092141471247602	0.020434220132781414	0.018741550283567446	0.0005969063008373583	0.00011495329097757939	0.2017715937031904	0.00028161908139856317	1.1104017198753616e-08	0.024307015159024514	1.3520285622014397e-06	9.976333125302116e-07	0.00012970293666192718	2.165809083145832e-11
0.00018379712007493562	0.023368366233594715	0.021190570483223495	0.0009323730148465324	0.0001560200901054204	0.2328153571765203	0.00038827834205313266	1.9751026568106253e-08	0.02725474854724302	2.3933434358383523e-06	2.0286176972698284e-06	0.00022759998878498427	7.048821203758627e-11
0.000226441248894659	0.026201683846434773	0.023513156517616037	0.0013843436369220248	0.00020155808783987446	0.26327823624018365	0.0005184041642072994	3.154776380987254e-08	0.03011125151631956	3.840273688510877e-06	3.771894505489939e-06	0.0003638925809204292	1.9358682377529936e-10
0.00026797574564559425	0.028927966075423632	0.025715394862840912	0.001976154298701745	0.00025150847605769246	0.29316663859605224	0.0006744075368593184	4.670361012744631e-08	0.03287360916665636	5.7250466389275225e-06	6.547632269470457e-06	0.000542412179696976	4.672119628193392e-10
0.00030810605133554936	0.03154059269603109	0.02780298192486772	0.00273313568731293	0.00030608419269154743	0.32248725529751177	0.0008586803751301203	6.547049232226315e-08	0.03553990599542958	8.066684783880312e-06	1.0762272582983118e-05	0.0007659749545812878	1.0189689786514095e-09
