S	R_1	R_2	R_p	I_1	I_2	I_2p	I_1p	Values[mu]	Values[beta_1]	Values[gamma_1]	Values[beta_2]	Values[gamma_2]	Values[sigma]	Values[Lambda_1]	Values[Lambda_2]	Values[I_1_frac]	Values[I_2_frac]	Values[S_frac]	Values[R1_frac]	Values[R2_frac]	Values[Rp_frac]
0.0588912	0.93733	0.0	0.0	0.003775	1e-06	0.0	0.0	0.02	295.4761904761905	17.38095238095238	295.4761904761905	17.38095238095238	0.05	1.115422619047619	0.00029547619047619046	0.003775	1e-06	0.0588912	0.93733	0.0	0.0
0.03520332229563084	0.010758135727767851	0.04347815779128523	0.9032907383118226	0.0035108076002333156	1.4170421835820611e-05	2.4132813021186164e-06	0.0037395100138382874	0.02	295.4761904761905	17.38095238095238	295.4761904761905	17.38095238095238	0.05	2.1422962283483002	0.004900089427186329	0.0072503176140716035	1.6583703137939227e-05	0.03520332229563084	0.9140488740395905	0.9467688961031079	0.9032907383118226
0.051545524751886694	0.05882209980851991	0.013373955627583698	0.8735078834507837	0.0018266648000472342	0.00027116357643994563	0.0002492094048105119	0.0004008083694986473	0.02	295.4761904761905	17.38095238095238	295.4761904761905	17.38095238095238	0.05	0.6581652865253426	0.15375782612662328	0.0022274731695458815	0.0005203729812504575	0.051545524751886694	0.9323299832593036	0.8868818390783674	0.8735078834507837
0.028893780473498696	0.025214206353078635	0.04378109563773138	0.8960187770927167	0.0022096841916950435	0.0005735361729622214	0.00039432713120573257	0.0029119560064181363	0.02	295.4761904761905	17.38095238095238	295.4761904761905	17.38095238095238	0.05	1.5133227347282039	0.2859805620172455	0.00512164019811318	0.000967863304167954	0.028893780473498696	0.9212329834457953	0.9397998727304481	0.8960187770927167
0.03163195520319982	0.04069247092634661	0.030689353948500125	0.8864387262356841	0.0014335858325356422	0.003978794821287354	0.004158987856716419	0.0009735404499603504	0.02	295.4761904761905	17.38095238095238	295.4761904761905	17.38095238095238	0.05	0.7112485039470302	2.404521024619686	0.0024071262824959926	0.008137782678003773	0.03163195520319982	0.9271311971620307	0.9171280801841842	0.8864387262356841
0.030988889981833988	0.03797793863790382	0.032230012975493896	0.8913616450022592	0.002982354932498943	0.0009565298232059809	0.000888601541835408	0.002611493560198004	0.02	295.4761904761905	17.38095238095238	295.4761904761905	17.38095238095238	0.05	1.6528490427230744	0.5451923866705628	0.005593848492696948	0.001845131365041389	0.030988889981833988	0.929339583640163	0.9235916579777531	0.8913616450022592
0.029586083336222344	0.0297794524008798	0.04140916269116434	0.8920012728244708	0.0013170455469858973	0.0024290088104853592	0.0020281796561319033	0.0014473113564368017	0.02	295.4761904761905	17.38095238095238	295.4761904761905	17.38095238095238	0.05	0.8168016469398975	1.3169930683504818	0.002764356903422699	0.004457188466617263	0.029586083336222344	0.9217807252253506	0.9334104355156352	0.8920012728244708
0.03081856231660398	0.040876501218806004	0.03032660311093907	0.8906702721032111	0.0019957863614485324	0.0018095079395276834	0.0019234893869125521	0.001576843359492192	0.02	295.4761904761905	17.38095238095238	295.4761904761905	17.38095238095238	0.05	1.0556270199255808	1.103011829074365	0.0035726297209407246	0.0037329973264402356	0.03081856231660398	0.9315467733220172	0.9209968752141502	0.8906702721032111
0.030833536376482413	0.03268836943001643	0.0381220911729801	0.8908935513802395	0.0021871363941002395	0.001677208212255387	0.001398894923164878	0.0021968261081525557	0.02	295.4761904761905	17.38095238095238	295.4761904761905	17.38095238095238	0.05	1.2953565393561235	0.908915235965845	0.004383962502252795	0.003076103135420265	0.030833536376482413	0.9235819208102559	0.9290156425532197	0.8908935513802395
0.030505266592670617	0.035390006391662766	0.03534189475404573	0.8911884032602643	0.0016044013436363883	0.002320114169111975	0.002192044244322543	0.0014555304876941316	0.02	295.4761904761905	17.38095238095238	295.4761904761905	17.38095238095238	0.05	0.9041370006383751	1.333235378826723	0.00305993183133052	0.004512158413434518	0.030505266592670617	0.9265784096519271	0.92653029801431	0.8911884032602643
0.030513989119398163	0.03699755933451013	0.0337938171385735	0.8912122631744637	0.0022081954619731603	0.0016806160767361294	0.001609011151138152	0.0019822560970984607	0.02	295.4761904761905	17.38095238095238	295.4761904761905	17.38095238095238	0.05	1.2381786630494958	0.9720065213790436	0.004190451559071621	0.0032896272278742813	0.030513989119398163	0.9282098225089738	0.9250060803130372	0.8912122631744637
0.03058991361160282	0.033511675603820255	0.0372999500995706	0.8911680626566674	0.001835689121591769	0.0020246154096355755	0.0017821764092936	0.001785670035183428	0.02	295.4761904761905	17.38095238095238	295.4761904761905	17.38095238095238	0.05	1.0700254079900047	1.1248163445931207	0.003621359156775197	0.0038067918189291757	0.03058991361160282	0.9246797382604877	0.9284680127562379	0.8911680626566674
