x	y	z	h1	h2	h3	Values[f1]	Values[f2]	Values[f3]	Values[f4]	Values[f5]
90.0	180.0	13000.0	70.0	70.0	70.0	19.629592668027673	72.0	13.0	14.167262873355579	121.5965381381018
91.80501202650876	181.11045198740152	13080.214371108528	71.67177665616268	70.06768782491379	70.00185326830464	20.110346932706694	72.0	13.080214371108529	14.26596551021072	121.58946982149801
93.67526129550899	182.31596408763033	13157.930180894115	73.35697421489577	70.26414679808484	70.0142538520385	20.586132937780047	72.0	13.157930180894116	14.373369705878718	121.54216288755417
95.59340445260196	183.6176968991003	13232.99418273293	75.05901706428246	70.58030433430922	70.04627974245408	21.055177337958416	72.0	13.232994182732927	14.489636739698904	121.41989554451256
97.54405152332032	185.01565329217883	13305.22091670924	76.77975334911308	71.00802121184124	70.10559690828607	21.51542682403683	72.0	13.30522091670924	14.614827945815943	121.19308756087581
99.51310077169747	186.5088222261035	13374.399271784929	78.51970896611344	71.53990171097617	70.19863888896249	21.96457892603379	72.0	13.374399271784927	14.748915924107878	120.83641975420721
101.48724367390226	188.09527866528634	13440.298078707032	80.27827520870848	72.1691364342626	70.33075821607729	22.40011377832418	72.0	13.440298078707034	14.89179179119962	120.3280634416465
103.45360445483603	189.77225133230993	13502.67090082467	82.0538475057582	72.88937060642982	70.50635423935549	22.819327211674246	72.0	13.502670900824672	15.043269523265245	119.64903280179824
105.39948679188221	191.53616749617333	13561.260185911799	83.84392874131903	73.69459248641847	70.72898104567876	23.219365601941856	72.0	13.561260185911797	15.203088226252591	118.78266854914057
107.31220653527156	193.38268208970112	13615.800937015938	85.64520767206365	74.57903789058399	71.00143850333183	23.597262943627616	72.0	13.615800937015939	15.370913008462535	117.71425821079701
109.17899429829944	195.30669695933364	13666.024053959982	87.4536206326664	75.53710789198348	71.32584894618266	23.949980624449154	72.0	13.666024053959982	15.54633500543474	116.43079615177341
110.98695572689967	197.30237488942973	13711.659489066735	89.26440290937512	76.56329758354786	71.70372160062155	24.274450348113554	72.0	13.711659489066736	15.728871010048325	114.92088474209982
112.72308016712468	199.36315221940865	13752.439353585254	91.07213486144354	77.65213439568325	72.13600656629872	24.567620600251125	72.0	13.752439353585254	15.917963092215475	113.17477593970794
114.37429087428978	201.48175316635516	13788.101100127013	92.8707867645302	78.79812496034145	72.62313989870816	24.826506936976497	72.0	13.788101100127012	16.11297853241932	111.18454972337837
115.92753152178952	203.65020848560297	13818.39089403925	94.65376558502457	79.99570986824313	73.16508116199702	25.04824621162003	72.0	13.818390894039249	16.31321035123204	108.944421352551
117.36988492172938	205.85988070226665	13843.067268734296	96.41396626127167	81.2392259508469	73.76134466838894	25.23015460937805	72.0	13.843067268734293	16.517878679585458	106.45116300038164
118.68872050008818	208.101497826425	13861.905135614828	98.14382956550135	82.52287593223373	74.41102550350355	25.369789024925417	72.0	13.861905135614828	16.726133181816017	103.70461654906678
119.87186722436321	210.36519717740916	13874.700185801787	99.83540818429378	83.84070545777848	75.11282134265639	25.465010881471873	72.0	13.874700185801785	16.937056711241677	100.70826339376522
120.9078083555031	212.6405806614479	13881.27367725477	101.48044225318084	85.18658761924873	75.86505098898606	25.5140509572321	72.0	13.881273677254772	17.14967034399414	97.46980468920093
121.78589362647864	214.9167825325557	13881.477546304266	103.07044516196005	86.55421516896921	76.66567050216933	25.51557317624478	72.0	13.881477546304264	17.362939897738215	94.00169309240042
122.49656328374421	217.182550296926	13875.19971927419	104.59679998758907	87.9371006471105	77.51228773429227	25.46873468823542	72.0	13.875199719274187	17.57578399616907	90.32154698768913
123.03157693365974	219.4263389655782	13862.369430681305	106.05086637603549	89.32858463597044	78.40217604214222	25.373238976227352	72.0	13.862369430681303	17.787083685492107	86.4523733473828
123.38423854563462	221.63641831685865	13842.962289309442	107.42409708695548	90.72185229894505	79.33228789664821	25.229378317493545	72.0	13.84296228930944	17.995693545960485	82.42252887071629
123.54960730751796	223.80099217449407	13817.004775631312	108.70816270225309	92.10995825930578	80.29926906826883	25.038061757319944	72.0	13.817004775631313	18.200454168335447	78.2653632738425
123.52468303644714	225.9083280038199	13784.577828615627	109.89508227768353	93.48585971903402	81.29947399781616	24.800825053384756	72.0	13.784577828615625	18.400205788782415	74.01851462130556
123.30855410605535	227.94689435043662	13745.8191751853	110.977356928586	94.84245751678161	82.32898291433797	24.51981972302521	72.0	13.7458191751853	18.593802794324652	69.72286266584146
122.90249648570204	229.90550291282625	13700.924104173115	111.94810265403767	96.17264458069752	83.38362117039595	24.197779574130063	72.0	13.700924104173115	18.780128736611623	65.42118824808047
122.31001403830794	231.773451387104	13650.144470458328	112.80117813590667	97.46936095272576	84.45898117806853	23.837964695914206	72.0	13.650144470458326	18.95811142813595	61.1566279379643
121.53681305028998	233.54066274799092	13593.78583669188	113.53130291179404	98.72565427315962	85.55044722058042	23.44408471887485	72.0	13.593785836691879	19.12673765187283	56.97104551419454
120.59070785640341	235.19781639525198	13532.202805153347	114.13416127565307	99.9347443291619	86.65322329080072	23.02020497154696	72.0	13.532202805153347	19.285066998274615	52.903458527063165
119.48145894148482	236.73646666674733	13465.792738150798	114.60648756292314	101.0900900227148	87.76236397493876	22.5706406706093	72.0	13.465792738150796	19.43224435867185	48.98865491334353
118.22054964597008	238.1491446084329	13394.988195223506	114.94612912900936	102.18545692031505	88.87280825733578	22.099845275332356	72.0	13.394988195223508	19.567510651728096	45.25611153586468
116.8209118520153	239.4294395777392	13320.248506536353	115.1520842833087	103.21498343704079	89.97941598191355	21.612299439884875	72.0	13.32024850653635	19.690211436790083	41.72928802421882
115.296614488279	240.57205821391605	13242.050948375674	115.22451365966111	104.17324369023362	91.07700656667565	21.112406621872957	72.0	13.242050948375672	19.799803171261285	38.42532301110241
113.66253055929107	241.57285938301547	13160.881978289486	115.1647247850421	105.05530514806414	92.16039945050062	20.604400399575077	72.0	13.160881978289487	19.895856982742647	35.35511438230745
111.933999123264	242.42886488044857	13077.228939827804	114.97513094646848	105.85677938190237	93.22445564592282	20.09226716850422	72.0	13.077228939827801	19.978059948268836	32.52372801815027
110.12649762275346	243.138246784272	12991.572563312619	114.65918664683089	106.57386450343019	94.26411969865072	19.579686302697606	72.0	12.99157256331262	20.04621398603369	29.931055352769793
108.25533793793963	243.70029331521906	12904.380489965102	114.22130290006355	107.20337820761506	95.27446131055399	19.06998833577686	72.0	12.904380489965103	20.100232561385763	27.57263030167369
