Values[mu_z]	x	y	z
0.4	4.0	0.20000000000000004	0.4000000000000001
0.40035160918016993	3.892150727177456	0.15610568743394446	0.32702802466103986
0.4006340876437965	3.8492245459585024	0.1282761014509183	0.3041722558965413
0.4008677804531183	3.838258068250872	0.10673238974684345	0.3008152332922156
0.4010618755675471	3.8434647986180077	0.08859762981048191	0.30565278639772325
0.40122211736689106	3.8566243953983537	0.07293447327738066	0.3139935934166069
0.4013530833524239	3.87323016753957	0.059402273245173484	0.3237012794933066
0.4014588748617743	3.890737539386184	0.0478306150485347	0.33370682546262215
0.40154328993406346	3.9077025617065098	0.03807727020296005	0.34342393299520074
0.40160982743910045	3.923331819000646	0.02998517278877172	0.3525100098534285
0.40166164793029674	3.93723329721153	0.023376274453214017	0.3607650030430749
0.4017015382190679	3.949269365885961	0.018059017380857564	0.36808531118085064
0.40173189578435764	3.95946377664143	0.013839609728860839	0.37443873309483605
0.40175473550834184	3.967939032587098	0.010532577323671351	0.3798467625927946
0.4017717149850711	3.974872512405054	0.007968612120576604	0.38436941644187045
0.4017841722743882	3.9804655163609683	0.005999192706318685	0.38809156319964344
0.4017931698531745	3.984922005430549	0.0044982907712197455	0.3911110651658211
0.40179953960610604	3.988434871786112	0.0033618729793641697	0.3935292365778151
0.40180392524493364	3.991178001085249	0.0025059905868589764	0.3954438549499263
0.40180682005271384	3.9933026096905033	0.0018641467694353736	0.3969446153778654
0.4018085990540588	3.994936544521073	0.0013844539407182	0.39811066298769904
0.40180954555444365	3.9961854683320865	0.0010269094538350074	0.3990097174148034
0.40180987248900046	3.997135101301394	0.000760967960625417	0.3996982985136529
0.4018097392634671	3.9978539245861358	0.0005634816689408188	0.4002226273434265
0.4018092648388948	3.998395952250127	0.0004170126636250446	0.4006198721972124
0.4018085377788974	3.998803334955225	0.00030848502662427825	0.4009195070236093
0.40180762389418695	3.999108672926392	0.00022812866519628276	0.40114463386216964
0.4018065720183817	3.999336991599736	0.000168663563748896	0.4013131851705261
0.40180541834826494	3.9995073812770583	0.0001246765172513497	0.40143896789107
0.4018041896917586	3.999634328188363	9.214884998399623e-05	0.40153254048228976
0.4018029058909011	3.9997287763502616	6.810076914672121e-05	0.40160193130168154
0.4018015816249977	3.9997989631629736	5.032481490733388e-05	0.40165321584518016
0.40180022775006863	3.9998510695790817	3.7186802540643885e-05	0.40169097343533094
0.4017988522924906	3.9998897214634273	2.7477565411208123e-05	0.4017186441566892
0.40179746118533766	3.999918373336644	2.0302760555313244e-05	0.4017388050630691
0.40179605881359864	3.999939600293351	1.500109385209935e-05	0.4017533821801764
0.40179464841775525	3.9999553189906982	1.1083688511020318e-05	0.4017638121738797
0.4017932323922283	3.9999669542153278	8.189192420030519e-06	0.40177116495431653
0.4017918125060908	3.9999755639743135	6.0505473153967084e-06	0.40177623620071734
0.40179039006628336	3.999981933246012	4.470398463704884e-06	0.4017796169987977
0.4017889660382649	3.9999866440076826	3.3029078989048703e-06	0.4017817460260736
0.40178754113513376	3.999990127479138	2.440315334112709e-06	0.40178294860505465
0.40178611588353014	3.999992703011726	1.802997612501985e-06	0.40178346583293045
0.401784690672325	3.999994607012457	1.332123145280112e-06	0.4017834762919901
0.40178326578858964	3.9999960144241298	9.842245045342404e-07	0.4017831121986045
0.40178184144419643	3.9999970546782726	7.271841448447409e-07	0.40178247141240375
0.40178041779543716	3.9999978235010762	5.372736931434089e-07	0.40178162633311637
0.401778994957542	3.9999983916776367	3.969626408573474e-07	0.40178063051142904
0.40177757301544165	3.9999988115641867	2.932939518664414e-07	0.4017795235647941
0.4017761520316174	3.9999991218480657	2.1669926193895248e-07	0.40177833477290037
0.4017747320520064	3.9999993511330114	1.6010748603105216e-07	0.40177708578680543
0.4017733131103032	3.9999995205558427	1.1829562224146186e-07	0.4017757926074664
0.4017718952311614	3.999999645735813	8.740534118298637e-08	0.401774467059892
0.40177047843260505	3.9999997382433436	6.457917941920272e-08	0.4017731179042432
0.40176906272766355	3.9999998065984155	4.771362308492996e-08	0.40177175159146905
0.4017676481257342	3.9999998571011033	3.52535126405383e-08	0.40177037289173345
0.40176623463354494	3.9999998944188784	2.6046720599962448e-08	0.4017689853388497
0.4017648222558155	3.999999921991697	1.9244317264590195e-08	0.40176759153720887
0.40176341099580004	3.9999999423630226	1.4218714345417226e-08	0.4017661934123231
0.40176200085567215	3.9999999574147074	1.0505522705784737e-08	0.4017647923885575
0.4017605918368009	3.9999999685362178	7.76189441325968e-09	0.40176338951738627
0.40175918393995946	3.9999999767524232	5.7350179520396815e-09	0.4017619855742088
0.40175777716548655	3.9999999828217807	4.237778841209466e-09	0.4017605811326095
0.4017563715134119	3.9999999873131626	3.1298077208159266e-09	0.4017591766225473
0.4017549669834957	3.9999999906302133	2.3115109952666255e-09	0.4017577723488429
0.40175356357533737	3.9999999930778043	1.7076914354013995e-09	0.40175636854153485
0.40175216128840724	3.9999999948815574	1.2627158184499441e-09	0.4017549653706449
0.4017507601220959	3.9999999962176056	9.331302628221614e-10	0.40175356296868275
0.40174936007569906	3.9999999972037155	6.898660478151024e-10	0.4017521614239373
0.4017479611484707	3.999999997931512	5.103132369064248e-10	0.4017507608049049
0.4017465633396249	3.9999999984679637	3.779545169888622e-10	0.40174936116141813
0.4017451666483487	3.9999999988631068	2.8045642862790863e-10	0.4017479625304901
0.40174377107381926	3.9999999991604684	2.070954573836804e-10	0.4017465649442074
0.40174237661517964	3.999999999382148	1.5241592305535628e-10	0.40174516841841307
0.4017409832712911	3.9999999995519415	1.1053941237659135e-10	0.40174377296994335
0.4017395910421123	3.9999999996680953	8.189650146548197e-11	0.4017423785974295
0.4017381999257693	3.9999999997575832	5.981843359039886e-11	0.40174098531936736
0.40173680992168914	3.9999999998231877	4.362646610748444e-11	0.4017395931372939
0.4017354210292327	3.999999999869179	3.2271069378648005e-11	0.4017382020537999
0.40173403324736046	3.9999999999025797	2.4025763733168954e-11	0.40173681207315726
0.40173264657528707	3.999999999926549	1.8110942543053394e-11	0.4017354231969679
0.40173126101210366	3.999999999944685	1.363923821552787e-11	0.40173403542703995
0.40172987655687764	3.9999999999584044	1.0258582419181749e-11	0.40173264876350856
0.4017284932088419	3.9999999999688542	7.68423672732197e-12	0.40173126320647046
0.4017271109669338	3.999999999976802	5.725810133233114e-12	0.4017298787554403
0.4017257298305015	3.9999999999827067	4.2696259048516065e-12	0.40172849541011124
0.40172434979838545	3.9999999999871476	3.173317708536164e-12	0.40172711316976106
0.4017229708700159	3.9999999999903912	2.3715491455905266e-12	0.40172573203402084
0.40172159304417027	3.999999999992837	1.7670490694226886e-12	0.40172435200196804
0.4017202163203275	3.9999999999946283	1.3244806404521868e-12	0.40172297307319005
0.4017188406972354	3.9999999999959908	9.880758568828008e-13	0.4017215952466038
0.40171746617438814	3.9999999999969957	7.405968402164231e-13	0.40172021852175516
0.4017160927505375	3.9999999999977622	5.519543707527471e-13	0.40171884289748444
0.4017147204249381	3.9999999999983222	4.144032677121897e-13	0.40171746837306865
0.4017133491956327	3.9999999999987264	3.151970685249263e-13	0.4017160949465865
