Phosphoenol pyruvate	Pyruvate	Fructose-6-Phosphate	Glyceraldehyde-3-Phosphate	Glucose-6-Phosphate	Dihydroxyacetonephosphate	3-Phosphoglycerate	Ribulose-5-phosphate	Ribose-5-phosphate	Erythrose-4-phosphate	Xylulose-5-phosphate	Glucose-1-Phosphate	2-Phosphoglycerate	6-Phosphogluconate	1,3-diphosphosphoglycerate	Fructose-1,6-bisphosphate	sedoheptulose-7-phosphate	Extracellular Glucose	Values[catp]	Values[cadp]	Values[camp]	Values[cnadp]	Values[cnadph]	Values[cnad]	Values[cnadh]
2.67	2.67	0.6	0.218	3.48	0.167	2.13	0.111	0.398	0.098	0.13800000000000004	0.653	0.399	0.808	0.008	0.272	0.2760000000000001	2.0	4.27	0.582	0.9547829457364341	0.19675933609958507	0.062	1.4643993118516865	0.0934
1.9349411387358624	4.085995038460101	0.7564632751961858	0.2681772597144386	4.414378467544698	0.2394471134078461	1.5930384114395748	0.12754436012274353	0.4310397923908881	0.11687679294350073	0.172409176013045	0.663097730069585	0.2944084785738039	0.8280576789706138	0.00266935244268735	0.5534223174925116	0.31918198825234373	1.9720686793060258	2.309465008947913	0.7608763383699019	1.0534052865982757	0.19086218375312947	0.0655000625280232	1.4352343719580207	0.09434626926637259
2.0007333510786585	4.308437821719184	0.7836124245084861	0.2781815592515052	4.566358385178945	0.26157374153818785	1.6538468201159648	0.1341910980994917	0.4708460744186733	0.12373766625324813	0.17681884802067166	0.6755374341780069	0.3050330550853876	0.8524414971723944	0.0021140446895682214	0.6376587008730689	0.3383274791882215	1.9576719104572813	1.9967514880139783	0.8913483507316575	1.5186487697938893	0.1851729664226445	0.0690929140842655	1.4088436226069745	0.09566198831592063
2.1897722647711952	4.351284288028261	0.8155243394154036	0.26142980965627677	4.749153984588644	0.24678265270122343	1.8071744727982901	0.13560668377005639	0.4848007792234492	0.12150270146466972	0.1766485801469776	0.689345784513997	0.3335457848078583	0.877350675259467	0.0020030312664596457	0.5694761254261639	0.3681137319888727	1.944860609192226	1.902237515640996	0.9846418557375496	1.8141541703024495	0.17944446364211974	0.07224855270269495	1.384779268817128	0.09771036941458217
2.375568971955952	4.331758758190441	0.845999501606118	0.24447929784082723	4.925404059716615	0.22893027904666083	1.9550802463956232	0.1358618617647036	0.4896938560154838	0.11815022093833497	0.17651761325508597	0.7047459900212633	0.3612911937008927	0.9029271086995038	0.001999076689192514	0.49645858829102474	0.3980479028066105	1.9329573624765164	1.8772649941086867	1.04942581243636	1.9846924115960975	0.17347301743325957	0.07576886578825563	1.3627193736931442	0.1006818910648372
2.535418047600463	4.291777048449173	0.8717494759187154	0.2354060467109223	5.075026614702974	0.21850289411129245	2.082052442681275	0.13634742442540654	0.4938697426483896	0.11667882115987813	0.17749949055950492	0.721140875308744	0.3851333252706862	0.9284983866754266	0.0020406622891877067	0.4570597911024725	0.42190026616799503	1.9217224520244902	1.8821372031662258	1.0923864907323497	2.0719074478723005	0.16708734731048683	0.07985336372365043	1.3424221349260212	0.10464017881298561
2.6749467897791868	4.250229006307903	0.8926359072172318	0.23499369706966605	5.196769864366268	0.21648150153220128	2.193591405271864	0.1375979318441807	0.5005351432940304	0.11770266948230597	0.17988284957139314	0.7378564396693061	0.40601720413124187	0.9533599819203505	0.002113414859569921	0.4504525554509166	0.43747831819073907	1.9109597284059319	1.9018334376244375	1.1186761851500262	2.1049799235206836	0.16014961573115694	0.08411165388514298	1.3236990583345323	0.10955839243628404
2.802885355294476	4.214887878161124	0.9095588527455328	0.24138364833998452	5.29564850805459	0.22087769644445754	2.2967352016762494	0.13961352932145316	0.5100304175071967	0.12076346838808591	0.1834181656262959	0.7543778364083152	0.42525671541893006	0.977067376278787	0.0022117819110727	0.468151431833187	0.4455921858548066	1.9005098534469813	1.9294702263344732	1.1322629551596375	2.1033472803616657	0.15256753184884667	0.08793520112984334	1.3063984861168119	0.11534782030496846
2.924417754031629	4.1877839012132805	0.9235012425164595	0.25245318197701627	5.377268185105477	0.22952840791727344	2.395378799035643	0.14217922418188397	0.5215512449493246	0.12519316049580562	0.1877070063012882	0.7703602628020867	0.44360287923917446	0.9994331472190677	0.002331555533787137	0.5030804626841368	0.4482922061502034	1.8902573792044672	1.9614865595497202	1.1362024787785794	2.079782607929486	0.14431673647046367	0.09080205901740036	1.2903950838853664	0.12188010460246546
3.041165446761322	4.168250034171501	0.9352272692557486	0.26661599224760923	5.446020801318484	0.24088790923454328	2.490579611133088	0.1450755319122522	0.5342169152183539	0.13046805531554226	0.19242101471191606	0.7855829540341293	0.461274214436141	1.020438879850608	0.00246881158285876	0.5507919985238904	0.4475291987579217	1.8801264930705395	1.9958822244072976	1.1328487736631703	2.042660614627444	0.13547062041339203	0.09242317189232975	1.275582902213731	0.12900428617516202
