x1	x2	x3	G	Ii	Ip	Values[Ip_conc]	Values[f1_G]	Values[Ii_conc]	Values[G_conc]	Values[f2_G]	Values[f3_G]	Values[f4_Ii]	Values[f5_x3]
110.420253	112.76011710000002	104.58787050000001	12342.616650000002	243.28651830000004	93.36441699000001	31.12147233	15.174877041142954	22.11695620909091	123.4261665	71.98635791042271	1.234261665	204.1902149639625	12.795063229731458
108.96863614983705	112.51458655633617	105.23200480188498	12248.400694419834	242.5917568273388	91.20468369809325	30.401561232697745	14.738638863792172	22.053796075212617	122.48400694419834	71.98543549240495	1.2248400694419834	203.5118184014806	12.074471917604754
107.462711560767	112.17035913363355	105.80098029364183	12156.323320809657	241.77621116163536	89.10283541038704	29.70094513679568	14.323531328275507	21.979655560148668	121.56323320809658	71.98447378007252	1.2156323320809657	202.71579751341642	11.469471102813252
105.91165321518591	111.73135824975157	106.29307109067682	12066.573620688961	240.84720872379262	87.06370043010537	29.02123347670179	13.929369103297173	21.895200793072053	120.66573620688959	71.98347529748214	1.206657362068896	201.80946176996324	10.969125106404604
104.32424157279038	111.20191159142297	106.70701983090673	11979.315622808146	239.81215318003595	85.09099124740695	28.36366374913565	13.555831225519919	21.801104834548724	119.79315622808146	71.98244300904702	1.1979315622808147	200.8002108740939	10.564112994113458
102.70881094751844	110.58668508563943	107.04202984946544	11894.690762037053	238.67845314766447	83.18743090019493	27.729143633398305	13.202491706720417	21.698041195242222	118.94690762037052	71.98138031266315	1.1894690762037052	199.6954626824401	10.246644776678771
101.07321111318204	109.89061853917183	107.29775277089814	11812.820278040012	237.4534611295227	81.35487734448574	27.11829244816191	12.868846054935906	21.586678284502064	118.12820278040012	71.9802910276225	1.181282027804001	198.50259114978266	10.010367904330383
99.4247817667208	109.11886388286491	107.47427203885952	11733.807521546305	236.14442218927735	79.5944429131569	26.5314809710523	12.554334002426723	21.467674744479755	117.33807521546305	71.97917937769562	1.1733807521546304	197.22887380007325	9.850272958285048
97.77033830995856	108.27672677921495	107.57208295748264	11657.74015636062	234.75843168161197	77.90660681398565	25.96886893799521	12.258358796461934	21.341675607419266	116.5774015636062	71.97804996988205	1.165774015636062	195.88144804363728	9.762604516829509
96.11616742737725	107.36961217293813	107.5920698188005	11584.692252565394	233.3024012814758	76.29131935254797	25.430439784182656	11.98030343544198	21.20930920740689	115.84692252565392	71.97690776941583	1.1584692252565392	194.46727560075956	9.744780914136042
94.46803099425426	106.40297418574595	107.53548067817616	11514.72627168812	231.78303251635467	74.74809720293747	24.91603240097916	11.719544235493387	21.071184774214057	115.14726271688117	71.97575807167675	1.1514726271688118	192.99311425983524	9.795324878201619
92.83117691504212	105.38227062097413	107.4039003267756	11447.894947854098	230.20679699240856	73.27610948468116	24.425369828227048	11.47546209756017	20.927890635673503	114.47894947854098	71.97460647168333	1.1447894947854098	191.46549619076433	9.913805713146374
91.21035561409789	104.31292220857694	107.19922197679497	11384.243070878583	228.579922531081	71.87425477666666	23.958084925555553	11.247451820047473	20.779992957370997	113.84243070878583	71.97345883183431	1.1384243070878584	189.8907120627457	10.100792693407524
89.60984100691955	103.2002766172039	106.92361814666516	11323.809178123218	226.90838446222844	70.54122944559585	23.513743148531944	11.034929771570551	20.628034951111673	113.23809178123216	71.97232124851833	1.1323809178123216	188.27480024600985	10.357818546570394
88.03345491326782	102.04957716649592	106.57951119243042	11266.627161835839	225.1979013716695	69.27558785178958	23.091862617263192	10.837340205017979	20.472536488333592	112.6662716183584	71.97120001812405	1.1266627161835838	186.62354042775053	10.687351254278422
86.48459404856496	100.8659361007689	106.16954387078299	11212.727797475376	223.4539346894106	68.0757950791683	22.6919316930561	10.654160459144883	20.31399406267369	112.12727797475377	71.97010160284889	1.1212727797475377	184.9424510572732	11.092771842810961
84.96625877747675	99.65431223754157	105.69655030301854	11162.140197274302	221.68169151819322	66.94027292957178	22.313424309857258	10.484905262010788	20.152881047108476	111.62140197274303	71.96903259654275	1.1162140197274302	183.23679004677626	11.578355260633273
83.48108300118594	98.41949274924302	105.1635276429072	11114.89319061119	219.88613020613755	65.86743990484659	21.955813301615525	10.329130317358139	19.989648200557955	111.14893190611188	71.96799969061018	1.1114893190611188	181.5115582527183	12.149250906988355
82.03136463350052	97.16607881992987	104.57360871065657	11071.0166297845	218.07196821520003	64.85574590642479	21.618581968808257	10.186435324749908	19.8247243832	110.710166297845	71.96700963975212	1.10710166297845	179.7715053064686	12.811458802850293
80.61909622449987	95.89847489320132	103.93003581622447	11030.542616107483	216.24369189674513	63.90370233617524	21.301234112058413	10.056466555474858	19.658517445158648	110.30542616107483	71.9660692270577	1.1030542616107484	178.02113741779016	13.571796808776808
