FeIII	FeII	FeIII_NO	FeIII_star	FeII_star_O2	FeII_O2	FeII_star	FeII_NO	FeIII_t
0.13388451728483292	0.002763215506498587	0.04581120788295569	0.13390968137198755	0.013390968215567046	0.013390967503144459	0.0027632156500799455	0.6540862265849352	0.26779419865682047
0.13388450806394656	0.002763215315314705	0.04581120315112785	0.13390966900087606	0.01339096694280965	0.013390966554601976	0.002763215393550103	0.6540862555777746	0.2677941770648226
0.13388450303773122	0.002763215211227076	0.04581120057189907	0.13390966225753909	0.013390966248844402	0.013390966037403688	0.0027632152538743736	0.6540862713814826	0.26779416529527034
0.13388450033165647	0.002763215155100507	0.04581119918323179	0.13390965862695506	0.013390965875355964	0.013390965759057141	0.0027632151785657788	0.6540862798900788	0.2677941589586115
0.13388449885093429	0.0027632151243164554	0.045811198423348735	0.13390965664033508	0.013390965671103334	0.013390965606841347	0.0027632151372675995	0.6540862845458547	0.2677941554912694
0.13388449801930527	0.0027632151070755037	0.04581119799658725	0.13390965552458878	0.013390965556310733	0.01339096552129024	0.0027632151141336104	0.6540862871607103	0.2677941535438941
0.13388449756514995	0.002763215097657959	0.04581119776353063	0.13390965491527543	0.013390965493625626	0.013390965474573266	0.0027632151014972935	0.6540862885886914	0.2677941524804254
0.13388449732928487	0.0027632150927688853	0.04581119764249361	0.13390965459882964	0.013390965461067132	0.013390965450308446	0.0027632150949370455	0.654086289330312	0.26779415192811457
0.13388449720060994	0.0027632150901016708	0.04581119757646246	0.13390965442619435	0.013390965443305022	0.013390965437070908	0.002763215091358126	0.6540862897348991	0.26779415162680437
0.13388449712121367	0.0027632150884554147	0.04581119753571914	0.1339096543196732	0.013390965432346085	0.013390965428903596	0.0027632150891491944	0.6540862899845413	0.26779415144088686
0.1338844970738323	0.002763215087473114	0.04581119751140478	0.13390965425610446	0.013390965425805897	0.013390965424029407	0.0027632150878311407	0.6540862901335205	0.2677941513299368
0.13388449705077551	0.0027632150869950993	0.04581119749957285	0.1339096542251705	0.013390965422623306	0.01339096542165753	0.0027632150871897384	0.654086290206017	0.26779415127594597
0.13388449704609745	0.002763215086898126	0.045811197497172204	0.13390965421889417	0.013390965421977548	0.013390965421176274	0.0027632150870596176	0.6540862902207262	0.2677941512649916
0.13388449704376895	0.00276321508684983	0.04581119749597732	0.13390965421577022	0.013390965421656176	0.013390965420936759	0.0027632150869948183	0.6540862902280474	0.2677941512595392
0.13388449703911912	0.0027632150867534346	0.04581119749359123	0.13390965420953188	0.013390965421014351	0.013390965420458428	0.002763215086865473	0.6540862902426676	0.267794151248651
0.13388449703226132	0.0027632150866112584	0.04581119749007207	0.1339096542003312	0.013390965420067756	0.013390965419752961	0.0027632150866747003	0.6540862902642303	0.26779415123259254
0.13388449702525554	0.0027632150864660126	0.04581119748647693	0.1339096541909319	0.013390965419100724	0.013390965419032265	0.002763215086479809	0.6540862902862584	0.26779415121618744
0.13388449702281255	0.0027632150864153626	0.045811197485223276	0.13390965418765433	0.013390965418763511	0.013390965418780954	0.002763215086411847	0.6540862902939397	0.2677941512104669
0.13388449702320432	0.0027632150864234863	0.04581119748542434	0.13390965418817996	0.013390965418817595	0.01339096541882126	0.0027632150864227477	0.6540862902927077	0.2677941512113843
0.13388449702507857	0.0027632150864623437	0.04581119748638615	0.13390965419069456	0.013390965419076303	0.013390965419014066	0.002763215086474887	0.6540862902868145	0.2677941512157731
0.13388449702988536	0.0027632150865620005	0.045811197488852845	0.1339096541971435	0.013390965419739801	0.013390965419508549	0.002763215086608607	0.6540862902717007	0.2677941512270289
0.13388449703280234	0.0027632150866224764	0.04581119749034974	0.13390965420105705	0.013390965420142441	0.013390965419808621	0.0027632150866897525	0.6540862902625291	0.2677941512338594
0.13388449703396751	0.0027632150866466316	0.04581119749094764	0.1339096542026203	0.013390965420303267	0.013390965419928482	0.0027632150867221645	0.6540862902588653	0.26779415123658784
0.1338844970336963	0.0027632150866410085	0.04581119749080845	0.13390965420225637	0.013390965420265825	0.013390965419900579	0.002763215086714619	0.6540862902597183	0.2677941512359526
0.13388449703086203	0.0027632150865822464	0.04581119748935398	0.13390965419845377	0.013390965419874598	0.013390965419609008	0.002763215086635772	0.6540862902686301	0.2677941512293157
0.13388449702813837	0.0027632150865257795	0.04581119748795631	0.1339096541947996	0.013390965419498649	0.013390965419328826	0.002763215086560005	0.6540862902771939	0.267794151222938
0.13388449702542704	0.0027632150864695675	0.04581119748656495	0.133909654191162	0.0133909654191244	0.013390965419049912	0.00276321508648458	0.6540862902857191	0.267794151216589
0.13388449702336047	0.0027632150864267237	0.04581119748550446	0.13390965418838943	0.013390965418839147	0.013390965418837322	0.002763215086427091	0.6540862902922169	0.2677941512117499
0.13388449702271987	0.0027632150864134427	0.045811197485175724	0.13390965418752998	0.013390965418750721	0.013390965418771422	0.0027632150864092707	0.654086290294231	0.26779415121024985
0.13388449702241056	0.00276321508640703	0.045811197485017	0.133909654187115	0.013390965418708028	0.013390965418739603	0.0027632150864006656	0.6540862902952036	0.26779415120952554
0.13388449702289196	0.0027632150864170106	0.04581119748526403	0.1339096541877609	0.013390965418774476	0.013390965418789124	0.0027632150864140576	0.6540862902936899	0.26779415121065286
0.1338844970238762	0.0027632150864374152	0.04581119748576909	0.13390965418908138	0.013390965418910326	0.013390965418890368	0.0027632150864414363	0.6540862902905953	0.2677941512129576
0.13388449702479543	0.0027632150864564733	0.04581119748624081	0.13390965419031473	0.01339096541903721	0.013390965418984931	0.0027632150864670083	0.6540862902877048	0.26779415121511024
0.13388449702520153	0.0027632150864648924	0.0458111974864492	0.1339096541908595	0.013390965419093263	0.013390965419026707	0.0027632150864783053	0.6540862902864281	0.267794151216061
0.13388449702498467	0.0027632150864603964	0.045811197486337926	0.13390965419056852	0.013390965419063332	0.013390965419004402	0.002763215086472273	0.6540862902871101	0.26779415121555317
0.13388449702563512	0.0027632150864738817	0.04581119748667171	0.13390965419144119	0.013390965419153113	0.013390965419071314	0.0027632150864903672	0.6540862902850648	0.2677941512170763
0.13388449702598515	0.0027632150864811385	0.04581119748685135	0.1339096541919108	0.013390965419201432	0.013390965419107323	0.0027632150865001047	0.6540862902839641	0.267794151217896
0.1338844970258756	0.0027632150864788665	0.04581119748679512	0.13390965419176382	0.013390965419186308	0.01339096541909605	0.0027632150864970568	0.6540862902843086	0.2677941512176394
0.13388449702514718	0.002763215086463765	0.04581119748642133	0.13390965419078654	0.013390965419085767	0.013390965419021118	0.002763215086476793	0.6540862902865989	0.2677941512159337
0.13388449702496838	0.0027632150864600577	0.045811197486329586	0.13390965419054665	0.013390965419061089	0.013390965419002724	0.002763215086471819	0.6540862902871611	0.267794151215515
0.1338844970247313	0.0027632150864551424	0.04581119748620792	0.13390965419022857	0.013390965419028364	0.013390965418978334	0.002763215086465224	0.6540862902879067	0.2677941512149599
0.1338844970244268	0.00276321508644883	0.04581119748605168	0.1339096541898201	0.013390965418986338	0.013390965418947017	0.0027632150864567544	0.6540862902888639	0.2677941512142469
0.13388449702406213	0.00276321508644127	0.04581119748586453	0.13390965418933082	0.013390965418935998	0.0133909654189095	0.0027632150864466093	0.6540862902900105	0.26779415121339295
0.1338844970239214	0.0027632150864383533	0.045811197485792335	0.13390965418914205	0.01339096541891658	0.013390965418895028	0.002763215086442696	0.6540862902904528	0.26779415121306355
0.13388449702356883	0.002763215086431044	0.04581119748561142	0.13390965418866907	0.013390965418867914	0.013390965418858761	0.002763215086432889	0.6540862902915614	0.26779415121223793
0.1338844970233474	0.0027632150864264527	0.04581119748549776	0.13390965418837192	0.013390965418837343	0.01339096541883598	0.0027632150864267276	0.6540862902922577	0.26779415121171934
0.133884497023257	0.0027632150864245783	0.04581119748545137	0.13390965418825063	0.013390965418824867	0.01339096541882668	0.0027632150864242127	0.6540862902925421	0.2677941512115076
0.13388449702299718	0.0027632150864191915	0.04581119748531804	0.13390965418790204	0.013390965418789	0.013390965418799949	0.0027632150864169845	0.654086290293359	0.2677941512108992
0.13388449702259275	0.002763215086410807	0.045811197485110505	0.1339096541873595	0.013390965418733178	0.013390965418758349	0.002763215086405735	0.6540862902946305	0.26779415120995226
0.13388449702224878	0.0027632150864036766	0.045811197484933994	0.13390965418689804	0.013390965418685702	0.013390965418722967	0.002763215086396167	0.6540862902957121	0.26779415120914685
0.13388449702196528	0.0027632150863977994	0.04581119748478851	0.1339096541865177	0.01339096541864657	0.013390965418693803	0.002763215086388281	0.6540862902966034	0.26779415120848293
0.13388449702174224	0.0027632150863931755	0.045811197484674056	0.13390965418621847	0.013390965418615782	0.01339096541867086	0.0027632150863820763	0.6540862902973047	0.2677941512079607
0.13388449702157962	0.002763215086389805	0.04581119748459062	0.13390965418600034	0.01339096541859334	0.013390965418654135	0.002763215086377554	0.6540862902978161	0.26779415120758
0.1338844970214775	0.0027632150863876872	0.04581119748453821	0.13390965418586334	0.013390965418579242	0.01339096541864363	0.002763215086374713	0.654086290298137	0.26779415120734085
0.13388449702143584	0.0027632150863868233	0.04581119748451683	0.13390965418580744	0.013390965418573493	0.013390965418639343	0.0027632150863735536	0.6540862902982681	0.26779415120724326
0.13388449702145463	0.0027632150863872128	0.04581119748452647	0.13390965418583262	0.013390965418576085	0.013390965418641276	0.002763215086374076	0.654086290298209	0.2677941512072872
0.13388449702153388	0.0027632150863888556	0.045811197484567134	0.13390965418593895	0.013390965418587022	0.013390965418649427	0.0027632150863762805	0.65408629029796	0.26779415120747285
0.13388449702167357	0.0027632150863917517	0.04581119748463883	0.13390965418612635	0.013390965418606305	0.013390965418663798	0.0027632150863801668	0.6540862902975206	0.2677941512077999
0.13388449702187374	0.002763215086395901	0.04581119748474154	0.1339096541863949	0.013390965418633934	0.013390965418684387	0.0027632150863857344	0.6540862902968914	0.2677941512082687
0.13388449702213434	0.002763215086401304	0.045811197484875284	0.13390965418674453	0.013390965418669907	0.013390965418711195	0.0027632150863929838	0.6540862902960719	0.26779415120887884
0.13388449702245545	0.0027632150864079605	0.04581119748504004	0.13390965418717526	0.013390965418714226	0.013390965418744225	0.002763215086401915	0.6540862902950624	0.2677941512096307
0.13388449702267044	0.002763215086412417	0.04581119748515037	0.13390965418746367	0.0133909654187439	0.013390965418766337	0.0027632150864078955	0.6540862902943865	0.26779415121013406
0.13388449702267288	0.0027632150864124677	0.04581119748515161	0.13390965418746692	0.013390965418744235	0.013390965418766589	0.002763215086407963	0.6540862902943788	0.26779415121013983
0.1338844970226808	0.0027632150864126317	0.04581119748515568	0.13390965418747755	0.013390965418745328	0.013390965418767402	0.002763215086408184	0.6540862902943538	0.2677941512101583
0.1338844970226942	0.00276321508641291	0.04581119748516256	0.13390965418749554	0.013390965418747179	0.013390965418768781	0.0027632150864085564	0.6540862902943118	0.26779415121018973
0.1338844970227131	0.0027632150864133013	0.045811197485172254	0.13390965418752088	0.013390965418749788	0.013390965418770726	0.002763215086409082	0.6540862902942524	0.267794151210234
0.1338844970227375	0.002763215086413807	0.04581119748518477	0.1339096541875536	0.013390965418753155	0.013390965418773233	0.0027632150864097607	0.6540862902941755	0.26779415121029104
0.13388449702276736	0.0027632150864144267	0.0458111974852001	0.13390965418759368	0.013390965418757277	0.013390965418776307	0.0027632150864105916	0.6540862902940816	0.26779415121036104
0.13388449702280272	0.0027632150864151596	0.045811197485218245	0.13390965418764111	0.013390965418762158	0.013390965418779944	0.0027632150864115752	0.6540862902939705	0.2677941512104438
0.13388449702284358	0.0027632150864160066	0.04581119748523921	0.13390965418769593	0.013390965418767798	0.013390965418784146	0.002763215086412712	0.654086290293842	0.2677941512105395
0.1338844970228899	0.0027632150864169676	0.04581119748526299	0.1339096541877581	0.013390965418774194	0.013390965418788914	0.002763215086414001	0.6540862902936962	0.26779415121064803
0.13388449702294175	0.002763215086418042	0.045811197485289584	0.13390965418782763	0.013390965418781348	0.013390965418794245	0.002763215086415443	0.6540862902935334	0.2677941512107694
0.13388449702299907	0.0027632150864192306	0.045811197485319	0.13390965418790451	0.01339096541878926	0.013390965418800142	0.0027632150864170374	0.6540862902933531	0.26779415121090355
0.13388449702306188	0.0027632150864205325	0.04581119748535123	0.1339096541879888	0.01339096541879793	0.013390965418806602	0.0027632150864187847	0.6540862902931557	0.2677941512110507
