FeIII	FeII	FeIII_NO	FeIII_star	FeII_star_O2	FeII_O2	FeII_star	FeII_NO	FeIII_t
1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
0.27567747441393203	0.005703016811328821	0.11859018465210243	0.3265993473347932	0.03323590481804682	0.02799040605677085	0.00675933354366945	0.20544433236935628	0.6022768217487251
0.21166494992546178	0.0043757734482811	0.08572775975005933	0.23826044973077498	0.024126928640027242	0.021392209671363273	0.004926898936611665	0.4095250298974207	0.44992539965623674
0.17629727789860575	0.003642525740570344	0.06757587828699886	0.19081232186219618	0.019245301193380207	0.01775400622899954	0.0039430757752619	0.5207296130139871	0.367109599760802
0.15701176835292013	0.0032426945132605924	0.05767926974368834	0.16493811998874372	0.016583277302425755	0.015770088354123277	0.0034065815340094097	0.581368200210829	0.3219498883416638
0.14649557149255285	0.0030246705202712884	0.052282740991028885	0.15082917257348483	0.015131701810373687	0.014688277846858454	0.003114036506640694	0.6144338282587896	0.2973247440660376
0.14076119243745078	0.002905784174199422	0.049340066786524577	0.14313570187944746	0.01434017192698823	0.014098377181902488	0.0029545145714517085	0.6324641910420358	0.2838968943168983
0.1376342917199017	0.002840956614446911	0.04773545537289588	0.13894052768484794	0.013908558436393284	0.013776710128713138	0.0028675288230696305	0.6422959712197319	0.2765748194047496
0.13592922341053784	0.0028056067815958306	0.04686047649848955	0.1366529403203605	0.013673203830928113	0.01360130823779872	0.002820096347167858	0.6476571445731221	0.27258216373089833
0.13499946636479354	0.002786330864039461	0.046383359089826735	0.13540554134038565	0.013544867270171169	0.013505663304971792	0.002794231882721041	0.6505805398830914	0.27040500770517917
0.13449247894938618	0.0027758198948930565	0.04612319163751113	0.1347253468877231	0.013474886599910783	0.013453509059394695	0.0027801282434523197	0.6521746387277297	0.2692178258371093
0.13421602368524965	0.002770088366528083	0.04598132487797432	0.1343544435253111	0.013436726826920889	0.013425069860909309	0.0027724376673131258	0.6530438851897945	0.2685704672105608
0.13406527533632412	0.0027669630258020466	0.04590396632488507	0.1341521935546643	0.013415918667646479	0.01340956223739166	0.0027682440782855265	0.6535178767750018	0.2682174688909884
0.1339830737031507	0.00276525879843182	0.04586178344246965	0.13404190857709516	0.013404572191285716	0.013401106089841621	0.002765957343287175	0.6537763398544392	0.26802498228024585
0.1339382499792615	0.0027643295229712035	0.045838781548887333	0.13398177129435015	0.013398385036461877	0.013396495009217746	0.002764710437651376	0.6539172771711997	0.26792002127361164
0.1339138080156225	0.0027638227878023993	0.04582623882477849	0.13394897898537275	0.013395011253348684	0.013393980641792952	0.002764030499319471	0.6539941289919637	0.26786278700099525
0.13390048004099475	0.00276354644890291	0.045819399386991984	0.1339310976394252	0.01339317159374804	0.013392609607044623	0.0027636597093343234	0.6540360355735592	0.26783157768042
0.13389321244566363	0.0027633957763932167	0.045815669922391646	0.13392134714510648	0.013392168429148907	0.013391861982057714	0.0027634575365823076	0.6540588867626571	0.26781455959077005
0.1338892495024938	0.0027633136160477014	0.04581363628455959	0.13391603030321544	0.013391621414395873	0.013391454310296876	0.0027633472936460786	0.6540713472753455	0.2678052798057093
0.13388708853800282	0.0027632688159376167	0.045812527356906885	0.13391313106784092	0.013391323129075183	0.013391232008127514	0.0027632871806225257	0.6540781419034875	0.26780021960584377
0.13388591017714174	0.0027632443842499177	0.04581192266449731	0.13391155013163575	0.01339116047975552	0.01339111079119211	0.0027632543983025838	0.654081846973226	0.2677974603087775
0.13388526763269287	0.0027632310622597803	0.045811592933896826	0.13391068806830544	0.013391071788813085	0.013391044692859216	0.002763236522888447	0.6540838672982853	0.2677959557009984
0.13388491725063778	0.0027632238049999517	0.04581141313306692	0.13391021798379493	0.013391023413829497	0.013391008640024885	0.0027632267844116213	0.6540849689892354	0.26779513523443266
0.13388472618018088	0.002763219844739123	0.04581131508305211	0.13390996163638022	0.013390997038257722	0.013390988983114433	0.0027632214704309374	0.6540855697638458	0.2677946878165611
0.13388462198622839	0.00276321767220879	0.045811261610128544	0.13390982184212272	0.013390982675574762	0.013390978280134679	0.002763218556530651	0.6540858973770727	0.2677944438283511
0.13388456516722594	0.0027632164972070175	0.045811232453747255	0.1339097456123397	0.013390974828018909	0.013390972431363378	0.002763216979621368	0.6540860760304777	0.2677943107795656
0.13388453418315252	0.0027632158563528526	0.045811216554385255	0.13390970404330638	0.013390970548843856	0.013390969242099881	0.0027632161195639427	0.6540861734522966	0.26779423822645887
