Aspartyl_P	Aspartate semialdehyde	Threonine	Lysine	Phosphohomoserine	Isoleucine	Homoserine	Values[V_Lys_RS]	Values[V_Thr_RS]	Values[V_Ile_RS]
0.49998645291282334	1.0488241729174426	0.7559343627898099	22.45367777230089	8.904201046332316	0.01305730696637281	1.293202045034538	0.43	0.43	0.43
0.5029567445684415	1.0680306178221295	0.8858195106761142	23.6536220592103	9.711278544256311	0.016402181300928638	1.3222512241757907	0.43	0.43	0.43
0.5057431190332277	1.0861579102263645	1.0263791915638505	24.812330502118638	10.524265431730479	0.02027331606197375	1.34966276189377	0.43	0.43	0.43
0.5083579850164689	1.1032848737271113	1.1775873817478069	25.932049045111693	11.341979669385083	0.024706661776701444	1.3755637666276808	0.43	0.43	0.43
0.5108120632929862	1.1194794815757785	1.3394020613781636	27.01484336010577	12.163345821030365	0.02973726965621384	1.400061005099228	0.43	0.43	0.43
0.5131148609510405	1.1348015935766207	1.511766876987154	28.062622083495988	12.987379899351847	0.03539924724322807	1.42324568638305	0.43	0.43	0.43
0.5152750013531359	1.1493049059104146	1.694612585927474	29.077155328397858	13.813177596216834	0.04172572223426837	1.4451972494298078	0.43	0.43	0.43
0.5173004451013906	1.1630383168642482	1.8878583303794947	30.06008970995465	14.639905114378799	0.04874881340784565	1.4659862432981876	0.43	0.43	0.43
0.5191986336134591	1.1760468705888945	2.0914127739533157	31.01296073661423	15.466791964595062	0.05649960788295831	1.4856764441114898	0.43	0.43	0.43
0.5209765799263013	1.1883724086513925	2.305175128179277	31.937203214246377	16.293125198218043	0.06500814398927746	1.5043263748216067	0.43	0.43	0.43
0.5226409245277998	1.200054020232743	2.5290360878792395	32.834160119662236	17.118244684342432	0.07430339919410686	1.521990372876104	0.43	0.43	0.43
0.5241979690902274	1.2111283574851626	2.76287868967736	33.705090282148234	17.941539137048466	0.0844132825833301	1.5387193295575703	0.43	0.43	0.43
0.5256536966420683	1.2216298617610166	3.0065791034319274	34.55117511138397	18.7624426879663	0.09536463149037336	1.5545611948158087	0.43	0.43	0.43
0.5270137841939798	1.2315909320039318	3.260007364679239	35.37352456065393	19.580431852667832	0.107183211869023	1.5695613218287747	0.43	0.43	0.43
0.5282836112852786	1.241042056187791	3.5230280534826335	36.173182456871295	20.395022792157217	0.11989372208320187	1.5837627026301309	0.43	0.43	0.43
0.5294682668416234	1.2500119199623303	3.795500924406625	36.95113130354406	21.205768798493953	0.13351979977964043	1.5972061331642997	0.43	0.43	0.43
0.5305725559404544	1.2585275006989807	4.077281491123402	37.708296634976065	22.01225795906018	0.1480840315543088	1.6099303335336663	0.43	0.43	0.43
0.5316010065906953	1.2666141535321103	4.368221568618395	38.44555098298334	22.814110968758456	0.16360796513948483	1.6219720410778768	0.43	0.43	0.43
0.5325578781280997	1.2742956912195327	4.668169775714796	39.16371750623413	23.610979069660655	0.18011212384672326	1.6333660881907135	0.43	0.43	0.43
0.5334471691847233	1.281594462080871	4.976972000262849	39.86357332151182	24.40254210490958	0.19761602302335438	1.6441454721126738	0.43	0.43	0.43
0.5342726277680437	1.2885314242880637	5.29447182917841	40.54585256952305	25.188506678007727	0.21613818829337786	1.6543414213954974	0.43	0.43	0.43
0.5350377612413914	1.2951262190625816	5.620510945386545	41.21124924248592	25.96860441132851	0.2356961753670478	1.6639834614725653	0.43	0.43	0.43
0.5357458471080312	1.3013972418615876	5.954929493614124	41.860419796403676	26.7425902993185	0.25630659121692223	1.673099480723587	0.43	0.43	0.43
0.5363999439344012	1.3073617119288397	6.297566416974899	42.49398556847327	27.510241152498555	0.27798511642740636	1.6817157974281365	0.43	0.43	0.43
0.537002902801649	1.3130357395101424	6.648259765980065	43.112535015807936	28.27135412952062	0.30074652854641404	1.689857227663857	0.43	0.43	0.43
0.5375573784492874	1.31843439125878	7.006846981934039	43.71662579225429	29.02574535347061	0.3246047262642545	1.69754715377774	0.43	0.43	0.43
0.5380658405586896	1.3235717530705216	7.373165156135174	44.30678667535303	29.773248610107764	0.34957275427325013	1.7048075930444173	0.43	0.43	0.43
0.5385305847937961	1.3284609904419524	7.74705126642684	44.88351935538394	30.513714125145437	0.3756628286622676	1.7116592659921848	0.43	0.43	0.43
0.5389537435283607	1.333114406388771	8.128342393526621	45.447300102929475	31.24700741406004	0.40288636269668887	1.7181216639738317	0.43	0.43	0.43
0.539337296310016	1.3375434964669837	8.516875916873131	45.99858131468334	31.973008207208117	0.431253992896147	1.724213115522782	0.43	0.43	0.43
0.5396830798868045	1.3417590012088407	8.912489692551668	46.53779295353947	32.691609442813615	0.46077560526873157	1.7299508510905475	0.43	0.43	0.43
0.5399927978575116	1.345770955832629	9.315022214614043	47.06534389132002	33.40271632439211	0.4914603615974739	1.735351065916175	0.43	0.43	0.43
0.5402680298676787	1.349588737250072	9.724312760677288	47.58162315965366	34.10624544041745	0.523316725693867	1.7404289807956423	0.43	0.43	0.43
0.540510240361774	1.3532211084593717	10.140201523024524	48.08700111618979	34.802123942693285	0.5563524895332611	1.7451989005453081	0.43	0.43	0.43
0.5407207868745859	1.35667626031473	10.56252972610822	48.58183053138475	35.4902887811367	0.5905747991797667	1.7496742699756795	0.43	0.43	0.43
0.5409009278831612	1.35996185090635	10.991139732178272	49.066447605740926	36.17068598878805	0.6259901804473474	1.7538677274600747	0.43	0.43	0.43
0.5410518302096029	1.3630850424970662	11.425875135153145	49.541172917833066	36.84327001752254	0.6626045642165995	1.7577911558876318	0.43	0.43	0.43
0.5411745759754801	1.3660525361343794	11.866580844092221	50.00631231089758	37.508003119550146	0.7004233113612287	1.7614557310903804	0.43	0.43	0.43
0.5412701691487245	1.3688706041060166	12.313103156930753	50.46215772124008	38.16485477269593	0.7394512372226977	1.7648719676938802	0.43	0.43	0.43
0.5413395416864911	1.371545120341818	12.765289825445418	50.9089879536907	38.813801145972455	0.7796926355902108	1.7680497625098117	0.43	0.43	0.43
0.5413835592683226	1.3740815889058862	13.222990112342343	51.34706940907248	39.454824601976725	0.821151302169142	1.770998435592607	0.43	0.43	0.43
0.5414030267174321	1.3764851704203502	13.686054840383823	51.77665676252375	40.08791323725346	0.863830557452393	1.7737267687936837	0.43	0.43	0.43
0.5413986929502146	1.3787607069817538	14.154336435168643	52.19799360191938	40.713060453743715	0.9077332690253185	1.7762430421610746	0.43	0.43	0.43
0.5413712557352084	1.3809127452620784	14.627688961449778	52.61131302492013	41.330264562436994	0.9528618732284031	1.7785550681009388	0.43	0.43	0.43
0.5413213660348201	1.3829455581325176	15.105968153867858	53.01683819965512	41.93952841554849	0.9992183961859062	1.7806702234940586	0.43	0.43	0.43
0.5412496320670025	1.3848631648612995	15.589031442750931	53.414782892578856	42.54085906449739	1.0468044742042977	1.7825954799046266	0.43	0.43	0.43
0.5411566231195171	1.3866693497377216	16.076737974708205	53.805351961022666	43.13426744564681	1.0956213734406977	1.7843374316857248	0.43	0.43	0.43
0.5410428730302717	1.38836767965192	16.56894862932032	54.188741818110834	43.71976808768967	1.1456700089233014	1.7859023224189001	0.43	0.43	0.43
0.5409088834699974	1.3899615203934519	17.065526031942717	54.56514086958396	44.29737884105342	1.1969509628716315	1.7872960696570794	0.43	0.43	0.43
0.5407551270298329	1.3914540517291485	17.566334563149297	54.9347299258516	44.86712062680728	1.2494645023559492	1.788524288119956	0.43	0.43	0.43
0.5405820498815304	1.3928482816871965	18.071240364790377	55.29768258791705	45.42901720585167	1.3032105962114238	1.7895923112114838	0.43	0.43	0.43
0.54039007470022	1.3941470593664218	18.580111343395913	55.654165611900815	45.98309496471671	1.3581889312832809	1.790505211255945	0.43	0.43	0.43
0.5401796025336272	1.3953530875887157	19.09281717098722	56.00433925217609	46.529382718042015	1.4143989279643854	1.7912678182491102	0.43	0.43	0.43
0.539951015713894	1.3964689336121303	19.60922928375756	56.34835758576208	47.06791152531065	1.4718397550812428	1.7918847374778586	0.43	0.43	0.43
0.5397046791967308	1.3974970404085698	20.12922087859292	56.68636881700152	47.59871452259733	1.5305103440515924	1.7923603657916747	0.43	0.43	0.43
0.5394409431237793	1.398439735746049	20.652666907907648	57.01851556581746	48.12182676671999	1.5904094023910966	1.7926989069095778	0.43	0.43	0.43
0.5391601439687135	1.3992992417699737	21.179444072846547	57.34493513952571	48.63728509184195	1.65153542654102	1.792904385507726	0.43	0.43	0.43
0.5388626065533896	1.4000776830876986	21.709430815205163	57.66575979034066	49.145127976507744	1.7138867140748715	1.7929806604249363	0.43	0.43	0.43
0.5385486453364964	1.4007770947514286	22.242507308045386	57.98111695772557	49.64539542177158	1.7774613752186392	1.7929314368700329	0.43	0.43	0.43
0.5382185657608871	1.4013994294280376	22.77855544531503	58.29112949805737	50.13812883852748	1.842257343760519	1.7927602778042946	0.43	0.43	0.43
0.5378726655103059	1.401946564013404	23.31745883052365	58.595915901247665	50.62337094413213	1.9082723873121061	1.7924706144149836	0.43	0.43	0.43
0.5375112356297299	1.4024203059105442	23.859102764786442	58.89559049745182	51.10116566588918	1.9755041170544987	1.792065755953538	0.43	0.43	0.43
0.5371345614906463	1.4028223987395791	24.40337423408787	59.19026365101868	51.57155805339832	2.0439499968039088	1.7915488987364458	0.43	0.43	0.43
0.5367429237759016	1.4031545274930235	24.950161896024813	59.480041944320924	52.03459419775755	2.1136073515092573	1.7909231344654752	0.43	0.43	0.43
0.5363365991648167	1.4034183235357838	25.499356066148835	59.765028352260465	52.49032115690158	2.1844733752069168	1.7901914579284002	0.43	0.43	0.43
0.535915861374665	1.4036153688082538	26.05084870398878	60.045322407881194	52.93878688666246	2.2565451384419606	1.7893567741482685	0.43	0.43	0.43
0.5354809814214255	1.4037472003139364	26.604533398786902	60.321020359224	53.38004017747037	2.3298195951503917	1.7884219049077947	0.43	0.43	0.43
0.5350322284896012	1.403815313617293	27.160305355049967	60.59221531795016	53.81413059609762	2.404293589019652	1.7873895947923968	0.43	0.43	0.43
0.534569870405713	1.4038211663685138	27.71806137798501	60.85899740009649	54.241108432110856	2.4799638593341142	1.786262516717729	0.43	0.43	0.43
0.5340941741550381	1.4037661813950506	28.2776998588775	61.12145386051801	54.66102464808004	2.5568270463945413	1.7850432770496156	0.43	0.43	0.43
0.5336054059132498	1.4036517499850973	28.839120760458908	61.37966921993758	55.07393083398597	2.634879696430001	1.7837344202094323	0.43	0.43	0.43
0.5331038319862004	1.4034792337502877	29.40222560228838	61.633725385370596	55.47987916541327	2.714118266041309	1.782338432935542	0.43	0.43	0.43
0.5325897187281692	1.403249967540968	29.96691744624889	61.88370176460129	55.878922364685884	2.794539126220702	1.7808577480941512	0.43	0.43	0.43
0.5320633327286833	1.4029652617463717	30.533100882140285	62.129675375968986	56.27111366444703	2.876138566021983	1.7792947482695183	0.43	0.43	0.43
0.5315249411462548	1.4026264039014702	31.10068201348535	62.371720949817345	56.656506775474526	2.9589127956041636	1.7776517688974016	0.43	0.43	0.43
0.5309748119865719	1.4022346604309064	31.669568443415677	62.60991102864274	57.03515585503508	3.0428579491673187	1.7759311011917598	0.43	0.43	0.43
0.5304132139364061	1.401791278547898	32.2396692608022	62.84431606044926	57.40711547833089	3.1279700873699445	1.7741349947538305	0.43	0.43	0.43
0.5298404166574026	1.4012974874123885	32.810895026606424	63.07500448752217	57.77244061202143	3.21424519937967	1.7722656599057987	0.43	0.43	0.43
0.5292566907925306	1.4007544994224537	33.38315776057534	63.302042830395244	58.13118658960618	3.301679204579119	1.7703252697693035	0.43	0.43	0.43
0.5286623079663052	1.40016351138342	33.95637092763992	63.5254957710286	58.483409087476495	3.3902679539901452	1.7683159621893354	0.43	0.43	0.43
0.5280575407849291	1.399525705411058	34.53044942588471	63.74542622425398	58.82916410465048	3.480007231260129	1.7662398412805351	0.43	0.43	0.43
0.5274426628091672	1.3988422498341007	35.10530957344136	63.961895413651256	59.16850794146709	3.570892753460274	1.764098978969488	0.43	0.43	0.43
0.5268179485106382	1.3981142999219687	35.68086909598963	64.17496294189857	59.5014971800468	3.6629201715543305	1.761895416305838	0.43	0.43	0.43
0.5261836731916226	1.3973429984741375	36.25704711551049	64.38468685233717	59.828188667311544	3.756085070550017	1.7596311644993532	0.43	0.43	0.43
0.5255401128972673	1.396529476406992	36.83376413757885	64.59112369714708	60.14863949618877	3.8503829694296043	1.7573082059902916	0.43	0.43	0.43
0.5248875443003242	1.3956748532046883	37.4109420392391	64.79432860066422	60.46290698820346	3.945809320796041	1.754928495318189	0.43	0.43	0.43
0.5242262446548559	1.3947802371762805	37.98850405915402	64.9943553090325	60.77104867965013	4.0423595102263485	1.7524939597180564	0.43	0.43	0.43
