V	n	s1	s2	Values[minf]	Values[ICa]	Values[IK]	Values[taun]	Values[ninf]	Values[Is1]	Values[s1inf]	Values[s2inf]	Values[Is2]	Values[Il]	Values[I1+I2]
-39.96604808832966	0.039979818269918074	0.10005617600568552	0.43404982038540163	0.08351854890656636	-3273.1331451067144	2080.7151586717855	7.941045578201236	0.0432475206986462	80.11288277354475	0.5169694359305309	0.9938484446903388	556.0553483705061	0.848797791758571	636.1682311440509
-39.841813642744896	0.040397613831433136	0.10050360567391449	0.4340544924881079	0.08479523432045588	-3320.217419577541	2108.983376020454	7.936754694846853	0.04376449459676474	80.72085052458281	0.5784400014214748	0.9954833862560448	557.7869183533192	3.954658931377786	638.507768877902
-39.7145564028895	0.040828488975937466	0.10101171398829971	0.4340591764019181	0.08612131794321093	-3369.072485315018	2138.2319267339894	7.93230868613204	0.04430015829734466	81.38603413046214	0.6389678653724555	0.9967101203518288	559.5605269999268	7.13608992776269	640.9465611303889
-39.58413564368868	0.04127319665742994	0.10157857040847325	0.4340638691346618	0.08749983016726992	-3419.80468560302	2168.5194929554646	7.927698332415386	0.044855622600555964	82.10771446273746	0.6967203328936413	0.9976232955223504	561.3781266215091	10.396608907782934	643.4858410842465
-39.450400548543726	0.04173254034438147	0.1022005201112199	0.4340685683969149	0.08893406058699464	-3472.52930395416	2199.90913357333	7.9229136352102065	0.045432092143348736	82.88380308480937	0.7501099740395967	0.9982975765816444	563.2418106547825	13.739986286407024	646.1256137395919
-39.313188955152775	0.04220738016639978	0.10287252196837335	0.43407327245120464	0.09042758967037819	-3527.371648222357	2232.468811986843	7.917943721212779	0.046030876962315885	83.71109726068204	0.7979647263462591	0.9987913327955157	565.1538309069009	17.170276121180805	648.864928167583
-39.172326053893805	0.042698639827414765	0.10358861526636914	0.43407797998973197	0.09198432380710281	-3584.4682453241367	2266.2719882606884	7.912776736463935	0.04665340524530905	84.58564417247916	0.8396125240449428	0.999149797013956	567.116615494566	20.691848652655054	651.7022596670452
-39.027623045014366	0.04320731435083453	0.10434242365357954	0.4340826900363021	0.09360853404446035	-3643.9681557802955	2301.398282033438	7.907399729750811	0.047301237379420595	85.5031422866254	0.8748734815071678	0.9994077222380846	569.1327873856497	24.309423874640856	654.6359296722751
-38.87887574373479	0.043734478734321486	0.10512761213885272	0.4340874018684559	0.095304899060878	-3706.0344256445615	2337.934214612129	7.901798523570378	0.047976081497544856	86.45931203052434	0.9039798072496206	0.9995915818954387	571.2051836899874	28.028106406630293	657.6644957205117
-38.725863106981336	0.0442812976149109	0.10593824150383342	0.43409211495622574	0.09707855317943115	-3770.8457021182007	2375.9740414258335	7.8959575701556926	0.04867981082461537	87.45018964069786	0.9274574604199957	0.99972136862958	573.3368760602643	31.853422325466774	660.7870657009622
-38.568345644723536	0.044849036077312145	0.1067689990346198	0.43409682891440526	0.09893514045956865	-3838.598047091019	2415.6206891992774	7.889859789311406	0.049414483215493236	88.47232527722429	0.9460025637497426	0.9998120479832705	575.5311927137031	35.79135888191178	664.0035179909274
-38.40606367288825	0.045439071777434926	0.10761531288365159	0.4341015434656835	0.10088087612109425	-3909.5069898620186	2456.986815755795	7.883486384124049	0.05018236335854846	89.52288943809624	0.9603753445180783	0.9998747208492773	577.7917426692023	39.848408177793715	667.3146321072986
-38.23873536236135	0.04605290859839327	0.10847337389486963	0.4341062584124268	0.10292261676205967	-3983.8098667841887	2500.1960143036317	7.876816629960541	0.050985948197525145	90.59970546722349	0.9713220424340829	0.99991754386093	580.1224428293282	44.03161594096634	670.7221482965517
-38.06605453760991	0.046692192106061535	0.10934009394108071	0.43411097361527246	0.1050679410562056	-4061.7685024057296	2545.3841884835333	7.869827631459847	0.05182799620965701	91.70123072355777	0.979525557427463	0.9999464512019235	582.5275485506528	48.34863655975248	674.2287792742105
-37.887688177217946	0.04735872712960396	0.11021302750798702	0.43411568897704667	0.10732524288126413	-4143.67229470766	2592.7011297355093	7.8624940413693345	0.05271156128080311	92.8265076269841	0.9855801346878933	0.9999657153848446	585.0116883636242	52.80779556955135	677.8381959906083
-37.70327356605019	0.04805449785631325	0.11109027732955566	0.4341204044307938	0.10970383915851764	-4229.841776969571	2642.3123346741013	7.854787734002991	0.05364003204783242	93.97510139359663	0.9899834833885787	0.9999783788316349	587.579903539358	57.41816084874518	681.5550049329547
-37.512415044123614	0.0487816909096917	0.11197039828330585	0.43412511993095976	0.11221409509790527	-4320.632741293093	2694.4011078618782	7.846677424725448	0.05461717774392197	95.14703619210546	0.9931400389186406	0.9999865828364267	590.2376932654937	62.18962389690983	685.3847294575992
-37.31468029041759	0.0495427219729597	0.11285230806310054	0.43412983544696604	0.11486757006003342	-4416.441024388578	2749.1710047083593	7.838128225123226	0.05564720179238254	96.34273699275461	0.9953703767805381	0.9999918158193677	592.9910662887087	67.13299273956022	689.3338032814632
-37.109596070740544	0.05034026663482024	0.11373520892727047	0.4341345509585797	0.11767718788731271	-4517.708075431624	2806.848680836282	7.829101121328417	0.05673480465922683	97.56298103738695	0.9969232742852248	0.9999950987227545	595.8466000083571	72.26009823148658	693.4095810457441
-36.89664336717411	0.05117729627720081	0.11461852192323979	0.43413926645261774	0.120657436348354	-4624.927449345875	2867.687228821973	7.819552360195924	0.05788525780772001	98.80886054369556	0.9979882033263929	0.999997121941031	598.8115081670595	77.58391582064749	697.6203687107551
-36.67525179264725	0.05205712000153138	0.11550183332488931	0.4341439819206308	0.12382460131064918	-4738.652397431998	2931.970101406181	7.809432724573382	0.059104491015255375	100.08175692576907	0.9987070000931808	0.9999983452691209	601.8937184783626	83.11870518381869	701.9754754041317
-36.44479317769739	0.05298343381133813	0.11638485210747489	0.43414869735729883	0.12719704244341276	-4859.504761721751	3000.015743151198	7.798686674564104	0.060399195835650246	101.38332609048342	0.999184109063809	0.9999990699411617	605.1019617609733	88.88017055756538	706.4852878514566
-36.20457419783312	0.053960378539364515	0.11726737690419389	0.43415341275933456	0.13079551869076744	-4988.185420472995	3072.1830809508497	7.787251326263087	0.06177694864300153	102.71549408444724	0.9994952041801652	0.9999994898520297	608.4458744082871	94.88564505417223	711.1613684927343
-35.953827886724355	0.05499260837678963	0.11814927079246447	0.4341581281247488	0.13464357352849796	-5125.48658203314	3148.878061578653	7.775055232542792	0.06324635752496481	104.08046232765804	0.9996942216459583	0.9999997274464029	611.9361163443285	101.1543028318913	716.0165786719865
-35.6917038584618	0.056085372272821704	0.11903044241791841	0.4341628434523638	0.1387679920944292	-5272.3062807269835	3230.561469034379	7.762016921973335	0.06481723831646574	105.48072185022878	0.9998189565215195	0.9999998584680705	615.5845069228678	107.707403538455	721.0652287730966
-35.41725703412702	0.05724461105922673	0.11991083208779367	0.43416755874149904	0.14319934482352978	-5429.665495824224	3317.758315345338	7.748043141062433	0.06650082637802017	106.91907611588118	0.9998954233762724	0.9999999287347843	619.40418161577	114.56857414682472	726.3232577316512
-35.12943464262406	0.058477073848689214	0.1207904017084249	0.4341722739917714	0.14797263514565837	-5598.728388347387	3411.069173246421	7.733026731481293	0.06831003235165155	108.39867228803145	0.9999411894635047	0.9999999652960884	623.409772688266	121.76413393439844	731.8084449762974
-34.82706124096943	0.059790458167870174	0.12166912763230457	0.43417698920297126	0.1531280721737434	-5780.82623011065	3511.183916749052	7.716844056921279	0.07025975217815929	109.92304102797537	0.9999678760802733	0.9999999837040123	627.6176174030751	129.32346897576429	737.5406584310505
-34.50882148228287	0.06119357943817229	0.12254699567003496	0.43418170437498743	0.15871199298614103	-5977.485676867648	3618.8984602680002	7.699351873078489	0.07236724420741118	111.49614513670939	0.999983001305896	0.9999999926454473	632.0459975311757	137.27946294292846	743.5421426678851
-34.17324035790625	0.06269657687729688	0.12342399768134575	0.4341864195077629	0.16477796283702537	-6190.462099757138	3735.1352466193175	7.680383508182913	0.07465258937555282	113.12243751618733	0.9999913116540178	0.9999999968216355	636.715413972593	145.6689910523437	749.8378514887803
-33.81866067066844	0.06431116486730756	0.1243001293019879	0.4341911346012698	0.17138808478214512	-6421.778708928136	3860.9684456222312	7.65974419004131	0.07713925421189054	114.80692899949784	0.9999957248139405	0.9999999986901436	641.6488998658788	154.5334832332891	756.4558288653766
-33.44321757762111	0.06605094094819962	0.12517538845309512	0.4341958496554949	0.17861455175081248	-6673.772137707621	3997.6550724743443	7.637205318352658	0.07985478092136652	116.55526649695014	0.9999979823293639	0.9999999994876207	646.872374435546	163.91956055947236	763.4276409324962
-33.04481022338562	0.06793176502421787	0.126049774402673	0.4342005646704325	0.18654147172499577	-6949.1449172440725	4146.673594144283	7.612497439861039	0.08283163375168204	118.37382156753881	0.9999990905087527	0.9999999998107543	652.415037286825	173.87974441535957	770.7888588543639
-32.62107082992603	0.06997222767150278	0.12692328718317933	0.4342052796460802	0.19526698668542347	-7251.024724147055	4309.771984336547	7.585301642346022	0.08610823586192522	120.26978866969621	0.9999996102883499	0.999999999934392	658.3097980679614	184.47322925184935	778.5795867376577
-32.16933222340895	0.0721942301765634	0.12779592724549368	0.43420999458243714	0.20490568167890869	-7583.029192559454	4489.027710650532	7.555239050842824	0.08973023483821409	122.25129078561218	0.9999998421050204	0.9999999999787925	664.5937278767343	195.76669441477623	786.8450186623465
-31.68659584474635	0.07462370403483239	0.12866769525978833	0.4342147094795034	0.21559123018931134	-7949.333055331224	4686.922724375956	7.521858106049589	0.09375203541571235	124.32748725622332	0.9999999398730918	0.999999999993656	671.3085039756575	207.83510388134135	795.6359912318808
-31.16950411802127	0.07729150318567025	0.1295385920058948	0.4342194243372791	0.22747912606349946	-8354.730765626022	4906.437156425763	7.4846193725761685	0.09823862981010034	126.50867367002338	0.9999999786238876	0.9999999999982585	678.5007939832539	220.76239704946835	805.0094676532773
-30.614323944798222	0.08023450676306067	0.13040861831524195	0.4342241391557645	0.24074918243397478	-8804.681677085424	5151.165967284233	7.442877830152641	0.10326773130691086	128.80635557845986	0.9999999929578485	0.9999999999995652	686.2224854942542	234.64190138004452	815.028841072714
-30.01695295783354	0.08349697180012375	0.13127777504199556	0.43422885393495997	0.25560718103688457	-9305.314713115977	5425.4629901732405	7.395863100348643	0.10893215658450091	131.2332641103002	0.9999999978677627	0.9999999999999023	694.5305994655083	249.57617605416164	825.7638635758085
-29.372967604795537	0.087132168116835	0.1321460630493844	0.43423356867486573	0.27228456979854604	-9863.353591793233	5734.616027290028	7.3426590785229315	0.1153422796960325	133.8032602979983	0.9999999994118651	0.9999999999999805	703.4866223484055	265.6758098801117	837.2898826464038
-28.677743567329777	0.09120430205263427	0.13301348320365258	0.43423828337548215	0.29103434307129056	-10485.899918763864	6085.053751020409	7.282186406412612	0.12262814380570944	136.53104187961065	0.9999999998535758	0.9999999999999967	713.1548330329284	283.05641081675566	849.685874912539
-27.926695379260014	0.09579067258712808	0.1338800363715758	0.4342429980368096	0.31212013403779504	-11179.979246460307	6484.577935491614	7.213194763375613	0.13094038995474552	139.4315183322563	0.9999999999673967	0.9999999999999996	723.5989733182138	301.8326155184997	863.0304916504701
-27.11570372615194	0.10098386885084071	0.13474572341952343	0.4342477126588483	0.3357941417321799	-11951.71841735347	6942.5990909434595	7.134277955574293	0.14044843908743465	142.51865517904128	0.9999999999935607	1.0	734.8763101597241	322.1074068462015	877.3949653387654
-26.241822691747082	0.10689355748413792	0.13561054521313556	0.4342524272415988	0.3622581822319979	-12804.997298790615	7470.323661244875	7.04393406683393	0.1513332449597676	145.80351468873184	0.9999999999988785	1.0	747.0278073661782	343.954432706323	892.8313220549101
-25.304374798260366	0.11364694346921879	0.13647450261722344	0.43425714178506114	0.39160198778693706	-13739.443829831478	8080.787812910388	6.940705350599208	0.1637704396868425	149.29116489490974	0.9999999999998279	1.0	760.0629077841412	367.39063004349094	909.3540726790509
-24.306524350602654	0.12138623874464238	0.13733759649574243	0.43426185628923586	0.4237161453294947	-14747.79077440041	8788.547991205674	6.823444551518364	0.17789824680501656	152.97616172364775	0.9999999999999767	1.0	773.9376677986128	392.3368912349337	926.9138295222606
-23.25732532346775	0.13026043762420172	0.13819982771178602	0.43426657075412317	0.4581870370559405	-15812.974431911949	9608.72332593264	6.691754848432158	0.19376447609251116	156.83655728405358	0.9999999999999971	1.0	788.5262959102234	418.56686691330634	945.362853194277
-22.174014668171676	0.14040765632458974	0.13906119712758555	0.4342712851797234	0.4941997712620672	-16905.943628890087	10554.974397632754	6.546617143584052	0.21125094655613838	160.82701490652497	0.9999999999999998	1.0	803.5892789387813	445.6496332957081	964.4162938453062
-21.08394856883169	0.1519241336981708	0.13992170560451045	0.43427599956603696	0.5304971435218307	-17985.712875790654	11636.001096976257	6.391122958276449	0.2299851857498255	164.87268807464258	1.0	1.0	818.7464680241492	472.90128577920774	983.6191560987918
-20.025171464119758	0.1648184194627124	0.1407813540030693	0.43428071391306405	0.5654499041747776	-19003.102076825377	12850.443380880253	6.23107100055134	0.24926855415044102	168.8667513476628	1.0	1.0	833.4691633080217	499.3707133970061	1002.3359146556845
-19.04448097404399	0.17895616098693912	0.14164014318291057	0.4342854282208052	0.5972618921954289	-19908.20494935447	14180.875378606837	6.075037494953086	0.2680677716923994	172.67496885250074	1.0	1.0	847.1069978434797	523.8879756489002	1019.7819666959804
-18.192393513840496	0.19401185187247627	0.14249807400282344	0.4342901424892605	0.6242626578845915	-20659.267360673653	15588.830652440603	5.9335628715208495	0.2851129070456809	176.14929766004295	1.0	1.0	858.9578952894192	545.1901621539877	1035.1071929494622
-17.51568253847245	0.20945311997576738	0.14335514732073887	0.43429485671843043	0.6451777716334098	-21229.18173380224	17013.795814435245	5.817436932773219	0.29910398400322663	179.14897069866194	1.0	1.0	868.371766371297	562.1079365381888	1047.5207370699588
-17.049547744898874	0.22458021153383784	0.14421136399373027	0.43429957090831534	0.6592739340326415	-21606.960429185874	18378.653648681782	5.735576859529145	0.30896664343022356	181.5634116746065	1.0	1.0	874.8593408919938	573.7613063775283	1056.4227525666004
-16.812007523150754	0.23862245283546754	0.14506672487801428	0.4343042850589155	0.6663521813801094	-21794.622086843552	19601.49588094729	5.693292420445868	0.31406115416314856	183.32950240466252	1.0	1.0	878.1701087029164	579.6998119212311	1061.4996111075789
-16.802290993196024	0.25086418670575944	0.145921230828952	0.4343089991702312	0.6666401521425366	-21802.227170724287	20610.25443315686	5.6915547502869135	0.3142705120136249	184.43774967685565	1.0	1.0	878.3146799550892	579.9427251700995	1062.7524296319448
-17.003319398568983	0.2607561656112337	0.14677488270104935	0.4343137132422627	0.6606571526791163	-21643.74235740186	21354.80474382416	5.727377498970734	0.30995451819629727	184.92660811661017	1.0	1.0	875.5303127662183	574.9170150357754	1060.4569208828284
-17.38685982593042	0.2679774888991444	0.14762768134795828	0.4343184272750106	0.6490999660834261	-21334.825884862374	21812.585698718492	5.79496369176481	0.3018116034018303	184.86865411625178	1.0	1.0	870.2092981488538	565.3285043517395	1055.0779522651055
-17.919371135859457	0.272439364152612	0.14847962762247757	0.43432314126847493	0.6327619125579044	-20892.168306114498	21987.16917012296	5.887105032838825	0.29071023700737064	184.35417312633638	1.0	1.0	862.8177196862679	552.0157216035136	1047.1718928126043
-18.56695544872961	0.27424557366665053	0.1493307223765535	0.4343278552226562	0.6124777321452227	-20333.493594568437	21902.06270856766	5.996415597965969	0.27754028940169057	183.47681841264404	1.0	1.0	853.8266393520369	535.8261137817598	1037.3034577646808
-19.29866275183485	0.2736335457668308	0.15018096646128096	0.4343325691375547	0.5890835947162516	-19677.527827633945	21592.89878720472	6.116186748237131	0.2631100303328759	182.32370986843188	1.0	1.0	843.6661682265827	517.5334312041289	1025.9898780950145
-20.088138842967	0.27091596795034484	0.15103036072690398	0.43433728301317065	0.5633858338391291	-18943.66774614554	21100.403814183537	6.240835708485066	0.24809208331505236	180.97020004733764	1.0	1.0	832.7025598466568	497.79652892582516	1013.6727598939945
-20.914013471500954	0.2664338479061435	0.15187890602281703	0.43434199684950453	0.5361364350618346	-18151.394276856165	20465.258772554123	6.36603028299771	0.23300839963883016	179.47829990454676	1.0	1.0	821.2328119875584	477.14966321247624	1000.7111118921052
-21.7595207669593	0.26052404783724764	0.15272660319756534	0.43434671064655656	0.5080152877409952	-17319.595433737104	19724.959017104797	6.488607523181922	0.21824005744796138	177.89741123721305	0.9999999999999998	1.0	809.48993860321	456.01198082601746	987.3873498404231
-22.611762691667188	0.2534997581890027	0.15357345309884635	0.4343514244043272	0.4796192091495724	-16465.94786329149	18912.275564722117	6.6063916878742415	0.2040491942320191	176.26619541393424	0.9999999999999991	1.0	797.6532038056932	434.7059327083204	973.9193992196275
-23.460890347591903	0.2456406883723011	0.15441945657350983	0.43435613812281665	0.4514570402078206	-15606.440678568917	18054.7975594669	6.717985163066406	0.19060419722091498	174.61477175349887	0.9999999999999958	1.0	785.8594982887182	413.47774131020253	960.4742700422171
-24.29935546802755	0.23718973038451496	0.15526461446755946	0.43436085180202527	0.42394956277058066	-14755.064072933876	17175.10711641693	6.822574135092776	0.17800311625388238	172.9667819770255	0.9999999999999769	1.0	774.2137409545398	392.51611329931126	947.1805229315653
-25.121297879963006	0.22835350675993432	0.15610892762615308	0.43436556544195337	0.3974328671871264	-13923.648525530301	16291.267298207573	6.919767017203887	0.16629313045736294	171.34110674948138	0.9999999999998808	1.0	762.7973912668924	371.96755300092485	934.1384980163738
