V	n	s1	s2	Values[minf]	Values[ICa]	Values[IK]	Values[taun]	Values[ninf]	Values[Is1]	Values[s1inf]	Values[s2inf]	Values[Is2]	Values[Il]	Values[I1+I2]
-43.0	0.030000000000000002	0.10000000000000002	0.43400000000000005	0.057324175898868755	-2295.2600029907053	1443.0	8.03194764300286	0.032295464698450516	74.0	0.0024726231566347743	0.07585818002124355	513.856	-75.0	587.856
-42.924875025112165	0.030282803639807884	0.09990271609314469	0.4339970733352863	0.05786786374002354	-2315.812014043663	1459.5603483966254	8.02999207314907	0.03253107552420853	74.07811368968156	0.002872344946552762	0.09011860967285201	514.8958634445216	-73.12187562780395	588.9739771342032
-42.84948264227178	0.030560292652271833	0.09980596112186534	0.4339942754537946	0.05841834977297277	-2336.608691727642	1475.9298874261228	8.028015684925872	0.03276919458724449	74.15686182125212	0.0033382481450344092	0.10681392712081086	515.9395796288281	-71.23706605679433	590.0964414500803
-42.773731649636986	0.03083340078396377	0.09970980645909339	0.43399162800318014	0.0589763982501805	-2357.6785280813497	1492.1561872595669	8.026015822792408	0.03301014183224027	74.23648024817939	0.0038822008552327047	0.12627218534035617	516.9884417874337	-69.34329124092464	591.2249220356131
-42.697535574358085	0.031102990200663042	0.09961433639713725	0.4339891553953083	0.05954276351162173	-2379.0495720306653	1508.2836411387188	8.023989885529497	0.0332542306590968	74.31720479476277	0.004518388946515618	0.14882597451196683	518.0436809679318	-67.43838935895212	592.3608857626946
-42.620812059836304	0.03136985909245636	0.09951965067553273	0.43398688476777647	0.06011819380612767	-2400.749573656154	1524.3538162753932	8.021935312209754	0.033501769613282835	74.39927452680352	0.005263801347380665	0.17479324487843279	519.1064745376282	-65.5203014959076	593.5057490644317
-42.54348229516508	0.03163474867384546	0.09942586756245937	0.4339848457553003	0.060703435061372574	-2422.80612585941	1540.4057809268645	8.019849568536046	0.03375306403180189	74.48293537343663	0.006138822485276029	0.20445073430652566	520.1779538772306	-63.58705737912693	594.6608892506672
-42.465470489296955	0.031898349555165226	0.09933312755771577	0.4339830700178101	0.061299234566753534	-2445.2468020921683	1556.4764055373917	8.017730133666834	0.03400841763050192	74.56844415411027	0.007167955956622379	0.2379999381164059	521.2592111593281	-61.63676223242369	595.8276553134383
-42.38670338806025	0.03216130750393459	0.09924159795374694	0.43398159043460527	0.06190634456755852	-2468.0992900984033	1572.6006381452842	8.015574487525319	0.034268134033094116	74.65607320154315	0.008380708677122218	0.2755270791290005	522.3513051244213	-59.667584701506016	597.0073783259644
-42.30710981996971	0.03242422879018158	0.09915147830027758	0.43398043997882574	0.06252552586604357	-2491.391525271717	1588.8117634486382	8.013380098246227	0.03453251828358704	74.7461156552004	0.009812670968839556	0.3169607123027082	523.4552660608995	-57.67774549924258	598.2013817160998
-42.22662027576189	0.03268768504337935	0.0990630070965599	0.4339796502346773	0.06315755138424267	-2515.1518219166082	1605.141641284827	8.011144409917783	0.03480187832315865	74.83889167366503	0.011506834657691938	0.36203311561478274	524.5720998690082	-55.66550689404721	599.4109915426732
-42.145166514131475	0.032952217722602234	0.09897646993040253	0.43397924963831996	0.06380320974056261	-2539.4090043583315	1621.6209293429515	8.00886483043182	0.03507652645399766	74.93475576468923	0.013515198814494986	0.41025379926402594	525.7027914041847	-53.629162853286694	600.637547168874
-42.06268119002926	0.03321834224815144	0.09889220937608251	0.4339792615823836	0.06446330886621189	-2564.192538856213	1638.2792922688939	8.00653871935006	0.03535678080119765	75.03410549845638	0.015900720234614724	0.4609042259158355	526.8483073141304	-51.567029750731486	601.8824128125867
-41.97909750350908	0.033486551821862484	0.09881063703248691	0.43397970259149576	0.06513867967736292	-2589.5326668854036	1655.1455982915409	8.004163375732219	0.03564296677925082	75.13739192456681	0.018739672246118718	0.5130610882665607	528.0095986459964	-49.47743758772685	603.1469905705633
-41.894348866107364	0.03375732097802922	0.0987322481256002	0.4339805808140094	0.0658301798292869	-2615.4605407323174	1672.2481053247018	8.00173602583667	0.03593541857389514	75.24513205478094	0.02212447917273745	0.565650732909338	529.1876035642478	-47.35872165268411	604.4327356190287
-41.80836858224488	0.03403110890222543	0.09865763923990649	0.43398189511203206	0.06653869757733534	-2642.008362288202	1689.614638310662	7.9992538106110445	0.036234480649271775	75.35792388792726	0.02616709152371874	0.6175302628493057	530.3832505631229	-45.20921455612186	605.7411744510503
-41.7210895445188	0.03430836253827956	0.0985875296353197	0.4339836348617544	0.06726515576073293	-2669.209525581994	1707.2727587200864	7.996713772922928	0.03654050928639439	75.47646437875005	0.03100295352164593	0.6675835806348005	531.5974623365552	-43.027238612969754	607.0739267153052
-41.63244394034482	0.03458951952382224	0.09852278685322466	0.4339857805825595	0.06801051593888723	-2697.0987640991443	1725.249928228823	7.994112844434112	0.036853874164564815	75.60157095489109	0.03679558189468353	0.7148159119766619	532.831160499026	-40.811098508620525	608.4327314539171
-41.542362969086454	0.03487501097434616	0.0984644571567825	0.4339883052845913	0.06877578269851073	-2725.712303494774	1743.5736675506907	7.991447832063409	0.037174959992360423	75.73420707562958	0.04374171029600547	0.7584302484982177	534.0852710494756	-38.55907422716118	609.8194781251052
-41.45077656840932	0.035165264140932295	0.09841380130385496	0.4339911763339986	0.06956200815522282	-2755.0880205000008	1762.2717117196137	7.98871540396553	0.03750416819692408	75.87551230428951	0.05207683936431625	0.7978738635725307	535.3607303628218	-36.26941421023293	611.2362426671112
-41.35761314881016	0.03546070496433127	0.09837233589889487	0.4339943575635255	0.07037029667380762	-2785.265608827268	1781.3721630218763	7.985912074953294	0.03784191868032602	76.02683718520571	0.06208084335338648	0.8328507220741053	536.6584913985075	-33.94032872025381	612.6853285837133
-41.262799335324665	0.03576176054624185	0.09834188008279002	0.43399781135426346	0.0712018098331899	-2816.286752937798	1800.9036427223914	7.983034191285208	0.03818865165238456	76.1897828501695	0.07408298908466199	0.8633033220559322	537.9795298067204	-31.56998338311663	614.1693126568899
-41.166259715322596	0.03606886155746401	0.09832460647523604	0.434001500468429	0.07205777166557603	-2848.195310646034	1820.8954427125047	7.98007791473032	0.038544829550563924	76.36624462904851	0.088465287673082	0.8893728203306394	539.3248496752407	-29.1564928830649	615.6910943042892
-41.06791659100664	0.03638244460192023	0.09832309394356036	0.43400538949550765	0.07293947420465022	-2881.037505722174	1841.3776782245502	7.977039205805008	0.03891093905963772	76.55845788881962	0.10566249871881361	0.9113481852786803	540.6954887613362	-26.697914775166076	617.2539466501557
-40.96768973456555	0.03670295455475156	0.09834037751363318	0.4340094458727277	0.07384828338710886	-2914.8621319843855	1862.3814427909638	7.973913806045952	0.039287493247475706	76.76904253464166	0.12615634885798888	0.9296140390701454	542.0925231818746	-24.192243364138832	618.8615657165163
-40.86549614301674	0.03703084689335513	0.09837998851139552	0.4340136404718078	0.07478564536445553	-2949.720770819124	1883.9389667479722	7.97069721914244	0.03967503383826026	77.00104079698355	0.15046069948810192	0.9446040648538198	543.5170715848739	-21.637403575418368	620.5181123818575
-40.761249787766445	0.037366590040653194	0.09844597343709814	0.43401794785215353	0.07575309330615503	-2985.6680249378264	1906.0837807545624	7.9673846906713965	0.040074133654048605	77.25793922196948	0.17909373906694623	0.956763679616964	544.9702989886997	-19.031244694160954	622.2282382106691
-40.65486135159359	0.03771066774239277	0.09854287701039793	0.43402234623607716	0.07675225480503618	-3022.7617722468726	1928.8508861029602	7.963971186081158	0.04048539926733043	77.54366317573937	0.2125332496128159	0.9665230052195892	546.4534204532835	-16.371533789839532	623.9970836290229
-40.54623794205087	0.0380635815040367	0.09867567080986901	0.43402681730309645	0.07778486004228996	-3061.063445381987	1952.276934053703	7.960451366417838	0.04090947392556179	77.86252874082177	0.2511523400463877	0.9742793812381989	547.9677048526504	-13.655948551271635	625.8302335934721
-40.43528276623344	0.038425853118040025	0.09884960819086316	0.4340313458717029	0.0788527509244648	-3100.6383444323246	1976.400417005951	7.95681956110997	0.041347040830124214	78.21913593480234	0.2951366400863578	0.9803877365165548	549.5144790401619	-10.882069155835872	627.7336149749642
-40.32189474726533	0.03879802732078295	0.09906999007290881	0.4340359195269389	0.07995789147198527	-3141.555992776651	2001.2618751222512	7.953069736911897	0.041798826878084915	78.6181898700051	0.34439042206066606	0.985156860881259	551.0951327506352	-8.047368681633316	629.7133226206404
-40.205968059597694	0.03918067462795426	0.09934183802690767	0.43404052823503747	0.08110237980081118	-3183.8905481347706	2026.9041228687186	7.94919546191304	0.04226560699842911	79.06424550922071	0.39844796707710445	0.9888497430672964	552.7111246084534	-5.149201489942357	631.7753701176741
-40.08739155921334	0.03957439440868171	0.09966949183817717	0.43404516397243764	0.08228846208630329	-3227.721282545046	2053.372500809461	7.9451898633808185	0.0427482092312268	79.56138802458695	0.45641512065012635	0.9916864569011536	554.3639896079662	-2.1847889803334297	633.9253776325531
