ADP	GAP	F6P	PEP	ACA	NAD	PYR	DPG	ATP	FBP	P	NADH	GLC	AMP	EtOH
0.108367	0.00190919	0.65939	0.0021125000000000002	0.0738334	3.62057	0.00422702	0.299109	4.49064	0.00770135	0.0	0.616118	0.0112817	0.00261149	0.33981
0.4466645648516657	0.029090390574801134	0.6601792817513759	0.003977158926001249	0.07671542096634817	3.6130164621676686	0.013943505733890863	0.292200992160009	4.110436283035707	0.20763619271808403	0.03551073993887147	0.6237077701890272	0.27396738022807354	0.044499936283216565	0.37847469957661123
0.8734581797218475	0.10088368740431837	0.05836092089457809	0.012561890685775845	0.19734255141523607	3.183241399068534	0.0708457353575074	0.5358635656589364	3.5104202461296783	0.861502171610717	0.049161089143389194	1.0535186692729732	0.4367474795156043	0.21770484618649302	0.47947166111602985
0.7760043744038266	0.10418544347440162	0.07180812370100435	0.01589909449799501	0.32041260709537456	2.8352050060784	0.10416489685896119	0.7241751223593623	3.659296827806943	0.8933530915665835	0.051711582477486494	1.4015905062122398	0.571302697213548	0.1662647492725332	0.8112564296469806
0.6356001444594687	0.1061203378034139	0.11111187354200358	0.016780426469613485	0.3401985140075374	2.6557780054115225	0.10785091700668281	0.8792504313626194	3.8599372121525093	0.9127215803895673	0.05558585882406828	1.581052563081327	0.6899532848314673	0.10601146379864554	1.303966846109324
0.49662360705433384	0.1062345107748086	0.1834896149355505	0.01699450901139938	0.3117088166436228	2.5187525316441834	0.09956731867433072	1.0528366685057542	4.043053320734757	0.908040367034222	0.06213918731566078	1.7181127095457969	0.7979478223226905	0.06185494895800986	1.8274662732922293
0.3776423241860451	0.10373264880193532	0.3029877397503373	0.01702545934070333	0.26649879226463846	2.376713231897871	0.0869830848416596	1.2526408093967416	4.189354598380742	0.8673444411090825	0.07333965038157052	1.860186302679595	0.898108713327613	0.03451819587575088	2.3215149785320213
0.2877615454441478	0.09825837938726072	0.4766425172737441	0.017082762015079016	0.21865202776694276	2.2225570691377032	0.07412692633681348	1.4674441089739354	4.294215499966878	0.788396697130586	0.09171272249444742	2.0143763836671513	0.9921712217739415	0.0195214980581273	2.761369177623184
0.23020278779958994	0.09068070674333796	0.6918057667715914	0.017369621769628158	0.17807935632223257	2.0656075823278255	0.06440614808848491	1.6744016856211998	4.359018425017581	0.6877755449092956	0.1196549474565608	2.1713594176484663	1.0812968129922922	0.012260937004186647	3.1406282715021057
0.20157155435872623	0.08328367740240435	0.916356703052604	0.018014827687402587	0.15159907626777805	1.9215728520388677	0.05995031667724608	1.848728804948496	4.390605820219337	0.5969249651324011	0.15838006739038094	2.3154273281121585	1.166308244577411	0.009288560937436291	3.470116918929974
0.19485523547882153	0.0790378858283884	1.1113159545486626	0.019026122440793273	0.14027338358352937	1.8021994020606167	0.060939376605170834	1.97742906019113	4.397968328960603	0.5475327754941933	0.20727828932492182	2.4348335952832807	1.2478096435440171	0.008626334150197968	3.7733241911096536
0.20738108359164642	0.08136136834611048	1.2301755414728244	0.0205470868056826	0.14226217533552382	1.7054964020907797	0.06792325390940072	2.063639877949869	4.384295950150937	0.5720485656050959	0.2636696587322176	2.5315690534350463	1.3262606278777223	0.009757003360663975	4.077516078499422
0.24040439096558697	0.09390415441013372	1.2081330134801402	0.022894808811033673	0.15768240287971785	1.6159609492218128	0.08361008482850847	2.119721985684368	4.347824836988349	0.7154780731292758	0.32211974874651916	2.621136609402483	1.4020290799450614	0.013189121183178134	4.413382282381628
0.2569066030893067	0.11240723742019067	1.0654133565064363	0.02460573264861004	0.1789603142695984	1.5209461699615916	0.09996033520951653	2.175399098968153	4.329196402924591	0.944699046141481	0.3751720957240282	2.716183140562222	1.4753981699138972	0.015299826779056355	4.812790903766997
0.18956775744726204	0.11688825427243547	1.0964605240073992	0.022512764457403984	0.16604645382124728	1.4169714621801694	0.08147063942158664	2.312871735278712	4.403482785773941	0.9873293310946043	0.42348052028123484	2.820189252886235	1.5464946785107383	0.008336942972067028	5.246672493682427
