ATP	GAP	F6P	G1P	G6P	RU5P	NAD	NADPH	R5P	DHAP	PG2	X5P	GLC	PYR	BPG	PGN	E4P	PEP	F16P	S7P	PG3	ADP	NADP	NADH	Values[GPa_Vr]	Values[GPb_Vr]	Values[FBA_Vr]	Values[TPI_Vr]	Values[GAPDH_Vr]	Values[PGK_Vr]	Values[PGI_Vmr]	Values[PGLM_Vmr]	Values[PGYM_Vr]	Values[ENO_Vr]	Values[LDH_Vr]	Values[AMP]	Values[GLUT_Vf]	Values[HK_Vf]	Values[PGI_Vmf]	Values[G6PDH_Vf]	Values[PGDH_Vf]	Values[TKL_Vf]	Values[TKL2_Vf]	Values[FBA_Vf]	Values[TPI_Vf]	Values[GAPDH_Vf]	Values[PGK_Vf]	Values[GS_Vf]	Values[PFK_Vf]	Values[ENO_Vf]	Values[PK_Vf]	Values[LDH_Vf]	Values[DHase_Vf]	Values[DPHase_Vf]	Values[MPM_Vf]
0.0087	0.000153	3.62e-05	3.41e-05	0.00109	0.000143	0.00134	1.87082e-05	2.74e-05	0.000553	4.98e-06	0.000242	0.000897	0.00183	6.29e-05	0.0001	0.00093	5.79e-05	0.000367	8.58e-05	3.07e-05	0.002700000000000001	6.117999999999998e-07	5.000000000000013e-06	0.01775456932773109	6.037252132056715e-05	11.55950617283951	49.207966651227416	135.42497838741025	71.72209906797409	17486.51079136691	0.20387596899224808	58.97953907873194	179.83480680891014	54.04716389090033	0.00311	23.03	86.85	7778.0	1.008	31.02	1056.0	0.1761	14.63	5.976	109.1	73.41	32040.0	107.6	160.9	27.81	340.3	4982000.0	127800.0	9801000.0
0.009064218731706063	0.00018147988477394962	3.106015856256241e-05	3.573819605374647e-05	0.001039442166645219	0.0001386809300274417	0.001339911898962486	1.8706740515223644e-05	2.6715777483610927e-05	0.0005919734641594318	5.216797910338538e-05	0.0002349281962315999	0.0008578878374811302	0.0017818765533370445	8.689746828801861e-05	0.0001061721996091647	0.0010219177884312877	5.324703038407837e-05	0.00044728797071094824	6.81481634776502e-05	7.39406213922271e-05	0.0023357812682939377	6.132594847763571e-07	5.088101037513957e-06	0.01775456932773109	6.037252132056715e-05	11.55950617283951	49.207966651227416	135.42497838741025	71.72209906797409	17486.51079136691	0.20387596899224808	58.97953907873194	179.83480680891014	54.04716389090033	0.00311	23.03	86.85	7778.0	1.008	31.02	1056.0	0.1761	14.63	5.976	109.1	73.41	32040.0	107.6	160.9	27.81	340.3	4982000.0	127800.0	9801000.0
0.00906421871199971	0.0001814798736634998	3.106015782318974e-05	3.573819949018917e-05	0.0010394423399018612	0.0001386809574423825	0.0013399118989577256	1.870674051833188e-05	2.671578288322769e-05	0.0005919734368073188	5.216797364510311e-05	0.00023492824223349216	0.0008578879593369085	0.0017818765343068476	8.689746235944216e-05	0.00010617222217090235	0.0010219182148710248	5.324702461354429e-05	0.000447287909218192	6.814819580007956e-05	7.394061539283898e-05	0.0023357812880002906	6.132594816681222e-07	5.0881010422744715e-06	0.01775456932773109	6.037252132056715e-05	11.55950617283951	49.207966651227416	135.42497838741025	71.72209906797409	17486.51079136691	0.20387596899224808	58.97953907873194	179.83480680891014	54.04716389090033	0.00311	23.03	86.85	7778.0	1.008	31.02	1056.0	0.1761	14.63	5.976	109.1	73.41	32040.0	107.6	160.9	27.81	340.3	4982000.0	127800.0	9801000.0
0.009064218711999117	0.00018147987366316483	3.1060157823167455e-05	3.573819949029276e-05	0.0010394423399070834	0.00013868095744320883	0.0013399118989577252	1.8706740518331974e-05	2.6715782883390437e-05	0.000591973436806494	5.21679736449385e-05	0.00023492824223487866	0.000857887959340581	0.0017818765343062732	8.68974623592634e-05	0.00010617222217158278	0.0010219182148838784	5.324702461337028e-05	0.000447287909216338	6.814819580105385e-05	7.394061539265808e-05	0.002335781288000884	6.132594816680307e-07	5.088101042274905e-06	0.01775456932773109	6.037252132056715e-05	11.55950617283951	49.207966651227416	135.42497838741025	71.72209906797409	17486.51079136691	0.20387596899224808	58.97953907873194	179.83480680891014	54.04716389090033	0.00311	23.03	86.85	7778.0	1.008	31.02	1056.0	0.1761	14.63	5.976	109.1	73.41	32040.0	107.6	160.9	27.81	340.3	4982000.0	127800.0	9801000.0
0.009064218711999127	0.00018147987366317112	3.106015782316787e-05	3.573819949029081e-05	0.001039442339906985	0.00013868095744319324	0.001339911898957725	1.8706740518331974e-05	2.671578288338738e-05	0.0005919734368065093	5.216797364494159e-05	0.00023492824223485256	0.0008578879593405118	0.0017818765343062838	8.689746235926674e-05	0.00010617222217156977	0.0010219182148836366	5.324702461337354e-05	0.0004472879092163726	6.814819580103553e-05	7.394061539266149e-05	0.0023357812880008735	6.132594816680307e-07	5.088101042275122e-06	0.01775456932773109	6.037252132056715e-05	11.55950617283951	49.207966651227416	135.42497838741025	71.72209906797409	17486.51079136691	0.20387596899224808	58.97953907873194	179.83480680891014	54.04716389090033	0.00311	23.03	86.85	7778.0	1.008	31.02	1056.0	0.1761	14.63	5.976	109.1	73.41	32040.0	107.6	160.9	27.81	340.3	4982000.0	127800.0	9801000.0
0.009064218711999137	0.000181479873663177	3.106015782316826e-05	3.5738199490288996e-05	0.0010394423399068932	0.0001386809574431787	0.001339911898957725	1.870674051833197e-05	2.6715782883384532e-05	0.0005919734368065237	5.216797364494447e-05	0.00023492824223482822	0.0008578879593404469	0.0017818765343062938	8.689746235926985e-05	0.0001061722221715576	0.001021918214883411	5.324702461337659e-05	0.00044728790921640495	6.814819580101842e-05	7.394061539266464e-05	0.002335781288000863	6.132594816680307e-07	5.088101042275122e-06	0.01775456932773109	6.037252132056715e-05	11.55950617283951	49.207966651227416	135.42497838741025	71.72209906797409	17486.51079136691	0.20387596899224808	58.97953907873194	179.83480680891014	54.04716389090033	0.00311	23.03	86.85	7778.0	1.008	31.02	1056.0	0.1761	14.63	5.976	109.1	73.41	32040.0	107.6	160.9	27.81	340.3	4982000.0	127800.0	9801000.0
0.009064218711999137	0.00018147987366317738	3.106015782316828e-05	3.5738199490288874e-05	0.001039442339906888	0.0001386809574431779	0.001339911898957725	1.870674051833197e-05	2.6715782883384352e-05	0.0005919734368065246	5.2167973644944674e-05	0.00023492824223482692	0.0008578879593404433	0.0017818765343062947	8.68974623592701e-05	0.00010617222217155684	0.0010219182148833979	5.3247024613376794e-05	0.00044728790921640696	6.814819580101742e-05	7.394061539266486e-05	0.002335781288000863	6.132594816680307e-07	5.088101042275122e-06	0.01775456932773109	6.037252132056715e-05	11.55950617283951	49.207966651227416	135.42497838741025	71.72209906797409	17486.51079136691	0.20387596899224808	58.97953907873194	179.83480680891014	54.04716389090033	0.00311	23.03	86.85	7778.0	1.008	31.02	1056.0	0.1761	14.63	5.976	109.1	73.41	32040.0	107.6	160.9	27.81	340.3	4982000.0	127800.0	9801000.0
0.009064218711999139	0.00018147987366317776	3.106015782316831e-05	3.573819949028876e-05	0.0010394423399068826	0.00013868095744317712	0.0013399118989577252	1.8706740518331967e-05	2.6715782883384176e-05	0.0005919734368065256	5.216797364494487e-05	0.0002349282422348256	0.0008578879593404397	0.0017818765343062956	8.689746235927034e-05	0.00010617222217155608	0.0010219182148833847	5.3247024613377e-05	0.000447287909216409	6.81481958010164e-05	7.394061539266506e-05	0.0023357812880008613	6.132594816680341e-07	5.088101042274905e-06	0.01775456932773109	6.037252132056715e-05	11.55950617283951	49.207966651227416	135.42497838741025	71.72209906797409	17486.51079136691	0.20387596899224808	58.97953907873194	179.83480680891014	54.04716389090033	0.00311	23.03	86.85	7778.0	1.008	31.02	1056.0	0.1761	14.63	5.976	109.1	73.41	32040.0	107.6	160.9	27.81	340.3	4982000.0	127800.0	9801000.0
0.009064218711999139	0.00018147987366317782	3.106015782316831e-05	3.5738199490288745e-05	0.001039442339906882	0.00013868095744317698	0.0013399118989577252	1.8706740518331967e-05	2.6715782883384152e-05	0.0005919734368065258	5.216797364494489e-05	0.00023492824223482543	0.0008578879593404391	0.0017818765343062958	8.689746235927037e-05	0.00010617222217155596	0.0010219182148833825	5.324702461337702e-05	0.00044728790921640924	6.814819580101625e-05	7.39406153926651e-05	0.0023357812880008613	6.132594816680341e-07	5.088101042274905e-06	0.01775456932773109	6.037252132056715e-05	11.55950617283951	49.207966651227416	135.42497838741025	71.72209906797409	17486.51079136691	0.20387596899224808	58.97953907873194	179.83480680891014	54.04716389090033	0.00311	23.03	86.85	7778.0	1.008	31.02	1056.0	0.1761	14.63	5.976	109.1	73.41	32040.0	107.6	160.9	27.81	340.3	4982000.0	127800.0	9801000.0
0.009064218711999139	0.00018147987366317782	3.106015782316831e-05	3.5738199490288745e-05	0.001039442339906882	0.000138680957443177	0.0013399118989577252	1.8706740518331967e-05	2.6715782883384152e-05	0.0005919734368065257	5.216797364494489e-05	0.00023492824223482543	0.0008578879593404392	0.0017818765343062958	8.689746235927037e-05	0.00010617222217155596	0.0010219182148833827	5.324702461337702e-05	0.00044728790921640924	6.814819580101627e-05	7.39406153926651e-05	0.0023357812880008613	6.132594816680341e-07	5.088101042274905e-06	0.01775456932773109	6.037252132056715e-05	11.55950617283951	49.207966651227416	135.42497838741025	71.72209906797409	17486.51079136691	0.20387596899224808	58.97953907873194	179.83480680891014	54.04716389090033	0.00311	23.03	86.85	7778.0	1.008	31.02	1056.0	0.1761	14.63	5.976	109.1	73.41	32040.0	107.6	160.9	27.81	340.3	4982000.0	127800.0	9801000.0
