inactive cycE_cdk2	pRB	AP-1	active cycE_cdk2	E2F	Phosphorylated pRB	Values[F6]
0.0	0.006000000000000001	0.0	0.00010000000000000002	0.014	0.0	0.044
0.04881395377838439	0.5237967432169994	0.04187153606417764	1.3654891411866066e-05	0.7627561720674633	2.0985528333456085e-06	0.044
0.12859742564129978	1.3427153181882927	0.07975846864568784	1.997332478054365e-06	0.8661698840848866	3.723111948890056e-06	0.044
0.21538682635836956	2.200403481959353	0.11403998290004401	3.177525164598513e-07	0.8768323442075351	3.931365693697681e-06	0.044
0.3039198881303332	3.0424784040275528	0.14505917974431862	5.5196247966924356e-08	0.8566371255965132	3.697723460691787e-06	0.044
0.39203299314531637	3.8486664898031817	0.1731265097264412	1.0474691189991909e-08	0.8233071105964502	3.379438153633685e-06	0.044
0.47864490362955575	4.610367938281796	0.19852288011862843	2.169411232355053e-09	0.7841658050689727	3.065998403631298e-06	0.044
0.5631763058583551	5.324232127336285	0.22150246633178086	4.894634679609431e-10	0.7428182413874571	2.77629149015411e-06	0.044
0.6453173400583807	5.989604549888434	0.24229525578842914	1.2003208258687412e-10	0.7012129452625877	2.51264172241972e-06	0.044
0.7249157263442452	6.607311944408492	0.2611093497141425	3.19157107171079e-11	0.6604537319298506	2.2736875654446974e-06	0.044
0.8019162114886412	7.179015147736509	0.2781330458845704	9.177303589421825e-12	0.6211734563152912	2.0573643345030715e-06	0.044
0.8763250445169888	7.706837632645326	0.2935367231728472	2.846379713952416e-12	0.5837259535417775	1.8615952297489752e-06	0.044
0.9481879082524705	8.193141348199896	0.3074745467586309	9.4979468042265e-13	0.5482928224013801	1.6844461496297787e-06	0.044
1.0175756321422338	8.640387016739087	0.3200860110650277	3.401167102945523e-13	0.5149465239161026	1.5241517734735482e-06	0.044
1.0845746642177616	9.051045497731648	0.3314973358656808	1.3039027677829677e-13	0.4836894262864792	1.3791102800509343e-06	0.044
1.1492805845079395	9.42754130544999	0.3418227295346712	5.339731574294001e-14	0.4544788361500106	1.247870883721371e-06	0.044
