Net1	MEN	securin:separase	Polo	separaseT	Cdh1	Clb2	PoloT	securinT	Tem1	Cdc15	Cdc20	Net1Cdc14	inactive Cdh1	securin	separase	inactive Polo	inactive Tem1	inactive Cdc15	PP2A	Net1P	Cdc14	Values[Cdk activity]
0.098	8e-06	0.24800000000000003	0.9450000000000001	0.25	3.800000000000001e-05	0.9970000000000001	0.9900000000000001	0.6	0.0038900000000000002	0.025700000000000004	0.0	0.48500000000000004	0.9999620000000001	0.35200000000000004	0.0020000000000000018	0.04500000000000004	0.9961100000000002	0.9742999999999999	0.9653846153846155	0.4170000000000001	0.015000000000000015	0.997
0.09811382905963457	8.109856125013745e-06	0.24843115847724495	0.9383741735035613	0.25	3.844668785942225e-05	0.9955580641931586	0.9900900354291068	0.5913581455759176	0.0038534173732868273	0.025766778550426465	0.014630614966481156	0.48508305040136007	0.9999615533121405	0.3429269870986727	0.001568841522755049	0.051715861925545344	0.9961465826267133	0.9742332214495737	0.9726199517230476	0.4168031205390054	0.014916949598639985	0.9955580641931585
0.09840465217286148	8.162801096006035e-06	0.24827174199140525	0.9366629751090678	0.25	3.851081078506466e-05	0.991370106688282	0.9901791643903125	0.5672604398447535	0.003857725502333812	0.025831071200027277	0.028546614766561475	0.4851474948122156	0.9999614891892149	0.3189886978533482	0.0017282580085947743	0.053516189281244686	0.9961422744976662	0.9741689287999729	0.9699307058150526	0.41644785301492304	0.014852505187784472	0.9913701066882818
0.09900191206450404	8.295893240485236e-06	0.24800908934278348	0.9360194583852873	0.25	3.858267321665824e-05	0.9846875480020871	0.9902673883750841	0.5310951156182818	0.0038810217802630123	0.025921973046769325	0.04178289978717585	0.48527011109041673	0.9999614173267835	0.28308602627549845	0.0019909106572165436	0.05424792998979678	0.996118978219737	0.9740780269532308	0.9655359067797713	0.4157279768450793	0.014729888909583324	0.984687548002087
0.09987037095020306	8.514870950110387e-06	0.24759602552549118	0.9355230697123942	0.25	3.8665369555715195e-05	0.975764217407349	0.9903547153109412	0.48668112460971247	0.003921648039242786	0.026046945869547863	0.05437266591004482	0.4854429777634024	0.9999613346304443	0.2390850990842213	0.0024039744745088243	0.054831645598546926	0.9960783519607572	0.9739530541304522	0.9587134936089555	0.4146866512863946	0.014557022236597605	0.9757642174073489
0.10070227439103907	8.867681034962768e-06	0.24693775469083717	0.9349512819151378	0.25	3.88271379451196e-05	0.9648521593927477	0.9904411445666642	0.4377817888536141	0.003988426191321108	0.02621487149269562	0.06634748333697495	0.4856184299444128	0.999961172862055	0.19084403416277687	0.0030622453091628254	0.05548986265152645	0.9960115738086789	0.9737851285073045	0.9480606076469473	0.41367929566454814	0.014381570055587213	0.9648521593927476
0.10076595730718639	9.47630220068248e-06	0.24582998479035198	0.934253392351752	0.25	3.923439329323391e-05	0.9521980283797856	0.9905266477559805	0.38773292562370826	0.004104012102229138	0.026449581937330616	0.07773736179129602	0.48569186352056926	0.9999607656067069	0.14190294083335625	0.00417001520964802	0.05627325540422845	0.995895987897771	0.9735504180626694	0.9307178764089626	0.41354217917224445	0.014308136479430801	0.9521980283797855
0.09849490221266417	1.067641861474019e-05	0.24377117251813618	0.9334207816952963	0.25	4.027103729955532e-05	0.9380399732901036	0.9906111332034595	0.33921302257484776	0.004326986505635363	0.026808279008782934	0.0885707933612967	0.4854361564850186	0.9999597289627006	0.09544185005671162	0.006228827481863848	0.057190351508163206	0.9956730134943647	0.9731917209912172	0.9003012336423767	0.4160689413023173	0.014563843514981469	0.9380399732901035
0.09042625916417152	1.3648017559362822e-05	0.2393177516852638	0.932454541891591	0.25	4.3019259409707395e-05	0.9226046644609702	0.9906943476646504	0.2941512665726545	0.004839341430696343	0.027437153793792895	0.09887473182174437	0.48423481858297723	0.9999569807405904	0.05483351488739072	0.010682248314736215	0.058239805773059435	0.9951606585693037	0.9725628462062073	0.8415677772287172	0.42533892225285125	0.015765181417022826	0.9226046644609701
0.06972158703897022	2.3938187985595796e-05	0.22838357387460753	0.9313570303731512	0.25	5.159195460219841e-05	0.9061029079205761	0.9907754932283985	0.25374769962248156	0.006274970964192114	0.02880939081623111	0.10867429727095858	0.4798107796277262	0.9999484080453979	0.02536412574787406	0.0216164261253925	0.05941846285524733	0.993725029035808	0.9711906091837689	0.7283474676774564	0.45046763333330353	0.02018922037227378	0.906102907920576
