Putrescine	Spermidine	S-adenosylmethioninamine	N1-Acetylspermidine	N1-Acetylspermine	S-adenosyl-L-methionine	Spermine	Values[Vmaxodc]	Values[Vmaxssat]	Values[Vmaxsamdc]	Values[Antz]	Values[Kaccoa]	Values[Kcoa]
311.4720660751205	2.0317327845414748	0.009159897628386395	0.0015935951261985958	2.5423358039269024e-06	1.5163317822269926	0.08224343303106768	41.178106358298145	0.09659041233531362	8.595866638528406	0.42766020460106374	0.004	0.012
341.1827612318679	2.255028061616031	0.009024931993888916	0.0016950081102741514	2.8352797247935864e-06	1.5072118049633365	0.09652701897554368	41.84606448692252	0.09146302981077398	8.732027297778327	0.41962447298921607	0.004	0.012
370.9644023817442	2.4778851146629552	0.008882136505350852	0.0017909851272980893	3.140995723389869e-06	1.4961342451884172	0.11199176388923172	42.41149087123065	0.08703142073649554	8.844465743550176	0.4117928521488603	0.004	0.012
400.73966317105896	2.699507927022658	0.008736231394408819	0.0018820475894728661	3.4578972597157215e-06	1.4840365665984803	0.12856804057326351	42.88990976819711	0.08317243914499854	8.936331819888657	0.40416114596935215	0.004	0.012
430.4440606018574	2.9193234155037415	0.008590771784748069	0.0019687351967082726	3.784770245086296e-06	1.471627902671175	0.1461883896538844	43.29425265178524	0.0797898408254608	9.01027902718531	0.3967251022199627	0.004	0.012
460.02380471089907	3.1369347635445672	0.008448346558210494	0.002051580062229166	4.120719430647846e-06	1.4594324337412858	0.16478930147590476	43.635317072354795	0.07680755038166642	9.06855068432014	0.3894804538154783	0.004	0.012
489.4340309830884	3.3520820291741282	0.008310764129758058	0.0021310913741963574	4.465117639208387e-06	1.447826999599006	0.18431220809847876	43.922147789862855	0.07416477671665256	9.113051753586346	0.3824229506333232	0.004	0.012
518.6373474933238	3.5646097203894325	0.008179216828464769	0.0022077467098540055	4.817559413350502e-06	1.4370728473114962	0.20470389832645305	44.16234916509158	0.07181243657942807	9.145407863504255	0.3755483834952613	0.004	0.012
547.6026386500511	3.7744406296191264	0.008054421037391579	0.0022819876482957596	5.177819897605544e-06	1.4273418800812565	0.2259165336561065	44.36233947847267	0.06971050985384943	9.167013457902753	0.36885260179322066	0.004	0.012
576.304077481399	3.9815550662301704	0.007936733384222005	0.0023542181894904792	5.545819213904944e-06	1.4187379969893474	0.24790740556496818	44.52755739177639	0.06782606408387604	9.179070954275666	0.36233152605310065	0.004	0.012
604.7203072606695	4.185974611695762	0.007826244953840145	0.0024248049963993368	5.921592188282976e-06	1.4113141947087422	0.27063853984014585	44.662629529443684	0.06613176396749411	9.18262258236093	0.3559811565306093	0.004	0.012
632.8337608691689	4.387749583595868	0.007722856238602092	0.0024940787938992812	6.3052630465068175e-06	1.4050860977529536	0.29407622419585616	44.77150669934325	0.06460473566238155	9.178576310280723	0.3497975787430526	0.004	0.012
660.6300924642716	4.586949489284294	0.007626335747198877	0.002562336466059266	6.69702456018143e-06	1.4000425352257742	0.3181905117272623	44.85757490733792	0.0632256931371632	9.167727013897515	0.34377696666938573	0.004	0.012
688.0977010340192	4.783655855607405	0.007536365083237631	0.002629843534843607	7.097121074101844e-06	1.39615371186237	0.34295473457027625	44.92374612617072	0.061978259902229035	9.150773822773957	0.33791558420307255	0.004	0.012
715.2273294170631	4.9779569238025685	0.007452573037589681	0.0026968368025605113	7.50583484718405e-06	1.3933774445978475	0.3683450486832472	44.97253278805527	0.06084843776396863	9.128334390620347	0.33220978531778605	0.004	0.012
742.0117253975451	5.169943795295653	0.007374560909726605	0.0027635270115556523	7.923475118074404e-06	1.3916638591629351	0.3943400204404091	45.006109227041044	0.05982418687112313	9.100956702901007	0.32665601318873216	0.004	0.012
768.4453550797549	5.359707676783401	0.007301920902442827	0.0028301014147412693	8.350369697473631e-06	1.3909588838418399	0.4209202630844279	45.026362263408934	0.05889509271104272	9.069128812856148	0.32125079913233734	0.004	0.012
794.5241578443728	5.547337988901995	0.007234249187269992	0.0028967262374315988	8.786858105704285e-06	1.3912067891021476	0.44806811664973134	45.034933610251855	0.05805209687607385	9.03328705713803	0.31599076038498364	0.004	0.012
820.2453380630009	5.7329210972994	0.007171154831026371	0.002963548929250771	9.233286445986317e-06	1.3923520062949244	0.47576737610902875	45.033255006688236	0.057287280823419814	8.993822875506398	0.310872598079275	0.004	0.012
845.6071865436858	5.916539517866879	0.007112265623680096	0.0030307002422623784	9.690003454806256e-06	1.3943403885769663	0.5040030603728543	45.0225777163752	0.05659368955999233	8.951088567201197	0.3058930949318529	0.004	0.012
870.6089272270718	6.098271466751094	0.0070572315925642145	0.0030982961155604904	1.015735751831434e-05	1.3971200513944428	0.5327612184262941	45.003997342549944	0.05596518721724051	8.905402158538077	0.3010491128558629	0.004	0.012
895.2505852115322	6.278190659148609	0.007005726820402537	0.0031664393703369318	1.0635694446987524e-05	1.4006418984138025	0.5620287678242096	44.97847479465757	0.05539633796288628	8.857051540090746	0.29633759053664727	0.004	0.012
919.532872873185	6.456366282979885	0.006957450046568177	0.0032352212244991223	1.1125355850552864e-05	1.4048599159245574	0.5917933611230349	44.94685406467824	0.05488230726073676	8.806297996696618	0.29175554103944257	0.004	0.012
943.4570913779112	6.632863092816085	0.0069121244156044115	0.00330472264013367	1.1626677978021755e-05	1.4097312991108173	0.6220432759609841	44.90987736041721	0.05441877951042191	8.753379234113664	0.2873000494617064	0.004	0.012
967.0250453267097	6.807741582769537	0.006869496651045153	0.0033750155172437095	1.2139990913906771e-05	1.4152164590968659	0.6527673250606264	44.86819803226212	0.05400188899918954	8.698511984132011	0.28296827066507857	0.004	0.012
990.2389686501004	6.981058208589047	0.006829335858528407	0.003446163748544455	1.2665618048377921e-05	1.421278947422577	0.6839547827618017	44.82239165750648	0.05362816169738014	8.64189425731517	0.278757427084199	0.004	0.012
1013.1014601595409	7.152865636944914	0.006791432110882378	0.0035182241492006908	1.3203875753485518e-05	1.427885325748751	0.7155953252404414	44.77296557535875	0.05329446596463179	8.583707298380924	0.27466480662724085	0.004	0.012
1035.6154274203416	7.323213006475133	0.006755594924147689	0.003591247275121971	1.3755073214479655e-05	1.435005001245162	0.7476789819342317	44.72036711718199	0.052997970600836344	8.524117290580538	0.2706877606638758	0.004	0.012
1057.7840377992575	7.49214618954676	0.006721651703113175	0.0036652781421980035	1.4319512374720158e-05	1.4426100428228712	0.7801960961463968	44.664990731224094	0.052736108998607964	8.463276846379816	0.2668237021103759	0.004	0.012
1079.610675735596	7.659708047613883	0.006689446209178681	0.00374035685824097	1.489748796435576e-05	1.450674988907794	0.8131372930547041	44.607184170724544	0.052506548368378855	8.401326316735375	0.26307010359683325	0.004	0.012
1101.0989053996336	7.825938675191077	0.006658837087082537	0.0038165191778653327	1.5489287587534408e-05	1.4591766545413567	0.8464934537408112	44.5472538823798	0.05230716322174293	8.338394944508712	0.25942449572454646	0.004	0.012
1122.2524380449217	7.990875629694063	0.006629696472456397	0.0038937969898142936	1.609519185084296e-05	1.468093942981767	0.8802556940358557	44.48546971238769	0.05213601242933084	8.27460188443874	0.2558844654013219	0.004	0.012
1143.0751034442712	8.154554145522068	0.006601908693379932	0.003972218744994546	1.671547451842688e-05	1.4774076653293096	0.9144153472422104	44.42206902664943	0.051991319302525624	8.210057107814489	0.2524476542553194	0.004	0.012
1163.570824898617	8.317007331875038	0.006575369071580244	0.004051809832640508	1.735040268382924e-05	1.4871003702861074	0.9489639499334885	44.357260327532515	0.05187145423645041	8.144862207616583	0.2491117571178044	0.004	0.012
1183.7435973546162	8.478266354237507	0.006549982824595122	0.004132592911121584	1.8000236952229255e-05	1.4971561853188966	0.9838932302387838	44.291226435407786	0.05177491954078904	8.079111116823908	0.2458745205800493	0.004	0.012
1203.597468267112	8.63836060023418	0.0065256640665586636	0.00421458819918089	1.8665231624713982e-05	1.5075606696287445	1.0191950980549904	44.22412729472522	0.051700336132092455	8.012890751619633	0.24273374160663808	0.004	0.012
1223.1365208580173	8.797317830527621	0.006502334903269282	0.004297813732469248	1.9345634882384304e-05	1.5183006790161124	1.054861636811306	44.15610245358375	0.0516464318286071	7.946281588608285	0.23968726620928466	0.004	0.012
1242.3648594843294	8.9551643157441	0.006479924615856766	0.004382285589828561	2.0041688967325194e-05	1.5293642423193405	1.0908850964537746	44.08727325940399	0.05161203102346254	7.879358184250895	0.23673298817508068	0.004	0.012
1261.286596861544	9.111924960459172	0.006458368926678149	0.004468018093135502	2.0753630358347415e-05	1.540740448907795	1.1272578873932348	44.01774480694964	0.05159604554871675	7.812189643462406	0.23386884784583714	0.004	0.012
1279.9058429222625	9.267623415305737	0.006437609340756801	0.004555023984030551	2.1481689940304205e-05	1.5524193465759253	1.163972575211804	43.947607669814644	0.05159746657127703	7.744840043365596	0.23109283094489294	0.004	0.012
1298.2266951175807	9.422282178250144	0.006417592556092856	0.004643314580426345	2.222609316627902e-05	1.5643918491141535	1.201021875966215	43.87693944213073	0.05161535738571947	7.6773688173730905	0.22840296744807753	0.004	0.012
1316.2532299925538	9.575922686038295	0.006398269936385391	0.004732899915312689	2.2987060212289905e-05	1.576649652805689	1.2383986519615986	43.80580611355441	0.05164884698907651	7.609831104069386	0.22579733049595618	0.004	0.012
1333.9894958878963	9.728565396757256	0.006379597040035163	0.004823788860048481	2.3764806124426168e-05	1.5891851610999588	1.276095907896648	43.734263297477476	0.05169712433929809	7.542278064778528	0.22327403534468027	0.004	0.012
1351.4395066380214	9.8802298643913	0.006361533199702403	0.004915989234046179	2.4559540958521664e-05	1.601991416735674	1.3141067873030237	43.662357329746015	0.051759433213085515	7.4747571732015405	0.220831238353014	0.004	0.012
1368.607236151184	10.030934806181667	0.00634404114713555	0.0050095079025070195	2.5371469912593966e-05	1.6150620406217822	1.3524245692192083	43.590126252912	0.051835067590566455	7.407312480080301	0.21846713600331105	0.004	0.012
1385.4966137709716	10.180698163528714	0.006327086678439726	0.005104350863650555	2.6200793452366005e-05	1.6283911768277062	1.3910426650527286	43.51760069910106	0.05192336750423418	7.3399848554772005	0.21617996395444464	0.004	0.012
1402.111520330272	10.329537157106456	0.006310638355399854	0.0052005233266961305	2.7047707430232816e-05	1.64197344308137	1.429954615595371	43.44480468292211	0.0520237152979955	7.27281221094558	0.21396799612485762	0.004	0.012
1418.455784819145	10.477468336794614	0.006294667238901847	0.005298029781692517	2.7912403198066693e-05	1.6558038862220854	1.4691540881644904	43.37175631441564	0.05213553224934059	7.2058297035941745	0.21182954380408328	0.004	0.012
1434.5331815992747	10.624507626980815	0.006279146650902635	0.005396874062149385	2.879506771409332e-05	1.6698779421008465	1.508634873846351	43.298468440811114	0.05225827551345308	7.139069923832285	0.20976295479027496	0.004	0.012
1450.347428097817	10.770670367697187	0.006264051961733304	0.005497059401304442	2.9695883644843067e-05	1.6841913994763684	1.5483908848353807	43.22494922477733	0.052391435354406754	7.072563068313298	0.20776661255480844	0.004	0.012
1465.9021829307628	10.91597135204708	0.0062493603999617875	0.00559858848278217	3.061502946204645e-05	1.6987403674867492	1.5884161518498767	43.151202665964405	0.052534532631555476	7.006337099509231	0.20583893543059426	0.004	0.012
1481.201044406618	11.060424860308299	0.006235050882252361	0.005701463486247644	3.1552679534580426e-05	1.7135212463237288	1.6287048216169202	43.077229071818486	0.05268711651390082	6.9404178931450335	0.20397837582326908	0.004	0.012
1496.247549369004	11.204044691065686	0.006221103860966541	0.005805686128628032	3.250900421649125e-05	1.7285307007730037	1.669251154417343	43.003025482944985	0.05284876239825944	6.874829374602902	0.20218341944347737	0.004	0.012
1511.045172337285	11.346844189671335	0.006207501187538481	0.005911257701394113	3.3484169931106695e-05	1.7437656363227438	1.7100495216903613	42.928586057694474	0.05301907001043643	6.809593645259832	0.20045258456036477	0.004	0.012
1525.597324907544	11.488836274294155	0.006194225989873397	0.0060181791043330355	3.447833925137317e-05	1.759223177573722	1.7510944037001521	42.853902420136414	0.053197661671097976	6.744731099622061	0.1987844212768637	0.004	0.012
1539.9073553936216	11.630033459841764	0.006181262562167742	0.006126450876194407	3.549167097716384e-05	1.7749006487019194	1.792380387245465	42.77896397508185	0.053384180708714236	6.680260534108097	0.1971775108216064	0.004	0.012
1553.9785486701217	11.770447879929998	0.006168596265843208	0.00623607322254096	3.652432020932651e-05	1.790795555768535	1.8339021634282942	42.70375819345592	0.0535782900061987	6.616199248123146	0.19563046486136423	0.004	0.012
1567.8141262007891	11.910091307122354	0.006156213440222329	0.006347046041099774	3.7576438421152756e-05	1.806905570679457	1.875654525467885	42.62827087092057	0.05377967066742557	6.552563138110146	0.19414192483003365	0.004	0.012
1581.4172462303827	12.048975171609154	0.006144101322139494	0.0064593689448728606	3.864817352716791e-05	1.8232285166244695	1.9176323665594492	42.55248636234266	0.05398802079218439	6.489366785146817	0.19271056127362438	0.004	0.012
1594.7910041115983	12.187110578447154	0.00613224797319622	0.006573041283239115	3.973966994944149e-05	1.8397623548501683	1.9598306777916297	42.47638779448255	0.05420305435014307	6.426623536569886	0.1913350732144442	0.004	0.012
1607.9384327592477	12.32450832352999	0.006120642214063384	0.006688062161252947	4.0851068681965415e-05	1.8565051726241895	2.0022445461065943	42.399957258943246	0.05442450014370217	6.364345582146033	0.19001418752989277	0.004	0.012
1620.8625032199727	12.461178908423454	0.006109273565030197	0.006804430457315758	4.198250735304173e-05	1.873455172268478	2.044869152296134	42.32317598720841	0.05465210085129319	6.302544025223894	0.1887466583437488	0.004	0.012
1633.5661253254307	12.597132554109363	0.006098132192072543	0.006922144839387858	4.3134120285460267e-05	1.8906106611649531	2.087699769062692	42.24602450955696	0.054885612145354847	6.241228949187607	0.18753126643708073	0.004	0.012
1646.0521484400304	12.732379213817676	0.0060872088579029746	0.0070412037798748585	4.430603855537263e-05	1.9079700426234225	2.1307317591068307	42.16848279920709	0.05512480187636927	6.180409479653	0.18636681866845087	0.004	0.012
1658.3233622697244	12.866928584954378	0.0060764948774273955	0.007161605569322358	4.549839004920031e-05	1.9255318075392143	2.173960573276733	42.090530403188104	0.05536944931892844	6.120093842649987	0.1852521474123283	0.004	0.012
1670.3824977355177	13.000790120249945	0.006065982077224827	0.0072833483290364025	4.671129952015517e-05	1.9432945267561919	2.2173817487572127	42.01214656106422	0.0556193444733459	6.060289419134552	0.18418611000958274	0.004	0.012
1682.2322279185641	13.133973038251307	0.006055662758965846	0.007406430022706515	4.7944888640295464e-05	1.9612568440596123	2.260990907271464	41.93331031247029	0.0558742874169313	6.001002796126979	0.1831675882230519	0.004	0.012
1693.8751690059507	13.266486333003595	0.0060455296651528625	0.0075308484671708625	4.919927605697205e-05	1.9794174697693008	2.3047837533982647	41.85400059494773	0.0561340877052456	5.942239814573502	0.18219548772410948	0.004	0.012
1705.3138813165328	13.39833878327347	0.006035575948771797	0.0076566013423686845	5.0474577442327466e-05	1.997775174835196	2.3487560728619155	41.77419633228308	0.05639856381297071	5.884005614368426	0.18126873757366208	0.004	0.012
1716.550870353957	13.52953896120468	0.006025795145422033	0.007783686200546544	5.177090554315384e-05	2.016328785410608	2.392903730870089	41.69387651451218	0.05666754261447314	5.826304676610823	0.1803862897166655	0.004	0.012
1727.5885878595411	13.660095240382121	0.006016181144926521	0.00791210047469848	5.308837023388675e-05	2.035077177867463	2.437222670534607	41.613020270552305	0.056940858902098525	5.769140863274344	0.17954711849888538	0.004	0.012
1738.4294329168547	13.790015803525398	0.0060067281733347955	0.008041841486622856	5.442707856127923e-05	2.054019274191258	2.4817089112797346	41.531606933539464	0.05721835493562803	5.71251745453826	0.17875022018165773	0.004	0.012
1749.0757530083674	13.91930864954563	0.005997430764174309	0.008172906454255724	5.5787134795630644e-05	2.0731540377597764	2.5263585473969314	41.449616100400156	0.05749988002620877	5.656437183840381	0.1779946124941928	0.004	0.012
1759.5298450868127	14.047981600201165	0.005988283744337645	0.008305292498900517	5.716864048796122e-05	2.0924804694446597	2.5711677466337974	41.36702768548001	0.05778529014802639	5.600902270895033	0.17727933419506559	0.004	0.012
1769.7939570460132	14.176042307735678	0.005979282210890522	0.008438996650598529	5.8571694474695475e-05	2.1119976038431743	2.616132748160533	41.283821965597866	0.058074447551854924	5.545914453073514	0.17660344448031298	0.004	0.012
1779.870288072073	14.303498258332889	0.005970421518261946	0.008574015855598393	5.9996393008658176e-05	2.1317045062633104	2.661249862457971	41.199979629897406	0.0583672204717587	5.491475014077342	0.1759660228719474	0.004	0.012
1789.7609906394075	14.430356780840857	0.00596169725864072	0.008710346981276373	6.144282971234233e-05	2.1516002692720977	2.706515468479337	41.11548181078312	0.05866348275766621	5.437584811563758	0.1753661684284022	0.004	0.012
1799.4681715771815	14.556625052058298	0.005953105252028708	0.008847986820526961	6.291109562293364e-05	2.171684009790045	2.751926012481695	41.030310118671814	0.05896311355814119	5.384244306342039	0.1748029993533271	0.004	0.012
1808.9938924374726	14.682310099452438	0.005944641527114421	0.008986932095853963	6.440127931109503e-05	2.1919548667867	2.7974780078589006	40.94444668038494	0.05926599712507392	5.331453580856101	0.17427565290481664	0.004	0.012
1818.3401711937704	14.807418807970112	0.005936302313417662	0.009127179467564724	6.591346687667719e-05	2.212411998617225	2.843168032979776	40.85787416041978	0.059572022489373815	5.279212366687937	0.17378328475420432	0.004	0.012
1827.5089832813344	14.931957924592396	0.005928084027748619	0.009268725535163358	6.744774202891796e-05	2.2330545806772175	2.888992730063185	40.770575786018114	0.0598810832231877	5.227520065793478	0.17332506862651578	0.004	0.012
1836.5022626153425	15.055934062522171	0.005919983263470862	0.009411566842225405	6.900418603645738e-05	2.25388180336609	2.9349488040814764	40.68253536866556	0.06019307722075028	5.1763757702212	0.17290019595375006	0.004	0.012
1845.3219027532616	15.17935370572312	0.005911996780709939	0.009555699880299326	7.058287787255112e-05	2.274892870040735	2.9810330214839387	40.593737322474084	0.06050790647163453	5.125778282413898	0.1725078754745033	0.004	0.012
1853.9697579383362	15.302223212886906	0.005904121498388213	0.009701121092172516	7.218389419371098e-05	2.296086995210345	3.0272422090926487	40.504166680059626	0.06082547686304623	5.075726133103174	0.17214733288371983	0.004	0.012
1862.447644144943	15.424548821275568	0.005896354483554638	0.009847826875369298	7.380730940889769e-05	2.317463402836668	3.0735732530101156	40.413809106457954	0.06114569799096517	5.026217598487255	0.17181781048544945	0.004	0.012
1870.7573402869862	15.546336650957004	0.005888692942811704	0.009995813586003665	7.54531957008198e-05	2.3390213246540337	3.120023097308685	40.322650909748006	0.06146848296070136	4.977250718202561	0.1715185667829637	0.004	0.012
