EGFR	pEGFR	pAkt	EGFR_i	EGF_EGFR	S6	Akt	EGF_EGFR_i	pS6	pEGFR_Akt	pAkt_S6	EGF	Values[pEGFR_total]	Values[pAkt_total]	Values[pS6_total]
9733.35084537066	7232.798715953493	0.009333161578524686	0.0	42635.60603460382	3.5431695537130863	0.013110569870494568	0.0	2.4742726566541163e-09	0.020864824738338894	4.4381264178634357e-07	30.0	1.3144564665127318	0.5605651394669889	0.00012343206060437856
9519.270415140374	7321.522328853565	0.010121972539542985	0.0	42041.35059502053	3.543169481262366	0.01211264741122407	0.0	3.0534535534188987e-09	0.021073864365052	5.156841808754896e-07	30.0	1.3305806902929431	0.6079444957309865	0.00015232519465656585
9322.347459258035	7390.885701719428	0.010893494615549134	0.0	41441.45282413253	3.5431694029992227	0.011232934382599046	0.0	3.7227415582576886e-09	0.021181977723815068	5.932780366812436e-07	30.0	1.343186462508702	0.6542858459832918	0.00018571342992355469
9139.298760067857	7442.655518207037	0.01164338822776388	0.0	40839.26917634826	3.543169319069198	0.010462566349032114	0.0	4.4888941508019035e-09	0.02120236898129529	6.76441908646514e-07	30.0	1.3525948538138828	0.6993285511829284	0.0002239338713857339
8967.55092428143	7478.484826637313	0.012368128214785232	0.0	40237.38969253377	3.543169229647096	0.009792365980993551	0.0	5.358457976574031e-09	0.021147740809774294	7.649944468521268e-07	30.0	1.3591062832536083	0.7428608834746279	0.00026731310631096744
8805.085460680713	7499.911417457497	0.013064943927363437	0.0	39637.80591887998	3.5431691349311296	0.009213174310262615	0.0	6.337737428426271e-09	0.021030023031240328	8.587311335462358e-07	30.0	1.3630002233428737	0.7847164287061386	0.0003161656369019586
8650.317693270395	7508.359074116385	0.013731749852700403	0.0	39042.04214169967	3.543169035137558	0.008716091872172066	0.0	7.4327701138835985e-09	0.0208602008454545	9.574296729581283e-07	30.0	1.364535427363142	0.8247699201306052	0.00037079265645521993
8502.00212012169	7505.140830581091	0.014367071695821135	0.0	38451.257950218205	3.5431689304958534	0.008292645631285815	0.0	8.649308568923952e-09	0.020648221818054337	1.0608548386401025e-06	30.0	1.3639505213502467	0.8629327992335653	0.000431481137131054
8359.158441379508	7491.463580637414	0.014969971660885005	0.0	37866.328390336006	3.5431688212444334	0.007934896514732975	0.0	9.992807538381318e-09	0.020402963061622155	1.1687627597901215e-06	30.0	1.3614648417596324	0.899148728475598	0.0004985031954211981
8221.013742283687	7468.43354779615	0.015539975658631668	0.0	37287.90660365292	3.5431687076269323	0.007635500710791941	0.0	1.146841613666035e-08	0.020132242725924305	1.2809046520146008e-06	30.0	1.357279429541865	0.933389219682942	0.0005721157010766655
8086.957302596371	7437.062250453087	0.01607700432543619	0.0	36716.472777507435	3.543168589889011	0.007387735977938976	0.0	1.3080974220902105e-08	0.019842862666609735	1.397030015020828e-06	30.0	1.3515781142287384	0.9656494913267732	0.0006525600961787665
7956.5052746529755	7398.27269360182	0.016581309065009958	0.0	36152.37239604452	3.5431684682756566	0.007185502289529933	0.0	1.4835012344205233e-08	0.019540671756128895	1.5168893311341302e-06	30.0	1.3445286391957083	0.9959446274265807	0.000740062392805491
7829.273074697808	7352.9055923382375	0.01705341379902809	0.0	35595.84612914851	3.5431683430289405	0.007023304346888116	0.0	1.6734754702984987e-08	0.019230641617778245	1.6402363054695193e-06	30.0	1.336283792704244	1.0243060792972911	0.0008348333200640496
7704.953802735983	7301.725488700536	0.017494062717355992	0.0	35047.05318587859	3.543168214386184	0.0068962219037424196	0.0	1.8784124545242332e-08	0.01891694854920942	1.7668296920927729e-06	30.0	1.3269825195606364	1.0507785276002515	0.000937068593888868
7583.30137424283	7245.426666129513	0.017904174029624742	0.0	34506.08955993525	3.5431680825784975	0.006799872484588657	0.0	2.0986751561748027e-08	0.018603057051035033	1.8964347514859332e-06	30.0	1.3167509959956203	1.075417104805879	0.0010469492857596743
7464.11733463546	7184.638798034799	0.01828479951778279	0.0	33973.00228290608	3.5431679478296356	0.006730369948807021	0.0	2.334598083736082e-08	0.018291801709026313	2.0288243837889553e-06	30.0	1.305703656221438	1.098284966036514	0.0011646422692487492
7347.240552113022	7119.932291041878	0.018637089555457835	0.0	33447.80055741445	3.5431678103551367	0.006684281435511412	0.0	2.5864882993011974e-08	0.01798546522905046	2.1637799802069087e-06	30.0	1.2939441635010192	1.1194511882224063	0.0012903007259659938
7232.539160235521	7051.823301369712	0.018962263178421056	0.0	32930.46445172996	3.5431676703617025	0.006658584495318285	0.0	2.854626519909902e-08	0.017685851234228465	2.3010920321038413e-06	30.0	1.2815663218125986	1.1389889726062923	0.0014240646949752935
7119.904258986454	6980.778415880584	0.01926158274825483	0.0	32420.95168845554	3.543167528046783	0.006650625647353476	0.0	3.139268278741664e-08	0.017394351043857628	2.4405605339842466e-06	30.0	1.268654926572445	1.1569741230978854	0.0015660616520696237
7009.244989897435	6907.218998718942	0.019536332738221855	0.0	31919.202944076103	3.5431673835983357	0.0066580811685483495	0.0	3.440645123080175e-08	0.01711200409801666	2.5819952130468044e-06	30.0	1.2552865545822518	1.17348377219242	0.0017164071073900223
6900.484685669063	6831.525211222352	0.01978780217620482	0.0	31425.145984152296	3.543167237194727	0.006678920593393028	0.0	3.7589658297629674e-08	0.016839552014787602	2.7252156144641057e-06	30.0	1.2415302945974795	1.188595326519796	0.0018752052117672134
6793.55785931215	6754.039717213385	0.02001727030073301	0.0	30938.69888891333	3.5431670890047555	0.006711373167399674	0.0	4.094417622173858e-08	0.01657748648079912	2.8700510681038244e-06	30.0	1.2274484207172802	1.2023856053607527	0.002042549363832895
6688.407849487302	6675.071088810489	0.020225995014374908	0.0	30459.772567999513	3.5431669391877665	0.00675389732654674	0.0	4.4471673757713456e-08	0.01632609131851907	3.016340559192224e-06	30.0	1.21309701134718	1.2149301471637162	0.002218522811412045
6584.9849785536535	6594.896929663713	0.020415203752330035	0.0	29988.27271991779	3.543166787893849	0.006805153156503984	0.0	4.817362801701889e-08	0.016085479158643466	3.1639325224299056e-06	30.0	1.1985265168069899	1.2263026611110173	0.0024031992419826075
6483.245112065856	6513.7667334730995	0.02058608642078199	0.0	29524.101356831616	3.543166635264087	0.006863977705127012	0.0	5.205133600315248e-08	0.015855623189514643	3.3126845762667286e-06	30.0	1.1837822788294141	1.2365746029888902	0.002596643358120465
6383.148531118706	6431.904495822391	0.0207397900944057	0.0	29067.157990737713	3.5431664814308617	0.006929362976829699	0.0	5.6105925781878755e-08	0.015636384465552815	3.4624632116980165e-06	30.0	1.1689050052266132	1.2458148567074316	0.0027989114347399596
6284.659049898191	6349.511097298998	0.020877415198389735	0.0	28617.34055435827	3.543166326518184	0.0070004364060106145	0.0	6.03383672396474e-08	0.015427535252151913	3.613143447646556e-06	30.0	1.1539312029907525	1.2540895049767429	0.0030100518557904976
6187.743324632274	6266.766475293239	0.021000012933008686	0.0	28174.546115077523	3.543166170642053	0.007076443597229645	0.0	6.474948239630156e-08	0.015228778861298458	3.764608463116183e-06	30.0	1.138893572989543	1.2614616746077467	0.003230105628718379
6092.370312246136	6183.83160118462	0.021108583729636962	0.0	27738.67142712045	3.543166013910829	0.007156733117754592	0.0	6.933995524973974e-08	0.015039766403393776	3.916749214580714e-06	30.0	1.1238213692932344	1.267991443759249	0.0034591068755795667
5998.510845983188	6100.850278765723	0.02120407655499157	0.0	27309.61335746069	3.5431658564256123	0.007240743134658285	0.0	7.411034113947448e-08	0.014860110846304442	4.069464045610732e-06	30.0	1.1087407260137334	1.27373580012815	0.0036970833001520515
5906.137302485173	6017.95077882739	0.021287388905726675	0.0	26887.26921310376	3.543165698280629	0.007327989699263954	0.0	7.906107562381102e-08	0.014689398736714822	4.222658294458367e-06	30.0	1.0936749543680753	1.2787486406012325	0.003944056630784561
5815.223340407006	5935.247323856765	0.021359367358228618	0.0	26471.536991339417	3.5431655395636117	0.007418056495514876	0.0	8.419248287164752e-08	0.014527199902352196	4.37624390421932e-06	30.0	1.0786448125017836	1.2830808042517756	0.004200043039031582
5725.743694915659	5852.841435824348	0.021420808558275578	0.0	26062.31556992367	3.543165380356176	0.007510585883721893	0.0	8.950478357488535e-08	0.014373075418963177	4.530139039263919e-06	30.0	1.0636687504303992	1.2867801317542926	0.004465053534373446
5637.674015919961	5770.823159085094	0.021472460552922387	0.0	25659.504850358735	3.5431652207341853	0.007605271086590075	0.0	9.499810239143844e-08	0.01422658409277662	4.684267710828645e-06	30.0	1.0487631322845896	1.289891545353446	0.004739094335519776
5550.990740463343	5689.272169487786	0.021515024382247953	0.0	25263.005864636718	3.5431650607681098	0.007701849379508643	0.0	1.0067247493189447e-07	0.014087287678829328	4.838559413991722e-06	30.0	1.0339424378750892	1.2924571444406863	0.005022167218947473
5465.6709918812185	5608.258779895321	0.021549155862185893	0.0	24872.72085346051	3.543164900523367	0.007800096161845584	0.0	1.0652785430525397e-07	0.013954755027190754	4.992948777682391e-06	30.0	1.019219445431681	1.2945163126078991	0.00531426984544276
5381.692499819734	5527.844851521684	0.021575467500636502	0.0	24488.55332233437	3.5431647400606523	0.007899819798888066	0.0	1.1256411724082392e-07	0.013828565325246423	5.147375228924267e-06	30.0	1.0046053972256128	1.2961058327066264	0.00561539606549919
5299.033536697143	5448.084619576286	0.021594530500252285	0.0	24110.408080307614	3.5431645794362563	0.00800085713842207	0.0	1.1878106980448635e-07	0.013708310578653475	5.301782672080918e-06	30.0	0.9901101496185193	1.297260007113698	0.0059255362044805665
5217.6728669527965	5369.025441121788	0.02160687680839905	0.0	23738.191265326554	3.543164418702362	0.008103069615418457	0.0	1.251784527283651e-07	0.01359359745699881	5.456119183596024e-06	30.0	0.975742308974702	1.2980107808311006	0.006244677328497767
5137.589706226452	5290.7084724272945	0.021613001181896522	0.0	23371.810359285144	3.5431642579073293	0.00820633986797871	0.0	1.317559463734806e-07	0.013484048613402225	5.610336722455686e-06	30.0	0.9615093547601492	1.2983878654744334	0.006572803491976727
5058.7636885090715	5213.169282137051	0.02161336324260571	0.0	23011.174194890973	3.5431640970959664	0.008310568800858165	0.0	1.385131753446378e-07	0.013379303565679714	5.7643908563278595e-06	30.0	0.9474177509769105	1.29841886271257	0.00690989596787767
4981.1748394002125	5136.43840633913	0.02160838950259751	0.0	22656.19295636125	3.543163936309782	0.00841567303715226	0.0	1.454497127770512e-07	0.01327901921974691	5.918240503237478e-06	30.0	0.9334730470385998	1.2981293858813392	0.007255933461538531
4904.803554193594	5060.541850915819	0.021598475343282825	0.0	22306.77817532784	3.5431637755872254	0.008521582707864631	0.0	1.525650843137077e-07	0.013182870101163998	6.071847688466047e-06	30.0	0.9196799690650843	1.2975431788331064	0.007610892309090485
4829.630579772485	4985.501546020005	0.021583986936512357	0.0	21962.84272304865	3.54316361496391	0.008628239536004643	0.0	1.5985877179173693e-07	0.013090548350166644	6.22517731627552e-06	30.0	0.90604250247675	1.296682231302011	0.007974746661356946
4755.63699941856	4911.335757476884	0.021565263097724698	0.0	21624.300799889832	3.543163454472825	0.008735595173691843	0.0	1.6733021665701259e-07	0.013001763531627434	6.378196955945787e-06	30.0	0.892563966760557	1.2955668901889659	0.008347468654195061
4682.8042200457385	4838.0594586832	0.021542617066145284	0.0	21291.0679226024	3.543163294144532	0.00884360976328388	0.0	1.749788231226906e-07	0.012916242293929155	6.530876641602826e-06	30.0	0.8792470830570847	1.2942159664662491	0.008729028566063167
4611.113961226126	4765.684667097507	0.021516338206217102	0.0	20963.06091007225	3.543163134007351	0.008952250689793663	0.0	1.8280396108960867e-07	0.012833727915303902	6.683188685248769e-06	30.0	0.8660940353125083	1.2926468373521611	0.009119394963708435
4540.548245681264	4694.220748476731	0.02148669362832799	0.0	20640.197867891635	3.5431629740875255	0.009061491500971148	0.0	1.9080496884389322e-07	0.012753979763198389	6.835107502385873e-06	30.0	0.8531065255689311	1.2908755436394894	0.009518534836740226
4471.089390943934	4623.67469196272	0.0214539297274338	0.0	20322.398172065146	3.5431628144093916	0.00917131097239203	0.0	1.9898115554722278e-07	0.01267677269072448	6.986609449602106e-06	30.0	0.8402858239571299	1.288916882093613	0.009926413721859864
4402.720001911191	4554.051358836913	0.02141827363942519	0.0	20009.58245214649	3.5431626549955197	0.009281692298107833	0.0	2.073318035344029e-07	0.012601896389793405	7.137672673483973e-06	30.0	0.8276328139038669	1.2867844929110719	0.01034299581747793
4335.422964187122	4485.353706716951	0.02137993461600124	0.0	19701.672573911706	3.543162495866856	0.009392622395143517	0.0	2.1585617042806663e-07	0.012529154711884764	7.2882769703992535e-06	30.0	0.8151480328761367	1.284490942284405	0.010768244089208618
4269.181437859022	4417.582993803882	0.021339105319417337	0.0	19398.591621943593	3.5431623370428498	0.009504091291498446	0.0	2.245534910955083e-07	0.012458364985428126	7.4384036560106586e-06	30.0	0.8028317094999093	1.2820478001553175	0.011202120367488745
4203.978851949775	4350.738961393382	0.02129596304013523	0.0	19100.26388186645	3.543162178541573	0.009616091611043232	0.0	2.3342297944028846e-07	0.01238935731337672	7.588035444736411e-06	30.0	0.7906837967286777	1.279465713338042	0.011644585436954118
4139.798899129382	4284.8200000038	0.02125067083859182	0.0	18806.614822669995	3.543162020379829	0.009728618120592654	0.0	2.4246383005749256e-07	0.012321973884477592	7.737156337852092e-06	30.0	0.7787040020346144	1.2767544740858823	0.012095599119014085
4076.625530774008	4219.823298966835	0.021203378614436344	0.0	18517.571079024765	3.5431618625732573	0.009841667342824163	0.0	2.5167521975392874e-07	0.012256068291219344	7.885751520067981e-06	30.0	0.7668918145943087	1.273923084302103	0.012555120347688438
4014.4429521972943	4155.744981721818	0.02115422410595405	0.0	18233.06043377158	3.5431617051364244	0.009955237222009299	0.0	2.6105630894655284e-07	0.012191504864772646	8.033807263920989e-06	30.0	0.7552465298763512	1.2709798155583754	0.013023107239369523
3953.235618235514	4092.580227799759	0.021103333823941275	0.0	17953.011800383218	3.5431615480829133	0.010069326836341097	0.0	2.7060624294789375e-07	0.012128158028876132	8.181310841413676e-06	30.0	0.7437672718099887	1.2679322651768865	0.013499517156947216
3892.988228936988	4030.3233829475103	0.02105082392192841	0.0	17677.35520566326	3.543161391425402	0.010183936151540783	0.0	2.803241531464848e-07	0.012065911676088201	8.328250442525302e-06	30.0	0.7324530127984242	1.2647874084899915	0.01398430676869617
3833.685725383546	3968.9680585228894	0.02099680100645747	0.0	17406.021772646356	3.5431612351757393	0.010299065809574884	0.0	2.902091580910017e-07	0.012004658568867493	8.47461510007402e-06	30.0	0.7213025917822824	1.2615516475000002	0.014477432102359328
3775.313285667586	3908.507221049761	0.02094136289116343	0.0	17138.943703669054	3.543161079345013	0.010414716948073737	0.0	3.00260364485529e-07	0.011944299766142285	8.620394620469213e-06	30.0	0.7103147305147963	1.258230856164238	0.014978848594797995
3717.85632102585	3848.933273049803	0.020884599297100535	0.0	16876.05426360458	3.5431609239436095	0.010530891046065697	0.0	3.10476868103103e-07	0.011884744077313717	8.765579519971423e-06	30.0	0.6994880482516709	1.2548304224519757	0.015488511137565017
3661.3004720172153	3790.2381259700137	0.02082659250296713	0.0	16617.287763378514	3.5431607689812767	0.010647589792136135	0.0	3.2085775462445813e-07	0.01182590754393063	8.910160966024106e-06	30.0	0.688821075004468	1.2513552873926284	0.01600637411874664
3605.6316048124195	3732.4132656127476	0.02076741794807574	0.0	16362.579543686827	3.543160614467174	0.010764814974466375	0.0	3.314021004059717e-07	0.011767712946734416	9.054130723386795e-06	30.0	0.6783122634314451	1.247809981286181	0.016532391461272382
3550.835807558729	3675.4498113447066	0.020707144790951818	0.0	16111.8659589509	3.54316046040992	0.010882568386009536	0.0	3.4210897318561384e-07	0.01171008934193398	9.19748110458567e-06	30.0	0.6679599995978169	1.2441986572489812	0.017066516658132167
3496.899386816349	3619.338569319859	0.02064583642660066	0.0	15865.084361508247	3.54316030681764	0.011000851745333832	0.0	3.529774327300669e-07	0.01165297162314099	9.340204924438735e-06	30.0	0.6577626126481425	1.2405251222774394	0.017608702804658663
3443.8088641210575	3564.070080230433	0.020583550964726617	0.0	15622.173085975073	3.5431601536980075	0.011119666631238668	0.0	3.6400653142721833e-07	0.011596300108576239	9.482295458394043e-06	30.0	0.647718383484278	1.2367928659667995	0.0181589026280845
3391.5509725568336	3509.6346624669336	0.02052034167213666	0.0	15383.071433901448	3.543160001058278	0.0112390144270875	0.0	3.751953148310828e-07	0.011540020154371501	9.623746404258227e-06	30.0	0.637825552608991	1.2330050870790652	0.018717068514726362
3340.1126533735874	3456.0224506758786	0.02045625738110773	0.0	15147.719658676731	3.5431598489053275	0.011358896275988307	0.0	3.8654282216029584e-07	0.011484081791056675	9.764551847202709e-06	30.0	0.6280823271331851	1.2291647180669536	0.019283152534852948
3289.4810527166583	3403.2234305364723	0.020391342866358502	0.0	14916.058950607956	3.5431596972456827	0.01147931304368817	0.0	3.980480867560582e-07	0.01142843938372554	9.904706227706053e-06	30.0	0.6184868870959772	1.2252744477124404	0.01985710646553007
3239.6435183875938	3351.2274699468812	0.020325639192884413	0.0	14688.031422253867	3.543159546085548	0.01160026528870665	0.0	4.097101365023499e-07	0.011373051314096631	1.0044204312224183e-05	30.0	0.6090373911322771	1.2213367420155534	0.020438881811583525
3190.5875966939743	3300.024346881419	0.020259184036392448	0.0	14463.580093947718	3.543159395430836	0.011721753238999738	0.0	4.215279942109555e-07	0.011317879683441315	1.0183041166415604e-05	30.0	0.599731981535359	1.2173538634376921	0.021028429824806565
3142.301029311912	3249.6037744908062	0.020192011978812704	0.0	14242.648879586653	3.543159245287188	0.011843776773320427	0.0	4.335006779759492e-07	0.011262890035736146	1.032121213063809e-05	30.0	0.5905687888184074	1.213327888648228	0.021625701521643798
3094.771750162947	3199.9554234291213	0.020124154779999747	0.0	14025.182572681957	3.5431590956599974	0.011966335407690758	0.0	4.4562720149843904e-07	0.011208051099511772	1.0458712797638409e-05	30.0	0.5815459357720579	1.2092607248412195	0.02223064769939143
3047.987882442284	3151.0689418652464	0.020055641627899964	0.0	13811.126832517004	3.54315894655443	0.01208942828552039	0.0	4.5790657438538984e-07	0.011153334547587376	1.05955389921883e-05	30.0	0.5726615411011345	1.2051541247589423	0.022843218951104433
3001.937735628953	3102.9339734534774	0.01998649936906414	0.0	13600.42817059215	3.5431587979754418	0.012213054170609729	0.0	4.703378024254348e-07	0.011098714773573564	1.073168675247565e-05	30.0	0.5639137226904971	1.2010097005350788	0.023463365679355724
2956.6098025799347	3055.5401730691115	0.019916752719371024	0.0	13393.033937242695	3.5431586499277956	0.012337211444064786	0.0	4.829198878405413e-07	0.011044168684250798	1.0867152313301006e-05	30.0	0.5553006004647109	1.1968289363495146	0.02409103810879081
2911.992756665895	3008.877221119473	0.019846424458893806	0.0	13188.892308470222	3.5431585024160768	0.01246189810239536	0.0	4.956518295204576e-07	0.010989675506620101	1.1001932090642413e-05	30.0	0.5468202989888256	1.1926132001308567	0.02472618629782345
2868.0754488627135	2962.9348360093227	0.019775535609644485	0.0	12987.9522730778	3.5431583554447057	0.01258711175855064	0.0	5.085326232369494e-07	0.010935216609137028	1.1136022667759676e-05	30.0	0.5384709497337448	1.1883637542307144	0.025368760149323103
2824.846904966222	2917.702785420475	0.019704105599805264	0.0	12790.163619922105	3.5431582090179528	0.012712849643826742	0.0	5.215612618437131e-07	0.01088077533558545	1.1269420782455795e-05	30.0	0.5302506931260956	1.1840817652864737	0.02601870942058784
2782.2963229322168	2873.1708960407877	0.019632152413046583	0.0	12595.476925277826	3.5431580631399457	0.012839108612133136	0.0	5.34736735459043e-07	0.010826336851504524	1.140212331566934e-05	30.0	0.5221576803163003	1.1797683131884733	0.02667598373245691
